Placing,Horse No,Horse Name,Jockey,Gear,Comment,Date,RaceNumber
Comments on Running is not available for this race.,Comments on Running is not available for this race.,Comments on Running is not available for this race.,Comments on Running is not available for this race.,Comments on Running is not available for this race.,Comments on Running is not available for this race.,2022-04-20,12
Comments on Running is not available for this race.,Comments on Running is not available for this race.,Comments on Running is not available for this race.,Comments on Running is not available for this race.,Comments on Running is not available for this race.,Comments on Running is not available for this race.,2022-04-20,13
1,3,LUCKY QUALITY  (D050),K H Chan,V,"Began well from gate 1, positioned a length behind the leader on rail, easy run on turn, hard ridden after passing 300M, hit the front 150M, kept on strongly to the line, won by 3-1/4L.",2022-04-24,1
2,12,FIGHTING STAR  (E255),A Badel,B/XB/TT,"Jumped with them, raced prominently, 2 wide, took the lead 750M, enjoyed the easy lead on turn, kept on well in straight but unable to hold off the winner final 150M.",2022-04-24,1
3,10,DOUBLE SHOW  (G250),L Hewitson,SR/TT,"Crowded start, raced in midfield on the outside, 6 lengths back turning in, finished off well to take a place without threatening.",2022-04-24,1
4,4,ALL IS READY  (G042),C L Chau,B1,"Bumped start, raced 2 wide in midfield, made contact 550M, made some headway in straight to make frame. (Lost left hind plate.)",2022-04-24,1
5,9,BRAVE DREAMS  (G156),K Teetan,H/TT,"Crowded start, raced at tail, 9 lengths back turning in, made good progress in straight without threatening.",2022-04-24,1
6,5,DREAM CATCHER  (G200),M L Yeung,--,"Average to begin, raced slightly better than midfield on the inside, saved ground on turn, kept on evenly in straight.",2022-04-24,1
7,2,SCIENCE PATCH  (E442),B Shinn,B,"Shifted in at start and bumped, raced 3 wide with cover behind midfield, 7 lengths back on turn, made minor progress in straight.",2022-04-24,1
8,6,FOREVER GLORIOUS  (G229),H Bentley,TT1,"Taken back from the widest draw, raced behind midfield on the outside, 9 lengths back turning in, made minor progress in straight.",2022-04-24,1
9,14,CALL ME LU  (E404),H W Lai,TT,"Taken back from a wide draw, raced towards rear on the inside, hampered by rival 550M, 9 lengths back turning in, finished off evenly.",2022-04-24,1
10,13,VICTORIA GENERAL  (E021),H T Mo,H-/XB1/TT-,"Taken back from gate 12, raced 2 wide at rear, hampered by rival 550M, 10 lengths back turning in, passed some beaten rivals in straight.",2022-04-24,1
11,11,FORTUNE CARRIER  (E187),M F Poon,--,"Jumped well, sent forward to race prominently on the outside, took the lead 1050M, headed 800M, peaked on turn, weakened early in straight.",2022-04-24,1
12,8,SIGHT HERO  (D487),A Hamelin,B/TT,"Slowly away, raced behind midfield on the inside, inconvenienced near 550M, showed limited response early in straight, weakened inside final furlong.",2022-04-24,1
13,1,RHAPSODY  (D120),J Moreira,--,"Jumped well from gate 13, tracked leaders on the outside early, found a 2 wide spot near 800M, 5 lengths back turning in, peaked early in straight, weakened final furlong. (Bled.)",2022-04-24,1
14,7,MIRACLES  (G083),M Chadwick,--,"Jumped well, took the early lead, headed 1050M, peaked on turn, weakened early in straight, eased final 100M.",2022-04-24,1
1,6,KAI XIN DRAGON  (E174),B Shinn,TT2,"Took lead easily, made all.",2022-04-24,2
2,10,ONE VOICE  (G274),C Y Ho,TT1,"At back, 2 wide, dashed well 250M, bled from both nostrils noted after racing.",2022-04-24,2
3,4,LESLIE  (E471),J Moreira,B1,"Box seat, just held ground.",2022-04-24,2
4,13,SUGAR SUGAR  (G016),L Ferraris,B/H/TT,"In front of midfield, along the fence, made ground 300M.",2022-04-24,2
5,1,FUN N GLORY  (G003),Z Purton,TT,"Eased back, 2-4 wide, dashed well 250M.",2022-04-24,2
6,5,SNOWALOT  (E397),L Hewitson,--,"Eased back, 2 wide, made ground 200M.",2022-04-24,2
7,9,HO HO JUNIOR  (G127),L Currie,H,"Eased at start, took rail at back, ran on ok.",2022-04-24,2
8,2,RIVER VIEWS  (G212),C L Chau,TT-,"Hard ridden forward, trapped 3 wide, weakened 200M.",2022-04-24,2
9,12,GOLD GOLD BABY  (E220),A Badel,B/TT,"Hard ridden forward, sat 2 wide, emptied 200M.",2022-04-24,2
10,7,WOODFIRE BRO  (G115),M L Yeung,TT,"Eased at start, 3-4 wide at rear, no progress, post-race vet exam did not show any significant findings",2022-04-24,2
11,11,SIX BEST FRIENDS  (G205),M Chadwick,TT,"Pushed early, trapped 3 wide in midfield, never improved, post-race vet exam did not show any significant findings",2022-04-24,2
12,14,IRON KING  (C133),M F Poon,TT,"Eased at start, trapped 3-5 wide, never competitive, post-race vet exam did not show any significant findings",2022-04-24,2
13,8,HEI WONGCHOY  (G187),K C Leung,TT1,"Midfield, 2 wide, dropped off 400M.",2022-04-24,2
1,2,CHARITY GRACE  (E090),M F Poon,B,"Raced in behind midfield, along the rail, saved ground and showed strong dash in the last 300M.",2022-04-24,3
2,4,ROYAL BOMB  (E143),B Shinn,CP/TT,"At rear, 2 wide, made ground and closed off strongly to the line for 2nd.",2022-04-24,3
3,5,LEADING FORTUNE  (C441),Z Purton,B,"Raced in behind midfield, 2 wide, swung wide on Straightening, made ground strongly until the last 150M.",2022-04-24,3
4,3,GOLDEN LINK  (D222),M Chadwick,--,"Raced in midfield, 2 wide, made minor ground and battled on to the line for 4th.",2022-04-24,3
5,9,MY ECSTATIC  (E004),K C Leung,TT,"Raced behind the lead after 900M, along the rail, weakened passing 50M.",2022-04-24,3
6,1,ULTRA EXPRESS  (D161),A Badel,B/TT,"At rear, along the rail, made minor ground only. (See incident report)",2022-04-24,3
7,7,BOOM ALLIANCE  (G220),L Hewitson,SR/TT,"Raced in midfield, along the rail, pretty one paced.",2022-04-24,3
8,6,SUPER WINNER  (C341),C Wong,TT,"Sent forward and took lead after 900M, weakened noticeably after passing the 200M.",2022-04-24,3
9,11,BORN THE SAME DAY  (E458),M L Yeung,H,"At rear, 2 wide, one paced only.",2022-04-24,3
10,8,PRECISE EXPRESS  (D198),J Moreira,H/TT,"Raced in midfield, wide no cover, did not improve in the Straight.",2022-04-24,3
11,10,HAPPY ANGEL  (G133),H W Lai,CP,"Raced prominently, 2 wide, weakened after passing 300M.",2022-04-24,3
1,14,KUNG FU TEA  (C136),L Hewitson,B,"Had a nice run in midfield along rail. Moved away from rail before straightening, dashed up to share lead passing 300m mark before digging deep in concluding stages to hold off challengers.",2022-04-24,4
2,2,LIGHT OF WANSHI  (E009),M Chadwick,TT,Drifted back to race third last early before moving slightly closer along rail mid-race. Held up for a run from passing the 400m until passing the 250m before shifting outwards & closing strongly to be beaten only a head.,2022-04-24,4
3,4,ERIMO  (E193),J Moreira,H,"Raced on speed early before getting nice position 1,1 from near the 800m. Moved up to share the lead passing the 300m mark, continued close all the way to line & was beaten only half-length into third.",2022-04-24,4
4,12,CASA LEGEND  (G126),H Bentley,TT,Raced in midfield between runners throughout. Entered last section just under 3L from the lead before closing strongly down the outside to be beaten under 1L on the line.,2022-04-24,4
5,9,SPARKY STAR  (C416),Z Purton,--,"Settled just worse than midfield between runners. Steadied passing 750m, entered final section 3.5L behind before closing off well in concluding stages to be beaten just over 1L on the line.",2022-04-24,4
6,13,HEARTY WISH  (E343),L Currie,B-/H-/SR2/TT,Raced in midfield along the rail throughout. Stayed closer to the inside in the straight before closing off steadily to midfield without threatening.,2022-04-24,4
7,10,STAR CONTACT  (E472),B Shinn,B/TT,Had a nice run on leaders back throughout. Moved up to share lead at the 300m mark when racing between runners before weakening a couple of lengths in the last 150m.,2022-04-24,4
8,6,ROCKPAPERSCISSORS  (G216),M F Poon,CP1/TT1,Slow to begin before being tightened & checked near the 1200m mark & racing a clear last thereafter. Was over 5L from the lead on straightening before doing best work in the final stages when running onto midfield.,2022-04-24,4
9,8,FIERY FLYING  (G090),K C Leung,H,Drifted back & was relegated to second last after 400m. Was relegated to last approaching corner before making some late headway in the final furlong when passing a few tiring rivals.,2022-04-24,4
10,3,CIRCUIT MIGHTY  (G078),A Badel,B-/TT,Pushed forward to lead. Joined & headed near the 300m mark before weakening out in the final furlong.,2022-04-24,4
11,11,ISLAND SHINE  (D040),V Borges,B,Raced wide early before improving position to race outside the leader from the 800m. Asked for full effort on straightening but emptied out quickly passing 350m mark before weakening to be well beaten.,2022-04-24,4
12,7,CONCERTO  (E176),A Hamelin,B1/TT,"Raced three wide with cover in midfield throughout. Was ridden along before cornering, straightened 4L from the lead before weakening out to be beaten over 9L.",2022-04-24,4
13,1,GALLANT WAKING  (G165),C Y Ho,--,"Steadied at start, over-raced passing 1200m before being left wide & without cover in midfield from the 800m. Continued to cover additional ground around bend before emptying out passing 300m & weakening out sharply late.",2022-04-24,4
14,5,MAXIMIZE HEART  (D311),C L Chau,B,"Steadied & restrained back to race near the tail after start. Relegated to third last when 3 wide with cover around first bend, was the widest runner on straightening when over 5L behind before weakening badly to long last.",2022-04-24,4
1,1,BEAUTY JOY  (E058),Z Purton,H/TT,"Made contact at start, raced 2 wide in midfield, travelled keenly for some distance after passing 700M, 2 to 3 lengths back turning in, finished off strongly to score.",2022-04-24,5
2,3,SAVAQUIN  (D479),J Moreira,--,"Made contact at start, raced 2 wide slightly behind midfield, hard ridden from 500M, very wide into straight, finished off strongly to take 2nd, no threat to the winner.",2022-04-24,5
3,4,TURIN REDSUN  (G134),A Badel,SR-/B1/TT,"Bumped start, raced 2 wide towards rear, 5 lengths or so back turning in, made good progress in straight to take a place, nearest on line.",2022-04-24,5
4,9,FLYING QUEST  (A071),H T Mo,B,"Taken back to race behind midfield on the inside, 5 lengths back turning in, made good progress in straight to make frame.",2022-04-24,5
5,8,SOULMATE  (D404),K H Chan,E,"Began well from gate 1, raced prominently on the inside, took the lead after passing 1000M, led by a length on turn, kept on well early in straight, peaked and headed near 150M, ran on evenly thereafter. (Rider dropped whip 250M.)",2022-04-24,5
5,11,BOURBONAIRE  (E365),V Borges,H,"Moderately away, raced in midfield on the inside, 2 wide turning in, no clear run early in straight, cleared 200M, made some progress thereafter.",2022-04-24,5
7,2,MY SUGAR  (D206),C L Chau,CP,"Began well, raced better than midfield on the inside, angled out 550M, made good progress early in straight, peaked on run 200M, ran on evenly to the line.",2022-04-24,5
8,6,CALIFORNIA TEN  (E045),K Teetan,B/TT,"Away well, taken back to race 2 wide at rear, 6 to 7 lengths back turning in, only showed limited response in straight. (See Racing Incidents.)",2022-04-24,5
9,5,BELUGA  (D105),L Currie,H,"Jumped well from gate 10, raced 2 wide better than midfield, carried wider from 550M, peaked early in straight, weakened final 250M.",2022-04-24,5
10,7,CIRCUIT THREE  (B360),H Bentley,B/TT,"Slowly away, raced at rear throughout, never a factor. (Mucus.)",2022-04-24,5
11,10,ALL FOR ST PAUL'S  (C517),M F Poon,B,"Bumped start, sent forward to take the early lead, headed near 1000M, 2nd on turn, peaked early in straight, weakened final furlong.",2022-04-24,5
1,2,WELLINGTON  (D176),A Badel,XB,"Jumped best, slotted into midfield, stayed 2 wide, kept finding to the line, won nicely by 1-1/4L.",2022-04-24,6
2,9,COMPUTER PATCH  (D139),M Chadwick,CP1/TT,"Settled to race in box-seat, battled on spiritedly to the line to hold off late challenges for 2nd.",2022-04-24,6
3,1,SKY FIELD  (D216),B Shinn,TT,"Raced towards the rear, 2 wide, shifted out 350M to find daylight, closed off strongly to take 3rd.",2022-04-24,6
4,7,SUPER WEALTHY  (D108),L Currie,H,"In worse than midfield, on rail, got going until held slightly passing 300M, ran home nicely once cleared.",2022-04-24,6
5,5,HOT KING PRAWN  (A299),J Moreira,--,"Brushed at start, settled in midfield, along the rail, held near 300M, continued home fairly thereafter.",2022-04-24,6
6,6,SIGHT SUCCESS  (D375),Z Purton,E,"Rolled forward, sat in front of midfield, 2 wide, dashed on early but emptied once entered last 150M.",2022-04-24,6
7,4,STRONGER  (D142),C Y Ho,SR/XB,"Slow out, raced at the tail along the rail, hampered at 350M, improved and ran on okay.",2022-04-24,6
8,10,LUCKY EXPRESS  (D026),A Hamelin,B/E/TT,"Taken back, at rear and 2 wide, bumped at 350M, improved slightly without threatening.",2022-04-24,6
9,3,LUCKY PATCH  (D422),C L Chau,H/V,"Slotted in behind midfield, left wide and no cover from near 800M, raced flat in the straight and emptied late.",2022-04-24,6
10,11,KURPANY  (D172),L Ferraris,B/TT,"Forward to take rail, led, emptied and headed at 350M.",2022-04-24,6
1,14,REVE PARISIEN  (E335),M L Yeung,--,"Began well to lead from a wide barrier, obtained rails run passing the 900 metres, fought on well to defy runner-up's challenge closing stages.",2022-04-24,7
2,8,SOLID IMPACT  (E447),Z Purton,--,"Ridden along wide in first few, gained 2nd outside leader coming onto home bend, held every chance after straightening but unable to sustain effort inside final 100 metres.",2022-04-24,7
3,6,BEAUTY MISSION  (G098),J Moreira,SR,"Niggled along some 2L back in 4th, one-out-one-back rounding home bend, kept on steadily without quickening.",2022-04-24,7
4,4,READY TO WIN  (E422),K C Leung,CP/XB/TT,"Settled in rear of midfield in 8th, hampered 700 metres out, baulked for a run in straight until the 150 metres, produced good impression late.",2022-04-24,7
5,1,SETANTA  (G095),B Shinn,B-/TT1,"Inconvenienced at start, settled wide in last few to straight, produced good late finish inside final 200 metres.",2022-04-24,7
6,2,CALIFORNIA CONCORD  (D067),C L Chau,B/TT,"Niggled along in 2nd, held up behind race leader rounding home bend, switched out for a run 300 metres out, ran home one-paced.",2022-04-24,7
7,9,KUMASI  (G100),C Y Ho,TT,"Broke well before settling wide in midfield, travelled keenly 900 metres out gaining slightly closer rounding home bend, kept on steadily in straight without quickening.",2022-04-24,7
7,12,ACE ONE  (G196),V Borges,B/TT,"Steadied at start and dropped to tail-end despite ridden along, trailed the field to home straight, ran on under pressure inside final 250 metres.",2022-04-24,7
9,7,PINS PRINCE  (G013),A Badel,H/P/TT,"Broke well from the widest gate but soon taken back, wide without cover in midfield before making rapid progress onto home bend, joined the leaders but remained without cover 700 metres out, folded up quickly after straightening.",2022-04-24,7
10,10,SECRET VISION  (G302),H Bentley,--,"Began awkwardly from a wide gate losing ground, remained wide in last few most of the way, ran home one-paced down the centre of the straight.",2022-04-24,7
11,3,NICCONI COUNTY  (G208),K Teetan,TT,"Moderate start, soon recovered to within 3L of pace in joint 4th on the rail, baulked behind runners rounding home bend but saved ground turning in, found nothing in straight. (Questioned for disappointing performance)",2022-04-24,7
12,5,TEXAS MOON  (G073),L Currie,P-/B1,"Settled just worse than midfield on the rail, inconvenienced rounding home bend, saved ground turning in, made no show in the run to the line.",2022-04-24,7
13,11,TRUST ME  (C134),C Wong,B/H,"Ridden but slow to muster, travelled wide in rear of midfield behind runners in back straight, remained similar when coming under pressure onto home turn, soon weakened.",2022-04-24,7
14,13,CLASSIC MOON  (E439),M Chadwick,CP1/TT1,"Soon dropped to the rear, never seen with a chance.",2022-04-24,7
1,1,GOLDEN SIXTY  (C238),C Y Ho,--,"Never far off the pace, tracked leader going into home turn, loomed top of straight, quickened up to lead near 200M, pulled away to win with authority.",2022-04-24,8
2,8,CALIFORNIA SPANGLE  (E314),Z Purton,TT,"Soon crossed to the lead, led fast early stages, driven out 400M, couldn't fend off Golden Sixty mid-straight, faded late stages just held on for 2nd.",2022-04-24,8
3,7,EXCELLENT PROPOSAL  (D386),J Moreira,B/E,"Settled last of 8, 6Ls off the pace middle stages, wide from 700M, stayed on moderately to the line. No threat to winner.",2022-04-24,8
4,6,CHAMPION'S WAY  (C061),A Hamelin,P/TT,"Restrained to a rearward position, 5Ls behind leader on settling, responded mildly passing 400M, never a threat to winner, just missed 3rd at the finish.",2022-04-24,8
5,2,MORE THAN THIS  (C199),K Teetan,--,"Settled near the rear on inside, driven along 500M, couldn't muster the speed to challenge leaders, never threatened.",2022-04-24,8
6,3,WAIKUKU  (C150),V Borges,--,"In midfield early stages, dropped towards the rear 700M, wide into straight, ran home fairly, no threat to leaders from 200M.",2022-04-24,8
7,4,MIGHTY GIANT  (C470),K C Leung,B,"Began fairly, moved up to race one-out-one-back, struggled to hold its position 450M out, dropped out of contention quickly.",2022-04-24,8
8,5,HEALTHY HAPPY  (D435),B Shinn,V/TT,"Chased leaders 2-wide, moved up passing 600M to challenge, short-lived effort 400M out, soon weakened.",2022-04-24,8
1,8,ROMANTIC WARRIOR  (E486),K Teetan,TT,"Made contact at start, raced 2 wide in midfield, commenced move approaching 600M, 4 wide turning in, showed very good response in straight, hit the front 200M, ran on very well to the line, won by 2 lengths.",2022-04-24,9
2,3,TOURBILLON DIAMOND  (E054),A Badel,B/TT,"Moderately away, raced better than midfield on the inside, 2 wide turning in, short of room early in straight, cleared 300M, finished off well to take 2nd, no threat to the winner. (Lame right hind leg next day morning.)",2022-04-24,9
3,5,PANFIELD  (E052),A Hamelin,B-/TT,"Made contact shortly after start, raced at rear on the inside, angled out 550M, closed off well to take a place.",2022-04-24,9
4,2,KA YING STAR  (C198),L Ferraris,V/TT,"Began well, raced 2 wide better than midfield, 3 wide turning in, kept on well in straight to make frame without threatening.",2022-04-24,9
5,1,RUSSIAN EMPEROR  (E198),B Shinn,B,"Made contact shortly after start, raced 2 wide towards rear, 3 wide from 1000M, moved closer on turn, kept on well in straight without threatening.",2022-04-24,9
6,4,COLUMBUS COUNTY  (C465),J Moreira,TT,"Made contact shortly after start, raced behind midfield on the inside, moved a bit closer along the rail on turn, kept on well to 100M, weakened gradually thereafter.",2022-04-24,9
7,10,ZEBROWSKI  (E382),C Y Ho,TT,"Moderately away from a wide draw, raced better than midfield on the outside early, took the lead 1350M, headed 1200M, 2nd on turn, challenge the leader early in straight, hit the front 300M, headed 200M, weakened final 50M.",2022-04-24,9
8,6,RELIABLE TEAM  (C345),K C Leung,B,"Began smartly, sent forward to take the lead, headed 1350M, retook the lead 1200M, challenged by rival from 550M, peaked and headed 300M, weakened final 100M.",2022-04-24,9
9,9,CHEERFUL DAYS  (D473),Z Purton,--,"Made contact at start, raced behind midfield on the outside, very wide turning in, showed limited response early in straight, weakened final furlong.",2022-04-24,9
10,7,SAVVY NINE  (D056),M Chadwick,B/XB,"Moderately away, raced at tail, 6 to 7 lengths back, commenced move after passing 700M, very wide turning in, failed to close off in straight.",2022-04-24,9
1,12,SUPER TEN  (D362),L Hewitson,B-/XB-/SR1/TT1,"Moderately away from gate 1, raced prominently on the inside, took the lead 700M, led by a length turning in, kept on very well in straight to hold off the challengers late.",2022-04-24,10
2,3,MALDIVES  (D329),B Shinn,XB,"Taken back from a wide draw, raced at tail, 5 lengths back turning in, no clear run early in straight, shifted in approaching 300M to obtain clear running, finished off strongly to take 2nd, just held. (See Racing Incidents.)",2022-04-24,10
3,7,GOLDEN EMPIRE  (E490),Z Purton,--,"Away well, positioned 2 wide in midfield, there to turn, not enough room early in straight, cleared 250M, finished off well to take a place, just held.",2022-04-24,10
4,8,STORM LEGEND  (G139),L Currie,--,"Shifted out at start and made contact, raced in midfield on the inside, saved ground on turn, closed off well to make frame, not quite able to challenge.",2022-04-24,10
5,1,CIRCUIT STELLAR  (G076),K Teetan,TT,"Bumped on jumping, raced 2 wide behind midfield, wider after passing 550M, unable to obtain clear running until approaching 150M, finished off well without threatening the first few.",2022-04-24,10
6,9,DRAGON FORTUNE  (E110),K C Leung,TT,"Began only fairly, raced better than midfield on the inside, saved ground on turn, kept on well early in straight, no extra final 100M, squeezed out and snatched up near 50M. (See Racing Incidents.)",2022-04-24,10
7,2,BEAUTY LIVE  (G057),J Moreira,TT,"Bumped start, unable to slot in, trapped very wide, a length or so back, hard ridden 500M, peaked early in straight, ran on evenly to the line. (See Racing Incidents.)",2022-04-24,10
8,14,MILLENNIUM FALCON  (D281),M Chadwick,H,"Jumped with them, raced prominently, 3 wide, wider from 500M, peaked early in straight, kept on evenly to the line. (See Racing Incidents.)",2022-04-24,10
9,4,PEGASUS GENERAL  (G189),H Bentley,CP,"Taken back from a wide draw, raced 3 wide with cover at rear, 5 lengths back on turn, very wide into straight, made some progress in straight.",2022-04-24,10
10,11,JOLLY RULER  (E346),C Y Ho,H/TT1,"Shifted out at start and bumped, raced in midfield on the outside, 3 lengths back turning in, not enough room early in straight, cleared near 150M, finished off evenly.",2022-04-24,10
11,10,SMOOTHIES  (D233),M F Poon,B/TT,"Taken back to race at rear on the inside, saved ground on turn, showed some response early in straight, peaked 200M, weakened gradually final 150M.",2022-04-24,10
12,13,COUNTRY BOY  (D348),A Badel,H/P/TT,"Taken back from a wide draw, raced behind midfield on the outside, very wide turning in, peaked early in straight, weakened gradually inside final furlong.",2022-04-24,10
13,5,SEATTLE CHOICE  (D133),L Ferraris,--,"Bumped on jumping, raced 2 wide better than midfield, angled out 500M, showed limited response early in straight, weakened final 150M.",2022-04-24,10
14,6,SHADOW MISSION  (E395),C L Chau,H-,"Bumped start, sent forward to take the lead, headed near 700M, 2nd on turn, peaked early in straight, weakened final furlong.",2022-04-24,10
1,11,LUCKY WITH YOU  (E356),K Teetan,--,"Raced just worse than midfield, three wide with cover for the majority. Straightened over 4L from the lead before finishing very powerfully down the outside to sweep to the lead at the 100m & continue to win impressively.",2022-04-24,11
2,4,CORDYCEPS SIX  (E363),B Shinn,B,"Steadied & taken back to race third last away from rail. Continued well back, nearly 6L behind entering last section before finishing very strongly down the outside to move to fast finishing second in final 50m.",2022-04-24,11
3,10,ROCK YA HEART  (E380),M L Yeung,TT,"Had a nice run on the leaders back for the majority. Dashed between runners passing 350m mark, moved to narrow lead at 250m before being over-run by fast closers in final 150m. Held third but over 2L behind.",2022-04-24,11
4,3,BLAZE WARRIOR  (D450),J Moreira,B/TT,"No speed at start & drifted back to worse than midfield. Improved position when afforded clear running up the rail in middle stages, shifted outwards at 400m when 3.5L behind before making up a length when finishing off ok.",2022-04-24,11
5,2,TRILLION WIN  (E240),A Badel,CP-/B1,"Pushed forward from outside gate, raced wide until improving position to take narrow lead near 800m before sharing lead from 600m when racing 2 wide. Continued close to the lead right up until final 150m before over-run.",2022-04-24,11
6,7,KEEP YOU WARM  (D272),Z Purton,B/XB,"Began fast, led momentarily before getting nice position 1,1 from the 850m. Shuffled a pair further back from 700m, straightened just under 3L from the lead before finishing off well to be beaten the same margin on line.",2022-04-24,11
7,6,MAJESTIC STAR  (E203),C L Chau,--,Steadied from the second widest gate & taken back to race at the tail. Was a clear last on straightening when nearly 6L from the lead before closing nearer to the inside to nearly halve beaten margin on line.,2022-04-24,11
8,1,DUKE WAI  (C188),M Chadwick,B/H,Drifted back after the start & raced near the tail along the fence. Straightened 4.5L from the lead before finishing off steadily to be beaten virtually the same margin on the line.,2022-04-24,11
9,8,RED DESERT  (C287),V Borges,--,Obtained good position in midfield away from the rail. Entered last section just under 4L from the lead before offering no more in final furlong & being beaten 4.5L into midfield on line.,2022-04-24,11
10,13,METRO WARRIOR  (D387),H W Lai,B,"Shared the lead in early stages, headed momentarily passing the 800m mark before regaining & sharing lead from 600m. Joined & past in the lead at the 300m mark before tiring out in last furlong to be well beaten.",2022-04-24,11
11,5,WINNING DREAMER  (D358),C Y Ho,--,Got back after the start to race worse than midfield between runners. Entered last section 5L behind but could not improve in the dash to the line & was well beaten into third last.,2022-04-24,11
12,12,KING LAND  (G141),M F Poon,TT1,"Raced prominently after start, held lead fleetingly near 1000m mark before being crossed & racing 1,1 from the 650m. Continued close behind at the 300m before emptying at the 250m & weakening out sharply in final stages",2022-04-24,11
13,9,THE RUNNER  (D042),C Wong,V,"Caught racing three deep with cover in midfield before being left without cover near 700m. Hung outwards & lost ground near the 600m, straightened over 5L behind but was already under pressure before weakening to long last.",2022-04-24,11
Comments on Running is not available for this race.,Comments on Running is not available for this race.,Comments on Running is not available for this race.,Comments on Running is not available for this race.,Comments on Running is not available for this race.,Comments on Running is not available for this race.,2022-04-24,12
Comments on Running is not available for this race.,Comments on Running is not available for this race.,Comments on Running is not available for this race.,Comments on Running is not available for this race.,Comments on Running is not available for this race.,Comments on Running is not available for this race.,2022-04-24,13
1,1,WHIZZ KID  (E392),J Moreira,B/TT,"Began smartly, raced in 2nd, 2 wide, challenged the leader turning in, hit the front 150M, kept on well to the line, won by 3/4L.",2022-04-27,1
2,3,SPECIAL M  (E271),Z Purton,B/TT,"Clean jump, raced 2 wide in midfield, there to turn, closed off well to take 2nd.",2022-04-27,1
3,4,JOYFUL WIN  (D451),M Chadwick,B,"Bumped start, raced behind midfield on the inside, saved ground on turn, angled out early in straight, finished off well to take a place.",2022-04-27,1
4,7,TRIPLE TRIPLE  (C359),A Badel,CP/TT,"Began only fairly, raced at tail, 4 to 5 lengths back on turn, made good progress in straight to make frame.",2022-04-27,1
5,5,EIGHT TRIGRAMS  (C102),M F Poon,B/TT,"Began well, raced 2 wide towards rear, 3 lengths or so back, there to turn, made minor progress in straight.",2022-04-27,1
6,2,HARMONY FIRE  (E175),K Teetan,CP-/XB-/TT,"Bumped start, positioned 1-1/2L behind the leader on rail, saved ground throughout, showed limited response early in straight, not enough room 200M, made no progress thereafter. (Lame left hind and right front legs next day.)",2022-04-27,1
7,6,JUMBO GOAL  (G309),M L Yeung,--,"Moderately away, sent forward to take the lead, led by a length, challenged by rival turning in, kept on well early in straight, peaked and headed 150M, weakened thereafter. (See Racing Incidents.)",2022-04-27,1
1,5,CASA KINGDOM  (E148),C L Chau,CP1,"At back, along the fence, progressed steadily 300M to score.",2022-04-27,2
2,7,DAY DAY RICH  (D231),L Hewitson,B/TT,"Pushed to take rail and lead, hung on well until 50M overhauled.",2022-04-27,2
3,12,VECTOR  (E027),A Badel,B/TT,"Eased to rear, 2 wide, lack room in straight, made steady ground.",2022-04-27,2
4,1,DASSIT  (G017),J Moreira,--,"Eased at start, took rail, progressed steadily 250M.",2022-04-27,2
5,10,RED BRICK GLORY  (E405),L Ferraris,XB,"At back, 2 wide, made steady ground 300M.",2022-04-27,2
6,3,MOON PEAKS  (C403),K C Leung,B/H,"Eased back, trapped 3-4 wide, made ground 200M.",2022-04-27,2
7,2,MASTER ALBERT  (A296),H Bentley,B/E/TT,"Hard ridden to secure box seat, weakened 100M.",2022-04-27,2
8,6,FORTUNE HERO  (D245),B Shinn,B/TT,"Hard ridden forward, sat 2 wide, out of fuel 250M.",2022-04-27,2
9,11,MUDITA  (E085),K H Chan,V/XB/TT,"Hard ridden to keep up in midfield, no progress, post-race vet exam did not show any significant findings.",2022-04-27,2
10,9,ZACIAN  (E078),C Y Ho,--,"At rear, trapped 3-4 wide, no dash, post-race vet exam did not show any significant findings.",2022-04-27,2
11,8,SUNNY AND GOLD  (D177),M Chadwick,TT,"Hard ridden early, trapped 3 wide, weakened 400M, substantial mucus in trachea after racing.",2022-04-27,2
12,4,ALLOY KING  (D287),A Hamelin,CP,"Hard ridden early, trapped 3-4 wide in midfield, dropped off 400M, post-race vet exam did not show any significant findings.",2022-04-27,2
1,10,WONDER YEARS  (G001),M Chadwick,B/XB/TT,"At rear, 2 wide initially, after the 700M 3 wide no cover when ridden aggressively, showed strong dash and won impressively by 1-1/2L.",2022-04-27,3
2,1,NATURAL STORM  (C461),C Y Ho,V,"Raced in midfield, 2 wide, ran on well to the finish line to take 2nd.",2022-04-27,3
3,5,STIMULATION  (B351),L Ferraris,B/TT,"At rear, 2 wide, after 700M wide but with cover, made ground and closed off strongly for 3rd.",2022-04-27,3
4,12,PASSING FASHION  (E122),V Borges,XB/TT,"Raced next to the leader, 2 wide, kept on going but only headed in the last 60M.",2022-04-27,3
5,4,GOLDEN SPECTRUM  (D188),M F Poon,CP-/H/B1/TT,"Settled in midfield, along the rail, showed minor dash in the Straight.",2022-04-27,3
6,7,VICTORIOUS SEEKER  (C091),A Hamelin,B,"Raced in behind midfield, 2 wide, only one paced in the Straight.",2022-04-27,3
7,9,SUPER ELEGANCE  (C183),A Badel,V/TT,"At rear, along the rail, swung widest on Straightening and made minor ground.",2022-04-27,3
8,8,TELECOM CHEETAH  (D405),J Moreira,B/TT,"At one-out one-back, flattened passing 75M. (See incident report)",2022-04-27,3
9,2,GOD OF DRAGON  (B108),K Teetan,B/XB,"Raced in behind midfield, along the rail, only one paced in the Straight. (Mucus in trachea)",2022-04-27,3
