Placing,Horse No,Horse Name,Jockey,Gear,Comment,Date,RaceNumber
6,3,TOWARDS SUCCESS  (E036),Z Purton,XB-/TT,"Eased back, trapped 3 wide, on heels early, progressed steadily 300M.",2022-04-10,2
7,2,BEAUTY CHEERS  (D436),L Currie,--,"Midfield along the fence, ran on fairly, post-race vet exam did not show any significant findings.",2022-04-10,2
8,1,CORDYCEPS ONE  (E107),V Borges,H,"Eased to rear for cover, 2 wide, blocked most straight, not properly tested.",2022-04-10,2
9,12,SUPER FLAMES  (E299),M L Yeung,TT,"At back, 2 wide, blocked in straight, ran on ok.",2022-04-10,2
10,11,ONE STEP AHEAD  (C242),K Teetan,B,"At rear, trapped 3-4 wide, lack dah, post-race vet exam did not show any significant findings.",2022-04-10,2
11,10,GALLANT CAVALIER  (E238),R Maia,B-/V1/TT,"Pushed forward, sat 2 wide weakened 250M.",2022-04-10,2
12,4,ALL YOU KNOW  (A320),B Shinn,B/H/TT,"Eased to sit in midfield, trapped 3 wide, no progress.",2022-04-10,2
1,6,ENCHANTING IBIS  (G219),A Hamelin,--,"At rear, 2 wide, swung wide on Straightening, made significant ground and closed off strongly in the last 150M.",2022-04-10,3
2,4,STARRY NIGHT  (G253),Z Purton,CP1,"Sent forward and took lead, along the rail after 800M, continued on to the line for 2nd.",2022-04-10,3
3,12,STRIVE FOR GLORY  (D186),V Borges,P1/TT,"Very slow to begin and at rear, swung widest on Straightening, made ground and showed strong dash to the line.",2022-04-10,3
4,3,EVER FORCE  (D453),K Teetan,B,"Sent forward, along the rail, stayed on for 4th.",2022-04-10,3
5,5,DAZZLING FELLOW  (G058),L Currie,TT,"Raced in behind midfield, along the rail, saved ground and closed off well to the line.",2022-04-10,3
6,11,DASSIT  (G017),J Moreira,P-,"Raced in midfield, along the rail, pretty one paced.",2022-04-10,3
7,8,JUMBO LEGEND  (G266),B Shinn,TT1,"Settled in behind midfield, 2 wide, raced tight after 300M, one paced only in the Straight.",2022-04-10,3
8,10,IRON KING  (C133),H Bentley,TT,"At rear, along the rail, checked at 250M and then made no ground thereafter.",2022-04-10,3
9,2,CHICKEN DANCE  (C099),K C Leung,B,"Raced in midfield, along the rail, only one paced in the Straight.",2022-04-10,3
10,7,HAPPY TRIO  (G244),L Hewitson,SR,"Raced in front of midfield, 2 wide, did not feature.",2022-04-10,3
11,1,CIRCUIT MIGHTY  (G078),A Badel,B1/TT1,"Raced in front of midfield, wide no cover, failed to make any progress in the run home. (See incident report)",2022-04-10,3
12,9,CIRCUIT SPLENDOR  (E482),M L Yeung,H/P/XB/TT1,"Sent forward and raced prominently, 2 wide, failed to close off in Straight.",2022-04-10,3
1,1,DAILY CHARM  (D398),M Chadwick,B/TT,"Had a nice run in midfield away from the rail. Eased 4 wide passing 500m mark, straightened only 1.5L from lead, moved up to lead passing 200m, held off late challengers to win.",2022-04-10,4
2,2,FLYING MIGHTY  (D423),Z Purton,B/TT,"Raced midfield on rail, badly held up from 400m until shifting outwards approaching 250m mark before flying home in final furlong to charge to fast finishing second on line. Unlucky.",2022-04-10,4
3,8,DAILY BEAUTY  (D070),J Moreira,PC-/TT,"Raced in midfield in the clear in middle stages. Eased wider on straightening, entered last section 2.5L from the lead before closing well all the way to the line to be beaten under a length in third.",2022-04-10,4
4,10,WAH MAY LUCK  (E086),A Badel,B/TT,"Raced on speed, between runners when about a length from the lead in early & middle stages. Moved up to narrow lead passing 400m mark, continued to hold lead until joined passing 200m, over-run late, only beaten 1L on line.",2022-04-10,4
5,3,GO GO SIXTEEN  (E244),B Shinn,TT,Drifted back to race at the tail. Stayed close to the rail on straightening when about 4L behind before shifting away from the rail at 250m mark & then closing steadily all the way to line to be only about a length behind.,2022-04-10,4
6,7,WINWIN THIRTYTHREE  (C110),L Currie,V,"Raced in midfield along the rail in early & middle stages. Moved away from the rail at the 500m mark, entered last section about 2L behind & held that deficit all the way to line.",2022-04-10,4
7,14,WEALTHY EMPLOYEE  (D252),C Wong,B,Was trapped racing three wide without cover just behind the lead throughout. Was only 1L from the lead on straightening before peaking on run mid-straight & weakening a length or so late after wide passage throughout.,2022-04-10,4
8,6,JOLLY FOREVER  (D331),M F Poon,XB/TT,"Raced worse than midfield away from the rail throughout. Moved three wide with cover passing 700m, came under hard riding before straightening before finishing off one paced down the outside to be beaten 3L in midfield.",2022-04-10,4
9,11,FORTUNE TRIPLE  (D274),K Teetan,--,Drifted back after start to race worse than midfield between runners. Shifted to be the widest runner on straightening 4.5L behind before passing few tiring rivals in late stages without making much headway into margin.,2022-04-10,4
10,12,PRIME STAR  (E239),R Maia,B/TT,"Steadied after start & got back to race third last away from rail early. Relegated to second last at half-way, and then last before cornering. Entered last section 4.5L from the lead & could only maintain that deficit to the line.",2022-04-10,4
11,9,OH BRAVO  (E037),C L Chau,CP/TT,"Missed the start by over 5L before shifting down to the rail & settling second last. Moved away from the rail passing 700m, close to heels on straightening when 3.5L behind before doing little in final furlong, beaten 5L.",2022-04-10,4
12,4,LIGHT MY DAY  (C505),K C Leung,B/TT,Pushed forward to lead. Was headed in the lead soon after straightening & weakened out poorly in straight to be well beaten. (Roarer post-race),2022-04-10,4
13,13,SPLENDID TIMING  (C161),H T Mo,B,Raced on the leaders back throughout the early & middle stages. Moved away from the rail soon after entering last section when under 2L from the lead before weakening out quickly in final 250m to be long second last.,2022-04-10,4
14,5,STAR OF GLORY  (E316),A Hamelin,P,"Steadied after start & shifted across from wide gate, raced worse than midfield when wide & without cover. Continued wide around bend before hanging out badly & giving significant ground in straight. (Must trial, see report).",2022-04-10,4
1,11,NATURAL GOLD  (E402),L Hewitson,SR/XB,"Jumped well from a wide draw, sent forward to take the lead, found rail approaching 900M, led by 1/2L on turn, kept on very well in straight and scored.",2022-04-10,5
2,13,COURAGEOUS KNIGHT  (E163),M F Poon,B-/SR1/TT,"Average to begin, positioned 2 wide, 2 lengths or so back, there to turn, closed off well to take 2nd. (Blood in trachea.)",2022-04-10,5
3,10,JOYFUL GENIUS  (E388),Z Purton,CP,"Moderately away, raced slightly better than midfield on the inside, 2 wide turning in, kept on well in straight to take a place without threatening.",2022-04-10,5
4,4,AMAZING VICTORY  (G123),K Teetan,H,"Began smartly, raced in 2nd, 2 wide, 1/2L back on turn, kept on well early in straight, peaked 100M, weakened gradually thereafter.",2022-04-10,5
5,2,TURIN WARRIOR  (G150),B Shinn,B/XB,"Out in line, raced 2 wide slightly better than midfield, similar position on turn, finished off evenly.",2022-04-10,5
6,12,CIRCUIT ELITE  (E487),A Badel,TT,"Jumped with them, positioned a length behind the leader on rail, saved ground throughout, kept on well early in straight, peaked 150M, weakened thereafter.",2022-04-10,5
7,5,HANG'S DECISION  (T262),V Borges,B,"Moderately away from gate 1, raced in midfield on the inside, angled out 500M, finished off evenly.",2022-04-10,5
8,7,CHEERY  (G021),J Moreira,--,"Began awkwardly, raced towards rear on the inside, saved ground on turn, made minor progress in straight. (See Racing Incidents.)",2022-04-10,5
9,9,SIXTH GENERATION  (G120),H Bentley,--,"Shifted in at start and bumped, raced behind midfield on the outside, very wide into straight, finished off evenly.",2022-04-10,5
10,3,INDIGENOUS REALM  (D458),K C Leung,TT,"Bumped start, raced 2 wide in midfield, commenced move approaching 500M, peaked early in straight, weakened gradually inside final furlong.",2022-04-10,5
11,8,CITY LEGEND  (A086),C L Chau,B/TT,"Taken back from the widest draw, raced at rear on the inside, angled out after passing 550M, passed some tired runners in straight.",2022-04-10,5
12,1,LIFELINE VISION  (E318),C Y Ho,--,"Taken back from a wide draw, raced towards rear on the outside, angled out 500M, failed to make any progress in straight.",2022-04-10,5
13,14,SUPERB DADDY  (D235),M Chadwick,CP-/TT,"Bumped start, raced 2 wide at rear, very wide turning in, one-paced in straight.",2022-04-10,5
14,6,ACCELERANDO  (G270),A Hamelin,--,"Shifted in at start and bumped, raced behind midfield on the inside, 6 lengths back, saved ground on turn, peaked early in straight, weakened thereafter.",2022-04-10,5
1,13,MY INTELLIGENT  (G031),K Teetan,TT,"Sent forward, sat about 1-1/2L off and outside lead, kept kicking to the line, won by 1/2L.",2022-04-10,6
2,3,ERIMO  (E193),J Moreira,H,"Settled in about midfield, trapped wide and no cover however, ran on nicely to finish 2nd.",2022-04-10,6
3,1,OSCAR GLORY  (E109),Z Purton,CP,"Travelled in front of midfield, 2 wide, continued on well to the line to take 3rd.",2022-04-10,6
4,6,VOYAGE STAR  (C098),A Badel,V/TT,"Forward, sat in box-seat, held up early in the straight, closed off okay once into clear running.",2022-04-10,6
5,10,CASA LEGEND  (G126),H Bentley,TT,"Travelled in just behind midfield, 2 wide, saved ground and ran on fairly well to the line.",2022-04-10,6
6,8,ALL RICHES  (G060),K C Leung,CP,"Allowed forward, took rail and led, stayed on until weakened near 150M.",2022-04-10,6
7,7,RATTAN KINGDOM  (G035),R Maia,H/TT,"Niggled along after start, sat front of midfield, on rail, ran on okay to the finish.",2022-04-10,6
8,12,APEX TOP  (D136),V Borges,B,"Jumped okay, slotted into midfield, 2 wide, continued one paced to the line.",2022-04-10,6
9,5,STAR CONTACT  (E472),B Shinn,B/TT,"Eased back, raced towards the tail, wide but with cover, made minor inroad only.",2022-04-10,6
10,11,BEST FOR YOU  (C223),C Y Ho,B,"Raced toward the tail, 2 wide, held ground only.",2022-04-10,6
11,14,RED BRICK FIGHTER  (C304),M F Poon,B,"Took back, at tail and remained one-off, swung wide on exit, no kick.",2022-04-10,6
12,2,ANGELS HUNTER  (G193),M Chadwick,B1,"Eased then shifted to rail, in worse than midfield, on rail, held ground until around 200M.",2022-04-10,6
13,9,GREEN ENVY  (C313),L Currie,V/TT,"Sat midfield, along the rail, one paced and lost ground from near 200M.",2022-04-10,6
14,4,WAR EAGLE  (G059),C L Chau,B/TT,"In worse than midfield, wide but with cover, found nothing in the straight. (Heart irregularity)",2022-04-10,6
1,1,NERVOUS WITNESS  (E421),B Shinn,XB,"Soon took up running from the outside barrier hugging the stands rails and setting a sound pace, hung on well.",2022-04-10,7
2,2,STOLTZ  (G147),Z Purton,CP,"Began fairly from a low draw settling some 2L back in 5th 3 off the stands rails without cover, commenced move half-way out to be joint 1L 3rd onto course proper, fought on under pressure without seriously threatening.",2022-04-10,7
3,5,CARROLL STREET  (D489),C Y Ho,B/TT,"Soon taken across to stands rails after moderate start, snuck up between runners from 4L 8th to joint 3rd on heels of race leader over half-way out, came to challenge under pressure inside the 400 metres but well held.",2022-04-10,7
4,4,HONG KONG WIN  (C333),J Moreira,--,"Jumped fairly, gradually settled some 2L back in joint 5th 2 off the stands rails, gradually shifted in for a clear run near the centre of the track inside the 400 metres, ran on steadily to be nearest at finish.",2022-04-10,7
5,7,VALIANT DREAM  (B416),K Teetan,--,"Began well, gradually settled some 1L back in 4th on the stands rails, in similar position when came under pressure 400 metres out, kept on steadily without threatening.",2022-04-10,7
6,9,METRO WARRIOR  (D387),M Chadwick,B,"Jumped awkwardly, settled about 1L back in 3rd 3 off the stands rails without cover, came under pressure from half-way out, faded steadily in closing stages.",2022-04-10,7
7,8,CLASSIC UNICORN  (C343),L Hewitson,P1/TT,"Began fairly settling just off the pace in 2nd 2 off the stands rails, folded up quickly inside final 200 metres.",2022-04-10,7
8,3,HIGHLY PROACTIVE  (C458),H T Mo,H/P/TT,"Began from a low gate near the centre of the track, travelled without cover in 6th some 2L back, gave ground noticeably coming onto course proper.",2022-04-10,7
9,6,PING HAI BRAVO  (D123),V Borges,TT,"Began well from a high draw near the stands rails, dropped back gradually to the rear of field, never seen with a chance.",2022-04-10,7
1,4,RUNNING GLORY  (G010),J Moreira,--,"Held up behind midfield 4-5Ls behind leader, into clear running 350M, picked up well to lead nearing 50M, ridden out to hold rivals at bay.",2022-04-10,8
2,8,INTREPID WINNER  (G144),R Maia,B,"Reserved to race near the rear, waited with until reaching top of straight, finished off strongly down outside and got up for 2nd close home, nearest finish.",2022-04-10,8
3,5,COPARTNER ELITES  (G132),C Y Ho,CP/TT,"Unable to slot in, caught wide no cover chasing leaders from 1000M, challenged for lead mid-straight, not pace of first 2 final stages. (Jockey : travelled in a more forward position than anticipated / Mucus.)",2022-04-10,8
4,6,ENTRUSTED  (D381),B Shinn,CP/TT,"Switched off to last, 8-9Ls behind leader in middle stages, made good headway on wide outside from 600M, briefly led mid-straight, run ended 100M, edged out to 4th late.",2022-04-10,8
5,14,SMILING TIME  (E235),A Hamelin,V/TT,"Settled near the rear 5-6Ls off the good pace, stayed on moderately over final 300M, nearest finish.",2022-04-10,8
6,3,CROSSFORD  (G068),V Borges,H/P,"Restrained behind midfield in a fast run race, picked up well to be chasing leaders early straight, tried hard but was held final 150M.",2022-04-10,8
7,7,FIVE G PATCH  (G286),H Bentley,TT,"From draw 12 held up 3-wide behind midfield in a fast run race, wide into straight, kept on steadily in the run home, awkwardly placed 50M out and not able to be fully tested.",2022-04-10,8
8,10,VICTORY PARK  (G197),K Teetan,B/TT,"Settled towards the rear 6-Ls off the fast pace, saved ground on inside, responded fairly on straightening, restricted room 300M, not reached leaders.",2022-04-10,8
9,13,DARCI JOY  (E161),M Chadwick,B,"Made some early use to obtain a forward position, obtained cover from 1300M tracking leaders, came under pressure rounding the turn, couldn't go on from 400M. (Jockey : not able to finish off the race due to early fast tempo.)",2022-04-10,8
10,2,CHAMPION DRAGON  (G070),L Ferraris,H/TT,"Led nearing 1600M, set fast pace middle stages, hung on to lead until 250M, no extra final stages",2022-04-10,8
11,9,POWERFUL WINGS  (G225),K C Leung,--,"From draw 1 settled ahead of midfield 3Ls off the pace, not quickened when asked 400M out, soon outpaced by rivals.",2022-04-10,8
12,12,SURREALISM  (C285),L Hewitson,B,"Chased leaders on inside, found nothing when driven out 450M, weakened and soon out of contention.",2022-04-10,8
13,1,SAVVY KINGMAN  (D416),Z Purton,--,"Moved up to race outside the lead, travelled only fairly, couldn't keep up 500M, soon weakened and eased. (Jockey : Even at 1000M did not feel the horse was travelling well enough to finish the race off.)",2022-04-10,8
14,11,ENZEMBLE  (D059),M F Poon,XB-/H/TT,"Vigorously ridden to obtain a position ahead of midfield, came under heavy pressure 550M, gave ground quickly turning for home, finished tailed out. (Irregular Heart Rhythm.)",2022-04-10,8
1,1,BUZZINGA  (G240),K Teetan,TT,"Moderately away from the widest draw, raced behind midfield on the outside, carried wider 500M, finished off strongly to score.",2022-04-10,9
2,9,BRILLIANT WAY  (G215),A Badel,H/P/TT,"Away with them, raced 2 wide in midfield, angled out 500M, finished off well to take 2nd, always just held by winner.",2022-04-10,9
3,5,PACKING TREADMILL  (G161),Z Purton,SR,"Jumped well from a wide draw, raced prominently on the outside, a length back on turn, kept on evenly in straight to take a place.",2022-04-10,9
4,2,MR VALIANT  (G288),B Shinn,H/XB,"Bumped start and unbalanced, raced slightly better than midfield on the outside, 2 lengths or so back, similar position on turn, finished off evenly.",2022-04-10,9
5,6,VOYAGE BUBBLE  (E436),J Moreira,--,"Moderately away from gate 1, raced prominently on the inside, shared lead on turn, kept on well early in straight, peaked and headed approaching 150M, weakened gradually thereafter.",2022-04-10,9
6,10,PHOENIX LIGHT  (G192),A Hamelin,--,"Average to begin, raced better than midfield on the inside, right behind the leader on turn, unable to obtain clear running until final 50M, finished off evenly.",2022-04-10,9
7,8,ACE ONE  (G196),L Hewitson,XB-/B/TT1,"Taken back to race 2 wide behind midfield, crowded near 700M, 4 lengths back on turn, angled out 500M, made minor progress in straight.",2022-04-10,9
8,3,BEAUTY CHAMP  (G137),M F Poon,XB/TT,"Commenced well, raced 2 wide slightly better than midfield, there to turn, showed limited response early in straight, ran on evenly thereafter.",2022-04-10,9
9,7,WAR WEAPON  (E257),C Y Ho,B-/H1/P1/TT,"Jumped with them, raced at rear on the outside, 5 lengths or so back, same margin back on turn, one-paced in the run home.",2022-04-10,9
10,12,WE ARE HERO  (G207),M Chadwick,--,"Away well, sent forward to take the lead, shared the lead with rival on turn, showed limited response early in straight, headed approaching 200M, weakened thereafter.",2022-04-10,9
11,4,READY TO WIN  (E422),K C Leung,CP/XB/TT,"Taken back to race behind midfield on the inside, checked near 700M, saved ground on turn, no clear run in straight, not able to be properly tested.",2022-04-10,9
12,11,SUCCESS FIGHTER  (G080),M L Yeung,B/H1/TT,"Shifted out at start and bumped, raced at rear throughout, never a factor.",2022-04-10,9
1,1,SILVER EXPRESS  (E131),Z Purton,B,"Began well from a wide draw, sent forward to take the lead, led by 1/2L on turn, kept on very well in straight, just able to hold off the challengers.",2022-04-10,10
2,9,GOOD LUCK FRIEND  (D228),J Moreira,CP/TT1,"Away with them, raced 2 wide better than midfield, 1 to 2 lengths back, there to turn, finished off strongly to be nearest on line, just held.",2022-04-10,10
3,5,IMA SINGLE MAN  (D476),L Ferraris,H/CP2/TT,"Bumped start, raced 2 wide towards rear, inconvenienced near 900M, 3 wide on turn, made very good progress in straight to take a place, nearest on line.",2022-04-10,10
4,13,WINNER METHOD  (E178),K Teetan,TT,"Began fairly, raced slightly better than midfield on the outside, no cover on turn, kept on well in straight without threatening the first few.",2022-04-10,10
5,10,NAVAS TWO  (G094),R Maia,CP,"Taken back from gate 13, raced 2 wide at rear, 5 lengths back, angled out 600M, very wide into straight, finished off very strongly to be nearest on line.",2022-04-10,10
6,2,WINNING METHOD  (C383),M Chadwick,TT,"Average to begin, positioned 3 lengths behind the leader on the inside, 2 wide from 850M, wider after passing 500M, no clear run early in straight, cleared 150M, finished off well to be nearest on line.",2022-04-10,10
7,4,THE GOLDEN SCENERY  (E379),C L Chau,TT,"Moderately away, raced in midfield on the inside, saved ground on turn, made minor progress in straight.",2022-04-10,10
8,12,CAPTAIN WIN  (E466),A Badel,B-,"Out with rest, raced 2 wide in midfield, travelled keenly 1000M, angled out and bumped near 900M, 2 to 3 lengths back on turn, made minor progress in straight, eased final 50M.",2022-04-10,10
9,6,HINCHINLOVE  (C001),H Bentley,B/TT,"Jumped well, raced in 2nd, 2 wide, same position on turn, peaked early in straight, kept on evenly to the line.",2022-04-10,10
10,3,MASTER MONTARO  (E142),B Shinn,B-/CP2,"Away with them, raced in midfield on the outside, bumped near 900M, moved a bit closer on turn, peaked early in straight, weakened gradually inside final furlong.",2022-04-10,10
11,11,BOURBONAIRE  (E365),V Borges,H1,"Taken back from gate 12, raced at rear on the inside, angled out approaching 500M, very wide turning in, made little progress in straight.",2022-04-10,10
12,8,BAND OF BROTHERS  (C135),K C Leung,V,"Slightly Inconvenienced at start, raced at rear on the outside, steadied off heels near 900M, a bit closer on turn, peaked early in straight, weakened final furlong.",2022-04-10,10
13,7,THE RUNNER  (D042),M F Poon,V,"Began well from gate 1, raced prominently on the inside, sat right behind the leader after 900M, saved ground on turn, peaked early in straight, weakened gradually final 250M.",2022-04-10,10
Comments on Running is not available for this race.,Comments on Running is not available for this race.,Comments on Running is not available for this race.,Comments on Running is not available for this race.,Comments on Running is not available for this race.,Comments on Running is not available for this race.,2022-04-10,11
Comments on Running is not available for this race.,Comments on Running is not available for this race.,Comments on Running is not available for this race.,Comments on Running is not available for this race.,Comments on Running is not available for this race.,Comments on Running is not available for this race.,2022-04-10,12
Comments on Running is not available for this race.,Comments on Running is not available for this race.,Comments on Running is not available for this race.,Comments on Running is not available for this race.,Comments on Running is not available for this race.,Comments on Running is not available for this race.,2022-04-10,13
1,2,ABOVE ALL  (D397),R Maia,H/XB,"Began awkwardly, raced slightly better than midfield on the inside, angled out approaching 350M, finished off very strongly, won by a narrow margin.",2022-04-13,1
2,5,TREASURE OF FIELD  (E288),A Hamelin,B/TT,"Moderately away from a wide draw, raced prominently on the outside, 2nd on turn, took the lead 250M, kept on well but unable to hold off the winner late.",2022-04-13,1
3,8,CARRY THE DIAMOND  (D122),Z Purton,PC,"Average to begin, raced 2 wide better than midfield, there to turn, kept on well in straight to take a place, always held.",2022-04-13,1
4,9,STAR OF RED  (D194),L Currie,B/TT,"Commenced well, raced prominently on the inside, sat right behind the leader in the middle stages, saved ground on turn, kept on well early in straight, peaked 150M, weakened thereafter.",2022-04-13,1
5,7,VICTORY MORE  (E169),C Y Ho,B/H/TT,"Began only fairly from gate 1, raced behind midfield on the inside, saved ground on turn, made some progress in straight.",2022-04-13,1
6,1,STAR OF WUYI  (D503),M Chadwick,B/TT,"Slowly away, raced 2 wide behind midfield, very wide turning in, made minor progress in straight.",2022-04-13,1
7,3,JADE THEATRE  (A040),C Wong,B,"Bumped start, raced towards rear, 6 lengths back on turn, made minor progress in straight.",2022-04-13,1
8,11,WINNING STRIKES  (D104),M L Yeung,PC,"Moderately away, sent forward to race prominently, took the lead 700M, led by 1/4L on turn, peaked early in straight, headed near 250M, weakened thereafter.",2022-04-13,1
9,12,RUBY STARS  (D317),A Badel,CP/TT,"Jumped well, raced behind midfield on the outside, very wide into straight, one-paced in the run home.",2022-04-13,1
10,10,MUDITA  (E085),J Moreira,V/XB/TT,"Jumped well from the widest draw, taken back to race towards rear on the outside, 6 lengths back on turn, made no progress in straight. (See Racing Incidents.)",2022-04-13,1
11,4,SIMPLE DOCTRINE  (E180),H T Mo,B/XB,"Bumped start, raced at rear throughout, never a factor.",2022-04-13,1
12,6,MASTER OF FUN  (E080),H Bentley,B-/E1/TT,"Jumped with them, raced 2 wide in midfield, same position on turn, weakened early in straight.",2022-04-13,1
1,5,VIVA MAMA  (D408),Z Purton,CP/TT,"Pushed to take rail and lead, made all.",2022-04-13,2
2,4,SHANGHAI POWER  (D097),M Chadwick,B,"Hard ridden forward, sat 2 wide, ran on well for 2nd.",2022-04-13,2
3,2,UNIVERSAL CROWN  (D240),B Shinn,B,"Slow away, at back, 2-4 wide, progressed steadily 300M.",2022-04-13,2
4,8,SUNNY AND GOLD  (D177),M F Poon,TT,"Hard ridden early, midfield 2 wide, progressed steadily 300M.",2022-04-13,2
5,7,SPLIT OF A SECOND  (B027),C Y Ho,CP,"Hard ridden early, trapped 3 wide in midfield, held ground in straight.",2022-04-13,2
6,3,INESTIMABLE  (E378),C L Chau,TT,"Midfield, made ground 200M.",2022-04-13,2
7,1,U W BROTHER  (C389),M L Yeung,B-,"Eased to obtain box seat, weak 100.",2022-04-13,2
8,10,E HONEY  (E088),J Moreira,--,"Hard ridden to hold the rail in midfield, ran on fairly, post-race vet exam did not show any significant findings.",2022-04-13,2
9,6,BRAVE POWER  (D153),K H Chan,B/TT,"At back along the fence, ran on ok.",2022-04-13,2
10,9,ATHENA  (D103),R Maia,--,"Eased at start, 2 wide, no dash.",2022-04-13,2
11,11,MULTIPLE STAR  (D305),H Bentley,--,"Eased at start, took rail at rear, no dash.",2022-04-13,2
12,12,SUNNY SMILE  (D074),H T Mo,TT,"At rear, never competitive.",2022-04-13,2
1,3,STREET SCREAM  (D234),M Chadwick,B/H/TT,"Raced in midfield initially, sent forward after 500M, wide no cover, kept on going and closed off strongly to score.",2022-04-13,3
2,8,TAKE WHAT YOU NEED  (C474),V Borges,SR/TT,"Raced prominently, 2 wide, kept on going but headed in the last 75M.",2022-04-13,3
3,10,MELBOURNE HALL  (D118),H T Mo,H/XB,"Raced in behind midfield, 2 wide, swung wide on Straightening, made ground and closed off well to the line.",2022-04-13,3
4,2,HARMONY N HOME  (C531),Z Purton,--,"At rear, along the rail, showed strong dash in the last 100M and finished 4th.",2022-04-13,3
5,9,ISLAND SURPRISE  (E429),A Badel,TT,"At rear, along the rail, saved ground and made minor ground in the Straight.",2022-04-13,3
6,11,AMIGOS GIGGLE  (E362),J Moreira,--,"Raced in front of midfield, 2 wide, in the Straight lay in and made minor ground only.",2022-04-13,3
7,12,KING'S TROOPER  (C130),M F Poon,TT,"At rear, 2 wide, swung widest on Straightening, showed some dash only.",2022-04-13,3
8,1,MIRACLE VICTORY  (E325),C L Chau,TT,"Sent forward, along the rail, weakened after passing 100M.",2022-04-13,3
9,5,MEDIC ELITE  (G129),C Y Ho,B/TT,"Worse than midfield, along the rail, remained one paced in the Straight.",2022-04-13,3
10,6,SUPER KINGDOM  (E334),R Maia,B,"Raced in midfield, 2 wide, did not improve in the Straight.",2022-04-13,3
11,4,NORDIC COMBINED  (G015),L Hewitson,B/TT,"Raced in midfield, along the rail, did not featured.",2022-04-13,3
12,7,ARES  (D125),H Bentley,B,"Sent forward, along the rail, flattened after 200M and lost ground in the Straight.",2022-04-13,3
1,3,NEARLY FINE  (E430),J Moreira,TT,Shifted across behind runners and races second last for the majority. Shifted back inwards on straightening when continuing near the rear before dashing strongly to strike lead at 125m before drawing away to win easily.,2022-04-13,4
2,2,FEARLESS FIRE  (B085),B Shinn,XB,Drifted back to race worse than midfield before being relegated to third last near 650m mark. Shifted wider on straightening before making good late ground down the outside to move to fast finishing second in final stages.,2022-04-13,4
3,8,WIN WIN FIGHTER  (E347),M F Poon,--,"Was trapped racing three wide without cover in midfield for the majority. Drifted further back after half-way, was forced very wide on straightening before closing off well down the outside to move to third in final stages.",2022-04-13,4
4,11,NICHOLSON RETURNS  (E452),L Hewitson,B,Steadied after start & raced at the tail throughout. Was last on straightening before making good late ground in final 100m when closing off steadily between runners.,2022-04-13,4
5,10,GO FOR TEA  (G040),K C Leung,--,Pushed forward to lead. Dashed well on straightening to hold nice advantage at 300m mark before being passed quickly by winner at 125m & weakening slightly in final stages.,2022-04-13,4
6,5,RAINBOW LIGHT  (E051),Z Purton,CP/SR/XB/TT,"Raced in midfield away from the rail throughout. Eased three wide before cornering, wide on straightening before finishing off steadily in the late stages to hold midfield position on line.",2022-04-13,4
7,6,VIVA POPCORN  (D307),A Badel,H/TT,Raced third last on rail in early stages before improving slightly along the rail after 600m mark. Stayed close to the inside on straightening before finishing off steadily along the rail to be in midfield on the line.,2022-04-13,4
8,7,ICE LEGEND  (E075),H Bentley,H/TT,"Had a nice run in midfield away from the rail throughout. Hung inwards in the straight, proved difficult to ride passing the 100m mark & continued to hang inwards in the final stages. No threat.",2022-04-13,4
9,12,VUKAN  (E095),M Chadwick,B/XB,"Had a lovely run 1,1 throughout. Eased three wide on straightening, peaked on run near the 200m mark before weakening out in last furlong.",2022-04-13,4
10,4,EVER LAUGH  (A278),A Hamelin,B/TT,Pushed forward to race outside the leader. Dropped off the leader who kicked well on straightening before emptying out approaching the furlong pole & weakening out quickly in late stages.,2022-04-13,4
11,1,V CHEVALIERS  (C358),C L Chau,B/H/TT,"Had a soft run in midfield along the rail throughout. Moved away from the rail on straightening, looked beaten early in the straight before being blocked from the 150m mark until after 100m but was not likely to threaten.",2022-04-13,4
12,9,SUPER RED DRAGON  (C191),C Y Ho,B/TT,Had a nice run on the leaders back throughout. Emptied out mid-straight before weakening out pretty poorly in last furlong to be last across the line.,2022-04-13,4
1,7,SMILING CITY  (D113),M Chadwick,V,"Moderately away from gate 1, raced better than midfield on the inside, slightly improved along the rail on turn, took the lead 350M, kept on very well in straight, won by 1-1/4L.",2022-04-13,5
2,4,HARDLY SWEARS  (C025),C Y Ho,--,"Out in line, positioned 2 lengths behind the leader on rail, easy run on turn, closed off well to take 2nd, always held.",2022-04-13,5
3,11,WINS ALL  (C388),H Bentley,TT,"Jumped with them, raced 2 wide slightly better than midfield, angled out 350M, finished off well to take a place.",2022-04-13,5
4,2,CHARMING STEED  (E494),J Moreira,B1/TT,"Bumped start, raced 2 wide behind midfield, 3 lengths or so back, there to turn, finished off evenly.",2022-04-13,5
5,1,TURQUOISE HOPE  (G099),L Hewitson,B/TT,"Out with rest, raced prominently, 2 wide, took the lead after passing 600M, headed 350M, peaked early in straight, ran on evenly to 150M, weakened gradually thereafter.",2022-04-13,5
6,5,SEE U AGAIN  (G247),Z Purton,--,"Taken back from gate 10, raced 3 wide with cover behind midfield, 4 lengths or so back on turn, made minor progress in straight.",2022-04-13,5
7,12,EUROMISSILE  (E277),M L Yeung,B/H/XB,"Taken back from the widest draw, raced at rear on the inside, saved ground on turn, kept on well early in straight, no extra final 100M.",2022-04-13,5
