Pla.,Horse No.,Horse,Jockey,Trainer,Act. Wt.,Declar. Horse Wt.,Dr.,LBW,Running Position,Finish Time,Win Odds,Date,Course,RaceNumber,Race type,Distance,Score range,Going,Course Detail,Time 1,Time 2,Time 3,Time 4,Time 5,Time 6,Sectional Time 1,Sectional Time 2,Sectional Time 3,Sectional Time 4,Sectional Time 5,Sectional Time 6
1,6.0,DRAGON CHOICE (CL338),J Lloyd,C W Chang,129,1128,13,-,5 1 1 1,1:23.75,30,2012/01/01,ST,1,Class 5,1400M,40-20,GOOD,"TURF - ""A+3"" Course",13.62,35.42,59.44,1:23.75,,,13.62,21.80,24.02,24.31,nan,nan
2,3.0,ALP'S GLORY (CL433),D Beadman,C S Shum,131,1102,6,NOSE,6 6 5 2,1:23.76,4.5,2012/01/01,ST,1,Class 5,1400M,40-20,GOOD,"TURF - ""A+3"" Course",13.62,35.42,59.44,1:23.75,,,13.62,21.80,24.02,24.31,nan,nan
3,7.0,GENERAL DANROAD (CL020),M Barzalona,K W Lui,129,1133,5,3/4,10 11 11 3,1:23.88,12,2012/01/01,ST,1,Class 5,1400M,40-20,GOOD,"TURF - ""A+3"" Course",13.62,35.42,59.44,1:23.75,,,13.62,21.80,24.02,24.31,nan,nan
4,2.0,KING OF FISH II (CL264),D Whyte,K L Man,132,1095,4,1-1/2,3 5 4 4,1:24.00,7.4,2012/01/01,ST,1,Class 5,1400M,40-20,GOOD,"TURF - ""A+3"" Course",13.62,35.42,59.44,1:23.75,,,13.62,21.80,24.02,24.31,nan,nan
5,12.0,DUKE'S VICTORY (CL262),M Guyon,D Cruz,119,1152,12,1-1/2,12 12 13 5,1:24.01,20,2012/01/01,ST,1,Class 5,1400M,40-20,GOOD,"TURF - ""A+3"" Course",13.62,35.42,59.44,1:23.75,,,13.62,21.80,24.02,24.31,nan,nan
6,10.0,MASTER DRAGON (CL137),C Y Ho,B K Ng,120,1035,1,1-1/2,4 4 6 6,1:24.01,7,2012/01/01,ST,1,Class 5,1400M,40-20,GOOD,"TURF - ""A+3"" Course",13.62,35.42,59.44,1:23.75,,,13.62,21.80,24.02,24.31,nan,nan
7,14.0,GOOD JOB (CL113),T Clark,D E Ferraris,116,1094,11,1-3/4,13 13 12 7,1:24.02,14,2012/01/01,ST,1,Class 5,1400M,40-20,GOOD,"TURF - ""A+3"" Course",13.62,35.42,59.44,1:23.75,,,13.62,21.80,24.02,24.31,nan,nan
8,5.0,DR UNION (CK105),W M Lai,T K Ng,127,1077,2,3,7 7 7 8,1:24.22,7.8,2012/01/01,ST,1,Class 5,1400M,40-20,GOOD,"TURF - ""A+3"" Course",13.62,35.42,59.44,1:23.75,,,13.62,21.80,24.02,24.31,nan,nan
9,4.0,SPEEDY (CJ037),Y T Cheng,T W Leung,129,1150,3,3-1/4,1 2 3 9,1:24.29,15,2012/01/01,ST,1,Class 5,1400M,40-20,GOOD,"TURF - ""A+3"" Course",13.62,35.42,59.44,1:23.75,,,13.62,21.80,24.02,24.31,nan,nan
10,1.0,M'S MAGIC (M079),Z Purton,P O'Sullivan,133,1172,7,4-1/4,2 3 2 10,1:24.43,11,2012/01/01,ST,1,Class 5,1400M,40-20,GOOD,"TURF - ""A+3"" Course",13.62,35.42,59.44,1:23.75,,,13.62,21.80,24.02,24.31,nan,nan
11,13.0,POLYMER POWER (CL417),H W Lai,P F Yiu,116,1082,8,4-1/2,8 9 9 11,1:24.47,9.2,2012/01/01,ST,1,Class 5,1400M,40-20,GOOD,"TURF - ""A+3"" Course",13.62,35.42,59.44,1:23.75,,,13.62,21.80,24.02,24.31,nan,nan
12,11.0,FAIRY BOY (CL377),O Doleuze,R Gibson,124,1097,9,9,9 10 10 12,1:25.19,22,2012/01/01,ST,1,Class 5,1400M,40-20,GOOD,"TURF - ""A+3"" Course",13.62,35.42,59.44,1:23.75,,,13.62,21.80,24.02,24.31,nan,nan
13,9.0,HEXAGON (CL121),T Angland,A Lee,127,1038,10,15-1/2,11 8 8 13,1:26.22,22,2012/01/01,ST,1,Class 5,1400M,40-20,GOOD,"TURF - ""A+3"" Course",13.62,35.42,59.44,1:23.75,,,13.62,21.80,24.02,24.31,nan,nan
WV,8.0,PASSIONATE (CL356),T H So,L Ho,124,---,---,---,---,---,---,2012/01/01,ST,1,Class 5,1400M,40-20,GOOD,"TURF - ""A+3"" Course",13.62,35.42,59.44,1:23.75,,,13.62,21.80,24.02,24.31,nan,nan
1,6.0,RAIN OF THUNDER (CJ352),K C Leung,P O'Sullivan,123,1075,2,-,11 12 12 9 1,1:50.04,3.3,2012/01/01,ST,2,Class 5,1800M,40-10,GOOD,"TURF - ""A+3"" Course",13.88,36.24,1:00.35,1:25.40,1:50.04,,13.88,22.36,24.11,25.05,24.64,nan
2,3.0,SUNNY SKY (CL215),D Beadman,C S Shum,132,1131,9,3/4,7 8 6 5 2,1:50.16,7.2,2012/01/01,ST,2,Class 5,1800M,40-10,GOOD,"TURF - ""A+3"" Course",13.88,36.24,1:00.35,1:25.40,1:50.04,,13.88,22.36,24.11,25.05,24.64,nan
3,11.0,KING GALILEO (CL028),T Clark,A Schutz,116,1101,4,1-1/4,14 14 14 8 3,1:50.25,8.9,2012/01/01,ST,2,Class 5,1800M,40-10,GOOD,"TURF - ""A+3"" Course",13.88,36.24,1:00.35,1:25.40,1:50.04,,13.88,22.36,24.11,25.05,24.64,nan
4,12.0,ROCKET AND GOLD (CH015),Y T Cheng,C H Yip,114,1124,5,3,8 11 13 11 4,1:50.50,10,2012/01/01,ST,2,Class 5,1800M,40-10,GOOD,"TURF - ""A+3"" Course",13.88,36.24,1:00.35,1:25.40,1:50.04,,13.88,22.36,24.11,25.05,24.64,nan
5,9.0,GORGEOUS RULER (CK403),N Callan,D E Ferraris,119,1068,8,3-1/2,5 7 7 6 5,1:50.58,11,2012/01/01,ST,2,Class 5,1800M,40-10,GOOD,"TURF - ""A+3"" Course",13.88,36.24,1:00.35,1:25.40,1:50.04,,13.88,22.36,24.11,25.05,24.64,nan
6,14.0,MR SPEEDY (M183),H W Lai,B K Ng,111,1058,11,3-1/2,4 1 1 1 6,1:50.62,23,2012/01/01,ST,2,Class 5,1800M,40-10,GOOD,"TURF - ""A+3"" Course",13.88,36.24,1:00.35,1:25.40,1:50.04,,13.88,22.36,24.11,25.05,24.64,nan
7,7.0,WADASURPRISE (CK272),Z Purton,T K Ng,124,1040,3,4,9 10 9 7 7,1:50.68,13,2012/01/01,ST,2,Class 5,1800M,40-10,GOOD,"TURF - ""A+3"" Course",13.88,36.24,1:00.35,1:25.40,1:50.04,,13.88,22.36,24.11,25.05,24.64,nan
8,10.0,FOREST FOUNTAIN (CJ047),J Lloyd,A Lee,116,1023,1,6-1/4,13 13 11 10 8,1:51.05,10,2012/01/01,ST,2,Class 5,1800M,40-10,GOOD,"TURF - ""A+3"" Course",13.88,36.24,1:00.35,1:25.40,1:50.04,,13.88,22.36,24.11,25.05,24.64,nan
9,5.0,GRANDWAY FLYER (CK302),D Whyte,T W Leung,121,1048,10,6-3/4,2 4 3 4 9,1:51.13,20,2012/01/01,ST,2,Class 5,1800M,40-10,GOOD,"TURF - ""A+3"" Course",13.88,36.24,1:00.35,1:25.40,1:50.04,,13.88,22.36,24.11,25.05,24.64,nan
10,2.0,PAPAS (CK274),M Guyon,P F Yiu,132,1168,6,7-3/4,3 5 5 3 10,1:51.29,24,2012/01/01,ST,2,Class 5,1800M,40-10,GOOD,"TURF - ""A+3"" Course",13.88,36.24,1:00.35,1:25.40,1:50.04,,13.88,22.36,24.11,25.05,24.64,nan
11,1.0,BEST NOODLE (CJ278),G Mosse,L Ho,133,1113,14,9-1/4,12 9 10 12 11,1:51.53,27,2012/01/01,ST,2,Class 5,1800M,40-10,GOOD,"TURF - ""A+3"" Course",13.88,36.24,1:00.35,1:25.40,1:50.04,,13.88,22.36,24.11,25.05,24.64,nan
12,4.0,BROTHERS IN ARMS (CJ070),M Barzalona,S Woods,130,1160,7,15-1/2,1 2 2 2 12,1:52.52,18,2012/01/01,ST,2,Class 5,1800M,40-10,GOOD,"TURF - ""A+3"" Course",13.88,36.24,1:00.35,1:25.40,1:50.04,,13.88,22.36,24.11,25.05,24.64,nan
13,8.0,NOBLE FLIER (CL142),C Y Ho,D Cruz,116,1163,13,37-1/2,10 6 8 13 13,1:56.02,18,2012/01/01,ST,2,Class 5,1800M,40-10,GOOD,"TURF - ""A+3"" Course",13.88,36.24,1:00.35,1:25.40,1:50.04,,13.88,22.36,24.11,25.05,24.64,nan
14,13.0,JUST GOOD (CL133),M L Yeung,Y S Tsui,110,1086,12,68-1/2,6 3 4 14 14,2:00.99,31,2012/01/01,ST,2,Class 5,1800M,40-10,GOOD,"TURF - ""A+3"" Course",13.88,36.24,1:00.35,1:25.40,1:50.04,,13.88,22.36,24.11,25.05,24.64,nan
WV,,GREEN GLORY (CJ177),M Chadwick,A S Cruz,125,---,---,---,---,---,---,2012/01/01,ST,2,Class 5,1800M,40-10,GOOD,"TURF - ""A+3"" Course",13.88,36.24,1:00.35,1:25.40,1:50.04,,13.88,22.36,24.11,25.05,24.64,nan
1,5.0,SIMPLE (N021),D Whyte,C H Yip,125,1125,12,-,11 8 1,1:10.42,32.0,2012/01/01,ST,3,Class 4,1200M,60-40,GOOD,"TURF - ""A+3"" Course",23.80,46.86,1:10.42,,,,23.80,23.06,23.56,nan,nan,nan
2,2.0,BEAUTY KING (N028),G Mosse,R Gibson,127,1045,1,1-3/4,4 4 2,1:10.68,2.5,2012/01/01,ST,3,Class 4,1200M,60-40,GOOD,"TURF - ""A+3"" Course",23.80,46.86,1:10.42,,,,23.80,23.06,23.56,nan,nan,nan
3,1.0,IMPECCABLE (CL383),K C Ng,P F Yiu,123,1072,13,2,2 2 3,1:10.75,13.0,2012/01/01,ST,3,Class 4,1200M,60-40,GOOD,"TURF - ""A+3"" Course",23.80,46.86,1:10.42,,,,23.80,23.06,23.56,nan,nan,nan
4,13.0,EXCELLENT WIN (CL234),T H So,B K Ng,110,1031,5,3,3 6 4,1:10.91,11.0,2012/01/01,ST,3,Class 4,1200M,60-40,GOOD,"TURF - ""A+3"" Course",23.80,46.86,1:10.42,,,,23.80,23.06,23.56,nan,nan,nan
5,4.0,BLESSING WIN (N131),T Angland,K L Man,125,1050,4,4,8 9 5,1:11.07,5.0,2012/01/01,ST,3,Class 4,1200M,60-40,GOOD,"TURF - ""A+3"" Course",23.80,46.86,1:10.42,,,,23.80,23.06,23.56,nan,nan,nan
6,12.0,TOP DRAGON (CK342),C W Wong,Y S Tsui,116,1111,10,4,12 12 6,1:11.08,80.0,2012/01/01,ST,3,Class 4,1200M,60-40,GOOD,"TURF - ""A+3"" Course",23.80,46.86,1:10.42,,,,23.80,23.06,23.56,nan,nan,nan
7,14.0,MY MELODY (CJ157),G Cheyne,C S Shum,115,1234,7,4-1/4,9 5 7,1:11.08,31.0,2012/01/01,ST,3,Class 4,1200M,60-40,GOOD,"TURF - ""A+3"" Course",23.80,46.86,1:10.42,,,,23.80,23.06,23.56,nan,nan,nan
8,3.0,SOLAR BOY (CL213),Y T Cheng,L Ho,124,1065,3,4-3/4,1 1 8,1:11.17,10.0,2012/01/01,ST,3,Class 4,1200M,60-40,GOOD,"TURF - ""A+3"" Course",23.80,46.86,1:10.42,,,,23.80,23.06,23.56,nan,nan,nan
9,6.0,SUN SPEEDY (N050),B Prebble,C Fownes,125,1115,11,4-3/4,10 11 9,1:11.19,14.0,2012/01/01,ST,3,Class 4,1200M,60-40,GOOD,"TURF - ""A+3"" Course",23.80,46.86,1:10.42,,,,23.80,23.06,23.56,nan,nan,nan
10,7.0,THANKSGIVING (M350),D Beadman,J Moore,123,1100,8,5-1/4,7 10 10,1:11.25,11.0,2012/01/01,ST,3,Class 4,1200M,60-40,GOOD,"TURF - ""A+3"" Course",23.80,46.86,1:10.42,,,,23.80,23.06,23.56,nan,nan,nan
11,8.0,TANG PALACE (M316),M Chadwick,A S Cruz,119,1187,2,6-1/2,6 7 11,1:11.45,12.0,2012/01/01,ST,3,Class 4,1200M,60-40,GOOD,"TURF - ""A+3"" Course",23.80,46.86,1:10.42,,,,23.80,23.06,23.56,nan,nan,nan
12,11.0,LUCKY SUPREME (M093),T Clark,A T Millard,119,1148,14,7-1/2,14 13 12,1:11.60,99.0,2012/01/01,ST,3,Class 4,1200M,60-40,GOOD,"TURF - ""A+3"" Course",23.80,46.86,1:10.42,,,,23.80,23.06,23.56,nan,nan,nan
13,10.0,DRAGONFIELD (M042),C Y Ho,D Cruz,114,1050,6,8-1/4,5 3 13,1:11.72,26.0,2012/01/01,ST,3,Class 4,1200M,60-40,GOOD,"TURF - ""A+3"" Course",23.80,46.86,1:10.42,,,,23.80,23.06,23.56,nan,nan,nan
14,9.0,KIMBER FORTUNE (CK162),H W Lai,K W Lui,118,1089,9,13-1/2,13 14 14,1:12.57,99.0,2012/01/01,ST,3,Class 4,1200M,60-40,GOOD,"TURF - ""A+3"" Course",23.80,46.86,1:10.42,,,,23.80,23.06,23.56,nan,nan,nan
1,1.0,GAMEKEEPERS (M357),D Whyte,J Size,133,1117,1,-,2 1 1,1:10.79,4.4,2012/01/01,ST,4,Class 4,1200M,65-40,GOOD,"TURF - ""A+3"" Course",24.19,48.07,1:10.79,,,,24.19,23.88,22.72,nan,nan,nan
2,2.0,HAPPY FOREVER (M034),K C Ng,C W Chang,122,1125,6,3/4,6 5 2,1:10.89,4.1,2012/01/01,ST,4,Class 4,1200M,65-40,GOOD,"TURF - ""A+3"" Course",24.19,48.07,1:10.79,,,,24.19,23.88,22.72,nan,nan,nan
3,6.0,JADE CHRISTY (M412),Z Purton,P F Yiu,129,1200,5,1-1/2,4 3 3,1:11.00,2.7,2012/01/01,ST,4,Class 4,1200M,65-40,GOOD,"TURF - ""A+3"" Course",24.19,48.07,1:10.79,,,,24.19,23.88,22.72,nan,nan,nan
4,5.0,MAELSTROM (CK370),B Doyle,S Woods,131,1262,8,2,5 6 4,1:11.10,10.0,2012/01/01,ST,4,Class 4,1200M,65-40,GOOD,"TURF - ""A+3"" Course",24.19,48.07,1:10.79,,,,24.19,23.88,22.72,nan,nan,nan
5,10.0,PERFECT FIT (CK323),M Chadwick,A S Cruz,122,1069,2,2,7 7 5,1:11.12,17.0,2012/01/01,ST,4,Class 4,1200M,65-40,GOOD,"TURF - ""A+3"" Course",24.19,48.07,1:10.79,,,,24.19,23.88,22.72,nan,nan,nan
6,7.0,AL PRINCE (M235),M Barzalona,D Cruz,127,1044,4,2-1/4,3 4 6,1:11.13,99.0,2012/01/01,ST,4,Class 4,1200M,65-40,GOOD,"TURF - ""A+3"" Course",24.19,48.07,1:10.79,,,,24.19,23.88,22.72,nan,nan,nan
7,8.0,KING OF THE DAY (CL324),T Clark,A T Millard,127,1068,3,3-1/2,1 2 7,1:11.36,39.0,2012/01/01,ST,4,Class 4,1200M,65-40,GOOD,"TURF - ""A+3"" Course",24.19,48.07,1:10.79,,,,24.19,23.88,22.72,nan,nan,nan
8,4.0,INTELLECTUALSTRIDE (CL409),Y T Cheng,Y S Tsui,129,1092,10,4,10 8 8,1:11.41,13.0,2012/01/01,ST,4,Class 4,1200M,65-40,GOOD,"TURF - ""A+3"" Course",24.19,48.07,1:10.79,,,,24.19,23.88,22.72,nan,nan,nan
9,3.0,NOVEL WINNING (CK183),D Beadman,C S Shum,132,1124,7,4,9 9 9,1:11.42,20.0,2012/01/01,ST,4,Class 4,1200M,65-40,GOOD,"TURF - ""A+3"" Course",24.19,48.07,1:10.79,,,,24.19,23.88,22.72,nan,nan,nan
10,9.0,CLEMENT SPIRIT (CL346),M L Yeung,A Lee,121,1152,13,4-1/2,14 14 10,1:11.49,63.0,2012/01/01,ST,4,Class 4,1200M,65-40,GOOD,"TURF - ""A+3"" Course",24.19,48.07,1:10.79,,,,24.19,23.88,22.72,nan,nan,nan
11,12.0,TRUE VALOUR (CL370),C Y Ho,D J Hall,118,1058,14,5-1/4,13 13 11,1:11.64,28.0,2012/01/01,ST,4,Class 4,1200M,65-40,GOOD,"TURF - ""A+3"" Course",24.19,48.07,1:10.79,,,,24.19,23.88,22.72,nan,nan,nan
12,11.0,WINSOME (M261),M Guyon,C Fownes,124,1128,11,9,12 11 12,1:12.22,99.0,2012/01/01,ST,4,Class 4,1200M,65-40,GOOD,"TURF - ""A+3"" Course",24.19,48.07,1:10.79,,,,24.19,23.88,22.72,nan,nan,nan
13,14.0,GREAT HERO (CH016),T H So,L Ho,108,1172,9,9-1/4,11 12 13,1:12.27,99.0,2012/01/01,ST,4,Class 4,1200M,65-40,GOOD,"TURF - ""A+3"" Course",24.19,48.07,1:10.79,,,,24.19,23.88,22.72,nan,nan,nan
14,13.0,PERFECT JOY (M182),C W Wong,C H Yip,114,1089,12,9-1/2,8 10 14,1:12.30,99.0,2012/01/01,ST,4,Class 4,1200M,65-40,GOOD,"TURF - ""A+3"" Course",24.19,48.07,1:10.79,,,,24.19,23.88,22.72,nan,nan,nan
1,14.0,SUPER CAGA (CK054),G Cheyne,R Gibson,116,1281,14,-,14 14 14 1,1:23.73,13,2012/01/01,ST,5,Class 4,1400M,60-40,GOOD,"TURF - ""A+3"" Course",13.55,35.91,59.83,1:23.73,,,13.55,22.36,23.92,23.90,nan,nan
2,2.0,SAMMY'S FALCON (CK383),K C Leung,A Schutz,129,1113,2,SH,5 5 4 2,1:23.75,44,2012/01/01,ST,5,Class 4,1400M,60-40,GOOD,"TURF - ""A+3"" Course",13.55,35.91,59.83,1:23.73,,,13.55,22.36,23.92,23.90,nan,nan
3,6.0,RIGHT TIMING (M356),D Whyte,J Size,127,1146,8,HD,8 9 11 3,1:23.76,5.5,2012/01/01,ST,5,Class 4,1400M,60-40,GOOD,"TURF - ""A+3"" Course",13.55,35.91,59.83,1:23.73,,,13.55,22.36,23.92,23.90,nan,nan
4,5.0,HIGH RETURN (CK164),K C Ng,C H Yip,119,1177,11,N,1 1 1 4,1:23.79,14,2012/01/01,ST,5,Class 4,1400M,60-40,GOOD,"TURF - ""A+3"" Course",13.55,35.91,59.83,1:23.73,,,13.55,22.36,23.92,23.90,nan,nan
5,7.0,DIVINITY POWER (M091),T Angland,K W Lui,126,1153,9,1-1/4,7 8 7 5,1:23.92,9.7,2012/01/01,ST,5,Class 4,1400M,60-40,GOOD,"TURF - ""A+3"" Course",13.55,35.91,59.83,1:23.73,,,13.55,22.36,23.92,23.90,nan,nan
6,9.0,THEHEROINMYHEART (N083),T Clark,D E Ferraris,125,1118,10,2-3/4,12 12 12 6,1:24.18,6.6,2012/01/01,ST,5,Class 4,1400M,60-40,GOOD,"TURF - ""A+3"" Course",13.55,35.91,59.83,1:23.73,,,13.55,22.36,23.92,23.90,nan,nan
7,10.0,MERACUS (M286),C Y Ho,C Fownes,125,1046,6,2-3/4,9 10 9 7,1:24.18,99,2012/01/01,ST,5,Class 4,1400M,60-40,GOOD,"TURF - ""A+3"" Course",13.55,35.91,59.83,1:23.73,,,13.55,22.36,23.92,23.90,nan,nan
8,11.0,LUCKY NISTELROOY (CL118),M Chadwick,A T Millard,122,1188,3,3,2 3 3 8,1:24.20,8,2012/01/01,ST,5,Class 4,1400M,60-40,GOOD,"TURF - ""A+3"" Course",13.55,35.91,59.83,1:23.73,,,13.55,22.36,23.92,23.90,nan,nan
9,1.0,SOLAR GREAT (M189),Z Purton,A Lee,133,1088,5,3,6 7 6 9,1:24.22,3.3,2012/01/01,ST,5,Class 4,1400M,60-40,GOOD,"TURF - ""A+3"" Course",13.55,35.91,59.83,1:23.73,,,13.55,22.36,23.92,23.90,nan,nan
10,12.0,MASTER RACER (M278),D Beadman,J Moore,123,1107,4,3-1/2,3 4 5 10,1:24.31,80,2012/01/01,ST,5,Class 4,1400M,60-40,GOOD,"TURF - ""A+3"" Course",13.55,35.91,59.83,1:23.73,,,13.55,22.36,23.92,23.90,nan,nan
11,4.0,DREAMS MAKER (CL131),N Callan,C W Chang,129,1174,7,4-1/2,4 2 2 11,1:24.47,51,2012/01/01,ST,5,Class 4,1400M,60-40,GOOD,"TURF - ""A+3"" Course",13.55,35.91,59.83,1:23.73,,,13.55,22.36,23.92,23.90,nan,nan
12,3.0,ELEPHANT CHEERS (M247),M Guyon,T K Ng,130,1070,1,5-1/4,11 11 8 12,1:24.59,17,2012/01/01,ST,5,Class 4,1400M,60-40,GOOD,"TURF - ""A+3"" Course",13.55,35.91,59.83,1:23.73,,,13.55,22.36,23.92,23.90,nan,nan
13,8.0,STARLIT WARRIOR (M162),B Doyle,T W Leung,126,1002,13,5-3/4,13 13 13 13,1:24.64,99,2012/01/01,ST,5,Class 4,1400M,60-40,GOOD,"TURF - ""A+3"" Course",13.55,35.91,59.83,1:23.73,,,13.55,22.36,23.92,23.90,nan,nan
14,13.0,ISLAND SPRING (CL238),O Doleuze,B K Ng,121,1209,12,5-3/4,10 6 10 14,1:24.66,11,2012/01/01,ST,5,Class 4,1400M,60-40,GOOD,"TURF - ""A+3"" Course",13.55,35.91,59.83,1:23.73,,,13.55,22.36,23.92,23.90,nan,nan
WV,,GIANTS SERAPIS (M285),M Du Plessis,Y S Tsui,124,---,---,---,---,---,---,2012/01/01,ST,5,Class 4,1400M,60-40,GOOD,"TURF - ""A+3"" Course",13.55,35.91,59.83,1:23.73,,,13.55,22.36,23.92,23.90,nan,nan
1,10.0,EKRAAR EMPEROR (M081),M Chadwick,A S Cruz,114,1181,10,-,2 3 3 1,1:36.95,8.4,2012/01/01,ST,6,Class 4,1600M,60-40,GOOD,"TURF - ""A+3"" Course",24.78,48.23,1:13.09,1:36.95,,,24.78,23.45,24.86,23.86,nan,nan
2,8.0,NICHOLSON (M173),B Prebble,D J Hall,124,1111,12,SH,8 8 8 2,1:36.97,2.9,2012/01/01,ST,6,Class 4,1600M,60-40,GOOD,"TURF - ""A+3"" Course",24.78,48.23,1:13.09,1:36.95,,,24.78,23.45,24.86,23.86,nan,nan
3,1.0,OUR DYNASTY (M241),D Beadman,J Moore,132,1085,5,2-3/4,7 7 6 3,1:37.41,10,2012/01/01,ST,6,Class 4,1600M,60-40,GOOD,"TURF - ""A+3"" Course",24.78,48.23,1:13.09,1:36.95,,,24.78,23.45,24.86,23.86,nan,nan
4,7.0,KINGSTON SPARTACUS (CL116),Z Purton,T K Ng,125,1093,11,3-1/4,9 9 9 4,1:37.47,11,2012/01/01,ST,6,Class 4,1600M,60-40,GOOD,"TURF - ""A+3"" Course",24.78,48.23,1:13.09,1:36.95,,,24.78,23.45,24.86,23.86,nan,nan
5,14.0,SUPER TEAM (M036),M L Yeung,A Lee,110,1168,7,3-1/2,13 13 14 5,1:37.50,17,2012/01/01,ST,6,Class 4,1600M,60-40,GOOD,"TURF - ""A+3"" Course",24.78,48.23,1:13.09,1:36.95,,,24.78,23.45,24.86,23.86,nan,nan
6,2.0,COMMON GOAL (M167),H W Lai,T W Leung,129,1153,9,3-1/2,10 11 10 6,1:37.51,14,2012/01/01,ST,6,Class 4,1600M,60-40,GOOD,"TURF - ""A+3"" Course",24.78,48.23,1:13.09,1:36.95,,,24.78,23.45,24.86,23.86,nan,nan
7,3.0,SEASONS CREST (CL355),T Angland,K W Lui,120,1083,2,4-1/4,5 5 4 7,1:37.65,79,2012/01/01,ST,6,Class 4,1600M,60-40,GOOD,"TURF - ""A+3"" Course",24.78,48.23,1:13.09,1:36.95,,,24.78,23.45,24.86,23.86,nan,nan
8,13.0,HUMONGUS (CJ265),G Cheyne,A Schutz,115,1009,6,5,12 12 12 8,1:37.76,6.8,2012/01/01,ST,6,Class 4,1600M,60-40,GOOD,"TURF - ""A+3"" Course",24.78,48.23,1:13.09,1:36.95,,,24.78,23.45,24.86,23.86,nan,nan
9,4.0,HEALTHY BLUEBERRY (CK222),T H So,L Ho,125,1108,4,5-1/4,3 2 1 9,1:37.77,19,2012/01/01,ST,6,Class 4,1600M,60-40,GOOD,"TURF - ""A+3"" Course",24.78,48.23,1:13.09,1:36.95,,,24.78,23.45,24.86,23.86,nan,nan
10,5.0,GOOD GAINS (CJ293),K C Ng,C H Yip,119,1109,3,6,11 10 11 10,1:37.92,47,2012/01/01,ST,6,Class 4,1600M,60-40,GOOD,"TURF - ""A+3"" Course",24.78,48.23,1:13.09,1:36.95,,,24.78,23.45,24.86,23.86,nan,nan
11,11.0,EVEN EMAIL (M323),K C Leung,K L Man,113,997,8,6-1/4,6 6 7 11,1:37.94,99,2012/01/01,ST,6,Class 4,1600M,60-40,GOOD,"TURF - ""A+3"" Course",24.78,48.23,1:13.09,1:36.95,,,24.78,23.45,24.86,23.86,nan,nan
12,6.0,SILVER DRAGON (M326),T Clark,Y S Tsui,127,1096,1,6-3/4,4 4 5 12,1:38.03,6.2,2012/01/01,ST,6,Class 4,1600M,60-40,GOOD,"TURF - ""A+3"" Course",24.78,48.23,1:13.09,1:36.95,,,24.78,23.45,24.86,23.86,nan,nan
13,12.0,MY BEST CHOICE (CL403),M Du Plessis,S Woods,116,1103,13,6-3/4,1 1 2 13,1:38.05,86,2012/01/01,ST,6,Class 4,1600M,60-40,GOOD,"TURF - ""A+3"" Course",24.78,48.23,1:13.09,1:36.95,,,24.78,23.45,24.86,23.86,nan,nan
14,9.0,REALLY THE BEST (M188),M Barzalona,D Cruz,120,1171,14,9,14 14 13 14,1:38.40,46,2012/01/01,ST,6,Class 4,1600M,60-40,GOOD,"TURF - ""A+3"" Course",24.78,48.23,1:13.09,1:36.95,,,24.78,23.45,24.86,23.86,nan,nan
WV,,ALMIGHTY WINDPOWER (CL272),D Whyte,J Size,130,---,---,---,---,---,---,2012/01/01,ST,6,Class 4,1600M,60-40,GOOD,"TURF - ""A+3"" Course",24.78,48.23,1:13.09,1:36.95,,,24.78,23.45,24.86,23.86,nan,nan
1,9.0,WRATH OF FIRE (CL420),M L Yeung,D Cruz,119,1043,14,-,14 14 14 13 1,2:03.68,7.5,2012/01/01,ST,7,Class 3,2000M,80-60,GOOD,"TURF - ""A+3"" Course",25.86,50.05,1:14.61,1:39.88,2:03.68,,25.86,24.19,24.56,25.27,23.80,nan
2,10.0,GOODVIEW SUCCESSOR (M043),M Guyon,C H Yip,121,1189,7,SH,7 6 7 5 2,2:03.71,12.0,2012/01/01,ST,7,Class 3,2000M,80-60,GOOD,"TURF - ""A+3"" Course",25.86,50.05,1:14.61,1:39.88,2:03.68,,25.86,24.19,24.56,25.27,23.80,nan
3,12.0,LET'S GOAL (M061),M Chadwick,A S Cruz,116,1109,5,2-3/4,2 2 2 4 3,2:04.11,8.6,2012/01/01,ST,7,Class 3,2000M,80-60,GOOD,"TURF - ""A+3"" Course",25.86,50.05,1:14.61,1:39.88,2:03.68,,25.86,24.19,24.56,25.27,23.80,nan
4,7.0,SUMMER DASH (M105),B Prebble,D J Hall,125,1224,6,3-1/4,8 8 8 8 4,2:04.19,4.3,2012/01/01,ST,7,Class 3,2000M,80-60,GOOD,"TURF - ""A+3"" Course",25.86,50.05,1:14.61,1:39.88,2:03.68,,25.86,24.19,24.56,25.27,23.80,nan
5,13.0,SOUNDS EXCELLENT (CK259),M Barzalona,K L Man,118,1090,2,3-3/4,11 10 10 10 5,2:04.28,10.0,2012/01/01,ST,7,Class 3,2000M,80-60,GOOD,"TURF - ""A+3"" Course",25.86,50.05,1:14.61,1:39.88,2:03.68,,25.86,24.19,24.56,25.27,23.80,nan
6,14.0,TRES MAGNIFIQUE (CL367),G Cheyne,D E Ferraris,118,1050,13,3-3/4,1 1 1 1 6,2:04.30,91.0,2012/01/01,ST,7,Class 3,2000M,80-60,GOOD,"TURF - ""A+3"" Course",25.86,50.05,1:14.61,1:39.88,2:03.68,,25.86,24.19,24.56,25.27,23.80,nan
