Pla.,Horse No.,Horse,Jockey,Trainer,Act. Wt.,Declar. Horse Wt.,Dr.,LBW,Running Position,Finish Time,Win Odds,Date,Course,RaceNumber,Race type,Distance,Score range,Going,Course Detail,Time 1,Time 2,Time 3,Time 4,Time 5,Time 6,Sectional Time 1,Sectional Time 2,Sectional Time 3,Sectional Time 4,Sectional Time 5,Sectional Time 6
9,3.0,MASTER RIO (CK188),Z Purton,K L Man,128,1069,1,6-3/4,5 5 9,1:11.07,9.7,2012/06/06,HV,6,Class 3,1200M,80-60,GOOD,"TURF - ""A"" Course",23.45,45.93,1:09.98,,,,23.45,22.48,24.05,nan,nan,nan
10,12.0,LOADS OF JOY (CL088),C K Tong,K W Lui,114,1256,11,10,3 4 10,1:11.59,14,2012/06/06,HV,6,Class 3,1200M,80-60,GOOD,"TURF - ""A"" Course",23.45,45.93,1:09.98,,,,23.45,22.48,24.05,nan,nan,nan
11,11.0,LUCKY TURBO (M231),H W Lai,C S Shum,117,1178,10,11-1/4,1 2 11,1:11.80,21,2012/06/06,HV,6,Class 3,1200M,80-60,GOOD,"TURF - ""A"" Course",23.45,45.93,1:09.98,,,,23.45,22.48,24.05,nan,nan,nan
WV,2.0,PALEPALE (M407),W C Marwing,D E Ferraris,130,---,---,---,---,---,---,2012/06/06,HV,6,Class 3,1200M,80-60,GOOD,"TURF - ""A"" Course",23.45,45.93,1:09.98,,,,23.45,22.48,24.05,nan,nan,nan
WV,,ELITE OF CHIU TON (CK089),M Chadwick,A S Cruz,120,---,---,---,---,---,---,2012/06/06,HV,6,Class 3,1200M,80-60,GOOD,"TURF - ""A"" Course",23.45,45.93,1:09.98,,,,23.45,22.48,24.05,nan,nan,nan
1,9.0,HAPPY GUYS (CL275),M Du Plessis,P F Yiu,113,1177,10,-,2 2 2 1 1,1:48.98,17.0,2012/06/06,HV,7,Class 1,1800M,90+,GOOD,"TURF - ""A"" Course",13.27,36.97,1:01.92,1:25.86,1:48.98,,13.27,23.70,24.95,23.94,23.12,nan
2,1.0,PURE CHAMPION (M178),A Suborics,A S Cruz,133,1130,6,HD,5 6 5 5 2,1:49.02,8.0,2012/06/06,HV,7,Class 1,1800M,90+,GOOD,"TURF - ""A"" Course",13.27,36.97,1:01.92,1:25.86,1:48.98,,13.27,23.70,24.95,23.94,23.12,nan
3,5.0,MILITARY ATTACK (N175),D Whyte,J Moore,118,1091,2,1/2,8 8 8 8 3,1:49.08,2.4,2012/06/06,HV,7,Class 1,1800M,90+,GOOD,"TURF - ""A"" Course",13.27,36.97,1:01.92,1:25.86,1:48.98,,13.27,23.70,24.95,23.94,23.12,nan
4,7.0,LITTLE DREAMS (CL095),M Chadwick,A Schutz,111,1039,4,1/2,10 10 10 9 4,1:49.09,29.0,2012/06/06,HV,7,Class 1,1800M,90+,GOOD,"TURF - ""A"" Course",13.27,36.97,1:01.92,1:25.86,1:48.98,,13.27,23.70,24.95,23.94,23.12,nan
5,3.0,FAMILISTS (M102),B Prebble,D J Hall,121,1086,3,3/4,4 4 4 4 5,1:49.10,8.5,2012/06/06,HV,7,Class 1,1800M,90+,GOOD,"TURF - ""A"" Course",13.27,36.97,1:01.92,1:25.86,1:48.98,,13.27,23.70,24.95,23.94,23.12,nan
6,10.0,OSVALDO (CK075),M L Yeung,A Schutz,110,1146,8,1,12 12 12 11 6,1:49.14,13.0,2012/06/06,HV,7,Class 1,1800M,90+,GOOD,"TURF - ""A"" Course",13.27,36.97,1:01.92,1:25.86,1:48.98,,13.27,23.70,24.95,23.94,23.12,nan
7,6.0,PACKING WHIZ (N120),T Clark,J Moore,115,1208,5,2-3/4,9 9 9 10 7,1:49.40,4.5,2012/06/06,HV,7,Class 1,1800M,90+,GOOD,"TURF - ""A"" Course",13.27,36.97,1:01.92,1:25.86,1:48.98,,13.27,23.70,24.95,23.94,23.12,nan
8,8.0,SAPELLI (CK191),W M Lai,J Size,111,1131,1,3,7 7 7 7 8,1:49.46,33.0,2012/06/06,HV,7,Class 1,1800M,90+,GOOD,"TURF - ""A"" Course",13.27,36.97,1:01.92,1:25.86,1:48.98,,13.27,23.70,24.95,23.94,23.12,nan
9,12.0,FUN RIDER (CK231),K C Leung,D Cruz,113,1061,7,5,6 5 6 6 9,1:49.79,39.0,2012/06/06,HV,7,Class 1,1800M,90+,GOOD,"TURF - ""A"" Course",13.27,36.97,1:01.92,1:25.86,1:48.98,,13.27,23.70,24.95,23.94,23.12,nan
10,4.0,MILITARY MOVE (M077),O Doleuze,R Gibson,121,1103,11,6-1/4,3 3 3 3 10,1:49.98,25.0,2012/06/06,HV,7,Class 1,1800M,90+,GOOD,"TURF - ""A"" Course",13.27,36.97,1:01.92,1:25.86,1:48.98,,13.27,23.70,24.95,23.94,23.12,nan
11,11.0,ORACLE (N115),T H So,L Ho,110,1080,12,10,1 1 1 2 11,1:50.59,99.0,2012/06/06,HV,7,Class 1,1800M,90+,GOOD,"TURF - ""A"" Course",13.27,36.97,1:01.92,1:25.86,1:48.98,,13.27,23.70,24.95,23.94,23.12,nan
12,2.0,NOBLE CONQUEROR (CG169),Z Purton,A Lee,126,1137,9,33-1/2,11 11 11 12 12,1:54.34,14.0,2012/06/06,HV,7,Class 1,1800M,90+,GOOD,"TURF - ""A"" Course",13.27,36.97,1:01.92,1:25.86,1:48.98,,13.27,23.70,24.95,23.94,23.12,nan
1,1.0,ELEGANCE KLAMMER (M228),B Prebble,J Moore,133,1030,10,-,11 11 11 1,1:41.16,3.9,2012/06/06,HV,8,Class 3,1650M,85-60,GOOD,"TURF - ""A"" Course",28.03,53.31,1:17.62,1:41.16,,,28.03,25.28,24.31,23.54,nan,nan
2,5.0,HAPPY TUMBLER (CL048),D Whyte,D J Hall,132,1125,7,SH,8 8 8 2,1:41.18,6.9,2012/06/06,HV,8,Class 3,1650M,85-60,GOOD,"TURF - ""A"" Course",28.03,53.31,1:17.62,1:41.16,,,28.03,25.28,24.31,23.54,nan,nan
3,11.0,AMBITIOUS TREASURE (CJ173),H W Lai,C S Shum,113,1072,2,1,7 7 7 3,1:41.34,17.0,2012/06/06,HV,8,Class 3,1650M,85-60,GOOD,"TURF - ""A"" Course",28.03,53.31,1:17.62,1:41.16,,,28.03,25.28,24.31,23.54,nan,nan
4,4.0,DELTA HEDGE (M373),O Doleuze,J Size,132,1058,11,1-1/4,2 2 3 4,1:41.38,8.3,2012/06/06,HV,8,Class 3,1650M,85-60,GOOD,"TURF - ""A"" Course",28.03,53.31,1:17.62,1:41.16,,,28.03,25.28,24.31,23.54,nan,nan
5,2.0,EURO SWIFTLY (CK091),T Angland,K L Man,133,1111,4,1-3/4,4 5 5 5,1:41.45,9.9,2012/06/06,HV,8,Class 3,1650M,85-60,GOOD,"TURF - ""A"" Course",28.03,53.31,1:17.62,1:41.16,,,28.03,25.28,24.31,23.54,nan,nan
6,7.0,MY HOME TOWN (CH331),M L Yeung,D Cruz,129,1108,3,2,3 4 4 6,1:41.48,11.0,2012/06/06,HV,8,Class 3,1650M,85-60,GOOD,"TURF - ""A"" Course",28.03,53.31,1:17.62,1:41.16,,,28.03,25.28,24.31,23.54,nan,nan
7,10.0,HEAR THE ROAR (M152),T Clark,S Woods,126,1162,9,2-1/2,10 10 10 7,1:41.57,9.1,2012/06/06,HV,8,Class 3,1650M,85-60,GOOD,"TURF - ""A"" Course",28.03,53.31,1:17.62,1:41.16,,,28.03,25.28,24.31,23.54,nan,nan
8,12.0,FLUKE (CJ061),C K Tong,L Ho,113,1106,1,3-1/4,5 6 6 8,1:41.67,18.0,2012/06/06,HV,8,Class 3,1650M,85-60,GOOD,"TURF - ""A"" Course",28.03,53.31,1:17.62,1:41.16,,,28.03,25.28,24.31,23.54,nan,nan
9,9.0,JAMESINA (CH290),W C Marwing,D E Ferraris,130,1083,12,5-1/2,12 12 12 9,1:42.03,11.0,2012/06/06,HV,8,Class 3,1650M,85-60,GOOD,"TURF - ""A"" Course",28.03,53.31,1:17.62,1:41.16,,,28.03,25.28,24.31,23.54,nan,nan
10,3.0,GOLD BALL (N185),M Chadwick,A S Cruz,130,1131,5,7-1/4,1 1 1 10,1:42.33,18.0,2012/06/06,HV,8,Class 3,1650M,85-60,GOOD,"TURF - ""A"" Course",28.03,53.31,1:17.62,1:41.16,,,28.03,25.28,24.31,23.54,nan,nan
11,8.0,SUNRISE (CK026),Z Purton,C H Yip,131,1103,6,7-1/2,6 3 2 11,1:42.35,11.0,2012/06/06,HV,8,Class 3,1650M,85-60,GOOD,"TURF - ""A"" Course",28.03,53.31,1:17.62,1:41.16,,,28.03,25.28,24.31,23.54,nan,nan
12,6.0,LUNAR REFLECTIONS (CL009),A Suborics,P F Yiu,132,1146,8,7-3/4,9 9 9 12,1:42.42,18.0,2012/06/06,HV,8,Class 3,1650M,85-60,GOOD,"TURF - ""A"" Course",28.03,53.31,1:17.62,1:41.16,,,28.03,25.28,24.31,23.54,nan,nan
1,10.0,DASHING ACE (CL244),C K Tong,B K Ng,112,1151,7,-,2 2 1,1:09.24,20.0,2012/06/09,ST,1,Class 5,1200M,40-10,GOOD,ALL WEATHER TRACK,23.56,45.80,1:09.24,,,,23.56,22.24,23.44,nan,nan,nan
2,11.0,GOOD JOB (CL113),M Chadwick,A Schutz,111,1087,1,4-3/4,5 5 2,1:10.02,5.5,2012/06/09,ST,1,Class 5,1200M,40-10,GOOD,ALL WEATHER TRACK,23.56,45.80,1:09.24,,,,23.56,22.24,23.44,nan,nan,nan
3,9.0,FIERCE FORCE (M146),W M Lai,C Fownes,111,1208,5,5-1/4,3 3 3,1:10.12,11.0,2012/06/09,ST,1,Class 5,1200M,40-10,GOOD,ALL WEATHER TRACK,23.56,45.80,1:09.24,,,,23.56,22.24,23.44,nan,nan,nan
4,4.0,PLANET (CL029),M L Yeung,C S Shum,127,1174,12,7,7 7 4,1:10.35,15.0,2012/06/09,ST,1,Class 5,1200M,40-10,GOOD,ALL WEATHER TRACK,23.56,45.80,1:09.24,,,,23.56,22.24,23.44,nan,nan,nan
5,5.0,PASSIONATE (CL356),T H So,L Ho,125,1045,9,7,11 11 5,1:10.35,31.0,2012/06/09,ST,1,Class 5,1200M,40-10,GOOD,ALL WEATHER TRACK,23.56,45.80,1:09.24,,,,23.56,22.24,23.44,nan,nan,nan
6,1.0,QUANTUM EXPRESS (CK166),B Prebble,K W Lui,133,1086,4,7-3/4,6 6 6,1:10.48,4.4,2012/06/09,ST,1,Class 5,1200M,40-10,GOOD,ALL WEATHER TRACK,23.56,45.80,1:09.24,,,,23.56,22.24,23.44,nan,nan,nan
7,12.0,METRO RIDER (CJ264),K C Leung,P O'Sullivan,113,1114,10,8-1/4,12 12 7,1:10.54,41.0,2012/06/09,ST,1,Class 5,1200M,40-10,GOOD,ALL WEATHER TRACK,23.56,45.80,1:09.24,,,,23.56,22.24,23.44,nan,nan,nan
8,2.0,SHANGHAI PIONEER (CL252),T Angland,T W Leung,133,1008,11,9-1/2,10 10 8,1:10.77,11.0,2012/06/09,ST,1,Class 5,1200M,40-10,GOOD,ALL WEATHER TRACK,23.56,45.80,1:09.24,,,,23.56,22.24,23.44,nan,nan,nan
9,7.0,MARVEL PLUS (CL281),A Suborics,A T Millard,122,1215,3,10-3/4,1 1 9,1:10.97,13.0,2012/06/09,ST,1,Class 5,1200M,40-10,GOOD,ALL WEATHER TRACK,23.56,45.80,1:09.24,,,,23.56,22.24,23.44,nan,nan,nan
10,8.0,MASTER RACER (M278),M Zahra,J Moore,121,1091,2,11-1/4,9 8 10,1:11.05,33.0,2012/06/09,ST,1,Class 5,1200M,40-10,GOOD,ALL WEATHER TRACK,23.56,45.80,1:09.24,,,,23.56,22.24,23.44,nan,nan,nan
11,3.0,HERO'S WIN (M170),Z Purton,Y S Tsui,130,1035,8,11-3/4,8 9 11,1:11.11,4.0,2012/06/09,ST,1,Class 5,1200M,40-10,GOOD,ALL WEATHER TRACK,23.56,45.80,1:09.24,,,,23.56,22.24,23.44,nan,nan,nan
12,6.0,KING OF FISH II (CL264),T Clark,K L Man,126,1077,6,13-1/2,4 4 12,1:11.40,8.5,2012/06/09,ST,1,Class 5,1200M,40-10,GOOD,ALL WEATHER TRACK,23.56,45.80,1:09.24,,,,23.56,22.24,23.44,nan,nan,nan
1,10.0,BEAR ELITE (CL322),C W Wong,A T Millard,114,1143,5,-,1 1 1,1:09.93,22.0,2012/06/09,ST,2,Class 4,1200M,60-40,GOOD,"TURF - ""C"" Course",24.19,46.49,1:09.93,,,,24.19,22.30,23.44,nan,nan,nan
2,1.0,VIVACISSIMO (N020),T Angland,J Size,133,1249,11,2-1/4,2 2 2,1:10.30,3.2,2012/06/09,ST,2,Class 4,1200M,60-40,GOOD,"TURF - ""C"" Course",24.19,46.49,1:09.93,,,,24.19,22.30,23.44,nan,nan,nan
3,9.0,TRENDSETTER (N136),O Doleuze,R Gibson,125,1186,4,2-1/4,5 5 3,1:10.30,5.1,2012/06/09,ST,2,Class 4,1200M,60-40,GOOD,"TURF - ""C"" Course",24.19,46.49,1:09.93,,,,24.19,22.30,23.44,nan,nan,nan
4,6.0,HAPPY FRIENDS (N160),K C Leung,P O'Sullivan,123,1179,1,3-1/2,7 6 4,1:10.48,99.0,2012/06/09,ST,2,Class 4,1200M,60-40,GOOD,"TURF - ""C"" Course",24.19,46.49,1:09.93,,,,24.19,22.30,23.44,nan,nan,nan
5,2.0,PERFECT FIT (CK323),M Chadwick,A S Cruz,128,1037,3,4,8 7 5,1:10.56,17.0,2012/06/09,ST,2,Class 4,1200M,60-40,GOOD,"TURF - ""C"" Course",24.19,46.49,1:09.93,,,,24.19,22.30,23.44,nan,nan,nan
6,12.0,REAL GENERAL (M086),M Du Plessis,C H Yip,114,1106,10,4-1/2,12 12 6,1:10.66,3.4,2012/06/09,ST,2,Class 4,1200M,60-40,GOOD,"TURF - ""C"" Course",24.19,46.49,1:09.93,,,,24.19,22.30,23.44,nan,nan,nan
7,5.0,LONGWAH RISING (CJ297),H W Lai,T W Leung,126,1152,12,5-1/4,3 4 7,1:10.77,17.0,2012/06/09,ST,2,Class 4,1200M,60-40,GOOD,"TURF - ""C"" Course",24.19,46.49,1:09.93,,,,24.19,22.30,23.44,nan,nan,nan
8,11.0,BILLION GAINS (M263),C K Tong,C Fownes,112,1047,8,6,11 11 8,1:10.89,43.0,2012/06/09,ST,2,Class 4,1200M,60-40,GOOD,"TURF - ""C"" Course",24.19,46.49,1:09.93,,,,24.19,22.30,23.44,nan,nan,nan
9,4.0,TAKE THE RAP (CL369),W C Marwing,D E Ferraris,129,1052,9,7-1/4,9 10 9,1:11.08,15.0,2012/06/09,ST,2,Class 4,1200M,60-40,GOOD,"TURF - ""C"" Course",24.19,46.49,1:09.93,,,,24.19,22.30,23.44,nan,nan,nan
10,3.0,STALLION SUPREME (CJ268),Z Purton,K W Lui,129,1081,2,7-1/2,4 3 10,1:11.13,23.0,2012/06/09,ST,2,Class 4,1200M,60-40,GOOD,"TURF - ""C"" Course",24.19,46.49,1:09.93,,,,24.19,22.30,23.44,nan,nan,nan
11,7.0,MAGICAL BEAM (N208),T Clark,T K Ng,125,1048,7,12-3/4,6 8 11,1:11.98,9.2,2012/06/09,ST,2,Class 4,1200M,60-40,GOOD,"TURF - ""C"" Course",24.19,46.49,1:09.93,,,,24.19,22.30,23.44,nan,nan,nan
12,8.0,OCEAN BRIGHT (M270),M L Yeung,A Lee,122,1128,6,13-1/2,10 9 12,1:12.09,94.0,2012/06/09,ST,2,Class 4,1200M,60-40,GOOD,"TURF - ""C"" Course",24.19,46.49,1:09.93,,,,24.19,22.30,23.44,nan,nan,nan
1,10.0,GREAT PEGASUS (CL359),M L Yeung,A Lee,118,1056,4,-,4 5 3 1,1:22.84,17.0,2012/06/09,ST,3,Class 4,1400M,60-40,GOOD,"TURF - ""C"" Course",13.56,35.87,59.31,1:22.84,,,13.56,22.31,23.44,23.53,nan,nan
2,5.0,LORD DRAGON (N165),B Prebble,C Fownes,127,1107,3,3/4,9 8 5 2,1:22.96,3.6,2012/06/09,ST,3,Class 4,1400M,60-40,GOOD,"TURF - ""C"" Course",13.56,35.87,59.31,1:22.84,,,13.56,22.31,23.44,23.53,nan,nan
3,1.0,SMILING WATCH (M325),W C Marwing,K W Lui,133,1133,13,2,14 14 12 3,1:23.14,6.7,2012/06/09,ST,3,Class 4,1400M,60-40,GOOD,"TURF - ""C"" Course",13.56,35.87,59.31,1:22.84,,,13.56,22.31,23.44,23.53,nan,nan
4,8.0,EMPIRE CITY (CL169),T Angland,A Schutz,124,1132,8,2-1/4,5 3 2 4,1:23.19,5.6,2012/06/09,ST,3,Class 4,1400M,60-40,GOOD,"TURF - ""C"" Course",13.56,35.87,59.31,1:22.84,,,13.56,22.31,23.44,23.53,nan,nan
5,14.0,SPICY SIAM (N090),T H So,B K Ng,113,1039,1,3,11 10 9 5,1:23.34,9.3,2012/06/09,ST,3,Class 4,1400M,60-40,GOOD,"TURF - ""C"" Course",13.56,35.87,59.31,1:22.84,,,13.56,22.31,23.44,23.53,nan,nan
6,4.0,MATSUKAZE (CK150),H W Lai,P F Yiu,128,1144,14,3-1/4,1 1 1 6,1:23.38,28.0,2012/06/09,ST,3,Class 4,1400M,60-40,GOOD,"TURF - ""C"" Course",13.56,35.87,59.31,1:22.84,,,13.56,22.31,23.44,23.53,nan,nan
7,3.0,SUPREME TAIJI (CL065),A Suborics,A T Millard,131,1114,2,5-1/4,8 9 7 7,1:23.68,9.0,2012/06/09,ST,3,Class 4,1400M,60-40,GOOD,"TURF - ""C"" Course",13.56,35.87,59.31,1:22.84,,,13.56,22.31,23.44,23.53,nan,nan
8,2.0,SUMMER DASH (M105),M Zahra,D J Hall,133,1237,12,7,13 12 10 8,1:23.94,10.0,2012/06/09,ST,3,Class 4,1400M,60-40,GOOD,"TURF - ""C"" Course",13.56,35.87,59.31,1:22.84,,,13.56,22.31,23.44,23.53,nan,nan
9,9.0,ONE OF A KIND (M391),Z Purton,C H Yip,123,1093,5,10,3 6 6 9,1:24.45,10.0,2012/06/09,ST,3,Class 4,1400M,60-40,GOOD,"TURF - ""C"" Course",13.56,35.87,59.31,1:22.84,,,13.56,22.31,23.44,23.53,nan,nan
10,6.0,JACKPOT MASCOT (N164),M Du Plessis,P O'Sullivan,125,1089,9,11-1/2,10 11 13 10,1:24.70,99.0,2012/06/09,ST,3,Class 4,1400M,60-40,GOOD,"TURF - ""C"" Course",13.56,35.87,59.31,1:22.84,,,13.56,22.31,23.44,23.53,nan,nan
11,7.0,SPECTACULAR AWARD (CK364),K C Leung,K L Man,123,1083,7,12,2 2 4 11,1:24.74,15.0,2012/06/09,ST,3,Class 4,1400M,60-40,GOOD,"TURF - ""C"" Course",13.56,35.87,59.31,1:22.84,,,13.56,22.31,23.44,23.53,nan,nan
12,13.0,FAIRY'S KISS (CK402),C W Wong,D E Ferraris,114,1127,6,12-1/4,12 13 14 12,1:24.81,66.0,2012/06/09,ST,3,Class 4,1400M,60-40,GOOD,"TURF - ""C"" Course",13.56,35.87,59.31,1:22.84,,,13.56,22.31,23.44,23.53,nan,nan
13,11.0,HAPPY WISDOM (N034),C K Tong,Y S Tsui,116,1092,10,12-3/4,7 7 11 13,1:24.88,99.0,2012/06/09,ST,3,Class 4,1400M,60-40,GOOD,"TURF - ""C"" Course",13.56,35.87,59.31,1:22.84,,,13.56,22.31,23.44,23.53,nan,nan
14,12.0,EKRAAR EMPEROR (M081),M Chadwick,A S Cruz,115,1142,11,16,6 4 8 14,1:25.39,42.0,2012/06/09,ST,3,Class 4,1400M,60-40,GOOD,"TURF - ""C"" Course",13.56,35.87,59.31,1:22.84,,,13.56,22.31,23.44,23.53,nan,nan
1,1.0,HAPPY CHA CHA (CK296),C K Tong,Y S Tsui,131,1041,5,-,11 12 6 1,1:39.78,18.0,2012/06/09,ST,4,Class 4,1650M,60-40,GOOD,ALL WEATHER TRACK,27.34,51.57,1:15.77,1:39.78,,,27.34,24.23,24.20,24.01,nan,nan
2,8.0,PERFECT JOY (M182),W C Marwing,C H Yip,124,1087,6,1-1/2,4 4 5 2,1:40.03,7.9,2012/06/09,ST,4,Class 4,1650M,60-40,GOOD,ALL WEATHER TRACK,27.34,51.57,1:15.77,1:39.78,,,27.34,24.23,24.20,24.01,nan,nan
3,11.0,RAINBOW SEEKER (CK300),M Du Plessis,S Woods,117,1132,2,3-1/4,3 5 4 3,1:40.30,14.0,2012/06/09,ST,4,Class 4,1650M,60-40,GOOD,ALL WEATHER TRACK,27.34,51.57,1:15.77,1:39.78,,,27.34,24.23,24.20,24.01,nan,nan
4,9.0,FELAROF (M175),M Chadwick,A S Cruz,120,1156,7,3-1/2,5 1 2 4,1:40.32,2.9,2012/06/09,ST,4,Class 4,1650M,60-40,GOOD,ALL WEATHER TRACK,27.34,51.57,1:15.77,1:39.78,,,27.34,24.23,24.20,24.01,nan,nan
5,13.0,ABLE DRAGON (CJ308),M L Yeung,A Lee,111,1069,13,5,13 13 12 5,1:40.57,16.0,2012/06/09,ST,4,Class 4,1650M,60-40,GOOD,ALL WEATHER TRACK,27.34,51.57,1:15.77,1:39.78,,,27.34,24.23,24.20,24.01,nan,nan
6,7.0,SOLAR BOY (CL213),T H So,L Ho,122,1080,9,6,2 3 3 6,1:40.76,18.0,2012/06/09,ST,4,Class 4,1650M,60-40,GOOD,ALL WEATHER TRACK,27.34,51.57,1:15.77,1:39.78,,,27.34,24.23,24.20,24.01,nan,nan
7,3.0,AMAZING JOURNEY (CH281),B Prebble,D J Hall,131,1100,1,6-3/4,7 7 8 7,1:40.86,25.0,2012/06/09,ST,4,Class 4,1650M,60-40,GOOD,ALL WEATHER TRACK,27.34,51.57,1:15.77,1:39.78,,,27.34,24.23,24.20,24.01,nan,nan
8,10.0,GRACYTOM (CL408),Z Purton,C Fownes,120,1020,14,7-1/2,9 11 7 8,1:40.97,11.0,2012/06/09,ST,4,Class 4,1650M,60-40,GOOD,ALL WEATHER TRACK,27.34,51.57,1:15.77,1:39.78,,,27.34,24.23,24.20,24.01,nan,nan
9,12.0,MEGA POSH (M251),W M Lai,C S Shum,114,1044,8,7-3/4,6 6 9 9,1:41.02,34.0,2012/06/09,ST,4,Class 4,1650M,60-40,GOOD,ALL WEATHER TRACK,27.34,51.57,1:15.77,1:39.78,,,27.34,24.23,24.20,24.01,nan,nan
10,14.0,MIRAGE R (M055),H W Lai,C S Shum,112,1128,11,8-1/2,8 8 10 10,1:41.13,39.0,2012/06/09,ST,4,Class 4,1650M,60-40,GOOD,ALL WEATHER TRACK,27.34,51.57,1:15.77,1:39.78,,,27.34,24.23,24.20,24.01,nan,nan
11,4.0,SOLAR UP (CK065),M Zahra,C W Chang,131,995,12,14-1/4,10 10 11 11,1:42.05,13.0,2012/06/09,ST,4,Class 4,1650M,60-40,GOOD,ALL WEATHER TRACK,27.34,51.57,1:15.77,1:39.78,,,27.34,24.23,24.20,24.01,nan,nan
12,6.0,MY WHISKY (CK071),K C Leung,Y S Tsui,124,1102,3,15-3/4,1 2 1 12,1:42.29,30.0,2012/06/09,ST,4,Class 4,1650M,60-40,GOOD,ALL WEATHER TRACK,27.34,51.57,1:15.77,1:39.78,,,27.34,24.23,24.20,24.01,nan,nan
13,5.0,FORTUNE BRAVO (N054),O Doleuze,P F Yiu,127,1090,10,16,12 9 13 13,1:42.36,14.0,2012/06/09,ST,4,Class 4,1650M,60-40,GOOD,ALL WEATHER TRACK,27.34,51.57,1:15.77,1:39.78,,,27.34,24.23,24.20,24.01,nan,nan
14,2.0,ELEPHANT MAGIC (N211),A Suborics,A T Millard,132,1166,4,57-1/4,14 14 14 14,1:48.93,6.7,2012/06/09,ST,4,Class 4,1650M,60-40,GOOD,ALL WEATHER TRACK,27.34,51.57,1:15.77,1:39.78,,,27.34,24.23,24.20,24.01,nan,nan
1,2.0,DARPANA (CK256),Z Purton,D E Ferraris,132,1060,7,-,10 10 1,1:09.59,19.0,2012/06/09,ST,5,Class 4,1200M,60-40,GOOD,ALL WEATHER TRACK,23.84,46.50,1:09.59,,,,23.84,22.66,23.09,nan,nan,nan
2,5.0,GALLANT MAMBO (M216),A Suborics,A T Millard,125,1198,1,NOSE,1 1 2,1:09.59,3.2,2012/06/09,ST,5,Class 4,1200M,60-40,GOOD,ALL WEATHER TRACK,23.84,46.50,1:09.59,,,,23.84,22.66,23.09,nan,nan,nan
3,11.0,BROTHERS IN ARMS (CJ070),M Du Plessis,S Woods,118,1157,6,3/4,4 3 3,1:09.73,8.4,2012/06/09,ST,5,Class 4,1200M,60-40,GOOD,ALL WEATHER TRACK,23.84,46.50,1:09.59,,,,23.84,22.66,23.09,nan,nan,nan
4,8.0,NEW ASIA RISING (M416),W C Marwing,Y S Tsui,122,1152,11,3-1/4,11 12 4,1:10.10,4.6,2012/06/09,ST,5,Class 4,1200M,60-40,GOOD,ALL WEATHER TRACK,23.84,46.50,1:09.59,,,,23.84,22.66,23.09,nan,nan,nan
5,9.0,WHAT A HEART (M267),H W Lai,C S Shum,119,1184,8,3-1/4,8 7 5,1:10.11,30.0,2012/06/09,ST,5,Class 4,1200M,60-40,GOOD,ALL WEATHER TRACK,23.84,46.50,1:09.59,,,,23.84,22.66,23.09,nan,nan,nan
6,1.0,ALL FRIENDS (M374),B Prebble,K L Man,133,1165,12,3-3/4,12 11 6,1:10.19,8.7,2012/06/09,ST,5,Class 4,1200M,60-40,GOOD,ALL WEATHER TRACK,23.84,46.50,1:09.59,,,,23.84,22.66,23.09,nan,nan,nan
7,3.0,O'HALO (N066),T Angland,J Size,131,1158,4,4,5 6 7,1:10.22,8.0,2012/06/09,ST,5,Class 4,1200M,60-40,GOOD,ALL WEATHER TRACK,23.84,46.50,1:09.59,,,,23.84,22.66,23.09,nan,nan,nan
8,12.0,EXCELLENT WIN (CL234),T H So,B K Ng,111,1025,10,4,3 4 8,1:10.23,22.0,2012/06/09,ST,5,Class 4,1200M,60-40,GOOD,ALL WEATHER TRACK,23.84,46.50,1:09.59,,,,23.84,22.66,23.09,nan,nan,nan
9,6.0,OYSTER (CL146),W M Lai,C W Chang,123,1040,2,6-1/2,6 5 9,1:10.63,20.0,2012/06/09,ST,5,Class 4,1200M,60-40,GOOD,ALL WEATHER TRACK,23.84,46.50,1:09.59,,,,23.84,22.66,23.09,nan,nan,nan
10,10.0,GLORY WIN (N051),K C Leung,P F Yiu,118,1033,9,7-1/2,9 9 10,1:10.79,25.0,2012/06/09,ST,5,Class 4,1200M,60-40,GOOD,ALL WEATHER TRACK,23.84,46.50,1:09.59,,,,23.84,22.66,23.09,nan,nan,nan
11,7.0,LUCKY BOY (CJ296),O Doleuze,K W Lui,122,1042,3,7-1/2,7 8 11,1:10.81,27.0,2012/06/09,ST,5,Class 4,1200M,60-40,GOOD,ALL WEATHER TRACK,23.84,46.50,1:09.59,,,,23.84,22.66,23.09,nan,nan,nan
12,4.0,HONEY FORTUNE (M243),M L Yeung,D Cruz,125,1177,5,8,2 2 12,1:10.88,13.0,2012/06/09,ST,5,Class 4,1200M,60-40,GOOD,ALL WEATHER TRACK,23.84,46.50,1:09.59,,,,23.84,22.66,23.09,nan,nan,nan
1,10.0,MEDALLIST (N024),M Du Plessis,D J Hall,116,1158,1,-,3 4 3 2 1,1:48.57,9.3,2012/06/09,ST,6,Class 3,1800M,80-60,GOOD,"TURF - ""C"" Course",14.19,37.64,1:01.33,1:25.22,1:48.57,,14.19,23.45,23.69,23.89,23.35,nan
2,3.0,PERCY JACKSON (N188),A Suborics,S Woods,123,964,6,3/4,8 9 8 6 2,1:48.71,11.0,2012/06/09,ST,6,Class 3,1800M,80-60,GOOD,"TURF - ""C"" Course",14.19,37.64,1:01.33,1:25.22,1:48.57,,14.19,23.45,23.69,23.89,23.35,nan
