Pla.,Horse No.,Horse,Jockey,Trainer,Act. Wt.,Declar. Horse Wt.,Dr.,LBW,Running Position,Finish Time,Win Odds,Date,Course,RaceNumber,Race type,Distance,Score range,Going,Course Detail,Time 1,Time 2,Time 3,Time 4,Time 5,Time 6,Sectional Time 1,Sectional Time 2,Sectional Time 3,Sectional Time 4,Sectional Time 5,Sectional Time 6,RACE 1 (0),RACE 1 (0).1,RACE 1 (0).2,RACE 1 (0).3,RACE 1 (0).4,RACE 1 (0).5,RACE 1 (0).6,RACE 1 (0).7,RACE 1 (0).8,RACE 1 (0).9,RACE 1 (0).10,RACE 1 (0).11,RACE 1 (0).12,RACE 1 (0).13,RACE 1 (0).14,RACE 1 (0).15,Unnamed: 16,Unnamed: 17,RACE 2 (0),RACE 2 (0).1,RACE 2 (0).2,RACE 2 (0).3,RACE 2 (0).4,RACE 2 (0).5,RACE 2 (0).6,RACE 2 (0).7,RACE 2 (0).8,RACE 2 (0).9,RACE 2 (0).10,RACE 2 (0).11,RACE 2 (0).12,RACE 2 (0).13,RACE 2 (0).14,RACE 2 (0).15,RACE 3 (0),RACE 3 (0).1,RACE 3 (0).2,RACE 3 (0).3,RACE 3 (0).4,RACE 3 (0).5,RACE 3 (0).6,RACE 3 (0).7,RACE 3 (0).8,RACE 3 (0).9,RACE 3 (0).10,RACE 3 (0).11,RACE 3 (0).12,RACE 3 (0).13,RACE 3 (0).14,RACE 3 (0).15,RACE 4 (0),RACE 4 (0).1,RACE 4 (0).2,RACE 4 (0).3,RACE 4 (0).4,RACE 4 (0).5,RACE 4 (0).6,RACE 4 (0).7,RACE 4 (0).8,RACE 4 (0).9,RACE 4 (0).10,RACE 4 (0).11,RACE 4 (0).12,RACE 4 (0).13,RACE 4 (0).14,RACE 4 (0).15,RACE 5 (0),RACE 5 (0).1,RACE 5 (0).2,RACE 5 (0).3,RACE 5 (0).4,RACE 5 (0).5,RACE 5 (0).6,RACE 5 (0).7,RACE 5 (0).8,RACE 5 (0).9,RACE 5 (0).10,RACE 5 (0).11,RACE 5 (0).12,RACE 5 (0).13,RACE 5 (0).14,RACE 5 (0).15,RACE 6 (0),RACE 6 (0).1,RACE 6 (0).2,RACE 6 (0).3,RACE 6 (0).4,RACE 6 (0).5,RACE 6 (0).6,RACE 6 (0).7,RACE 6 (0).8,RACE 6 (0).9,RACE 6 (0).10,RACE 6 (0).11,RACE 6 (0).12,RACE 6 (0).13,RACE 6 (0).14,RACE 6 (0).15,RACE 7 (0),RACE 7 (0).1,RACE 7 (0).2,RACE 7 (0).3,RACE 7 (0).4,RACE 7 (0).5,RACE 7 (0).6,RACE 7 (0).7,RACE 7 (0).8,RACE 7 (0).9,RACE 7 (0).10,RACE 7 (0).11,RACE 7 (0).12,RACE 7 (0).13,RACE 7 (0).14,RACE 7 (0).15,RACE 8 (0),RACE 8 (0).1,RACE 8 (0).2,RACE 8 (0).3,RACE 8 (0).4,RACE 8 (0).5,RACE 8 (0).6,RACE 8 (0).7,RACE 8 (0).8,RACE 8 (0).9,RACE 8 (0).10,RACE 8 (0).11,RACE 8 (0).12,RACE 8 (0).13,RACE 8 (0).14,RACE 8 (0).15,RACE 9 (0),RACE 9 (0).1,RACE 9 (0).2,RACE 9 (0).3,RACE 9 (0).4,RACE 9 (0).5,RACE 9 (0).6,RACE 9 (0).7,RACE 9 (0).8,RACE 9 (0).9,RACE 9 (0).10,RACE 9 (0).11,RACE 9 (0).12,RACE 9 (0).13,RACE 9 (0).14,RACE 9 (0).15,RACE 10 (0),RACE 10 (0).1,RACE 10 (0).2,RACE 10 (0).3,RACE 10 (0).4,RACE 10 (0).5,RACE 10 (0).6,RACE 10 (0).7,RACE 10 (0).8,RACE 10 (0).9,RACE 10 (0).10,RACE 10 (0).11,RACE 10 (0).12,RACE 10 (0).13,RACE 10 (0).14,RACE 10 (0).15
6,4.0,GENERAL IRON (P429),M L Yeung,C S Shum,121.0,1123,3,2-1/2,6 5 6,1:09.96,43.0,2013/11/20,HV,6,Class 3,1200M,80-60,GOOD,"TURF - ""C"" Course",23.36,46.11,1:09.58,,,,23.36,22.75,23.47,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,6.0,ST YAZIN (N409),D Whyte,T K Ng,121.0,1067,11,3-1/2,11 10 7,1:10.15,5.6,2013/11/20,HV,6,Class 3,1200M,80-60,GOOD,"TURF - ""C"" Course",23.36,46.11,1:09.58,,,,23.36,22.75,23.47,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,9.0,SPITFIRE (P282),K Teetan,A T Millard,119.0,1128,9,4-1/4,5 6 8,1:10.25,26.0,2013/11/20,HV,6,Class 3,1200M,80-60,GOOD,"TURF - ""C"" Course",23.36,46.11,1:09.58,,,,23.36,22.75,23.47,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,12.0,KICK SERVE (CL385),K C Leung,C W Chang,114.0,1077,7,4-3/4,9 8 9,1:10.35,39.0,2013/11/20,HV,6,Class 3,1200M,80-60,GOOD,"TURF - ""C"" Course",23.36,46.11,1:09.58,,,,23.36,22.75,23.47,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,3.0,MI SAVVY (N138),O Doleuze,R Gibson,126.0,1113,6,5-1/4,7 9 10,1:10.40,7.6,2013/11/20,HV,6,Class 3,1200M,80-60,GOOD,"TURF - ""C"" Course",23.36,46.11,1:09.58,,,,23.36,22.75,23.47,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,10.0,TOMODACHI (M026),C Y Ho,D Cruz,115.0,1081,5,10,2 2 11,1:11.19,69.0,2013/11/20,HV,6,Class 3,1200M,80-60,GOOD,"TURF - ""C"" Course",23.36,46.11,1:09.58,,,,23.36,22.75,23.47,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,7.0,GLAMOROUS RYDER (S007),T H So,P O'Sullivan,118.0,1127,8,16-3/4,12 12 12,1:12.24,99.0,2013/11/20,HV,6,Class 3,1200M,80-60,GOOD,"TURF - ""C"" Course",23.36,46.11,1:09.58,,,,23.36,22.75,23.47,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,11.0,GREAT CHARM (P111),U Rispoli,R Gibson,117.0,1183,8,-,6 6 5 1,1:40.51,3.1,2013/11/20,HV,7,Class 3,1650M,80-60,GOOD,"TURF - ""C"" Course",28.06,52.64,1:17.45,1:40.51,,,28.06,24.58,24.81,23.06,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,8.0,ELECTRONIC FORTUNE (N097),T Angland,K L Man,121.0,1066,7,3/4,4 4 4 2,1:40.66,4.3,2013/11/20,HV,7,Class 3,1650M,80-60,GOOD,"TURF - ""C"" Course",28.06,52.64,1:17.45,1:40.51,,,28.06,24.58,24.81,23.06,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,4.0,NOBLE BOY (M206),G Mosse,T P Yung,131.0,1057,12,1,9 9 9 3,1:40.68,21.0,2013/11/20,HV,7,Class 3,1650M,80-60,GOOD,"TURF - ""C"" Course",28.06,52.64,1:17.45,1:40.51,,,28.06,24.58,24.81,23.06,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,9.0,ROYAL PARTNER (N394),Z Purton,C Fownes,120.0,1073,9,1,11 11 11 4,1:40.69,6.0,2013/11/20,HV,7,Class 3,1650M,80-60,GOOD,"TURF - ""C"" Course",28.06,52.64,1:17.45,1:40.51,,,28.06,24.58,24.81,23.06,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,6.0,ABSOLUTE FANTASY (M284),C Y Ho,Y S Tsui,122.0,1139,4,1-3/4,3 3 3 5,1:40.78,12.0,2013/11/20,HV,7,Class 3,1650M,80-60,GOOD,"TURF - ""C"" Course",28.06,52.64,1:17.45,1:40.51,,,28.06,24.58,24.81,23.06,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,5.0,SWIFT SHADOW (S052),D Whyte,J Size,126.0,1058,6,2-1/2,2 2 2 6,1:40.91,6.2,2013/11/20,HV,7,Class 3,1650M,80-60,GOOD,"TURF - ""C"" Course",28.06,52.64,1:17.45,1:40.51,,,28.06,24.58,24.81,23.06,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,7.0,SNITZEL KID (CL379),W M Lai,W Y So,123.0,1128,3,4-1/4,5 5 6 7,1:41.18,16.0,2013/11/20,HV,7,Class 3,1650M,80-60,GOOD,"TURF - ""C"" Course",28.06,52.64,1:17.45,1:40.51,,,28.06,24.58,24.81,23.06,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2.0,CIRCUIT STAR (N220),M Chadwick,A S Cruz,130.0,1053,5,4-1/2,8 7 7 8,1:41.25,23.0,2013/11/20,HV,7,Class 3,1650M,80-60,GOOD,"TURF - ""C"" Course",28.06,52.64,1:17.45,1:40.51,,,28.06,24.58,24.81,23.06,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,1.0,WHY NOT (N053),K C Ng,C H Yip,128.0,1173,2,4-3/4,10 10 10 9,1:41.27,45.0,2013/11/20,HV,7,Class 3,1650M,80-60,GOOD,"TURF - ""C"" Course",28.06,52.64,1:17.45,1:40.51,,,28.06,24.58,24.81,23.06,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,3.0,WINNING APEX (N128),O Doleuze,C W Chang,132.0,1061,1,5-3/4,7 8 8 10,1:41.43,18.0,2013/11/20,HV,7,Class 3,1650M,80-60,GOOD,"TURF - ""C"" Course",28.06,52.64,1:17.45,1:40.51,,,28.06,24.58,24.81,23.06,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,12.0,LOADS OF JOY (CL088),C Y Lui,K W Lui,110.0,1272,10,9,1 1 1 11,1:41.96,75.0,2013/11/20,HV,7,Class 3,1650M,80-60,GOOD,"TURF - ""C"" Course",28.06,52.64,1:17.45,1:40.51,,,28.06,24.58,24.81,23.06,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,10.0,HEAR THE ROAR (M152),K Teetan,S Woods,118.0,1180,11,11-1/4,12 12 12 12,1:42.32,82.0,2013/11/20,HV,7,Class 3,1650M,80-60,GOOD,"TURF - ""C"" Course",28.06,52.64,1:17.45,1:40.51,,,28.06,24.58,24.81,23.06,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2.0,LITTLE DREAMS (CL095),T Angland,A Schutz,133.0,1030,1,-,7 6 6 1,1:39.55,14,2013/11/20,HV,8,Class 2,1650M,100-80,GOOD,"TURF - ""C"" Course",27.91,51.77,1:16.10,1:39.55,,,27.91,23.86,24.33,23.45,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,9.0,ALBICELESTE (P273),U Rispoli,J Moore,119.0,1042,11,1/2,12 12 11 2,1:39.64,30,2013/11/20,HV,8,Class 2,1650M,100-80,GOOD,"TURF - ""C"" Course",27.91,51.77,1:16.10,1:39.55,,,27.91,23.86,24.33,23.45,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,12.0,BULLISH BOY (P008),M L Yeung,A S Cruz,114.0,1036,6,3/4,1 1 1 3,1:39.67,6.5,2013/11/20,HV,8,Class 2,1650M,100-80,GOOD,"TURF - ""C"" Course",27.91,51.77,1:16.10,1:39.55,,,27.91,23.86,24.33,23.45,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,3.0,OUTDOOR PEGASUS (CL173),K C Leung,D Cruz,129.0,1080,2,3,3 3 3 4,1:40.04,12,2013/11/20,HV,8,Class 2,1650M,100-80,GOOD,"TURF - ""C"" Course",27.91,51.77,1:16.10,1:39.55,,,27.91,23.86,24.33,23.45,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,1.0,IT HAS TO BE YOU (N356),O Doleuze,J Size,133.0,1115,10,3,11 10 9 5,1:40.04,29,2013/11/20,HV,8,Class 2,1650M,100-80,GOOD,"TURF - ""C"" Course",27.91,51.77,1:16.10,1:39.55,,,27.91,23.86,24.33,23.45,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,11.0,JOLLY FINE (M294),C Y Ho,P F Yiu,115.0,1099,5,3-1/4,9 8 8 6,1:40.08,28,2013/11/20,HV,8,Class 2,1650M,100-80,GOOD,"TURF - ""C"" Course",27.91,51.77,1:16.10,1:39.55,,,27.91,23.86,24.33,23.45,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,10.0,FLYING UNICORN (M087),K Teetan,A T Millard,117.0,1161,3,3-3/4,4 5 5 7,1:40.15,14,2013/11/20,HV,8,Class 2,1650M,100-80,GOOD,"TURF - ""C"" Course",27.91,51.77,1:16.10,1:39.55,,,27.91,23.86,24.33,23.45,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,6.0,FAMILISTS (M102),B Prebble,D J Hall,124.0,1075,4,5-3/4,6 7 7 8,1:40.46,8.9,2013/11/20,HV,8,Class 2,1650M,100-80,GOOD,"TURF - ""C"" Course",27.91,51.77,1:16.10,1:39.55,,,27.91,23.86,24.33,23.45,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,7.0,PLEASURE GAINS (P246),Z Purton,K L Man,122.0,1209,8,6,5 4 4 9,1:40.51,1.9,2013/11/20,HV,8,Class 2,1650M,100-80,GOOD,"TURF - ""C"" Course",27.91,51.77,1:16.10,1:39.55,,,27.91,23.86,24.33,23.45,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,5.0,SHINY DAY (M131),T H So,L Ho,119.0,1256,9,8-1/4,2 2 2 10,1:40.87,76,2013/11/20,HV,8,Class 2,1650M,100-80,GOOD,"TURF - ""C"" Course",27.91,51.77,1:16.10,1:39.55,,,27.91,23.86,24.33,23.45,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,4.0,VANILLA (P439),G Mosse,C Fownes,127.0,1110,12,8-3/4,10 11 12 11,1:40.94,43,2013/11/20,HV,8,Class 2,1650M,100-80,GOOD,"TURF - ""C"" Course",27.91,51.77,1:16.10,1:39.55,,,27.91,23.86,24.33,23.45,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,8.0,TRAVEL BRAND (N112),D Whyte,C H Yip,122.0,1059,7,22-1/2,8 9 10 12,1:43.15,12,2013/11/20,HV,8,Class 2,1650M,100-80,GOOD,"TURF - ""C"" Course",27.91,51.77,1:16.10,1:39.55,,,27.91,23.86,24.33,23.45,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WV,,CHATER WAY (CL093),N Callan,D E Ferraris,125.0,---,---,---,---,---,---,2013/11/20,HV,8,Class 2,1650M,100-80,GOOD,"TURF - ""C"" Course",27.91,51.77,1:16.10,1:39.55,,,27.91,23.86,24.33,23.45,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1 DH,2.0,PURE FORCE (M298),T Angland,K W Lui,129.0,1192,10,-,3 2 1,0:56.83,3.8,2013/11/24,ST,1,Class 4,1000M,60-40,GOOD TO FIRM,"TURF - ""C"" Course",13.11,34.16,56.83,,,,13.11,21.05,22.67,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1 DH,6.0,ARCHIPPUS (P361),Z Purton,L Ho,124.0,1115,8,-,8 4 1,0:56.83,2.4,2013/11/24,ST,1,Class 4,1000M,60-40,GOOD TO FIRM,"TURF - ""C"" Course",13.11,34.16,56.83,,,,13.11,21.05,22.67,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,7.0,CELESTIAL SMILE (S013),K C Leung,P O'Sullivan,122.0,1138,13,1,5 7 3,0:56.99,44.0,2013/11/24,ST,1,Class 4,1000M,60-40,GOOD TO FIRM,"TURF - ""C"" Course",13.11,34.16,56.83,,,,13.11,21.05,22.67,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,9.0,HORSE SUPREMO (S055),K Teetan,A T Millard,124.0,1121,4,5,2 3 4,0:57.64,21.0,2013/11/24,ST,1,Class 4,1000M,60-40,GOOD TO FIRM,"TURF - ""C"" Course",13.11,34.16,56.83,,,,13.11,21.05,22.67,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,14.0,TEAM WORK (CH276),T H So,Y S Tsui,111.0,1062,14,5-1/2,7 8 5,0:57.69,59.0,2013/11/24,ST,1,Class 4,1000M,60-40,GOOD TO FIRM,"TURF - ""C"" Course",13.11,34.16,56.83,,,,13.11,21.05,22.67,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,1.0,GORGEOUS DEBUT (P369),O Doleuze,C S Shum,131.0,1109,3,5-3/4,1 1 6,0:57.73,4.3,2013/11/24,ST,1,Class 4,1000M,60-40,GOOD TO FIRM,"TURF - ""C"" Course",13.11,34.16,56.83,,,,13.11,21.05,22.67,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,12.0,SLEDGE HAMMER (N405),B Prebble,C S Shum,124.0,1202,5,6,13 9 7,0:57.79,81.0,2013/11/24,ST,1,Class 4,1000M,60-40,GOOD TO FIRM,"TURF - ""C"" Course",13.11,34.16,56.83,,,,13.11,21.05,22.67,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
