Target Feature,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,Date Begin,Date End,Trailing Days
RED ELEGANCE,-0.22220590076655855,0.5814312046435105,-1.834879013020021,-0.14434468999326266,-2.1790072643945133,0.5698588320089765,-0.6557385627679793,-1.2973712994348874,-0.008300163195516314,1.3135732200733545,-0.9923007872089812,-0.6419916231150664,1.6629038325788905,0.5369613166494399,-0.10426928970596229,-1.122181640507517,-1.187539559525789,-0.2830250284016074,0.24332653328238912,0.01803426730240856,0.6367991344467727,0.5195268832139716,1.4398313815977344,-2.1512504482441024,0.3405446699111661,-1.584561707539554,0.23046984537270893,1.8160937049520014,-0.4915756692840206,-0.3033278440889899,1.6386410911216154,-0.240242310297092,-1.3411702249417732,-0.19592569233274124,0.18789208160101237,1.6326960936914037,0.2625303751011009,0.08596278002450282,0.809133615997428,-0.18162086411402886,-1.0934447797118207,-0.714575380081411,0.7452415655912195,0.5206460577395466,-0.45221669218148147,0.8810166573331083,1.010337825244839,0.31484824653847127,-0.8156117335404084,0.14215500367241182,2025-05-21,2024-11-22,180
GORGEOUS WIN,-0.12192757425336032,1.2030375227187775,0.04718525377996353,-0.1961115263461083,0.2722558226752568,-0.14262000561152752,-0.6409335530110047,1.8764891783827282,0.14113583888594253,1.9653918024878978,-0.7800797646092164,-1.42184868060554,0.2706329516864835,-0.6718367194447892,0.7193737390958028,0.20165313148631137,-1.255746954927196,0.1462739047852858,0.12847400263565273,-0.2972765887253487,0.3377021282778477,-0.15046344278076101,-0.42918182350662826,0.9748527195734241,0.2843420783642554,0.5219730414404695,-0.15378893829529738,0.9590918247348353,0.17983547289866586,0.7406489668194859,0.0468364630924676,0.6855760984943308,0.7564028270511128,-0.4485066525924348,-0.5580256897264109,1.1884664648786738,0.0698324221936602,-0.5863368761100374,-0.06669709493102605,0.8746824491429961,-1.4122247303686168,0.9534636164631453,-0.2582594628216848,0.42254000273631404,-0.2759686550013054,0.6530762626631168,-0.5539818528749652,-0.385819615705402,0.019310018972385597,-0.6074397098594586,2025-05-21,2024-11-22,180
GROOVY FEELING,0.19089756555107465,-1.390508273936324,-0.6061469182968938,0.38621764666986846,-1.168898720267403,0.5913383584443745,-0.1479835445023753,0.008000952297350707,0.2431960507644326,-0.8937646803438313,-1.0559654854946532,0.8118513119296181,-0.029544061814479907,0.39678856545810276,-1.2223975325735283,0.9343316898474167,-0.35742997403584187,-0.46553843822538915,-0.03466328841750767,-0.4598240642331128,-0.23709215813554194,0.5942254568778413,1.177466692528952,-0.991547810735288,-0.580112963488214,-0.816242228106976,-0.23127553823407468,-0.88823043207707,-0.3396404585946856,0.9758290142479982,-0.7495055619621916,-0.723803724091183,-0.2423965090536105,0.5247930914639994,-0.2566105378628396,-1.2627854961303602,-0.05998072268392214,0.5380884875567561,0.05839620889235677,0.3716652415993396,-0.570707424393217,-0.15960599948203974,0.6028226118087625,-0.941692911685991,-0.7745044937620267,-0.8303232992563778,0.03958699307772728,0.598357377829086,0.09207307425705902,-0.4544021624380821,2025-05-21,2024-11-22,180
SILK ROAD GLORY,-0.8199513734121909,0.1760277870110247,-0.1563610798122211,0.5242118286827002,-0.25691602487806603,1.0002495352708267,0.8004682922647111,-0.3542276966775358,-0.5817904158657868,0.5759834994386532,1.0219899271737027,-0.19054373641264574,0.3248229552488381,-0.09924311457199124,1.947826579682539,-0.8435846058953161,0.07858350234467311,0.8153298974211104,-0.12576866224103825,-0.4132593912805625,-0.30502347733808716,-1.7855991488215108,-0.6515797287159292,0.32752958303834634,0.8690357604513788,0.30217893176844185,-0.7734373602876884,0.0025935560533362936,0.43747091380494435,-0.8949731050811363,-1.3578893179184726,1.2911167169191426,1.2439001189823986,0.3526048024108773,-0.4243914855114065,0.9055937324090244,0.2595633622154699,1.382673059422855,-1.1085172453659264,0.2471085865541682,0.2025360982664083,0.9647361858904933,0.7958630407802297,0.35641753526549397,0.5737587293269049,-0.19387549157419967,1.0121176077479848,2.1288119058730164,-0.7036416936815081,-0.5439976779184353,2025-05-21,2024-11-22,180
TURIN MASCOT,1.0023298818069848,1.0966186660937578,0.5728363890505069,-0.634564827068109,0.25884358338011454,-0.2926813203592086,-0.41424320597009107,0.756922270841608,-1.6110017107167411,-0.5879767199764122,0.1369435979193896,0.41729748668584865,1.2353675733433005,0.3592985649898677,-0.27240636258137596,-1.0762951037207924,-0.04602663411495267,0.38119781717652257,-1.258508151018453,0.4529536384031673,0.3953017928361484,-0.8187096805205488,0.6092278440439499,1.0940989490822781,0.32943853426531977,0.18553937299414303,-0.6504479168000866,0.5195959515574494,-0.6384645318259251,-0.5785000452122124,-0.7617366903218642,0.29739057466972246,0.5030142396744117,-0.4578324006556342,-0.10087960155179551,-1.0492769459359748,1.0009966245605912,-1.415589014252174,1.2115771024688775,-0.3896588895639897,0.14537087465621776,0.07845016060927307,-0.16814864942573965,-0.7274516998539877,0.6350090682746435,-0.47613532124862396,-1.512936921551498,0.6573816006944705,0.5118936644654942,0.7180376724427849,2025-05-21,2024-11-22,180
TACTICAL COMMAND,-0.14206086498110732,0.5133453381930773,0.031894977946792455,-0.7786520170222967,-0.13122457347064642,0.13575609329599703,-0.38608179308223567,0.010436684844181244,0.42153612252832895,-0.4577060301867268,0.2901009950888195,0.22584952497549662,0.12139166087662914,-0.6151021145762633,0.16655663918516844,0.448943244781625,0.4382232861193772,0.2674843587234434,0.4726503359796238,0.31176277135690744,-0.48773264921005066,0.07576322821244448,0.24810777530587294,-0.10462161460619145,-0.5166431986246353,-0.49737740122240004,-0.012229085141842858,0.24476623537960024,0.12277283890354393,0.24736930542593688,-0.7354283449047623,-0.44511838649408764,0.08480868856059853,0.2887020475723371,0.0029577716237281417,0.5402532433716257,0.08763296960417076,-0.2514316514904997,0.4757246519553536,0.4864776591534415,0.1357264895509723,-0.2526540057359799,-0.14402252773150542,0.024174572434414097,-0.20161062500733964,0.14329219191526382,-0.1414506319347689,-0.4863036231277749,0.08558357149994303,-0.1309267820504146,2025-05-21,2024-11-22,180
HAPPY SOUL,-1.4383896472341284,-1.9687886391869975,-0.7925259151747982,-0.3074571637999044,-0.31692725019045076,-0.1744615476465596,-0.4158888534674297,1.097878136247189,-0.05824839403666933,0.7925757811047188,0.5922382650967288,1.3390669783164395,-0.5722689098375753,0.4497822695922463,-2.4092682041450924,0.15197842168616496,-0.9014350237153423,0.5092431496642009,0.6203568897265015,-0.17793296287307722,-0.9431549267978911,0.8532438428237751,-1.0727510570105578,0.40997622070643785,0.12916950773887237,-0.11919143062936108,0.7566904885526818,0.9226596514648239,-0.557214607692846,-0.3208369831836933,-3.3615996596541686,1.5215288029506895,0.3530911215082963,0.25134786689933153,0.18974514043099336,0.6771729828391054,-0.25497096467765995,-0.6948016572470759,-1.031641079137718,-0.8321715774544065,0.9435663753139759,0.8300235281067203,0.245038884154538,-0.44592273543452327,0.666677706897376,0.5336206439820024,-1.8538112831759117,1.7599584065024092,0.5475050423631032,-0.093037247322933,2025-05-21,2024-11-22,180
GOOD CHAP,1.2814950546175867,0.3977805137598084,0.540205929626559,-0.5555433515860158,-0.9156071607668979,-0.5228131200763041,1.2654333679062397,0.6706173144646548,-0.2656337372100641,2.483056609865362,-0.14736701072848316,1.0274271422551555,1.2967615354040671,-0.6740229434463307,-0.20024173620203334,-0.4941499854905602,-1.0137280910141988,0.04975522740311079,-0.3153176147638016,-0.45243288766545453,-0.08305675507638506,1.3459185104765126,0.2801523562308313,0.7054736252373303,-1.287397511352295,-0.7100384195194549,0.8150187265104964,0.521572672318233,1.2393628090378646,1.047364427440982,0.7570296655163959,0.5524564466693568,-0.2498367946871764,0.7310733635829028,-0.33843606176556396,0.29707475193332583,0.10756925759028317,-1.5260234616606234,-0.4887848094778317,-0.021164574016587907,-0.5735314254975454,-0.20428231217722753,1.2040029885171837,-1.0953085087100227,-0.7523925040561461,0.9310154152230783,0.5132333045568329,0.45594102952481624,-0.5520702845512353,1.045459708411334,2025-05-21,2024-11-22,180
LYRICAL MOTION,0.1404816452518427,-0.09413944445706228,1.2074920383368402,-1.3625641021001813,-0.7865426322033493,-0.21016648743836258,-0.7741649238813645,-0.01200635693397464,1.1435372038583709,-0.07346556856425249,-0.5429804609858756,2.0762864426540553,1.4112035370062794,-0.43411203560425116,0.5499670164676528,0.17696799256858647,-1.1088993494420507,-0.17117758754053347,-0.4403314634123085,1.406932456195676,0.9357373819839622,0.5143444605864188,1.1241075650169445,0.15252307173903557,0.517102482294747,-0.7680245571168264,-0.42465893372444236,0.41865161014709124,-1.567668697101796,-1.1581901063889333,-0.9396128450516821,0.31271192760293437,1.1345329025050268,0.2531093605999594,1.136255103848608,-2.1582393226069234,0.3071141064947223,-0.9010505907960643,0.45685568024881995,1.087220811706707,0.8732764379095792,1.5940593530620941,-0.4289929615056923,-0.6513574738081325,-0.28046849517928973,0.8955683056826121,-0.3800702712513309,-0.009246900531999948,1.035846869366873,0.7964531673764444,2025-05-21,2024-11-22,180
MR GOOD VIBES,-0.1602165085813613,0.7569360298479958,0.7264118233729294,0.3338160519847924,-0.12536488088342013,0.39323556563272843,0.3790942354784104,0.3566874640025923,0.00343510667948701,-0.6227967846267248,1.1415479769757226,0.3493681558050579,-0.4498639167681335,-0.07386165323928075,-0.5878791980560488,1.0746802365614279,0.3595930424733032,0.4061574763869377,-0.724524531729143,0.22901617081215803,-0.3941491265838636,0.6711672488016822,-0.015911899423896328,0.42313392432548724,-0.5327596828618217,-0.6367062523792668,-0.5310275744531432,-0.6726191881762689,-0.05807606451748526,-0.3666729333603262,-0.9096927944033695,-0.050679011453045146,-0.7836173935664957,-0.06179726260067066,0.6506989947666741,-0.16264654303294696,0.5337515467259878,0.2514478153953118,0.299318799861497,0.352935046710742,0.00785026021343567,-0.5733791139357968,-0.26116155794302337,1.4727994481884694,-0.6579656802692058,0.06269926861073892,0.4737915080046523,-0.8093635258264593,0.3076291474355969,-1.2472980761105885,2025-05-21,2024-11-22,180
