Pla.,Horse No.,Horse,Jockey,Trainer,Act. Wt.,Declar. Horse Wt.,Dr.,LBW,Running Position,Finish Time,Win Odds,Date,Course,RaceNumber,Race type,Distance,Score range,Going,Handicap,Course Detail,Time 1,Time 2,Time 3,Time 4,Time 5,Time 6,Sectional Time 1,Sectional Time 2,Sectional Time 3,Sectional Time 4,Sectional Time 5,Sectional Time 6,"('Dividend', 'Pool')","('Dividend', 'Winning Combination')","('Dividend', 'Dividend (HK$)')","('Date', '')","('Course', '')","('RaceNumber', '')"
6,6.0,SOLAR PARTNER (E364),H Bentley,P F Yiu,120.0,1236,9,6-1/4,7 6 6,1:09.95,27.0,2024/01/21,ST,3.0,Class 3,1200M,80-60,GOOD,1.0,"TURF - ""A"" Course",23.38,45.67,1:08.93,,,,23.38,22.29,23.26,nan,nan,nan,,,,,,
7,5.0,JUMBO FORTUNE (G195),K De Melo,P C Ng,120.0,1294,5,7-3/4,8 9 7,1:10.16,43.0,2024/01/21,ST,3.0,Class 3,1200M,80-60,GOOD,1.0,"TURF - ""A"" Course",23.38,45.67,1:08.93,,,,23.38,22.29,23.26,nan,nan,nan,,,,,,
8,1.0,IMA SINGLE MAN (D476),Y L Chung,A S Cruz,130.0,1204,6,10,9 10 8,1:10.54,26.0,2024/01/21,ST,3.0,Class 3,1200M,80-60,GOOD,1.0,"TURF - ""A"" Course",23.38,45.67,1:08.93,,,,23.38,22.29,23.26,nan,nan,nan,,,,,,
9,7.0,SOLAR UP (J134),M Chadwick,C W Chang,119.0,1142,3,17-1/2,4 5 9,1:11.72,100.0,2024/01/21,ST,3.0,Class 3,1200M,80-60,GOOD,1.0,"TURF - ""A"" Course",23.38,45.67,1:08.93,,,,23.38,22.29,23.26,nan,nan,nan,,,,,,
10,3.0,KYEEMA (J055),L Ferraris,M Newnham,123.0,976,7,19-3/4,3 7 10,1:12.10,27.0,2024/01/21,ST,3.0,Class 3,1200M,80-60,GOOD,1.0,"TURF - ""A"" Course",23.38,45.67,1:08.93,,,,23.38,22.29,23.26,nan,nan,nan,,,,,,
1,4.0,RUBYLOT (H412),H Bowman,D A Hayes,130.0,1116,5,-,13 9 1,0:57.90,7.4,2024/01/21,ST,4.0,Class 4,1000M,60-40,GOOD,1.0,"TURF - ""A"" Course",13.06,34.13,57.90,,,,13.06,21.07,23.77,nan,nan,nan,,,,,,
2,1.0,MIDORI BEAUTY (G334),K De Melo,W Y So,135.0,1256,13,N,8 7 2,0:57.95,33,2024/01/21,ST,4.0,Class 4,1000M,60-40,GOOD,1.0,"TURF - ""A"" Course",13.06,34.13,57.90,,,,13.06,21.07,23.77,nan,nan,nan,,,,,,
3,12.0,SPEEDY FORTUNE (H097),Z Purton,J Size,121.0,1044,12,1/2,4 4 3,0:58.00,5.6,2024/01/21,ST,4.0,Class 4,1000M,60-40,GOOD,1.0,"TURF - ""A"" Course",13.06,34.13,57.90,,,,13.06,21.07,23.77,nan,nan,nan,,,,,,
4,14.0,JAZZ CLUB (G285),M Chadwick,K L Man,116.0,1151,9,1,7 10 4,0:58.06,100,2024/01/21,ST,4.0,Class 4,1000M,60-40,GOOD,1.0,"TURF - ""A"" Course",13.06,34.13,57.90,,,,13.06,21.07,23.77,nan,nan,nan,,,,,,
5,7.0,SKY TRUST (J161),C Y Ho,C Fownes,127.0,1146,8,3,9 11 5,0:58.38,35,2024/01/21,ST,4.0,Class 4,1000M,60-40,GOOD,1.0,"TURF - ""A"" Course",13.06,34.13,57.90,,,,13.06,21.07,23.77,nan,nan,nan,,,,,,
6,3.0,FUN ELITE (J042),L Hewitson,T P Yung,134.0,1169,10,3-1/2,11 5 6,0:58.47,1.9,2024/01/21,ST,4.0,Class 4,1000M,60-40,GOOD,1.0,"TURF - ""A"" Course",13.06,34.13,57.90,,,,13.06,21.07,23.77,nan,nan,nan,,,,,,
7,6.0,VALIANT ELEGANCE (D285),A Atzeni,D J Whyte,121.0,1131,11,4,6 6 7,0:58.53,57,2024/01/21,ST,4.0,Class 4,1000M,60-40,GOOD,1.0,"TURF - ""A"" Course",13.06,34.13,57.90,,,,13.06,21.07,23.77,nan,nan,nan,,,,,,
8,2.0,SUPER COMMANDER (D350),E C W Wong,P C Ng,125.0,1077,3,4,2 2 8,0:58.55,10,2024/01/21,ST,4.0,Class 4,1000M,60-40,GOOD,1.0,"TURF - ""A"" Course",13.06,34.13,57.90,,,,13.06,21.07,23.77,nan,nan,nan,,,,,,
9,13.0,HO HO STAR (H291),A Badel,C H Yip,118.0,1117,7,5-1/4,12 12 9,0:58.72,34,2024/01/21,ST,4.0,Class 4,1000M,60-40,GOOD,1.0,"TURF - ""A"" Course",13.06,34.13,57.90,,,,13.06,21.07,23.77,nan,nan,nan,,,,,,
10,9.0,PANDA (H466),K Teetan,C H Yip,125.0,1068,14,5-1/2,5 8 10,0:58.76,8.6,2024/01/21,ST,4.0,Class 4,1000M,60-40,GOOD,1.0,"TURF - ""A"" Course",13.06,34.13,57.90,,,,13.06,21.07,23.77,nan,nan,nan,,,,,,
11,11.0,HAYDAY (H321),M F Poon,P F Yiu,119.0,1123,6,6,3 3 11,0:58.85,38,2024/01/21,ST,4.0,Class 4,1000M,60-40,GOOD,1.0,"TURF - ""A"" Course",13.06,34.13,57.90,,,,13.06,21.07,23.77,nan,nan,nan,,,,,,
12,8.0,GLORY B (H373),H Bentley,D J Whyte,125.0,1071,4,8-1/2,14 14 12,0:59.26,143,2024/01/21,ST,4.0,Class 4,1000M,60-40,GOOD,1.0,"TURF - ""A"" Course",13.06,34.13,57.90,,,,13.06,21.07,23.77,nan,nan,nan,,,,,,
13,5.0,SUPER AXIOM (E105),Y L Chung,Y S Tsui,123.0,1270,2,11,1 1 13,0:59.65,48,2024/01/21,ST,4.0,Class 4,1000M,60-40,GOOD,1.0,"TURF - ""A"" Course",13.06,34.13,57.90,,,,13.06,21.07,23.77,nan,nan,nan,,,,,,
14,10.0,SAME TO YOU (H057),K C Leung,M Newnham,123.0,982,1,12-1/2,10 13 14,0:59.91,195,2024/01/21,ST,4.0,Class 4,1000M,60-40,GOOD,1.0,"TURF - ""A"" Course",13.06,34.13,57.90,,,,13.06,21.07,23.77,nan,nan,nan,,,,,,
WV,,RISE COMPANIONS (J113),J McDonald,C S Shum,127.0,---,---,---,---,---,---,2024/01/21,ST,4.0,Class 4,1000M,60-40,GOOD,1.0,"TURF - ""A"" Course",13.06,34.13,57.90,,,,13.06,21.07,23.77,nan,nan,nan,,,,,,
1,3.0,SUPERB KID (H298),H Bowman,K W Lui,134.0,1029,8,-,8 9 10 1,1:22.35,6.6,2024/01/21,ST,5.0,Class 4,1400M,60-40,GOOD,1.0,"TURF - ""A"" Course",13.59,35.36,58.65,1:22.35,,,13.59,21.77,23.29,23.70,nan,nan,,,,,,
2,10.0,SUNLIGHT POWER (H244),H Bentley,P F Yiu,123.0,1073,14,N,12 11 8 2,1:22.43,19.0,2024/01/21,ST,5.0,Class 4,1400M,60-40,GOOD,1.0,"TURF - ""A"" Course",13.59,35.36,58.65,1:22.35,,,13.59,21.77,23.29,23.70,nan,nan,,,,,,
3,11.0,CIRCUIT NINE (G140),A Atzeni,W K Mo,122.0,1161,1,1-1/2,7 5 6 3,1:22.60,13.0,2024/01/21,ST,5.0,Class 4,1400M,60-40,GOOD,1.0,"TURF - ""A"" Course",13.59,35.36,58.65,1:22.35,,,13.59,21.77,23.29,23.70,nan,nan,,,,,,
4,6.0,GOLDEN BULL (H019),J McDonald,C S Shum,128.0,1158,7,1-3/4,5 7 7 4,1:22.65,6.2,2024/01/21,ST,5.0,Class 4,1400M,60-40,GOOD,1.0,"TURF - ""A"" Course",13.59,35.36,58.65,1:22.35,,,13.59,21.77,23.29,23.70,nan,nan,,,,,,
5,4.0,FUN N GLORY (G003),C Y Ho,W Y So,132.0,1191,9,2-3/4,1 1 1 5,1:22.78,44.0,2024/01/21,ST,5.0,Class 4,1400M,60-40,GOOD,1.0,"TURF - ""A"" Course",13.59,35.36,58.65,1:22.35,,,13.59,21.77,23.29,23.70,nan,nan,,,,,,
6,2.0,COMPASSION SPIRIT (D167),Z Purton,K L Man,134.0,1119,6,2-3/4,4 4 4 6,1:22.80,4.8,2024/01/21,ST,5.0,Class 4,1400M,60-40,GOOD,1.0,"TURF - ""A"" Course",13.59,35.36,58.65,1:22.35,,,13.59,21.77,23.29,23.70,nan,nan,,,,,,
7,14.0,LUCKY PLANET (H235),K Teetan,D J Whyte,119.0,1076,3,3-1/4,6 6 5 7,1:22.88,4.1,2024/01/21,ST,5.0,Class 4,1400M,60-40,GOOD,1.0,"TURF - ""A"" Course",13.59,35.36,58.65,1:22.35,,,13.59,21.77,23.29,23.70,nan,nan,,,,,,
8,5.0,PRIME MORTAR (G328),M Chadwick,K H Ting,129.0,1066,13,3-3/4,13 10 11 8,1:22.94,45.0,2024/01/21,ST,5.0,Class 4,1400M,60-40,GOOD,1.0,"TURF - ""A"" Course",13.59,35.36,58.65,1:22.35,,,13.59,21.77,23.29,23.70,nan,nan,,,,,,
9,8.0,TAKE ACTION (J098),B Avdulla,J Size,127.0,1163,4,4,9 8 9 9,1:22.98,7.4,2024/01/21,ST,5.0,Class 4,1400M,60-40,GOOD,1.0,"TURF - ""A"" Course",13.59,35.36,58.65,1:22.35,,,13.59,21.77,23.29,23.70,nan,nan,,,,,,
10,9.0,FREE FOAL (E065),K C Leung,F C Lor,125.0,1137,2,4-3/4,3 3 3 10,1:23.10,13.0,2024/01/21,ST,5.0,Class 4,1400M,60-40,GOOD,1.0,"TURF - ""A"" Course",13.59,35.36,58.65,1:22.35,,,13.59,21.77,23.29,23.70,nan,nan,,,,,,
11,1.0,SETANTA (G095),L Hewitson,D A Hayes,135.0,1219,12,5-1/4,11 14 14 11,1:23.19,23.0,2024/01/21,ST,5.0,Class 4,1400M,60-40,GOOD,1.0,"TURF - ""A"" Course",13.59,35.36,58.65,1:22.35,,,13.59,21.77,23.29,23.70,nan,nan,,,,,,
12,12.0,MERCHANT PRINCE (H268),M L Yeung,J Richards,122.0,1167,11,5-3/4,14 13 12 12,1:23.29,178.0,2024/01/21,ST,5.0,Class 4,1400M,60-40,GOOD,1.0,"TURF - ""A"" Course",13.59,35.36,58.65,1:22.35,,,13.59,21.77,23.29,23.70,nan,nan,,,,,,
13,7.0,FURY AND GOLD (H202),K De Melo,C H Yip,127.0,1126,5,7-1/4,10 12 13 13,1:23.52,197.0,2024/01/21,ST,5.0,Class 4,1400M,60-40,GOOD,1.0,"TURF - ""A"" Course",13.59,35.36,58.65,1:22.35,,,13.59,21.77,23.29,23.70,nan,nan,,,,,,
14,13.0,SMART FOLKS (D343),A Hamelin,C W Chang,121.0,1151,10,8-1/2,2 2 2 14,1:23.73,69.0,2024/01/21,ST,5.0,Class 4,1400M,60-40,GOOD,1.0,"TURF - ""A"" Course",13.59,35.36,58.65,1:22.35,,,13.59,21.77,23.29,23.70,nan,nan,,,,,,
1,11.0,MASSIVE TALENT (H282),M Chadwick,M Newnham,121.0,1132,3,-,5 4 1,1:10.36,11,2024/01/21,ST,6.0,Class 4,1200M,60-40,GOOD,1.0,"TURF - ""A"" Course",23.62,46.93,1:10.36,,,,23.62,23.31,23.43,nan,nan,nan,,,,,,
2,3.0,GENEVA (J114),H Bowman,D J Hall,127.0,1223,4,1,6 6 2,1:10.52,1.9,2024/01/21,ST,6.0,Class 4,1200M,60-40,GOOD,1.0,"TURF - ""A"" Course",23.62,46.93,1:10.36,,,,23.62,23.31,23.43,nan,nan,nan,,,,,,
3,1.0,SUPER GOLDI (H477),K C Leung,F C Lor,133.0,1012,9,1,11 10 3,1:10.53,6.8,2024/01/21,ST,6.0,Class 4,1200M,60-40,GOOD,1.0,"TURF - ""A"" Course",23.62,46.93,1:10.36,,,,23.62,23.31,23.43,nan,nan,nan,,,,,,
4,14.0,STRATHPEFFER (H095),K Teetan,D J Whyte,120.0,1038,6,2-3/4,8 8 4,1:10.78,5.9,2024/01/21,ST,6.0,Class 4,1200M,60-40,GOOD,1.0,"TURF - ""A"" Course",23.62,46.93,1:10.36,,,,23.62,23.31,23.43,nan,nan,nan,,,,,,
5,8.0,GANGNAM STAR (H326),H Bentley,P C Ng,123.0,1088,2,3-1/2,9 9 5,1:10.93,21,2024/01/21,ST,6.0,Class 4,1200M,60-40,GOOD,1.0,"TURF - ""A"" Course",23.62,46.93,1:10.36,,,,23.62,23.31,23.43,nan,nan,nan,,,,,,
6,6.0,MANYTHANKS FOREVER (J065),A Atzeni,J Richards,127.0,1090,1,3-3/4,7 7 6,1:10.95,43,2024/01/21,ST,6.0,Class 4,1200M,60-40,GOOD,1.0,"TURF - ""A"" Course",23.62,46.93,1:10.36,,,,23.62,23.31,23.43,nan,nan,nan,,,,,,
7,12.0,PO ON WAY (H201),A Hamelin,K H Ting,121.0,1121,10,4-1/4,13 13 7,1:11.04,20,2024/01/21,ST,6.0,Class 4,1200M,60-40,GOOD,1.0,"TURF - ""A"" Course",23.62,46.93,1:10.36,,,,23.62,23.31,23.43,nan,nan,nan,,,,,,
8,2.0,TRIUMPHANT WARRIOR (H430),L Ferraris,C S Shum,128.0,1058,5,5,3 3 8,1:11.15,37,2024/01/21,ST,6.0,Class 4,1200M,60-40,GOOD,1.0,"TURF - ""A"" Course",23.62,46.93,1:10.36,,,,23.62,23.31,23.43,nan,nan,nan,,,,,,
9,10.0,GO HERO (H315),L Hewitson,Y S Tsui,122.0,1042,12,5-1/4,4 5 9,1:11.19,106,2024/01/21,ST,6.0,Class 4,1200M,60-40,GOOD,1.0,"TURF - ""A"" Course",23.62,46.93,1:10.36,,,,23.62,23.31,23.43,nan,nan,nan,,,,,,
10,4.0,EVER VICTORIOUS (H422),C Y Ho,P F Yiu,125.0,1021,11,7-1/2,12 11 10,1:11.58,77,2024/01/21,ST,6.0,Class 4,1200M,60-40,GOOD,1.0,"TURF - ""A"" Course",23.62,46.93,1:10.36,,,,23.62,23.31,23.43,nan,nan,nan,,,,,,
11,7.0,PINGWU SPARKLE (J030),J McDonald,T P Yung,127.0,1176,14,8-1/4,2 2 11,1:11.67,35,2024/01/21,ST,6.0,Class 4,1200M,60-40,GOOD,1.0,"TURF - ""A"" Course",23.62,46.93,1:10.36,,,,23.62,23.31,23.43,nan,nan,nan,,,,,,
12,13.0,VANTASTIC CHOICE (G401),A Badel,C H Yip,121.0,1085,13,10-1/2,1 1 12,1:12.03,12,2024/01/21,ST,6.0,Class 4,1200M,60-40,GOOD,1.0,"TURF - ""A"" Course",23.62,46.93,1:10.36,,,,23.62,23.31,23.43,nan,nan,nan,,,,,,
13,5.0,LE MAILLOT JAUNE (J034),Y L Chung,W K Mo,122.0,1242,7,14-3/4,10 12 13,1:12.73,162,2024/01/21,ST,6.0,Class 4,1200M,60-40,GOOD,1.0,"TURF - ""A"" Course",23.62,46.93,1:10.36,,,,23.62,23.31,23.43,nan,nan,nan,,,,,,
WV-A,9.0,COMPASSION SUPER (G283),M L Yeung,K L Man,122.0,---,---,---,---,---,---,2024/01/21,ST,6.0,Class 4,1200M,60-40,GOOD,1.0,"TURF - ""A"" Course",23.62,46.93,1:10.36,,,,23.62,23.31,23.43,nan,nan,nan,,,,,,
WV,,HANDSOME BOMB (H402),C Y Ho,W Y So,127.0,---,---,---,---,---,---,2024/01/21,ST,6.0,Class 4,1200M,60-40,GOOD,1.0,"TURF - ""A"" Course",23.62,46.93,1:10.36,,,,23.62,23.31,23.43,nan,nan,nan,,,,,,
1,2.0,VOYAGE BUBBLE (E436),J McDonald,P F Yiu,126.0,1230,3,-,3 3 3 1,1:33.97,1.9,2024/01/21,ST,7.0,Group One,1600M,,GOOD,,"TURF - ""A"" Course",24.88,47.95,1:11.38,1:33.97,,,24.88,23.07,23.43,22.59,nan,nan,,,,,,
2,5.0,BEAUTY ETERNAL (H008),Z Purton,J Size,126.0,1206,8,1-1/4,2 2 1 2,1:34.16,3.3,2024/01/21,ST,7.0,Group One,1600M,,GOOD,,"TURF - ""A"" Course",24.88,47.95,1:11.38,1:33.97,,,24.88,23.07,23.43,22.59,nan,nan,,,,,,
3,6.0,BEAUTY JOY (E058),K C Leung,A S Cruz,126.0,1035,5,2-1/4,8 8 6 3,1:34.31,12.0,2024/01/21,ST,7.0,Group One,1600M,,GOOD,,"TURF - ""A"" Course",24.88,47.95,1:11.38,1:33.97,,,24.88,23.07,23.43,22.59,nan,nan,,,,,,
4,1.0,CALIFORNIA SPANGLE (E314),H Bowman,A S Cruz,126.0,1218,2,3-1/2,1 1 2 4,1:34.53,5.8,2024/01/21,ST,7.0,Group One,1600M,,GOOD,,"TURF - ""A"" Course",24.88,47.95,1:11.38,1:33.97,,,24.88,23.07,23.43,22.59,nan,nan,,,,,,
5,8.0,FANTASTIC TREASURE (E269),K Teetan,D A Hayes,126.0,1217,4,4-1/4,6 6 5 5,1:34.65,81.0,2024/01/21,ST,7.0,Group One,1600M,,GOOD,,"TURF - ""A"" Course",24.88,47.95,1:11.38,1:33.97,,,24.88,23.07,23.43,22.59,nan,nan,,,,,,
6,3.0,STRAIGHT ARRON (G435),C Y Ho,C Fownes,126.0,1127,1,4-1/2,4 5 4 6,1:34.69,11.0,2024/01/21,ST,7.0,Group One,1600M,,GOOD,,"TURF - ""A"" Course",24.88,47.95,1:11.38,1:33.97,,,24.88,23.07,23.43,22.59,nan,nan,,,,,,
7,4.0,RUSSIAN EMPEROR (E198),A Atzeni,D J Whyte,126.0,1160,6,5,7 7 7 7,1:34.76,70.0,2024/01/21,ST,7.0,Group One,1600M,,GOOD,,"TURF - ""A"" Course",24.88,47.95,1:11.38,1:33.97,,,24.88,23.07,23.43,22.59,nan,nan,,,,,,
8,7.0,HEALTHY HAPPY (D435),A Badel,F C Lor,126.0,1203,7,23-3/4,5 4 8 8,1:37.79,49.0,2024/01/21,ST,7.0,Group One,1600M,,GOOD,,"TURF - ""A"" Course",24.88,47.95,1:11.38,1:33.97,,,24.88,23.07,23.43,22.59,nan,nan,,,,,,
1,10.0,NATURAL STORM (C461),A Hamelin,P F Yiu,126.0,1126,3,-,9 8 9 6 1,2:02.54,55.0,2024/01/21,ST,8.0,Class 2,2000M,90-65,GOOD,1.0,"TURF - ""A"" Course",25.98,50.47,1:15.58,1:39.19,2:02.54,,25.98,24.49,25.11,23.61,23.35,nan,,,,,,
2,5.0,ENSUED (H452),K Teetan,J Size,131.0,1062,4,N,3 4 3 3 2,2:02.60,2.9,2024/01/21,ST,8.0,Class 2,2000M,90-65,GOOD,1.0,"TURF - ""A"" Course",25.98,50.47,1:15.58,1:39.19,2:02.54,,25.98,24.49,25.11,23.61,23.35,nan,,,,,,
3 DH,4.0,C P BRAVE (E306),J McDonald,P F Yiu,131.0,1129,6,1,8 10 10 9 3,2:02.72,3.4,2024/01/21,ST,8.0,Class 2,2000M,90-65,GOOD,1.0,"TURF - ""A"" Course",25.98,50.47,1:15.58,1:39.19,2:02.54,,25.98,24.49,25.11,23.61,23.35,nan,,,,,,
3 DH,11.0,WOODFIRE BRO (G115),K C Leung,C W Chang,126.0,1173,2,1,2 3 5 2 3,2:02.72,5.6,2024/01/21,ST,8.0,Class 2,2000M,90-65,GOOD,1.0,"TURF - ""A"" Course",25.98,50.47,1:15.58,1:39.19,2:02.54,,25.98,24.49,25.11,23.61,23.35,nan,,,,,,
5,3.0,BUTTERFIELD (C462),Z Purton,C S Shum,134.0,1177,1,1-1/2,6 5 6 7 5,2:02.80,12.0,2024/01/21,ST,8.0,Class 2,2000M,90-65,GOOD,1.0,"TURF - ""A"" Course",25.98,50.47,1:15.58,1:39.19,2:02.54,,25.98,24.49,25.11,23.61,23.35,nan,,,,,,
6,1.0,BOURBONAIRE (E365),B Avdulla,J Size,135.0,1045,8,3,1 1 1 1 6,2:03.01,75.0,2024/01/21,ST,8.0,Class 2,2000M,90-65,GOOD,1.0,"TURF - ""A"" Course",25.98,50.47,1:15.58,1:39.19,2:02.54,,25.98,24.49,25.11,23.61,23.35,nan,,,,,,
7,13.0,KA YING GENERATION (J075),A Atzeni,P C Ng,121.0,1157,11,3-1/4,11 12 12 12 7,2:03.05,31.0,2024/01/21,ST,8.0,Class 2,2000M,90-65,GOOD,1.0,"TURF - ""A"" Course",25.98,50.47,1:15.58,1:39.19,2:02.54,,25.98,24.49,25.11,23.61,23.35,nan,,,,,,
8,2.0,THE BEST PEACH (H139),H Bowman,A S Cruz,135.0,1040,13,3-1/4,14 14 14 14 8,2:03.05,9.9,2024/01/21,ST,8.0,Class 2,2000M,90-65,GOOD,1.0,"TURF - ""A"" Course",25.98,50.47,1:15.58,1:39.19,2:02.54,,25.98,24.49,25.11,23.61,23.35,nan,,,,,,
9,7.0,ELLIPTICAL (J052),C Y Ho,C Fownes,130.0,1035,9,4-1/4,12 11 11 13 9,2:03.22,15.0,2024/01/21,ST,8.0,Class 2,2000M,90-65,GOOD,1.0,"TURF - ""A"" Course",25.98,50.47,1:15.58,1:39.19,2:02.54,,25.98,24.49,25.11,23.61,23.35,nan,,,,,,
10,8.0,HAMERON (H265),L Ferraris,K W Lui,130.0,1038,5,4-3/4,5 7 7 8 10,2:03.32,21.0,2024/01/21,ST,8.0,Class 2,2000M,90-65,GOOD,1.0,"TURF - ""A"" Course",25.98,50.47,1:15.58,1:39.19,2:02.54,,25.98,24.49,25.11,23.61,23.35,nan,,,,,,
11,12.0,LOOKING GREAT (E053),M F Poon,F C Lor,123.0,1131,14,6-1/2,13 13 13 11 11,2:03.59,134.0,2024/01/21,ST,8.0,Class 2,2000M,90-65,GOOD,1.0,"TURF - ""A"" Course",25.98,50.47,1:15.58,1:39.19,2:02.54,,25.98,24.49,25.11,23.61,23.35,nan,,,,,,
12,9.0,BEAUTY LIVE (G057),A Badel,F C Lor,129.0,1121,7,7,10 9 8 10 12,2:03.65,117.0,2024/01/21,ST,8.0,Class 2,2000M,90-65,GOOD,1.0,"TURF - ""A"" Course",25.98,50.47,1:15.58,1:39.19,2:02.54,,25.98,24.49,25.11,23.61,23.35,nan,,,,,,
13,6.0,COLUMBUS COUNTY (C465),H Bentley,C Fownes,130.0,1092,12,8-3/4,4 2 2 4 13,2:03.93,66.0,2024/01/21,ST,8.0,Class 2,2000M,90-65,GOOD,1.0,"TURF - ""A"" Course",25.98,50.47,1:15.58,1:39.19,2:02.54,,25.98,24.49,25.11,23.61,23.35,nan,,,,,,
14,14.0,ENIGMA (J077),Y L Chung,A S Cruz,114.0,1085,10,9-1/4,7 6 4 5 14,2:04.01,71.0,2024/01/21,ST,8.0,Class 2,2000M,90-65,GOOD,1.0,"TURF - ""A"" Course",25.98,50.47,1:15.58,1:39.19,2:02.54,,25.98,24.49,25.11,23.61,23.35,nan,,,,,,
1,12.0,MUGEN (H338),K Teetan,P C Ng,115.0,1116,10,-,11 11 11 1,1:21.27,4.2,2024/01/21,ST,9.0,Class 2,1400M,105-80,GOOD,1.0,"TURF - ""A"" Course",13.19,34.38,58.04,1:21.27,,,13.19,21.19,23.66,23.23,nan,nan,,,,,,
2,11.0,SUPERB BOY (G335),A Badel,K W Lui,115.0,1118,2,2,5 4 3 2,1:21.60,13.0,2024/01/21,ST,9.0,Class 2,1400M,105-80,GOOD,1.0,"TURF - ""A"" Course",13.19,34.38,58.04,1:21.27,,,13.19,21.19,23.66,23.23,nan,nan,,,,,,
3,6.0,ATULLIBIGEAL (G173),Z Purton,D J Hall,121.0,1063,5,2,10 9 8 3,1:21.60,7.5,2024/01/21,ST,9.0,Class 2,1400M,105-80,GOOD,1.0,"TURF - ""A"" Course",13.19,34.38,58.04,1:21.27,,,13.19,21.19,23.66,23.23,nan,nan,,,,,,
4,7.0,DANCING CODE (G365),C Y Ho,C Fownes,120.0,1039,1,2-3/4,8 6 6 4,1:21.70,3.8,2024/01/21,ST,9.0,Class 2,1400M,105-80,GOOD,1.0,"TURF - ""A"" Course",13.19,34.38,58.04,1:21.27,,,13.19,21.19,23.66,23.23,nan,nan,,,,,,
5,1.0,RED LION (H115),H Bowman,J Size,135.0,1133,7,3-1/2,4 5 5 5,1:21.84,21.0,2024/01/21,ST,9.0,Class 2,1400M,105-80,GOOD,1.0,"TURF - ""A"" Course",13.19,34.38,58.04,1:21.27,,,13.19,21.19,23.66,23.23,nan,nan,,,,,,
6,2.0,HOWDEEPISYOURLOVE (H093),J McDonald,J Size,129.0,1180,9,4-1/4,9 10 10 6,1:21.94,9.8,2024/01/21,ST,9.0,Class 2,1400M,105-80,GOOD,1.0,"TURF - ""A"" Course",13.19,34.38,58.04,1:21.27,,,13.19,21.19,23.66,23.23,nan,nan,,,,,,
7,5.0,DROMBEG BANNER (H117),A Atzeni,P C Ng,123.0,1089,8,5,2 1 1 7,1:22.06,10.0,2024/01/21,ST,9.0,Class 2,1400M,105-80,GOOD,1.0,"TURF - ""A"" Course",13.19,34.38,58.04,1:21.27,,,13.19,21.19,23.66,23.23,nan,nan,,,,,,
8,4.0,FLAMING RABBIT (H257),Y L Chung,D J Whyte,119.0,1121,6,6-1/4,1 2 2 8,1:22.27,22.0,2024/01/21,ST,9.0,Class 2,1400M,105-80,GOOD,1.0,"TURF - ""A"" Course",13.19,34.38,58.04,1:21.27,,,13.19,21.19,23.66,23.23,nan,nan,,,,,,
9,8.0,EASON (G061),M F Poon,F C Lor,115.0,1169,4,7,6 8 7 9,1:22.39,112.0,2024/01/21,ST,9.0,Class 2,1400M,105-80,GOOD,1.0,"TURF - ""A"" Course",13.19,34.38,58.04,1:21.27,,,13.19,21.19,23.66,23.23,nan,nan,,,,,,
10,9.0,BRAVEHEARTS (H389),A Hamelin,J Richards,117.0,1108,11,12,7 7 9 10,1:23.19,159.0,2024/01/21,ST,9.0,Class 2,1400M,105-80,GOOD,1.0,"TURF - ""A"" Course",13.19,34.38,58.04,1:21.27,,,13.19,21.19,23.66,23.23,nan,nan,,,,,,
11,3.0,SAUVESTRE (E315),L Ferraris,F C Lor,129.0,1188,12,23-1/4,3 3 4 11,1:25.00,75.0,2024/01/21,ST,9.0,Class 2,1400M,105-80,GOOD,1.0,"TURF - ""A"" Course",13.19,34.38,58.04,1:21.27,,,13.19,21.19,23.66,23.23,nan,nan,,,,,,
TNP,10.0,GLOBAL HARMONY (G337),L Hewitson,D A Hayes,116.0,1166,3,---,---,---,5.0,2024/01/21,ST,9.0,Class 2,1400M,105-80,GOOD,1.0,"TURF - ""A"" Course",13.19,34.38,58.04,1:21.27,,,13.19,21.19,23.66,23.23,nan,nan,,,,,,
1,13.0,STORM RIDER (J027),Z Purton,D A Hayes,122.0,1122,11,-,2 2 2 1,1:22.07,2.6,2024/01/21,ST,10.0,Class 3,1400M,80-60,GOOD,1.0,"TURF - ""A"" Course",13.37,34.99,58.59,1:22.07,,,13.37,21.62,23.60,23.48,nan,nan,,,,,,
2,2.0,THE HEIR (H459),H Bowman,C Fownes,128.0,1138,1,1-1/4,7 6 6 2,1:22.26,3.3,2024/01/21,ST,10.0,Class 3,1400M,80-60,GOOD,1.0,"TURF - ""A"" Course",13.37,34.99,58.59,1:22.07,,,13.37,21.62,23.60,23.48,nan,nan,,,,,,
3,5.0,SILVER UP (J078),M Chadwick,W K Mo,125.0,1150,10,1-1/2,6 7 7 3,1:22.31,18.0,2024/01/21,ST,10.0,Class 3,1400M,80-60,GOOD,1.0,"TURF - ""A"" Course",13.37,34.99,58.59,1:22.07,,,13.37,21.62,23.60,23.48,nan,nan,,,,,,
4,12.0,ENDEARED (H161),A Atzeni,J Size,122.0,1041,13,1-3/4,5 5 5 4,1:22.36,8.1,2024/01/21,ST,10.0,Class 3,1400M,80-60,GOOD,1.0,"TURF - ""A"" Course",13.37,34.99,58.59,1:22.07,,,13.37,21.62,23.60,23.48,nan,nan,,,,,,
