Pla.,Horse No.,Horse,Jockey,Trainer,Act. Wt.,Declar. Horse Wt.,Dr.,LBW,Running Position,Finish Time,Win Odds,Date,Course,RaceNumber,Race type,Distance,Score range,Going,Handicap,Course Detail,Time 1,Time 2,Time 3,Time 4,Time 5,Time 6,Sectional Time 1,Sectional Time 2,Sectional Time 3,Sectional Time 4,Sectional Time 5,Sectional Time 6
2,3.0,ALLOY STAR (D053),M L Yeung,T P Yung,127,1060,1,1,6 4 2,1:10.43,81.0,2020/02/02,ST,1,Class 4,1200M,60-40,GOOD,1.0,"TURF - ""C"" Course",24.26,46.96,1:10.28,,,,24.26,22.70,23.32,nan,nan,nan
3,9.0,BREEZE OF SPRING (C309),G van Niekerk,L Ho,123,1045,8,1-3/4,2 3 3,1:10.56,4.1,2020/02/02,ST,1,Class 4,1200M,60-40,GOOD,1.0,"TURF - ""C"" Course",24.26,46.96,1:10.28,,,,24.26,22.70,23.32,nan,nan,nan
4,4.0,COOL ACE (D154),Z Purton,C W Chang,127,1020,2,2,4 1 4,1:10.61,16.0,2020/02/02,ST,1,Class 4,1200M,60-40,GOOD,1.0,"TURF - ""C"" Course",24.26,46.96,1:10.28,,,,24.26,22.70,23.32,nan,nan,nan
5,1.0,INTERSTELLAR (C270),H T Mo,K W Lui,130,1141,12,3-1/4,12 11 5,1:10.79,29.0,2020/02/02,ST,1,Class 4,1200M,60-40,GOOD,1.0,"TURF - ""C"" Course",24.26,46.96,1:10.28,,,,24.26,22.70,23.32,nan,nan,nan
6,2.0,JOYFUL CHEERS (C536),A Badel,C S Shum,132,1145,9,4-1/4,7 7 6,1:10.96,69.0,2020/02/02,ST,1,Class 4,1200M,60-40,GOOD,1.0,"TURF - ""C"" Course",24.26,46.96,1:10.28,,,,24.26,22.70,23.32,nan,nan,nan
7,6.0,M M JOHNNY (D115),L Hewitson,A T Millard,127,1102,10,4-1/4,1 2 7,1:10.97,14.0,2020/02/02,ST,1,Class 4,1200M,60-40,GOOD,1.0,"TURF - ""C"" Course",24.26,46.96,1:10.28,,,,24.26,22.70,23.32,nan,nan,nan
8,11.0,OLD HAVANA (C155),K C Leung,D E Ferraris,119,1013,3,4-1/2,8 8 8,1:10.99,56.0,2020/02/02,ST,1,Class 4,1200M,60-40,GOOD,1.0,"TURF - ""C"" Course",24.26,46.96,1:10.28,,,,24.26,22.70,23.32,nan,nan,nan
9,7.0,READY CONQUEROR (D204),T Piccone,Y S Tsui,127,1033,7,4-3/4,11 12 9,1:11.05,13.0,2020/02/02,ST,1,Class 4,1200M,60-40,GOOD,1.0,"TURF - ""C"" Course",24.26,46.96,1:10.28,,,,24.26,22.70,23.32,nan,nan,nan
10,8.0,WAYFOONG STAR (D114),K Teetan,D J Whyte,127,1226,11,5,3 6 10,1:11.10,1.9,2020/02/02,ST,1,Class 4,1200M,60-40,GOOD,1.0,"TURF - ""C"" Course",24.26,46.96,1:10.28,,,,24.26,22.70,23.32,nan,nan,nan
11,5.0,GLENEALY PALS (C471),H N Wong,C H Yip,124,1015,6,5-1/4,10 9 11,1:11.14,290.0,2020/02/02,ST,1,Class 4,1200M,60-40,GOOD,1.0,"TURF - ""C"" Course",24.26,46.96,1:10.28,,,,24.26,22.70,23.32,nan,nan,nan
12,10.0,BRAVERY AND POWER (C295),M F Poon,W Y So,118,1063,5,5-3/4,9 10 12,1:11.21,167.0,2020/02/02,ST,1,Class 4,1200M,60-40,GOOD,1.0,"TURF - ""C"" Course",24.26,46.96,1:10.28,,,,24.26,22.70,23.32,nan,nan,nan
1,10.0,EIGHT TRIGRAMS (C102),A Badel,D J Hall,121,1136,8,-,2 1 1,1:09.90,17,2020/02/02,ST,2,Class 4,1200M,60-40,GOOD,1.0,"TURF - ""C"" Course",24.48,47.12,1:09.90,,,,24.48,22.64,22.78,nan,nan,nan
2,9.0,TEAM POWER (D005),S De Sousa,P F Yiu,125,1190,1,1/2,3 6 2,1:10.00,7,2020/02/02,ST,2,Class 4,1200M,60-40,GOOD,1.0,"TURF - ""C"" Course",24.48,47.12,1:09.90,,,,24.48,22.64,22.78,nan,nan,nan
3,6.0,JADE PHOENIX (D179),J Moreira,F C Lor,125,1167,7,3/4,7 7 3,1:10.02,5,2020/02/02,ST,2,Class 4,1200M,60-40,GOOD,1.0,"TURF - ""C"" Course",24.48,47.12,1:09.90,,,,24.48,22.64,22.78,nan,nan,nan
4,3.0,JUNEAU PARK (D052),K Teetan,J Size,126,1298,10,1,9 8 4,1:10.08,10,2020/02/02,ST,2,Class 4,1200M,60-40,GOOD,1.0,"TURF - ""C"" Course",24.48,47.12,1:09.90,,,,24.48,22.64,22.78,nan,nan,nan
5,1.0,POWER KING (C420),Z Purton,A S Cruz,129,1131,6,1-1/4,5 4 5,1:10.09,1.8,2020/02/02,ST,2,Class 4,1200M,60-40,GOOD,1.0,"TURF - ""C"" Course",24.48,47.12,1:09.90,,,,24.48,22.64,22.78,nan,nan,nan
6,12.0,WONDER EXPRESS (C224),K C Leung,K H Ting,116,1185,12,1-3/4,10 10 6,1:10.17,15,2020/02/02,ST,2,Class 4,1200M,60-40,GOOD,1.0,"TURF - ""C"" Course",24.48,47.12,1:09.90,,,,24.48,22.64,22.78,nan,nan,nan
7,4.0,TATTENHALL FORTUNE (C072),C Y Ho,K W Lui,126,1031,4,2-3/4,1 2 7,1:10.35,39,2020/02/02,ST,2,Class 4,1200M,60-40,GOOD,1.0,"TURF - ""C"" Course",24.48,47.12,1:09.90,,,,24.48,22.64,22.78,nan,nan,nan
8,11.0,V CHEVALIERS (C358),H T Mo,L Ho,114,1088,5,3,11 11 8,1:10.37,267,2020/02/02,ST,2,Class 4,1200M,60-40,GOOD,1.0,"TURF - ""C"" Course",24.48,47.12,1:09.90,,,,24.48,22.64,22.78,nan,nan,nan
9,7.0,REGENCY POET (D010),M Chadwick,K L Man,125,1206,9,4-1/4,6 3 9,1:10.56,65,2020/02/02,ST,2,Class 4,1200M,60-40,GOOD,1.0,"TURF - ""C"" Course",24.48,47.12,1:09.90,,,,24.48,22.64,22.78,nan,nan,nan
10,5.0,HAPPY ICHIBAN (D037),L Hewitson,D J Whyte,125,1280,2,4-1/2,8 9 10,1:10.61,173,2020/02/02,ST,2,Class 4,1200M,60-40,GOOD,1.0,"TURF - ""C"" Course",24.48,47.12,1:09.90,,,,24.48,22.64,22.78,nan,nan,nan
11,8.0,SHANGHAI POWER (D097),H W Lai,Y S Tsui,125,1015,3,11,4 5 11,1:11.66,153,2020/02/02,ST,2,Class 4,1200M,60-40,GOOD,1.0,"TURF - ""C"" Course",24.48,47.12,1:09.90,,,,24.48,22.64,22.78,nan,nan,nan
TNP,2.0,SMART CHARADE (A314),T Piccone,W Y So,127,1170,11,---,---,---,25,2020/02/02,ST,2,Class 4,1200M,60-40,GOOD,1.0,"TURF - ""C"" Course",24.48,47.12,1:09.90,,,,24.48,22.64,22.78,nan,nan,nan
WV,,ONE HAPPY STAR (C486),G van Niekerk,C H Yip,121,---,---,---,---,---,---,2020/02/02,ST,2,Class 4,1200M,60-40,GOOD,1.0,"TURF - ""C"" Course",24.48,47.12,1:09.90,,,,24.48,22.64,22.78,nan,nan,nan
1,8.0,SEIZE THE SPIRIT (B030),J Moreira,Y S Tsui,128,1084,10,-,13 11 11 1,1:22.26,7.1,2020/02/02,ST,3,Class 5,1400M,40-0,GOOD,1.0,"TURF - ""C"" Course",13.81,35.65,58.82,1:22.26,,,13.81,21.84,23.17,23.44,nan,nan
2,5.0,GALAXY RACER (C245),C Y Ho,C Fownes,130,1096,1,1/2,5 5 5 2,1:22.35,9.9,2020/02/02,ST,3,Class 5,1400M,40-0,GOOD,1.0,"TURF - ""C"" Course",13.81,35.65,58.82,1:22.26,,,13.81,21.84,23.17,23.44,nan,nan
3,3.0,WINWIN THIRTYTHREE (C110),S De Sousa,P F Yiu,132,988,2,3/4,10 8 7 3,1:22.38,6.4,2020/02/02,ST,3,Class 5,1400M,40-0,GOOD,1.0,"TURF - ""C"" Course",13.81,35.65,58.82,1:22.26,,,13.81,21.84,23.17,23.44,nan,nan
4,10.0,RED BRICK FIGHTER (C304),N Callan,D J Hall,125,1077,3,3/4,4 4 3 4,1:22.39,6.5,2020/02/02,ST,3,Class 5,1400M,40-0,GOOD,1.0,"TURF - ""C"" Course",13.81,35.65,58.82,1:22.26,,,13.81,21.84,23.17,23.44,nan,nan
5,6.0,SMILING SUCCESS (C250),K H Chan,K H Ting,120,1213,12,1,1 1 1 5,1:22.44,26.0,2020/02/02,ST,3,Class 5,1400M,40-0,GOOD,1.0,"TURF - ""C"" Course",13.81,35.65,58.82,1:22.26,,,13.81,21.84,23.17,23.44,nan,nan
6,2.0,VICTORIOUS LEADER (B288),Z Purton,C H Yip,133,1033,6,2-1/2,9 10 9 6,1:22.65,3.1,2020/02/02,ST,3,Class 5,1400M,40-0,GOOD,1.0,"TURF - ""C"" Course",13.81,35.65,58.82,1:22.26,,,13.81,21.84,23.17,23.44,nan,nan
7,13.0,TRIUMPHANT LORD (C101),M F Poon,C S Shum,115,1157,5,4-1/2,2 3 2 7,1:22.97,9.9,2020/02/02,ST,3,Class 5,1400M,40-0,GOOD,1.0,"TURF - ""C"" Course",13.81,35.65,58.82,1:22.26,,,13.81,21.84,23.17,23.44,nan,nan
8,9.0,SOLAR BILLION (C171),K Teetan,K L Man,127,1116,4,5,8 9 10 8,1:23.05,9.0,2020/02/02,ST,3,Class 5,1400M,40-0,GOOD,1.0,"TURF - ""C"" Course",13.81,35.65,58.82,1:22.26,,,13.81,21.84,23.17,23.44,nan,nan
9,14.0,ROCKAGE (B242),H W Lai,K W Lui,113,1048,7,6-1/4,11 12 12 9,1:23.26,130.0,2020/02/02,ST,3,Class 5,1400M,40-0,GOOD,1.0,"TURF - ""C"" Course",13.81,35.65,58.82,1:22.26,,,13.81,21.84,23.17,23.44,nan,nan
10,1.0,GOOD CHOICE AHEAD (V329),H T Mo,L Ho,130,1127,9,6-1/2,7 7 6 10,1:23.30,110.0,2020/02/02,ST,3,Class 5,1400M,40-0,GOOD,1.0,"TURF - ""C"" Course",13.81,35.65,58.82,1:22.26,,,13.81,21.84,23.17,23.44,nan,nan
11,7.0,IRON BRAVO (C012),B Shinn,W Y So,129,1126,14,8-1/2,12 14 14 11,1:23.64,155.0,2020/02/02,ST,3,Class 5,1400M,40-0,GOOD,1.0,"TURF - ""C"" Course",13.81,35.65,58.82,1:22.26,,,13.81,21.84,23.17,23.44,nan,nan
12,11.0,CAPTAIN BOSS (B096),M Chadwick,D E Ferraris,123,1176,11,8-3/4,6 6 8 12,1:23.66,23.0,2020/02/02,ST,3,Class 5,1400M,40-0,GOOD,1.0,"TURF - ""C"" Course",13.81,35.65,58.82,1:22.26,,,13.81,21.84,23.17,23.44,nan,nan
13,12.0,TRIUMPHAL WIN (A334),H N Wong,C W Chang,115,1276,8,10-1/2,14 13 13 13,1:23.94,214.0,2020/02/02,ST,3,Class 5,1400M,40-0,GOOD,1.0,"TURF - ""C"" Course",13.81,35.65,58.82,1:22.26,,,13.81,21.84,23.17,23.44,nan,nan
14,4.0,FLYING MONKEY (T361),A Badel,T P Yung,130,1094,13,12-1/2,3 2 4 14,1:24.25,52.0,2020/02/02,ST,3,Class 5,1400M,40-0,GOOD,1.0,"TURF - ""C"" Course",13.81,35.65,58.82,1:22.26,,,13.81,21.84,23.17,23.44,nan,nan
1,3.0,JOYFUL HEART (C227),Z Purton,F C Lor,129,1151,12,-,8 8 7 1,1:21.70,3.7,2020/02/02,ST,4,Class 4,1400M,60-40,GOOD,1.0,"TURF - ""C"" Course",13.57,35.32,58.17,1:21.70,,,13.57,21.75,22.85,23.53,nan,nan
2,14.0,CASIMIRO (C149),K Teetan,P O'Sullivan,116,1112,7,1-1/4,6 6 6 2,1:21.88,3.1,2020/02/02,ST,4,Class 4,1400M,60-40,GOOD,1.0,"TURF - ""C"" Course",13.57,35.32,58.17,1:21.70,,,13.57,21.75,22.85,23.53,nan,nan
3,5.0,HINYUEN SWIFTNESS (V250),K H Chan,C H Yip,116,1193,9,3-1/2,3 2 2 3,1:22.22,48.0,2020/02/02,ST,4,Class 4,1400M,60-40,GOOD,1.0,"TURF - ""C"" Course",13.57,35.32,58.17,1:21.70,,,13.57,21.75,22.85,23.53,nan,nan
4,11.0,COURAGEOUS DRAGON (C015),K C Leung,W Y So,119,1140,3,4,4 4 5 4,1:22.34,64.0,2020/02/02,ST,4,Class 4,1400M,60-40,GOOD,1.0,"TURF - ""C"" Course",13.57,35.32,58.17,1:21.70,,,13.57,21.75,22.85,23.53,nan,nan
5,13.0,BEST FOR YOU (C223),G van Niekerk,Y S Tsui,116,1013,13,4,10 10 10 5,1:22.36,31.0,2020/02/02,ST,4,Class 4,1400M,60-40,GOOD,1.0,"TURF - ""C"" Course",13.57,35.32,58.17,1:21.70,,,13.57,21.75,22.85,23.53,nan,nan
6,2.0,CIRCUIT HASSLER (A041),J Moreira,A S Cruz,131,1205,10,4-3/4,12 13 9 6,1:22.45,4.3,2020/02/02,ST,4,Class 4,1400M,60-40,GOOD,1.0,"TURF - ""C"" Course",13.57,35.32,58.17,1:21.70,,,13.57,21.75,22.85,23.53,nan,nan
7,10.0,ADONIS (A324),C Y Ho,D J Whyte,119,1090,1,5-1/4,5 5 4 7,1:22.53,8.6,2020/02/02,ST,4,Class 4,1400M,60-40,GOOD,1.0,"TURF - ""C"" Course",13.57,35.32,58.17,1:21.70,,,13.57,21.75,22.85,23.53,nan,nan
8,6.0,SPEEDY DRAGON (B185),S De Sousa,D J Hall,126,1081,8,5-1/4,11 9 8 8,1:22.55,29.0,2020/02/02,ST,4,Class 4,1400M,60-40,GOOD,1.0,"TURF - ""C"" Course",13.57,35.32,58.17,1:21.70,,,13.57,21.75,22.85,23.53,nan,nan
9,8.0,VIVA COUNCIL (A190),M Chadwick,L Ho,122,1151,2,7-1/4,1 1 1 9,1:22.85,18.0,2020/02/02,ST,4,Class 4,1400M,60-40,GOOD,1.0,"TURF - ""C"" Course",13.57,35.32,58.17,1:21.70,,,13.57,21.75,22.85,23.53,nan,nan
10,4.0,AMAZING CHOCOLATE (C059),A Badel,A T Millard,126,1191,11,7-1/2,14 14 14 10,1:22.92,28.0,2020/02/02,ST,4,Class 4,1400M,60-40,GOOD,1.0,"TURF - ""C"" Course",13.57,35.32,58.17,1:21.70,,,13.57,21.75,22.85,23.53,nan,nan
11,12.0,JOY MASTER (B222),M F Poon,C Fownes,117,1106,4,7-3/4,13 12 12 11,1:22.93,57.0,2020/02/02,ST,4,Class 4,1400M,60-40,GOOD,1.0,"TURF - ""C"" Course",13.57,35.32,58.17,1:21.70,,,13.57,21.75,22.85,23.53,nan,nan
12,7.0,CARE FREE PRINCE (V069),L Hewitson,K L Man,124,1191,5,8-1/2,2 3 3 12,1:23.06,24.0,2020/02/02,ST,4,Class 4,1400M,60-40,GOOD,1.0,"TURF - ""C"" Course",13.57,35.32,58.17,1:21.70,,,13.57,21.75,22.85,23.53,nan,nan
13,9.0,HERE COMES TED (C457),N Callan,D E Ferraris,120,1174,14,8-1/2,9 11 13 13,1:23.06,70.0,2020/02/02,ST,4,Class 4,1400M,60-40,GOOD,1.0,"TURF - ""C"" Course",13.57,35.32,58.17,1:21.70,,,13.57,21.75,22.85,23.53,nan,nan
14,1.0,MARQULA (V423),M L Yeung,C W Chang,133,1232,6,26-1/2,7 7 11 14,1:25.95,69.0,2020/02/02,ST,4,Class 4,1400M,60-40,GOOD,1.0,"TURF - ""C"" Course",13.57,35.32,58.17,1:21.70,,,13.57,21.75,22.85,23.53,nan,nan
1,4.0,MONICA (B271),J Moreira,J Moore,125,1059,5,-,4 4 3 1,1:34.55,3.3,2020/02/02,ST,5,Class 3,1600M,80-60,GOOD,1.0,"TURF - ""C"" Course",24.77,48.44,1:12.11,1:34.55,,,24.77,23.67,23.67,22.44,nan,nan
2,5.0,SUPER ELEGANCE (C183),Z Purton,K H Ting,122,1081,2,1-1/4,5 5 5 2,1:34.72,2.5,2020/02/02,ST,5,Class 3,1600M,80-60,GOOD,1.0,"TURF - ""C"" Course",24.77,48.44,1:12.11,1:34.55,,,24.77,23.67,23.67,22.44,nan,nan
3,3.0,LAKESHORE EAGLE (B391),T Piccone,W Y So,125,1058,11,2-1/4,9 10 6 3,1:34.86,8.6,2020/02/02,ST,5,Class 3,1600M,80-60,GOOD,1.0,"TURF - ""C"" Course",24.77,48.44,1:12.11,1:34.55,,,24.77,23.67,23.67,22.44,nan,nan
4,2.0,STIMULATION (B351),C Y Ho,A S Cruz,128,1026,1,2-1/2,7 7 9 4,1:34.92,13.0,2020/02/02,ST,5,Class 3,1600M,80-60,GOOD,1.0,"TURF - ""C"" Course",24.77,48.44,1:12.11,1:34.55,,,24.77,23.67,23.67,22.44,nan,nan
5,9.0,GO BALLISTIC (C493),L Hewitson,D E Ferraris,118,1127,6,3-1/4,8 8 8 5,1:35.07,86.0,2020/02/02,ST,5,Class 3,1600M,80-60,GOOD,1.0,"TURF - ""C"" Course",24.77,48.44,1:12.11,1:34.55,,,24.77,23.67,23.67,22.44,nan,nan
6,1.0,BEAUTY SPIRIT (B409),K Teetan,A S Cruz,133,1267,8,4-3/4,2 2 1 6,1:35.30,7.2,2020/02/02,ST,5,Class 3,1600M,80-60,GOOD,1.0,"TURF - ""C"" Course",24.77,48.44,1:12.11,1:34.55,,,24.77,23.67,23.67,22.44,nan,nan
7,7.0,MORE THAN A HORSE (D141),B Shinn,D J Whyte,121,1054,10,4-3/4,10 9 10 7,1:35.31,73.0,2020/02/02,ST,5,Class 3,1600M,80-60,GOOD,1.0,"TURF - ""C"" Course",24.77,48.44,1:12.11,1:34.55,,,24.77,23.67,23.67,22.44,nan,nan
8,8.0,MONEY BACK (C392),S De Sousa,P O'Sullivan,119,1096,4,5-1/4,6 6 7 8,1:35.38,9.3,2020/02/02,ST,5,Class 3,1600M,80-60,GOOD,1.0,"TURF - ""C"" Course",24.77,48.44,1:12.11,1:34.55,,,24.77,23.67,23.67,22.44,nan,nan
9,6.0,LIGHT MY DAY (C505),N Callan,C H Yip,121,1258,9,6-1/2,3 3 4 9,1:35.59,375.0,2020/02/02,ST,5,Class 3,1600M,80-60,GOOD,1.0,"TURF - ""C"" Course",24.77,48.44,1:12.11,1:34.55,,,24.77,23.67,23.67,22.44,nan,nan
10,11.0,TAILOR MADE (C522),M Chadwick,C W Chang,114,1022,3,8-1/2,1 1 2 10,1:35.91,73.0,2020/02/02,ST,5,Class 3,1600M,80-60,GOOD,1.0,"TURF - ""C"" Course",24.77,48.44,1:12.11,1:34.55,,,24.77,23.67,23.67,22.44,nan,nan
11,10.0,BELLAGIO (B289),H W Lai,P F Yiu,114,1176,7,12-1/4,11 11 11 11,1:36.49,28.0,2020/02/02,ST,5,Class 3,1600M,80-60,GOOD,1.0,"TURF - ""C"" Course",24.77,48.44,1:12.11,1:34.55,,,24.77,23.67,23.67,22.44,nan,nan
1,13.0,FOODIE PRINCESS (C312),J Moreira,W Y So,116,1248,9,-,7 10 8 1,1:39.18,3.3,2020/02/02,ST,6,Class 4,1650M,60-40,GOOD,1.0,ALL WEATHER TRACK,28.31,51.87,1:15.91,1:39.18,,,28.31,23.56,24.04,23.27,nan,nan
2,12.0,MEGATRON (V119),M Chadwick,P F Yiu,117,1127,2,1/2,2 2 1 2,1:39.27,11,2020/02/02,ST,6,Class 4,1650M,60-40,GOOD,1.0,ALL WEATHER TRACK,28.31,51.87,1:15.91,1:39.18,,,28.31,23.56,24.04,23.27,nan,nan
3,7.0,THIS ONE'S FOR YOU (B428),T Piccone,K W Lui,127,1168,14,2-3/4,10 9 6 3,1:39.62,3.6,2020/02/02,ST,6,Class 4,1650M,60-40,GOOD,1.0,ALL WEATHER TRACK,28.31,51.87,1:15.91,1:39.18,,,28.31,23.56,24.04,23.27,nan,nan
4,11.0,CURLING LUXURY (A083),H N Wong,Y S Tsui,117,1028,10,4-1/4,1 1 2 4,1:39.88,29,2020/02/02,ST,6,Class 4,1650M,60-40,GOOD,1.0,ALL WEATHER TRACK,28.31,51.87,1:15.91,1:39.18,,,28.31,23.56,24.04,23.27,nan,nan
5,8.0,MISTER MONTE (A201),S De Sousa,C W Chang,124,1055,13,5,9 6 5 5,1:39.98,14,2020/02/02,ST,6,Class 4,1650M,60-40,GOOD,1.0,ALL WEATHER TRACK,28.31,51.87,1:15.91,1:39.18,,,28.31,23.56,24.04,23.27,nan,nan
6,14.0,KA YING BRILLIANCE (B115),M L Yeung,T P Yung,114,1185,5,5,6 4 4 6,1:39.99,23,2020/02/02,ST,6,Class 4,1650M,60-40,GOOD,1.0,ALL WEATHER TRACK,28.31,51.87,1:15.91,1:39.18,,,28.31,23.56,24.04,23.27,nan,nan
7,2.0,DREAM WARRIORS (C280),K Teetan,A S Cruz,133,1127,8,6-1/2,8 7 7 7,1:40.22,12,2020/02/02,ST,6,Class 4,1650M,60-40,GOOD,1.0,ALL WEATHER TRACK,28.31,51.87,1:15.91,1:39.18,,,28.31,23.56,24.04,23.27,nan,nan
8,10.0,KELMIMI WINS (C419),A Badel,C H Yip,121,1075,4,7-1/2,5 3 3 8,1:40.39,14,2020/02/02,ST,6,Class 4,1650M,60-40,GOOD,1.0,ALL WEATHER TRACK,28.31,51.87,1:15.91,1:39.18,,,28.31,23.56,24.04,23.27,nan,nan
9,9.0,GOOD FIT (S131),K H Chan,F C Lor,112,1194,1,9-1/2,12 12 12 9,1:40.72,30,2020/02/02,ST,6,Class 4,1650M,60-40,GOOD,1.0,ALL WEATHER TRACK,28.31,51.87,1:15.91,1:39.18,,,28.31,23.56,24.04,23.27,nan,nan
10,6.0,WILLIE WAY (T281),K C Leung,P O'Sullivan,129,1146,12,10-1/4,13 13 13 10,1:40.84,48,2020/02/02,ST,6,Class 4,1650M,60-40,GOOD,1.0,ALL WEATHER TRACK,28.31,51.87,1:15.91,1:39.18,,,28.31,23.56,24.04,23.27,nan,nan
11,4.0,MEGA RED (V078),B Shinn,C W Chang,132,1151,6,11,11 11 11 11,1:40.94,34,2020/02/02,ST,6,Class 4,1650M,60-40,GOOD,1.0,ALL WEATHER TRACK,28.31,51.87,1:15.91,1:39.18,,,28.31,23.56,24.04,23.27,nan,nan
12,1.0,DRAGON COMMANDER (C208),N Callan,D E Ferraris,133,1095,3,11-1/4,4 8 9 12,1:40.99,6.4,2020/02/02,ST,6,Class 4,1650M,60-40,GOOD,1.0,ALL WEATHER TRACK,28.31,51.87,1:15.91,1:39.18,,,28.31,23.56,24.04,23.27,nan,nan
13,3.0,LASTING FRIENDSHIP (B251),H T Mo,L Ho,130,1131,7,14-3/4,3 5 10 13,1:41.56,72,2020/02/02,ST,6,Class 4,1650M,60-40,GOOD,1.0,ALL WEATHER TRACK,28.31,51.87,1:15.91,1:39.18,,,28.31,23.56,24.04,23.27,nan,nan
WV-A,5.0,TANG FLEMING (A067),C Y Ho,C W Chang,130,---,---,---,---,---,---,2020/02/02,ST,6,Class 4,1650M,60-40,GOOD,1.0,ALL WEATHER TRACK,28.31,51.87,1:15.91,1:39.18,,,28.31,23.56,24.04,23.27,nan,nan
1,10.0,CLEAR CHOICE (A426),G van Niekerk,C S Shum,122,1072,7,-,3 4 3 1,1:39.46,11.0,2020/02/02,ST,7,Class 3,1650M,80-60,GOOD,1.0,ALL WEATHER TRACK,28.08,51.82,1:16.11,1:39.46,,,28.08,23.74,24.29,23.35,nan,nan
2,1.0,HOLY HEART (C443),C Y Ho,K W Lui,130,1093,3,1/2,11 10 12 2,1:39.55,3.6,2020/02/02,ST,7,Class 3,1650M,80-60,GOOD,1.0,ALL WEATHER TRACK,28.08,51.82,1:16.11,1:39.46,,,28.08,23.74,24.29,23.35,nan,nan
3,3.0,VOLPINO (B161),Z Purton,T P Yung,127,1144,1,3/4,5 5 5 3,1:39.59,7.5,2020/02/02,ST,7,Class 3,1650M,80-60,GOOD,1.0,ALL WEATHER TRACK,28.08,51.82,1:16.11,1:39.46,,,28.08,23.74,24.29,23.35,nan,nan
4,4.0,CALIFORNIA ARGENT (C042),K Teetan,A S Cruz,126,1136,13,3/4,1 1 1 4,1:39.61,92.0,2020/02/02,ST,7,Class 3,1650M,80-60,GOOD,1.0,ALL WEATHER TRACK,28.08,51.82,1:16.11,1:39.46,,,28.08,23.74,24.29,23.35,nan,nan
5,7.0,ENFOLDING (B353),S De Sousa,C Fownes,124,1091,11,1,13 12 11 5,1:39.61,17.0,2020/02/02,ST,7,Class 3,1650M,80-60,GOOD,1.0,ALL WEATHER TRACK,28.08,51.82,1:16.11,1:39.46,,,28.08,23.74,24.29,23.35,nan,nan
6,8.0,RIGHTEOUS DOCTRINE (C197),J Moreira,C W Chang,124,1154,4,1-3/4,9 7 8 6,1:39.73,2.5,2020/02/02,ST,7,Class 3,1650M,80-60,GOOD,1.0,ALL WEATHER TRACK,28.08,51.82,1:16.11,1:39.46,,,28.08,23.74,24.29,23.35,nan,nan
7,9.0,UNITE SPIRIT (C494),M F Poon,D E Ferraris,121,971,9,2-1/4,12 13 13 7,1:39.82,284.0,2020/02/02,ST,7,Class 3,1650M,80-60,GOOD,1.0,ALL WEATHER TRACK,28.08,51.82,1:16.11,1:39.46,,,28.08,23.74,24.29,23.35,nan,nan
8,6.0,SMILING CITY (D113),B Shinn,D J Whyte,125,1042,8,2-1/4,4 2 2 8,1:39.83,107.0,2020/02/02,ST,7,Class 3,1650M,80-60,GOOD,1.0,ALL WEATHER TRACK,28.08,51.82,1:16.11,1:39.46,,,28.08,23.74,24.29,23.35,nan,nan
9,13.0,RULE THEE (A172),K C Leung,P O'Sullivan,118,1067,12,3-3/4,7 8 7 9,1:40.05,81.0,2020/02/02,ST,7,Class 3,1650M,80-60,GOOD,1.0,ALL WEATHER TRACK,28.08,51.82,1:16.11,1:39.46,,,28.08,23.74,24.29,23.35,nan,nan
10,5.0,MONGOLIAN LEGEND (B317),H W Lai,Y S Tsui,126,1165,10,4,10 11 10 10,1:40.10,37.0,2020/02/02,ST,7,Class 3,1650M,80-60,GOOD,1.0,ALL WEATHER TRACK,28.08,51.82,1:16.11,1:39.46,,,28.08,23.74,24.29,23.35,nan,nan
11,11.0,TRAVEL FIRST (T098),A Badel,C W Chang,122,1193,5,6,8 9 9 11,1:40.41,6.7,2020/02/02,ST,7,Class 3,1650M,80-60,GOOD,1.0,ALL WEATHER TRACK,28.08,51.82,1:16.11,1:39.46,,,28.08,23.74,24.29,23.35,nan,nan
12,2.0,ARCATRAZ (C398),K H Chan,J Moore,119,978,2,7,2 3 4 12,1:40.56,103.0,2020/02/02,ST,7,Class 3,1650M,80-60,GOOD,1.0,ALL WEATHER TRACK,28.08,51.82,1:16.11,1:39.46,,,28.08,23.74,24.29,23.35,nan,nan
13,12.0,GENERAL DINO (A193),L Hewitson,D E Ferraris,120,1059,6,10-1/4,6 6 6 13,1:41.09,31.0,2020/02/02,ST,7,Class 3,1650M,80-60,GOOD,1.0,ALL WEATHER TRACK,28.08,51.82,1:16.11,1:39.46,,,28.08,23.74,24.29,23.35,nan,nan
1,2.0,HONG KONG WIN (C333),A Badel,J Size,133,1247,1,-,12 8 1,0:56.53,6.4,2020/02/02,ST,8,Class 3,1000M,80-60,GOOD,1.0,"TURF - ""C"" Course",13.20,33.95,56.53,,,,13.20,20.75,22.58,nan,nan,nan
2,8.0,VALIANT DREAM (B416),B Shinn,K W Lui,126,1198,14,N,3 2 2,0:56.58,3.2,2020/02/02,ST,8,Class 3,1000M,80-60,GOOD,1.0,"TURF - ""C"" Course",13.20,33.95,56.53,,,,13.20,20.75,22.58,nan,nan,nan
