Pla.,Horse No.,Horse,Jockey,Trainer,Act. Wt.,Declar. Horse Wt.,Dr.,LBW,Running Position,Finish Time,Win Odds,Date,Course,RaceNumber,Race type,Distance,Score range,Going,Handicap,Course Detail,Time 1,Time 2,Time 3,Time 4,Time 5,Time 6,Sectional Time 1,Sectional Time 2,Sectional Time 3,Sectional Time 4,Sectional Time 5,Sectional Time 6,RACE 8 (443),RACE 8 (443).1,RACE 8 (443).2,RACE 8 (443).3,RACE 8 (443).4,RACE 8 (443).5,RACE 8 (443).6,RACE 8 (443).7,RACE 8 (443).8,RACE 8 (443).9,RACE 8 (443).10,RACE 8 (443).11,RACE 8 (443).12,RACE 8 (443).13,RACE 8 (443).14,RACE 8 (443).15,Unnamed: 16,Unnamed: 17,RACE 1 (0),RACE 1 (0).1,RACE 1 (0).2,RACE 1 (0).3,RACE 1 (0).4,RACE 1 (0).5,RACE 1 (0).6,RACE 1 (0).7,RACE 1 (0).8,RACE 1 (0).9,RACE 1 (0).10,RACE 1 (0).11,RACE 1 (0).12,RACE 1 (0).13,RACE 1 (0).14,RACE 1 (0).15,RACE 2 (0),RACE 2 (0).1,RACE 2 (0).2,RACE 2 (0).3,RACE 2 (0).4,RACE 2 (0).5,RACE 2 (0).6,RACE 2 (0).7,RACE 2 (0).8,RACE 2 (0).9,RACE 2 (0).10,RACE 2 (0).11,RACE 2 (0).12,RACE 2 (0).13,RACE 2 (0).14,RACE 2 (0).15,RACE 3 (0),RACE 3 (0).1,RACE 3 (0).2,RACE 3 (0).3,RACE 3 (0).4,RACE 3 (0).5,RACE 3 (0).6,RACE 3 (0).7,RACE 3 (0).8,RACE 3 (0).9,RACE 3 (0).10,RACE 3 (0).11,RACE 3 (0).12,RACE 3 (0).13,RACE 3 (0).14,RACE 3 (0).15,RACE 4 (0),RACE 4 (0).1,RACE 4 (0).2,RACE 4 (0).3,RACE 4 (0).4,RACE 4 (0).5,RACE 4 (0).6,RACE 4 (0).7,RACE 4 (0).8,RACE 4 (0).9,RACE 4 (0).10,RACE 4 (0).11,RACE 4 (0).12,RACE 4 (0).13,RACE 4 (0).14,RACE 4 (0).15,RACE 5 (0),RACE 5 (0).1,RACE 5 (0).2,RACE 5 (0).3,RACE 5 (0).4,RACE 5 (0).5,RACE 5 (0).6,RACE 5 (0).7,RACE 5 (0).8,RACE 5 (0).9,RACE 5 (0).10,RACE 5 (0).11,RACE 5 (0).12,RACE 5 (0).13,RACE 5 (0).14,RACE 5 (0).15,RACE 6 (0),RACE 6 (0).1,RACE 6 (0).2,RACE 6 (0).3,RACE 6 (0).4,RACE 6 (0).5,RACE 6 (0).6,RACE 6 (0).7,RACE 6 (0).8,RACE 6 (0).9,RACE 6 (0).10,RACE 6 (0).11,RACE 6 (0).12,RACE 6 (0).13,RACE 6 (0).14,RACE 6 (0).15,RACE 7 (0),RACE 7 (0).1,RACE 7 (0).2,RACE 7 (0).3,RACE 7 (0).4,RACE 7 (0).5,RACE 7 (0).6,RACE 7 (0).7,RACE 7 (0).8,RACE 7 (0).9,RACE 7 (0).10,RACE 7 (0).11,RACE 7 (0).12,RACE 7 (0).13,RACE 7 (0).14,RACE 7 (0).15,RACE 8 (0),RACE 8 (0).1,RACE 8 (0).2,RACE 8 (0).3,RACE 8 (0).4,RACE 8 (0).5,RACE 8 (0).6,RACE 8 (0).7,RACE 8 (0).8,RACE 8 (0).9,RACE 8 (0).10,RACE 8 (0).11,RACE 8 (0).12,RACE 8 (0).13,RACE 8 (0).14,RACE 8 (0).15,RACE 9 (0),RACE 9 (0).1,RACE 9 (0).2,RACE 9 (0).3,RACE 9 (0).4,RACE 9 (0).5,RACE 9 (0).6,RACE 9 (0).7,RACE 9 (0).8,RACE 9 (0).9,RACE 9 (0).10,RACE 9 (0).11,RACE 9 (0).12,RACE 9 (0).13,RACE 9 (0).14,RACE 9 (0).15,RACE 10 (0),RACE 10 (0).1,RACE 10 (0).2,RACE 10 (0).3,RACE 10 (0).4,RACE 10 (0).5,RACE 10 (0).6,RACE 10 (0).7,RACE 10 (0).8,RACE 10 (0).9,RACE 10 (0).10,RACE 10 (0).11,RACE 10 (0).12,RACE 10 (0).13,RACE 10 (0).14,RACE 10 (0).15
12,1.0,BRILLIANT WAY (G215),A Badel,J Size,135.0,1155,5,8,3 3 12,1:10.30,26,2023/02/19,ST,9,Class 3,1200M,80-60,GOOD,1.0,"TURF - ""A"" Course",23.72,46.43,1:09.02,,,,23.72,22.71,22.59,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,11.0,DIAMOND FLARE (H224),R Maia,P F Yiu,119.0,1253,13,11-3/4,6 9 13,1:10.91,119,2023/02/19,ST,9,Class 3,1200M,80-60,GOOD,1.0,"TURF - ""A"" Course",23.72,46.43,1:09.02,,,,23.72,22.71,22.59,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WV,14.0,EIGHT TRIGRAMS (C102),H T Mo,Y S Tsui,114.0,---,---,---,---,---,---,2023/02/19,ST,9,Class 3,1200M,80-60,GOOD,1.0,"TURF - ""A"" Course",23.72,46.43,1:09.02,,,,23.72,22.71,22.59,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,4.0,ATULLIBIGEAL (G173),H Bowman,D J Hall,133.0,1047,12,-,10 10 9 1,1:34.99,10.0,2023/02/19,ST,10,Class 3,1600M,80-60,GOOD,1.0,"TURF - ""A"" Course",24.48,47.84,1:11.69,1:34.99,,,24.48,23.36,23.85,23.30,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,3.0,AMAZING VICTORY (G123),K Teetan,L Ho,133.0,1058,13,1-1/4,13 14 13 2,1:35.16,18.0,2023/02/19,ST,10,Class 3,1600M,80-60,GOOD,1.0,"TURF - ""A"" Course",24.48,47.84,1:11.69,1:34.99,,,24.48,23.36,23.85,23.30,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,11.0,PRINCE ALEX (G307),A Badel,D J Whyte,121.0,1092,1,2,7 7 5 3,1:35.29,11.0,2023/02/19,ST,10,Class 3,1600M,80-60,GOOD,1.0,"TURF - ""A"" Course",24.48,47.84,1:11.69,1:34.99,,,24.48,23.36,23.85,23.30,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2.0,SINBA (H091),Z Purton,J Richards,134.0,1175,10,3-1/4,4 5 3 4,1:35.49,4.1,2023/02/19,ST,10,Class 3,1600M,80-60,GOOD,1.0,"TURF - ""A"" Course",24.48,47.84,1:11.69,1:34.99,,,24.48,23.36,23.85,23.30,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,14.0,SATIRICAL GLORY (H073),L Hewitson,D A Hayes,119.0,1196,11,3-1/2,3 2 1 5,1:35.53,34.0,2023/02/19,ST,10,Class 3,1600M,80-60,GOOD,1.0,"TURF - ""A"" Course",24.48,47.84,1:11.69,1:34.99,,,24.48,23.36,23.85,23.30,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,10.0,CELTIC TIMES (G230),K C Leung,K H Ting,122.0,1188,3,3-3/4,5 8 6 6,1:35.59,23.0,2023/02/19,ST,10,Class 3,1600M,80-60,GOOD,1.0,"TURF - ""A"" Course",24.48,47.84,1:11.69,1:34.99,,,24.48,23.36,23.85,23.30,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,8.0,CAPITAL LEGEND (G333),C Y Ho,C Fownes,129.0,1136,5,4-1/4,9 6 7 7,1:35.66,11.0,2023/02/19,ST,10,Class 3,1600M,80-60,GOOD,1.0,"TURF - ""A"" Course",24.48,47.84,1:11.69,1:34.99,,,24.48,23.36,23.85,23.30,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,13.0,CIRCUIT MIGHTY (G078),S De Sousa,K L Man,120.0,1019,2,4-1/4,2 3 4 8,1:35.66,6.3,2023/02/19,ST,10,Class 3,1600M,80-60,GOOD,1.0,"TURF - ""A"" Course",24.48,47.84,1:11.69,1:34.99,,,24.48,23.36,23.85,23.30,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,12.0,BULLETPROOF (D219),R Maia,P F Yiu,120.0,1089,7,4-1/4,11 11 10 9,1:35.68,64.0,2023/02/19,ST,10,Class 3,1600M,80-60,GOOD,1.0,"TURF - ""A"" Course",24.48,47.84,1:11.69,1:34.99,,,24.48,23.36,23.85,23.30,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,9.0,SECRET VISION (G302),C L Chau,C S Shum,126.0,1089,9,4-1/2,12 13 14 10,1:35.70,6.9,2023/02/19,ST,10,Class 3,1600M,80-60,GOOD,1.0,"TURF - ""A"" Course",24.48,47.84,1:11.69,1:34.99,,,24.48,23.36,23.85,23.30,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,5.0,THE BEST PEACH (H139),Y L Chung,A S Cruz,121.0,1044,8,5-1/4,6 4 8 11,1:35.82,62.0,2023/02/19,ST,10,Class 3,1600M,80-60,GOOD,1.0,"TURF - ""A"" Course",24.48,47.84,1:11.69,1:34.99,,,24.48,23.36,23.85,23.30,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,6.0,BEAUTY INSPIRE (H064),L Currie,J Size,130.0,1072,6,6-1/4,1 1 2 12,1:35.98,6.3,2023/02/19,ST,10,Class 3,1600M,80-60,GOOD,1.0,"TURF - ""A"" Course",24.48,47.84,1:11.69,1:34.99,,,24.48,23.36,23.85,23.30,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,1.0,C P BRAVE (E306),M Chadwick,A T Millard,135.0,1120,4,7,8 9 11 13,1:36.13,30.0,2023/02/19,ST,10,Class 3,1600M,80-60,GOOD,1.0,"TURF - ""A"" Course",24.48,47.84,1:11.69,1:34.99,,,24.48,23.36,23.85,23.30,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,7.0,CAPTAIN WIN (E466),M F Poon,P C Ng,128.0,1204,14,10,14 12 12 14,1:36.61,21.0,2023/02/19,ST,10,Class 3,1600M,80-60,GOOD,1.0,"TURF - ""A"" Course",24.48,47.84,1:11.69,1:34.99,,,24.48,23.36,23.85,23.30,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2.0,FLAMING EAGLE (G108),A Badel,P C Ng,134.0,1068,5,-,8 7 1,1:10.04,24.0,2023/02/22,HV,1,Class 5,1200M,40-0,GOOD TO FIRM,1.0,"TURF - ""C+3"" Course",24.01,46.64,1:10.04,,,,24.01,22.63,23.40,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,4.0,M M JOHNNY (D115),M Chadwick,K L Man,132.0,1097,2,SH,6 6 2,1:10.06,3.9,2023/02/22,HV,1,Class 5,1200M,40-0,GOOD TO FIRM,1.0,"TURF - ""C+3"" Course",24.01,46.64,1:10.04,,,,24.01,22.63,23.40,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,3.0,ON EXCEL STAR (C356),H N Wong,K H Ting,131.0,1182,1,N,4 3 3,1:10.11,6.2,2023/02/22,HV,1,Class 5,1200M,40-0,GOOD TO FIRM,1.0,"TURF - ""C+3"" Course",24.01,46.64,1:10.04,,,,24.01,22.63,23.40,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1.0,HAPPY TANGO (D075),K Teetan,Y S Tsui,135.0,1223,10,1-3/4,1 1 4,1:10.34,8.2,2023/02/22,HV,1,Class 5,1200M,40-0,GOOD TO FIRM,1.0,"TURF - ""C+3"" Course",24.01,46.64,1:10.04,,,,24.01,22.63,23.40,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,8.0,TAKE WHAT YOU NEED (C474),L Hewitson,D J Whyte,128.0,1076,8,2-1/4,3 4 5,1:10.39,14.0,2023/02/22,HV,1,Class 5,1200M,40-0,GOOD TO FIRM,1.0,"TURF - ""C+3"" Course",24.01,46.64,1:10.04,,,,24.01,22.63,23.40,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,9.0,TOUCH FAITH (E153),Z Purton,J Size,128.0,1133,11,3,9 10 6,1:10.53,6.8,2023/02/22,HV,1,Class 5,1200M,40-0,GOOD TO FIRM,1.0,"TURF - ""C+3"" Course",24.01,46.64,1:10.04,,,,24.01,22.63,23.40,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,10.0,HEAVENLY THOUGHT (C163),S De Sousa,C H Yip,121.0,1090,6,3,11 9 7,1:10.53,7.6,2023/02/22,HV,1,Class 5,1200M,40-0,GOOD TO FIRM,1.0,"TURF - ""C+3"" Course",24.01,46.64,1:10.04,,,,24.01,22.63,23.40,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,7.0,COMMON ROOM (E453),M F Poon,C S Shum,127.0,1009,4,3-1/4,7 8 8,1:10.57,16.0,2023/02/22,HV,1,Class 5,1200M,40-0,GOOD TO FIRM,1.0,"TURF - ""C+3"" Course",24.01,46.64,1:10.04,,,,24.01,22.63,23.40,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,6.0,CHIRON (E151),L Currie,D A Hayes,130.0,1185,3,3-1/2,5 5 9,1:10.59,6.0,2023/02/22,HV,1,Class 5,1200M,40-0,GOOD TO FIRM,1.0,"TURF - ""C+3"" Course",24.01,46.64,1:10.04,,,,24.01,22.63,23.40,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,11.0,SEA MONARCH (D063),M L Yeung,C W Chang,116.0,1089,12,4,12 11 10,1:10.70,72.0,2023/02/22,HV,1,Class 5,1200M,40-0,GOOD TO FIRM,1.0,"TURF - ""C+3"" Course",24.01,46.64,1:10.04,,,,24.01,22.63,23.40,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,5.0,NOIR RIDER (E138),C L Chau,T P Yung,130.0,1200,7,6-1/2,2 2 11,1:11.10,26.0,2023/02/22,HV,1,Class 5,1200M,40-0,GOOD TO FIRM,1.0,"TURF - ""C+3"" Course",24.01,46.64,1:10.04,,,,24.01,22.63,23.40,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,12.0,NOBODY KNOWS (G038),H T Mo,L Ho,113.0,1036,9,12-3/4,10 12 12,1:12.09,123.0,2023/02/22,HV,1,Class 5,1200M,40-0,GOOD TO FIRM,1.0,"TURF - ""C+3"" Course",24.01,46.64,1:10.04,,,,24.01,22.63,23.40,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,11.0,RAGING BLAZE (E258),K Teetan,J Size,115.0,1139,6,-,11 11 1,1:09.76,4.2,2023/02/22,HV,2,Class 5,1200M,40-0,GOOD TO FIRM,1.0,"TURF - ""C+3"" Course",23.30,46.10,1:09.76,,,,23.30,22.80,23.66,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1.0,HAPPY GATHERING (E029),K C Leung,K L Man,135.0,1116,5,1,3 3 2,1:09.92,11.0,2023/02/22,HV,2,Class 5,1200M,40-0,GOOD TO FIRM,1.0,"TURF - ""C+3"" Course",23.30,46.10,1:09.76,,,,23.30,22.80,23.66,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,10.0,CIRCUIT SPLENDOR (E482),C L Chau,T P Yung,118.0,1030,2,1-3/4,6 6 3,1:10.05,14.0,2023/02/22,HV,2,Class 5,1200M,40-0,GOOD TO FIRM,1.0,"TURF - ""C+3"" Course",23.30,46.10,1:09.76,,,,23.30,22.80,23.66,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,7.0,EUROMISSILE (E277),Z Purton,C W Chang,125.0,1027,1,2-3/4,7 5 4,1:10.19,2.6,2023/02/22,HV,2,Class 5,1200M,40-0,GOOD TO FIRM,1.0,"TURF - ""C+3"" Course",23.30,46.10,1:09.76,,,,23.30,22.80,23.66,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,6.0,ALLOY KING (D287),A Hamelin,K H Ting,125.0,1103,10,2-3/4,4 4 5,1:10.21,22.0,2023/02/22,HV,2,Class 5,1200M,40-0,GOOD TO FIRM,1.0,"TURF - ""C+3"" Course",23.30,46.10,1:09.76,,,,23.30,22.80,23.66,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,3.0,DOUBLE SHOW (G250),A Badel,D J Whyte,134.0,1210,9,5-1/2,12 12 6,1:10.65,15.0,2023/02/22,HV,2,Class 5,1200M,40-0,GOOD TO FIRM,1.0,"TURF - ""C+3"" Course",23.30,46.10,1:09.76,,,,23.30,22.80,23.66,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
