Placing,Horse No,Horse Name,Jockey,Gear,Comment,Date,RaceNumber
14,12,DAPPER BOY  (N135),W M Lai,--,Raced towards the rear but close to fence. Put under pressure 400m but became unbalanced and lost ground. Collapsed after race.,2013-03-10,9
1,1,FLAGSHIP SHINE  (P104),D Whyte,CP,"Broke well, crossed from wide alley to race outside leader, helped by even sections early, right there and leveled up turning, dashed clear and kept a healthy margin in run to the line.",2013-03-10,10
2,9,SUDDEN THUNDER  (N045),R Fourie,B/TT1,"Taken down to rails from a tricky draw, raced behind midfield 6ls off top end, saved ground on rails turning in, clear final 300m and closed soundly but unable to make real impression on winner.",2013-03-10,10
3,13,GOLDEN SCALPEL  (N224),H W Lai,--,"Took an ideal spot on leaders back, enjoyed a nice sit in mid-section, right there turning, kept up effort to hold 3rd.",2013-03-10,10
4,3,ADORATION  (M214),C Y Lui,B,"Began smartly as usual, crossed to lead from a wide gate, steady first section but then set pace to suit, overhauled soon after turning but stuck on as often does to make frame.",2013-03-10,10
5,5,KING'S PACT  (N244),M L Yeung,TT,"Awkwardly away, hampered in early scrimmage, 7-8ls back on rails in mid-section, took inside run sin straight and closed best of rest to be nearest on line.",2013-03-10,10
6,8,POLYMER WIN  (M399),T Angland,CP/XB,"Landed an ideal position 1 out 1 back, travelled well throughout, 2ls down turning and looked a place chance at 300m, unable to sustain effort inside 200m but kept on evenly.",2013-03-10,10
7,11,GREEN MANNER  (N425),M Chadwick,H/TT,"Landed a spot in midfield, 4-5ls back in running line, enjoyed a nice run in the middle stages, in traffic turning but only made fair progress when clear.",2013-03-10,10
8,4,HO IN ONE  (N382),U Rispoli,CP,"Tucked in just off midfield, 6ls back in 2 wide line, fair run to bend but back in traffic turning, offered no real run on over final 200m.",2013-03-10,10
9,6,VITAL GOLD  (N398),T Clark,SR-/B1,"Unable to get closer than 3 wide around midfield, 5-6ls back with cover, produced 4 wide turning but didn't have extra gear to threaten and just whacked away.",2013-03-10,10
10,10,CALLING WITH LOVE  (N288),B Prebble,H,"Drifted back and was checked early, settled behind midfield 6-7ls away 3 wide with cover, made a run 4 and 5 wide turning, lacked usual close and peaked at 200m. (lame next day)",2013-03-10,10
11,2,WINNING APEX  (N128),O Doleuze,B-,"Ended up 8ls or more away at rear, racing 2 and 3 wide, still plenty to do turning, came wider but only managed to pass a few tired ones in straight.",2013-03-10,10
12,7,STREET CAT  (CK037),W M Lai,CP/TT,"Tardy into stride, mustered to settle in midfield on rails 5ls back, enjoyed a soft trip in mid-section, angled out at 400m but offered little fight and soon folded.",2013-03-10,10
13,14,GOOD GOOD VIEW  (P053),Z Purton,TT,"Allowed to drift back from a wide gate, raced intractably at tail and hung badly rounding bend, never travelling and was unable to play any real part. (see racing incidents)",2013-03-10,10
14,12,DRAGON BACHELOR  (P128),Y T Cheng,B,"Posted 3 wide without cover in midfield, worked hard 3-4ls back on bend, struggling before turning and dropped right out.",2013-03-10,10
Comments on Running is not available for this race.,Comments on Running is not available for this race.,Comments on Running is not available for this race.,Comments on Running is not available for this race.,Comments on Running is not available for this race.,Comments on Running is not available for this race.,2013-03-10,11
Comments on Running is not available for this race.,Comments on Running is not available for this race.,Comments on Running is not available for this race.,Comments on Running is not available for this race.,Comments on Running is not available for this race.,Comments on Running is not available for this race.,2013-03-10,12
Comments on Running is not available for this race.,Comments on Running is not available for this race.,Comments on Running is not available for this race.,Comments on Running is not available for this race.,Comments on Running is not available for this race.,Comments on Running is not available for this race.,2013-03-10,13
1,8,CREATIVE UNION  (M338),R Fourie,--,"Settled in midfield on rails, saved ground turning in, hit the front 100 metres out, won readily.",2013-03-13,1
2,6,ASMODAI  (M101),K C Ng,B/SR,"Ridden along in first few, took up running coming out of back straight, led until headed 100 metres out.",2013-03-13,1
3,10,MARVEL PLUS  (CL281),M L Yeung,V,"Began fairly, settled just off the pace on rails, kept on same pace without quickening under pressure.",2013-03-13,1
4,7,BOLD TACK  (CL397),D Whyte,B/TT,"Broke well, held narrow lead early, travelled outside leader around the bend, ran home one-paced.",2013-03-13,1
5,2,INFINITE COURAGE  (P057),M Chadwick,--,"Jumped fairly, settled on rails in midfield, came closer around the bend, just held place under pressure final stages.",2013-03-13,1
6,11,BARCELONA TOO  (N093),T H So,B,"Jumped moderately, settled just worse than midfield, fought on steadily without threatening.",2013-03-13,1
7,1,DIAMOND KNIGHT  (CK311),U Rispoli,CP-/B2,"Slowly away, travelled in last few, kept on steadily in straight. (Lame)",2013-03-13,1
8,5,TIPPERARY DAVOR  (N301),C K Tong,B,"Settled well behind, saved ground home turn, kept on steadily under pressure.",2013-03-13,1
9,3,GOOD SMILE  (CK360),H W Lai,--,"Began from a wide draw, ridden along out wide better than midfield, obtained cover in midfield before home bend, one-paced in straight.",2013-03-13,1
10,4,HANNIBAL BARCA  (M367),T Clark,--,"Began from a poor draw, soon taken back to race in rear, made no impression.",2013-03-13,1
11,9,FORTUNE TERRITORY  (N272),C Y Ho,B/TT,"Ridden along to hold place in just better than midfield far side, hung out badly turning in, never recovered.",2013-03-13,1
12,12,FAIRY DRAGON  (CL018),Y T Cheng,B/TT,"Well there and without cover far side, inconvenienced and lost position approaching home bend, dropped out in straight. (Lame next day)",2013-03-13,1
1,10,LITTLE RAINFOREST  (N101),M Chadwick,TT,"Went forward and led from the outside gate and strolled along at a genuine tempo on the fence. Increased its lead over the field midrace by a number of lengths and made every post a winner, scoring well.",2013-03-13,2
2,6,BRILLIANT CHARIOT  (CL242),O Doleuze,B/TT,Parked 3 back the fence with cover. Peeled out into the clear on straightening and chased hard.,2013-03-13,2
3,2,TRAVEL GUIDE  (CK101),K C Ng,B,"Enjoyed a nice run in the race on the fence with cover, behind the speed. Shifted away from the rail to improve after the 700m, kept on soundly in the run home.",2013-03-13,2
4,5,EASY AHEAD  (CK212),T H So,H/TT1,"Ridden along early but couldn't go the early speed of the race, settling third 1 off the fence no cover. Began to improve after the 800m, was one paced in the straight, tired late.",2013-03-13,2
5,8,WIN IT  (P032),Z Purton,CP,"Slow to begin, travelling behind midfield on the paint with cover. Finished off reasonably towards the inside.",2013-03-13,2
6,11,RECORD HIGH  (CK202),Y T Cheng,B/SR,"Camped 3 back, 2 deep with cover. Shifted out after the 700m, 3 deep to go forward. Finished off one paced in the final stretch.",2013-03-13,2
7,1,HIGHEST ACCLAIM  (N345),B Prebble,--,"Taken back from a wide gate and travelled third at the rear, on the rails with cover. Came widest in the straight and made steady progress without threatening.",2013-03-13,2
8,12,MEGA CASTLE  (CL333),W M Lai,B,"Raced midfield, 2 deep with cover. Was dour in the run to the line.",2013-03-13,2
9,7,CRAIG'S PRIDE  (M274),T Angland,B-/H,Taken back and settled in last position on the paint with cover. Failed to make any impression in the home stretch.,2013-03-13,2
10,3,TARREGA  (M322),C Y Lui,H1,Enjoyed all the favours travelling in second position on the fence with some cover. Faded in the straight after having every possible chance.,2013-03-13,2
11,4,EASY GOLD  (CL431),T Clark,B/TT,Travelled worse than midfield 2 deep with cover. Made no impression in the run to the wire.,2013-03-13,2
12,9,EVER INVINCIBLE  (N057),C Y Ho,B/TT,"Settled with the backmakers, 1 off with cover. Struggled over the final 400m.",2013-03-13,2
1,7,NOBODY BUT YOU  (M202),T H So,B,"Bumped start, then pushed forward to settle 2Ls off the leader on the fence, stayed inside and closed off well to score.",2013-03-13,3
2,3,FLASHING GUY  (CL158),B Prebble,B/TT,"Sent forward to obtain the box seat, peeled wide turning in, ran on well to get 2nd.",2013-03-13,3
3,1,SURFER BOY  (CL306),Z Purton,B,"Hard ridden forward to take the rail and led, stayed on well until 50M, hung on for 3rd.",2013-03-13,3
4,6,D DAY SUPER  (M158),M Chadwick,B/TT,"Eased back, settled 4Ls behind the leader along the fence, peeled wide after straightening, dashed on strongly.",2013-03-13,3
5,2,COLUMBUS LINE  (N264),W C Marwing,CP,"Prominent without cover 2 wide, kept on one pace until 100M weakened.",2013-03-13,3
6,9,CHINA GOOD  (CL258),H W Lai,SR,"Bumped start, then raced in midfield about 3Ls behind the leader 2 wide, just held ground in straight.",2013-03-13,3
7,12,WINSOME  (M261),W M Lai,TT,"Settled worse than midfield, 4Ls behind the leader 2 wide, no progress.",2013-03-13,3
8,10,HIGHLAND DRAGON  (N265),R Fourie,CP,"Began awkwardly, then eased back from a wide gate, travelled 5.5Ls behind the leader on the rail, never ran on. (Lost left front plate)",2013-03-13,3
9,4,GOLDEN BAUHINIA  (CK123),T Clark,B,"Taken back to rear from the outside gate, settled 5Ls off the pace 2 wide, no dash.",2013-03-13,3
10,5,TRUE COURAGE  (M394),C Y Ho,SR/TT,"Pushed forward to sit 4th, 2Ls off the pace 3 wide no cover, failed to quicken up, dropped off 100M.",2013-03-13,3
11,11,JUST FOLLOW ME  (N198),M L Yeung,TT,"Settled worse than midfield, 5Ls behind the leader 3 wide, never a factor.",2013-03-13,3
12,8,POSITIVE ENERGY  (P011),K C Leung,SR1/TT1,"Mostly 3rd 4 wide without cover, hung out rounding the Home Turn, dropped quickly thereafter.",2013-03-13,3
1,3,MASTER RIO  (CK188),O Doleuze,--,"Good break, bustled early, slotted 1 off with cover midfield, driven 600m, taken wide home turn, swept to lead 100m, held on under pressure.",2013-03-13,4
2,10,NOVEL START  (M255),M L Yeung,--,"Fast break, pressed lead initially, settled rail 2nd, shaken up to lead 200m, headed 100m, rallied but held.",2013-03-13,4
3,8,HOW SPEEDY  (M384),R Fourie,B/TT,"Missed break, camped at tail, driven in rear 300m, closed well to grab 3rd late.",2013-03-13,4
4,4,SNITZEL KID  (CL379),C K Tong,B,"Smart start, trapped wide early, slotted 1 off with cover 4th, boxed on evenly under stretch drive.",2013-03-13,4
5,12,SOLAR BOY  (CL213),T H So,V,"Fast start to lead 3 deep no cover early, to 1 off on front end 800m, driven under pressure home turn, headed 200m, tapered to wire.",2013-03-13,4
6,5,RISING POWER  (N294),D Whyte,B1,"Tardy break, raced rail midfield, driven & switched out home turn, shifted & bumped 300m, stayed on soundly.",2013-03-13,4
7,7,NO TIES  (N271),T Angland,B/TT,"Taken back at start, camped 1 off near tail, driven wide into stretch, stayed on for late inroads.",2013-03-13,4
8,9,FRIENDS OF YAN OI  (M406),K C Leung,SR-/B1,"Moderate break, sat rail near rear, over-raced backstretch, shaken up off heels 250m, progress until checked & off heels final 100m.",2013-03-13,4
9,2,HIGH RETURN  (CK164),Y T Cheng,B/TT,"Good break, bustled on rail early, settled handy 5th on fence, hard-ridden & every chance 300m, weakened thereafter.",2013-03-13,4
10,6,FRESH AIR  (CL206),T Clark,--,"Tardy start, rousted early, settled 1 off behind midfield, hard-ridden turning in, crowded & unbalanced in weak stretch run.",2013-03-13,4
11,1,GLENEALY STAR  (CH284),Z Purton,B1,"Broke well, slotted 1 back 1 off, close up when wide home turn, faded tamely in run home.",2013-03-13,4
1,12,TOMODACHI  (M026),C Y Ho,H/PC/XB,"Sharp break, led on fence 1100m, extended into home turn, forged clear for untroubled win.",2013-03-13,5
2,11,HAPPY CHAMPION  (N027),H W Lai,TT,"Sharp break, settled midfield 1 off, niggled backstretch, switched out home turn, strong run to 2nd 75m, no match for winner.",2013-03-13,5
3,9,HINYUEN PALADIN  (CL199),K C Ng,--,"Speed to lead initially, shadowed leader 1 off no cover, 3rd & niggled 600m, driven to 2nd 200m, all out & lost place 75m, boxed on.",2013-03-13,5
4,2,SEASONS STAR  (P058),M Chadwick,TT,"Fair break, soon outpaced & raced 1 off behind midfield, flat-footed under drive turning in, ran on for late gains.",2013-03-13,5
5,4,GLORIOUS SUNDAY  (P250),T H So,--,"Decent break, raced rail fore of midfield, hard-ridden 400m, boxed on soundly to wire.",2013-03-13,5
6,8,LOADS OF JOY  (CL088),W C Marwing,TT,"Good break, caught 3 wide handy, driven wide into home stretch, ran on same speed.",2013-03-13,5
7,7,SPEEDYGONZALEZ  (N412),Z Purton,B/H/TT,"Missed break, raced rail last pair, driven 300m, impeded 150m, kept on for modest late gains.",2013-03-13,5
8,5,MAKE IT  (CL139),K C Leung,CP,"Good start, snagged back to midfield 3 wide, driven wide home turn, ran on evenly.",2013-03-13,5
9,1,SUPREME ESSENCE  (N401),O Doleuze,TT,"Dropped to last pair early, 1 off & over-raced 900m, last turning in, ran on for minor inroads.",2013-03-13,5
10,3,GRIFFINDOR  (P153),D Whyte,--,"Tardy start, raced rail near rear, driven 400m, one-paced in run home.",2013-03-13,5
11,10,CAPITAL K  (M224),Y T Cheng,V,"Lacked early speed, rousted behind midfield, gradual backstretch advance 4 deep to 2nd 600m, swamped & faded 200m.",2013-03-13,5
12,6,SKY FAR  (N408),M L Yeung,--,"Decent break, wide no cover near rear & keen early, hard-ridden wide into stretch, never a factor.",2013-03-13,5
1,3,FORGIVE AND FORGET  (N303),T Clark,H,"Midfield, 3.5Ls off the good pace 2 wide, progressed steadily 200M to score by a short head.",2013-03-13,6
2,9,ALWAYS SOMETHING  (CK288),D Whyte,B,"Eased at start to take rail behind the field, 6Ls off the good pace, progressed steadily 250M, just beaten by narrow margin in 2nd.",2013-03-13,6
3,2,MIGHTY K  (M315),Z Purton,H/B1/TT,"Hard ridden to hold the rail and shared the lead at good sectionals, hung on well until 50M overhauled, ran on for 3rd.",2013-03-13,6
4,10,MAGNANIMOUS  (CK111),M Chadwick,XB,"Settled in box seat, perfect trip, however just held ground in final stages.",2013-03-13,6
5,7,UWILLBEGLORIOUS  (N212),R Fourie,V/TT,"Behind midfield, 5Ls off the good pace 2 wide, held up 4-2, dashed well when clear.",2013-03-13,6
6,1,HELENE FUN STAR  (N105),G Mosse,TT,"Eased back, 6.5Ls off the good pace 2-3 wide, dashed well 200M.",2013-03-13,6
7,11,HEI HEI POSH  (M390),C Y Ho,TT,"Midfield, 4Ls off the good pace along the fence, just held ground in straight.",2013-03-13,6
8,6,SEA THE PEARLS  (M281),K C Ng,B-/TT,"Pushed forward, 2L off the good pace 2 wide, no turn of foot, weakened 250M.",2013-03-13,6
9,8,RACING REWARD  (N155),A Suborics,SR/TT,"Very slow away, at rear, 8Ls off the good pace on the fence, ran on ok.",2013-03-13,6
10,4,FLYING IN  (CK120),U Rispoli,B/TT,"Pushed early, 5.5Ls off the good pace, trapped 3 wide throughout, no turn of foot.",2013-03-13,6
11,5,FORTUNE WINNER  (CK315),C K Tong,B/TT,"Hard ridden early but trapped 3 wide, progressed forward to share lead 2 wide at good pace, out of fuel 300M.",2013-03-13,6
12,12,REAL DRAGON  (M144),K C Leung,TT,"Midfield, 3Ls off the good pace, trapped 3 wide throughout, soon emptied 300M.",2013-03-13,6
1,10,PERFECT CHEERS  (M341),Z Purton,B/TT,"Ridden forward to sit 2nd, 1-2Ls from leader. Was not asked for effort until final 200m when gradually overhauled leader close to the line.",2013-03-13,7
2,4,BUSINESS AS USUAL  (M057),W C Marwing,H,Hard ridden from outside draw to take clear lead before first turn. Increased tempo 600m and battled on gamely losing in last few strides.,2013-03-13,7
3,5,MR MEDICI  (CK218),U Rispoli,--,No early speed and held along rails with just two behind him. Switched to middle of track 350m and ran on strongly.,2013-03-13,7
4,3,HOT SHOT  (CL289),K C Ng,TT,"Ridden forward but did not persevere and held 3-back, one-off to straight. Kept on steadily in straight to be closest at finish.",2013-03-13,7
5,1,LITTLE DREAMS  (CL095),G Mosse,--,"Settled in midfield along rails. Was close on heels round first turn, recovered and kept on steadily until tight for room closing stages. Not ridden out.",2013-03-13,7
6,9,FLEET COMMAND  (CK077),A Suborics,B,"Used inside draw to grab ideal position 1-back, 1-off to straight. Looked chance 200m before swamped final stages.",2013-03-13,7
7,11,REGENCY KING  (N040),D Whyte,H/TT,"Fractious in gate, lost ground start, then got head up and difficult to settle first turn. Kept on steadily in straight.",2013-03-13,7
8,7,KING OF REASON  (M154),C Y Lui,P-/H2,Ridden forward to grab box seat behind leader. Kept on steadily in straight before being swamped final 200m.,2013-03-13,7
9,2,BEAUTY FLASH  (CK314),M Chadwick,TT,Restrained early before settling 3-back the rail. Kept on one-paced in straight without threatening.,2013-03-13,7
10,8,ELEGANCE KLAMMER  (M228),B Prebble,H-/TT,No early speed and drifted back before slotting in to rail. Taken to centre of track 350m but found nothing.,2013-03-13,7
11,12,DISTILL  (N270),M L Yeung,V1,Taken back across runners after start but got head up and didn't settle round first turn. Remained at rear and found nothing final 350m.,2013-03-13,7
12,6,HOLIDAY SUN  (CJ328),T Angland,CP,"Bumped at start and then taken back across runners, becoming last round first bend. Remained there for rest of trip.",2013-03-13,7
1,11,ONE OF A KIND  (M391),D Whyte,TT,"Broke smartly, led reluctantly first 400M, had a smooth run behind leader from 1200M, swept to the lead 200M, lengthened away under confident handling, won impressively.",2013-03-13,8
2,5,ENTHUSING  (N007),T Clark,SR,"Assumed a 2-wide position behind midfield, ran on strongly when taken out 300M, nearest finish but winner was always in control.",2013-03-13,8
3,7,SUPERNINSKY  (N266),O Doleuze,TT-,"Up with early pace then shuffled back to midfield along the inside, within striking distance turning in but couldn't match winner's acceleration, stayed on steadily to hold 3rd.",2013-03-13,8
4,4,AMAZINGLY  (N384),A Suborics,SR,"Began awkwardly, settled inside, fell back to a rearward position entering back straight, stayed on steadily up the fence over final 300M, narrowly missed 3rd.",2013-03-13,8
5,2,MEGA CHAMPION  (M149),M Chadwick,TT,"Forwardly placed, stalked the pace 2-wide, well placed to strike turning home, not pace to challenge winner but kept on steadily to the line.",2013-03-13,8
6,6,NOBLE DE BEST  (CJ160),U Rispoli,B/TT,"Back off the early pace, settled last 7Ls off the pace, driven nearing 400M, closed off well.",2013-03-13,8
7,10,GOOD LUCK WIN  (CK004),C Y Lui,B/XB,"Caught wide first turn, vigorously driven to lead near 1200M, led uncontested to straight, headed 200M out, no extra final 100M.",2013-03-13,8
8,3,SPIRIT SOARING  (N099),W M Lai,H/CP/TT,"Slow to muster speed, chased leaders from 1200M in a 3-wide spot without cover, not quickened inside 300M, no threat mid-straight. (Jockey questioned.)",2013-03-13,8
9,9,YUE LU TREASURE  (CJ184),Y T Cheng,B2,"Failed to muster speed, travelled 3-wide in midfield throughout, stayed on fairly when put to pressure final 250M. (Jockey voiced his concern of the horse's action.)",2013-03-13,8
10,1,EMPEROR CLAUDIUS  (M128),M L Yeung,P/XB,"Slow to begin, held up near last , proved difficult to settle and switched to 3-wide from 800M, hung in under pressure turning home, never a threat.",2013-03-13,8
11,8,STEP FASTER  (N295),Z Purton,B,"Close up early, restrained to midfield passing 1200M, found little when pressed 300M, eased when no chance inside 100M.",2013-03-13,8
12,12,LITTLE WIND  (N306),C K Tong,B-/TT-,"Held up near last, outpaced nearing 600M, soon beaten.",2013-03-13,8
Comments on Running is not available for this race.,Comments on Running is not available for this race.,Comments on Running is not available for this race.,Comments on Running is not available for this race.,Comments on Running is not available for this race.,Comments on Running is not available for this race.,2013-03-13,9
Comments on Running is not available for this race.,Comments on Running is not available for this race.,Comments on Running is not available for this race.,Comments on Running is not available for this race.,Comments on Running is not available for this race.,Comments on Running is not available for this race.,2013-03-13,10
Comments on Running is not available for this race.,Comments on Running is not available for this race.,Comments on Running is not available for this race.,Comments on Running is not available for this race.,Comments on Running is not available for this race.,Comments on Running is not available for this race.,2013-03-13,11
Comments on Running is not available for this race.,Comments on Running is not available for this race.,Comments on Running is not available for this race.,Comments on Running is not available for this race.,Comments on Running is not available for this race.,Comments on Running is not available for this race.,2013-03-13,12
Comments on Running is not available for this race.,Comments on Running is not available for this race.,Comments on Running is not available for this race.,Comments on Running is not available for this race.,Comments on Running is not available for this race.,Comments on Running is not available for this race.,2013-03-13,13
1,8,BACKSTREET FIGHTER  (N210),Z Purton,B/TT,"Settled behind midfield, switched out for a run upon straightening, ran on under pressure to gain upper hand final stages.",2013-03-17,1
2,6,DOUBLE MOON  (N137),T Clark,B-/BO1/TT,"Began from a wide gate, settled just worse than midfield, came wide for a run into straight, ran on to hit front momentarily over 100 metres out, just headed close to finish.",2013-03-17,1
3,12,MONEY WIN WINS  (N058),B Prebble,H,"Broke well, settled wide without cover in midfield, commenced run turning in improving to only 2 lengths off the lead 200 metres out, fought on steadily without threatening.",2013-03-17,1
4,10,DIAMOND AGATE  (N022),U Rispoli,B,"Broke fairly, settled in midfield, did not find much room early in straight, finished off race nicely.",2013-03-17,1
5,11,HAPPY KAISER  (N130),O Doleuze,--,"Began fairly, settled just better than midfield, did not find much room early in straight, kept on well.",2013-03-17,1
6,5,COSMO ONE  (M410),Y T Cheng,B/H/SR,"Jumped moderately, settled two wide just off the speed in third, hit the front briefly inside 300 metres, headed over 100 metres out.",2013-03-17,1
7,9,SMART FORTUNE  (M279),T H So,B,"Settled mainly one back in third on rails, ran home one-paced.",2013-03-17,1
8,14,IDYLLIC WIND  (N139),W M Lai,--,"Began from the widest gate settling in midfield early, made steady headway out wide around the bend improving to third some two lengths back early in straight, unable to sustain effort inside final 200 metres. (Tactic questioned)",2013-03-17,1
9,1,LUCKY CHEVALIER  (M113),D Whyte,SR/TT,"Soon obtained rails run in midfield, baulked for a run upon straightening, kept on steadily without quickening.",2013-03-17,1
10,7,OCEAN BRIGHT  (M270),M L Yeung,TT,"Held up 3-wide at the back, driven 450M but made no real progress down outside of straight.",2013-03-17,1
11,2,HURRY HURRY UP  (N218),C Y Lui,TT,"Soon took up running, led the field to 300 metres, dropped out under pressure. (Questioned for disappointing performance)",2013-03-17,1
12,4,TELECOM TOP STAR  (CL276),A Suborics,B,"Trailed the field early, took closer order on rails around the bend and turning in, faded inside final 300 metres. (Questioned for disappointing performance)",2013-03-17,1
13,13,RAINBOW SEEKER  (CK300),M Chadwick,B/TT,"Held up in the last pair, failed to pick up when asked, never a factor.",2013-03-17,1
14,3,BESPOKE MASTER  (CL227),K C Ng,--,"Never far off to straight, dropped away quickly. (Heart irregularity)",2013-03-17,1
1,10,HEARTLAND  (M332),D Whyte,B,Settled in fourth position on the fence with cover. Hit the front near the 200m and finished off well to draw a margin.,2013-03-17,2
2,3,BOBO DRAGON  (P147),K C Leung,--,"Fractious in the stalls, began awkwardly settling with the backmakers on the fence with cover. Ran on strongly.",2013-03-17,2
3,5,GLACIER BLUE  (P062),O Doleuze,SR-/XB1,"Traveled in 5th position, 2 deep with cover. Loomed up near the furlong but peaked on its run 50m from home.",2013-03-17,2
4,1,GOLDEN GUNNERS  (N330),T Angland,SR/TT,"Raced in 2nd last position, close to the rail with cover. Closed off well towards the inside to make the frame.",2013-03-17,2
5,6,MAJESTIC ANTHEM  (P238),G Mosse,TT1,"Camped behind midfield, 1 off with cover. Shifted out to find clear running in the straight, worked home soundly.",2013-03-17,2
6,9,NIGHTLIGN  (CJ145),M L Yeung,B/XB,Parked midfield the fence had cover. Stayed on at the same speed down the running.,2013-03-17,2
7,8,MR GNOCCHI  (P080),C Y Ho,B/TT,"Coursed 3-4 wide without cover, midfield. Made steady progress in the home straight without threatening.",2013-03-17,2
8,14,SPICY SHRIMP  (CL067),T H So,B,"Settled in 3rd position, 1 off with cover. Commenced to give ground near the last 100m.",2013-03-17,2
9,12,FIERY RAIDER  (M318),R Fourie,--,Taken back from the outside alley settling in last position on the rails with cover. Worked home steadily towards the inside in the run home.,2013-03-17,2
10,7,MIGHTY EQUUS  (P112),W C Marwing,B,"Never likely after racing 3 wide, with some cover on the circle behind midfield. Kept on one paced in the final stretch.",2013-03-17,2
11,4,CALL ME ACHIEVER  (N134),Y T Cheng,B,"Led along the fence early, then held the rails after the 900m, racing in 2nd position. Faded near the furlong.",2013-03-17,2
12,2,SUNSHINE KID  (M080),C K Tong,PC-/B2/TT,"Worked forward, didn't cross to the fence but took up leading duties 1 off, after the 900m. Was a spent force passing the 150m.",2013-03-17,2
13,11,BEAR SUPREME  (N094),A Suborics,SR-/B1/TT,"Settled midfield, 1 off with cover. Never fired in the home straight, giving ground over the final 100m.",2013-03-17,2
14,13,PRONOUNCED HONOUR  (N313),H W Lai,B,"Began awkwardly, lost ground and settled back in the field, 3 deep with cover. Struggled in the home straight.",2013-03-17,2
1,7,PEPPERMINT  (M192),O Doleuze,TT,"Eased to sit midfield about 6Ls behind the leader on the fence, stormed home to score by a neck.",2013-03-17,3
2,2,PERCY JACKSON  (N188),R Moore,CP1,"Raced midfield, settled 5.5Ls behind the leader, peeled wide and finished off well to get 2nd.",2013-03-17,3
3,9,HECO RIDER  (N061),C Williams,B,"Prominent, moved to park outside the leader 1200M, stayed on well to grab 3rd.",2013-03-17,3
4,8,DIVINE DIYA  (P030),T Angland,--,"Midfield, settled 4Ls behind the leader, dashed well until 100M flattened.",2013-03-17,3
5,11,THE FAST LANE  (N079),K C Leung,--,"Raced midfield, travelled 4Ls behind the leader on the fence, ran on ok inside 200M.",2013-03-17,3
6,6,WINNING INSTINCT  (N121),D Whyte,B,"Ridden forward to sit 4th 2 wide with cover, under pressure 450M, however unable to quicken up, kept on one pace to the line.",2013-03-17,3
7,4,INDIGO WAY  (M227),H W Lai,CP,"Eased to settle worse to midfield about 7Ls behind the leader 2 wide, switched to widest and made some ground in straight.",2013-03-17,3
8,1,CHANCELLOR  (M347),M Chadwick,B/TT,"Rolled forward to take the rail and led by half a length, emptied 200M.",2013-03-17,3
9,5,AGIAAL  (N177),U Rispoli,H,"Eased back as usual, travelled 7Ls off the pace, never ran on.",2013-03-17,3
10,3,SATIRICAL BOY  (N439),C Y Ho,B/TT,"Always at rear, settled 8Ls behind the leader, never a factor.",2013-03-17,3
11,10,ALL ROUND  (N222),W M Lai,--,"Began slowly, then gradually moved to obtain the box seat, weakened 250M.",2013-03-17,3
1,4,FULL VALUE  (M413),G Mosse,B,"Fast break, camped 1 off with cover 4th, shaken up in 3rd 450m, driven to lead 200m, just held on.",2013-03-17,4
2,2,VICTORY MASCOT  (CJ243),B Prebble,B/TT,"Sluggish & bumped start, raced near tail, progress 1200m to stalk 3 wide with cover behind midfield, closing wide stretch run, just failed.",2013-03-17,4
3,5,ACTIVISM  (N260),A Suborics,TT,"Impeded at break, mustered to race midfield on fence, switched out final turn, sound progress centre track to grab 3rd late.",2013-03-17,4
4,1,SUPER STRIKE  (CL393),T Angland,B,"Smart start, camped rail fore of midfield, tapped for toe & driven 450m, stayed on for late inroads, just missed frame.",2013-03-17,4
5,3,BURGUNDY MAC  (M205),C Y Ho,B,"Missed break, raced rail behind midfield, switched wide into stretch, strong closer centre track.",2013-03-17,4
6,14,BULLISH POWER  (M330),M Chadwick,TT,"Good start, raced close to lead on fence, niggled & shuffled back 1000m, hard-driven in stretch & stayed on soundly without threatening.",2013-03-17,4
7,9,HOLLYWOOD KISS  (M126),Y T Cheng,B-/TT-,"Sharp break, raced 3 wide no cover midfield, every chance when shaken up 400m, boxed on evenly.",2013-03-17,4
8,6,FOLLOW THE WIND  (M331),D Whyte,B/TT,"Sharp break wide, mustered to 1 off with cover handy, 1 off no cover 2nd 1400m, driven final turn, one-paced & swamped in run.",2013-03-17,4
9,10,PACKING DE LAGO  (N278),R Fourie,CP,"Smart break, nudged to lead 1st turn, set tempo 1 off no cover until to rail 1400m, extended into home turn, emptied & headed 200m.",2013-03-17,4
10,8,BOSAMBO  (N104),R Moore,B/TT-,"Taken back at break, raced last pair on rail, plugged on for minor inroads.",2013-03-17,4
11,7,KINGSTON SPARTACUS  (CL116),W M Lai,--,"Shifted out at break, bustled early to race 1 off with cover midfield, niggled 1000m, plugged on modestly for pressure.",2013-03-17,4
12,13,PUBLIC FIGURE  (CK322),M L Yeung,B,"Fair start, settled 3 wide last pair, hard driven 600m, outpaced 13L last turning in, stayed on for minor gains.",2013-03-17,4
13,11,KENSWORTH KID  (N075),T Clark,B,"Good start, settled 1 off fore of midfield, under pressure turning in, found little & faded in stretch.",2013-03-17,4
14,12,MOUNT VICTORY  (CL033),H W Lai,B/TT,"Bumped start, sat 1 off with cover behind midfield, driven under pressure 500m, found little, tame effort.",2013-03-17,4
