Placing,Horse No,Horse Name,Jockey,Gear,Comment,Date,RaceNumber
10,9,TOP POWER  (M272),W M Lai,CP-/B1,"Speed at break to race handy, trapped 3 wide no cover, hard-ridden final turn, plugged on one pace.",2013-01-01,5
11,8,SOLAR WONDER  (CL034),B Prebble,--,"Taken behind at break, raced 3 deep with cover behind midfield, shaken up wide off home turn, one-paced & weakened out.",2013-01-01,5
12,10,HAPPY WISDOM  (N034),N Callan,B/SR,"Awkward break, raced last trio 1 off with cover, hard-ridden at tail 500m, found little, passed beaten rivals in run home.",2013-01-01,5
13,13,FULL STAR  (CL031),M L Yeung,B/H,"Slow start, bustled early strides, sat last trio 3 deep with cover, driven wide home turn, never a factor.",2013-01-01,5
14,4,SICHUAN LEGEND  (M248),O Doleuze,B,"Squeezed at break, taken behind to rail from wide gate, settled last trio, niggled 850m, found nothing for pressure, tame effort.",2013-01-01,5
1,1,REWARDING HERO  (N376),B Prebble,H1/XB1,"Pushed to take rail and shared the lead at advantageous slow sectionals, hung out under pressure in straight, just won by a short head.",2013-01-01,6
2,13,HEARTLAND  (M332),Z Purton,B,"Eased to sit in midfield, 5Ls off the leaders 3 wide, harmed by the slow pace, dashed strongly 300M, just beaten by narrow margin in 2nd.",2013-01-01,6
3,9,T-BOLT  (P060),O Doleuze,SR1,"Hard ridden forward to share the lead 2 wide at advantageous slow sectionals, closed off strongly for 3rd.",2013-01-01,6
4,8,SIGHT LOVER  (P061),D Whyte,--,"Pushed forward, 2.5Ls off the slow tempo, trapped 3 wide, dashed well 300M.",2013-01-01,6
5,3,BERLINSKI  (P014),W C Marwing,--,"Eased at start to take rail at rear, 8Ls off the leaders, harmed by the slow tempo, dashed impressively 300M without the whip.",2013-01-01,6
6,10,TELECOM PRINCE  (P017),K C Ng,--,"Eased at start to cross at rear, 10Ls off the leaders 2 wide, demonstrated strongly finishing efforts 200M despite not suited by the slow pace.",2013-01-01,6
7,11,WIN IT  (P032),N Callan,--,"Pushed forward, 2Ls off the slow pace on the fence, flattened 250M.",2013-01-01,6
8,7,PRONOUNCED HONOUR  (N313),T Angland,B,"Eased back, 6.5Ls off the leaders 3 wide, harmed by the slow pace, ran on ok.",2013-01-01,6
9,2,HIGHEST ACCLAIM  (N345),C Y Ho,--,"Very slow away, 6Ls off the leaders on the rails, harmed by the slow tempo, dashed fairly.",2013-01-01,6
10,6,FOLLOW THE MONEY  (P022),R Fourie,B,"Midfield, 5Ls off the leaders 2 wide, harmed by the slow pace, no progress.",2013-01-01,6
11,4,BULLISH BOY  (P008),M Chadwick,TT,"Pressed forward to share the lead at slow sectionals, trapped 3 wide, hung out badly at turns, out of fuel 350M.",2013-01-01,6
12,14,ULTIMATE POWER  (N314),M L Yeung,TT,"Hard ridden forward, 2Ls off the slow pace 2 wide, weakened quickly 400M.",2013-01-01,6
13,5,DAY DAY HAPPY  (N435),H W Lai,TT,"Midfield along the fence, 3.5Ls off the leaders, not suited by the slow tempo, emptied 300M.",2013-01-01,6
14,12,YOU ARE THE ONE  (P015),A Suborics,H1,"Eased to sit in midfield, 3.5Ls off the leaders 2 wide, harmed by the slow pace, weakened 250M.",2013-01-01,6
1,7,WHY NOT  (N053),Z Purton,TT,"Crowded start and dropped behind midfield, taken 4-wide 700m, covered extra ground turn but ran on strongly to win close home.",2013-01-01,7
2,5,GLACIER BLUE  (P062),O Doleuze,SR,"Snagged back after start and raced between horses to turn, raced close to heels 500m, swung out 400m and ran on strongly.",2013-01-01,7
3,8,KEEP-A-PIN  (N283),D Whyte,P1,"Jumped well but kept three-wide back stretch and turn. Shaken up 500m, took lead 300m but unable hold off first two.",2013-01-01,7
4,10,THANKSGIVING  (M350),N Callan,B,Taken back from wide draw but made up ground before turn. Swung wide into straight and doing best work at the finish.,2013-01-01,7
5,11,AMBASSADORSHIP  (N217),W C Marwing,H-/B1,Taken forward but raced keenly on hind quarters of leader. Joint-leader 400m and kept on steadily before turning one-paced.,2013-01-01,7
6,3,SAMMY'S FALCON  (CK383),T Angland,B-/P1/TT,Taken back soon after start and was last into the turn. Taken very wide entering straight but only one-paced final 400m.,2013-01-01,7
7,2,COLUMBUS LINE  (N264),A Suborics,P1,Ridden up from inside draw before being restrained to sit 3-back the fence 800m. Improved turn but no run 400m-200m. One-paced.,2013-01-01,7
8,6,ROCKET PROUD  (CL392),T Clark,B/TT,"Ridden up from wide draw and caught three wide. Covered extra ground turn, 3rd into straight before running out of gas.",2013-01-01,7
9,9,ALL LUCKY  (P010),M Chadwick,B/TT,"No early speed and raced between horses to 800m. Lost position around turn, turning one-paced final 400m.",2013-01-01,7
10,4,TARREGA  (M322),T H So,--,Jumped best and led for a few strides before settling 3rd along rail behind leader. Was still there turning for home before tiring final 300m.,2013-01-01,7
11,14,CHARMGOLD  (CK002),H W Lai,B,Jumped OK and held spot 3-back and 1-off to the turn. Temporarily held up early in straight but found little when clear.,2013-01-01,7
12,13,CLASSIC FIGURE  (CL279),M L Yeung,H/P/TT,Began awkwardly but held rail inside eventual runner-up. Taken out turning for home but found little under pressure.,2013-01-01,7
13,12,SPECTACULAR AWARD  (CK364),K C Ng,B,Beaten for early speed but held on to rail position to turn when raced in restricted space and lost position. One-paced in straight.,2013-01-01,7
14,1,ALWAYS WELL  (M112),C Y Ho,--,Hard ridden from wide draw to take lead and cross to rail before turn. Joint leader into straight before tiring.,2013-01-01,7
1,7,AGIAAL  (N177),N Callan,H1,"Reserved in last 7-8Ls off the pace, worked his way forward down inside, came through to lead nearing 50M.",2013-01-01,8
2,11,BUDDY BUDDIES  (M021),O Doleuze,H,"Held up towards the rear along the fence, maneuvered out nearing 200M, ran on gamely but was always held by winner.",2013-01-01,8
3,6,UWILLBEGLORIOUS  (N212),Z Purton,B/TT,"Held up near last, taken widest to challenge passing 400M, closed off well, nearest finish.",2013-01-01,8
4,1,CHEER  (CL277),K C Ng,TT,"Lacked early pace, niggled along and improved to midfield before the turn, ran on steadily down the fence but not pace of first three final 100M.",2013-01-01,8
5,8,ALPHA GRAND  (N127),U Rispoli,B,"Tracked leader along the fence, loomed at the 300M, given every chance but his run peaked 150M.",2013-01-01,8
6,9,DASHING FORTUNE  (P046),T H So,B1/TT,"Led, took keen hold, kept on well until weakening inside 100M.",2013-01-01,8
7,3,XILAI XIANZI  (N088),M Chadwick,TT,"Settled in midfield along the 3-path, had every chance when switched wide into straight, stayed on without threat.",2013-01-01,8
8,12,SPIRIT SOARING  (N099),W M Lai,H/TT,"Never far off from the pace, responded only fairly under pressure, kept on same pace final 200M.",2013-01-01,8
9,5,POWER BLITZ  (N361),C K Tong,B,"Held up behind midfield, driven 450M but never gong the pace to challenge.",2013-01-01,8
10,10,OTTIMO  (CK238),A Suborics,--,"Placed ahead of midfield, gave limited response early straight, awkwardly placed 200M, eased over final 150M.",2013-01-01,8
11,4,HONEY KING PRAWN  (N422),T Clark,H,"Settled close up 2-wide but came up empty when placed under pressure, dropped away and eased inside 200M.",2013-01-01,8
12,2,LEELI'S STAR  (N219),G Mosse,H/SR,"Overraced under restraint, shifted to 4-wide turning for home, found nothing in straight and steadily tired mid-straight.",2013-01-01,8
1,1,FIONN'S TREASURE  (M386),K C Ng,--,Began only fairly but ridden up to sit on quarters of leader. Drifted slightly in straight but ran home strongly to win on line.,2013-01-01,9
2,10,RED COURAGE  (N110),D Whyte,--,Taken forward from inside draw to sit in box seat behind leader. No run early in straight but got split 300m and kept on strongly.,2013-01-01,9
3,14,BOMBER JET  (N225),T H So,H/XB,"Began with field and held spot 3-back, 1-off into final turn. Kept on steadily in straight to be closest at the finish.",2013-01-01,9
4,13,RIDE ON THE FIRE  (M137),C Y Ho,TT,Jumped to the front and set steady pace into straight. Was still ahead at 100m before being swamped close to line.,2013-01-01,9
5,3,HAPPY YEAH YEAH  (M085),M L Yeung,B,"Ridden forward to sit 4th, one-off the fence. Closed to within 1-length of leader before turning one-paced final 200m.",2013-01-01,9
6,11,FAY DEEP  (P071),C K Tong,--,No early speed and held behind midfield but wide into turn. Swung even wider 300m but kept on steadily to the line.,2013-01-01,9
7,6,FINN MACCOOL  (CK072),Z Purton,SR/TT,Restrained early to seek cover from wide draw. Improved position along rail turning for home . Kept on steadily in straight.,2013-01-01,9
8,9,PROLIFIC CHAMPION  (M226),B Prebble,TT,Jumped with field but kept 3-wide back stretch. Taken even wider around turn but kept on well to finish line.,2013-01-01,9
9,8,QUANTUM POWER  (M134),T Clark,B/H/XB,"Began OK but got head up and difficult to settle, dropping to last by 800m. Swung wide into straight and kept on steadily.",2013-01-01,9
10,2,SUNNY FAY  (M119),N Callan,H/XB/TT,Bounded in air at start but soon made up ground to sit midfield around turn. Closed in steadily before run ended 100m.,2013-01-01,9
11,12,KEEN TACTICS  (N143),W C Marwing,B,Taken back from wide draw to find rail. Improved around turn. Kept on steadily in straight but no room close home.,2013-01-01,9
12,5,BRIGHT STAR  (N387),T Angland,B,Reshod before start. No early speed and in last pair but wide into turn. Taken very wide in straight but only one-paced.,2013-01-01,9
13,7,LONGWAH INVINCIBLE  (P002),A Suborics,H1/TT1,Raced in midfield but wide to 850m when close to heels and lost position. In last pair entering straight then one-paced.,2013-01-01,9
14,4,COSTA DEL SOL  (M111),C Y Lui,TT,"Jumped well and taken forward but kept wide without cover. Covered extra ground turn, and tired quickly from 300m.",2013-01-01,9
1,10,HELENE SPIRIT  (M310),Z Purton,TT,"Took an ideal spot 3ls back on rails, all favours in run and used little to bend, joined in at 400m, had too much in hand final 200m and scored a shade cozily.",2013-01-01,10
2,3,REAL SPECIALIST  (M143),D Whyte,--,"Ended up in midfield on rails, 4-5ls back, improved wider at 400m, kept chasing but didn't have extra final 100m to get closer.",2013-01-01,10
3,9,FAY FAY  (CL284),U Rispoli,--,"No early pace, settled behind midfield, 6ls or so back on rails, saved ground turning but forced to switch in straight, closed off soundly to just miss 2nd.",2013-01-01,10
4,5,TIME AFTER TIME  (M259),G Mosse,XB/TT,"No early pace, settled at rear on rails, 8ls or more back, job to do turning and in traffic until 200m, motored home late when clear and unlucky not to be closer.",2013-01-01,10
5,1,PACKING OK  (CL372),N Callan,--,"Placed just behind midfield, racing 2 wide 6ls back, same margin back turning, came wider and worked home ok to be nearest at finish.",2013-01-01,10
6,2,ADMIRATION  (CL216),B Prebble,B,"Slotted into 1 out 1 back spot from a wide alley, every hope from there, joined in at 300m, peaked final furlong and unable to get closer.",2013-01-01,10
7,11,SUPREME WIN  (CK204),O Doleuze,CP2,"Took a spot in midfield, 4-5ls back in running line, even trip to bend, made a bid 4 and 5 wide turning, no extra last 200m.",2013-01-01,10
8,12,FAMILISTS  (M102),W M Lai,H,"Restrained from a wide gate, raced at rear nearly 10ls from front, saved ground turning, made some ground late without looking likely.",2013-01-01,10
9,4,CAPTAIN SWEET  (CL354),W C Marwing,CP,"Pressed on from a wider gate to sit outside leader, fair run throughout, took over briefly at 400m, no dash final 300m and dropped off.",2013-01-01,10
10,14,MIGHTY HIGH  (CL096),T H So,H,"No early pace back with last few 7ls or so away in running line, still well back turning, made no serious progress.",2013-01-01,10
11,6,LEADING CITY  (CK298),T Clark,TT,"Landed a nice spot on leaders back, had a fair run to bend, didn't pick up turning in and weakened final 300m.",2013-01-01,10
11,13,FLYING COLOURS  (CJ111),M L Yeung,B-/XB,"Restrained from outside alley, posted 3 wide at rear, had cover but struggling to improve turning, passed only beaten horses.",2013-01-01,10
13,8,FLYING BLUE  (CL389),R Fourie,B/H,"Unable to slot in and stuck racing 3 wide without cover 2ls back, forced to do it the hard way to bend, knocked up in straight.",2013-01-01,10
14,7,AASHIQ  (CK175),T Angland,CP,"Showed customary speed to take up running, set speed to suit, tackled on turning and gave in cheaply without usual fight.",2013-01-01,10
1,12,GOLD-FUN  (P045),D Whyte,CP,"Crossed easily to sit behind leader, enjoyed a nice trail to bend, produced a strong bid from 300m to gain lead and keep going to score with some in hand despite margin.",2013-01-01,11
2,13,ENDOWING  (N371),M L Yeung,B,"Came across to race outside leader, even trip to bend, drew away with eventual winner and in mix a long way before winner gained ascendency late, well clear of 3rd.",2013-01-01,11
3,10,LUCKY FOREVER  (M058),T H So,B,"Landed an ideal position 3ls back on rails, soft run to turn couldn't dash with principals from 300m but stayed on soundly late.",2013-01-01,11
4,1,FAT CHOY OOHLALA  (CL250),G Mosse,B/TT,"Raced 3 wide in midfield, had cover 5-6ls back, improved wider approaching bend, kept on steadily to make frame.",2013-01-01,11
5,6,FREE JUDGEMENT  (M163),U Rispoli,--,"Got well back from a wide gate, 10ls or so from top end racing 2 wide, came widest on bend, closed off well to be nearest on line.",2013-01-01,11
6,14,GENKI TWINS  (N223),W M Lai,XB/TT,"Raced in midfield on rails, 5ls or so back, soft run to turn, just held ground in straight.",2013-01-01,11
7,11,SHINY DAY  (M131),K C Ng,--,"Assumed usual role in front, set even tempo to turn, collared soon after turning in, faded final 200m.",2013-01-01,11
8,3,VICTORY MASTER  (M148),W C Marwing,B/XB,"Unable to slot in from widest alley, racing 3 wide without cover 3 back, used too much to bend, unable to threaten in straight.",2013-01-01,11
9,7,ASHKIYR  (P151),N Callan,CP1,"Settled behind midfield, 6ls or so back in running line, not asked in mid-section, just plugged away at same speed in straight.",2013-01-01,11
10,2,BUBBLE CHIC  (N369),B Prebble,--,"No early speed, raced 3 wide behind midfield, 7ls or so back, made a wide run rounding bend, battled final 300m, making no real ground.",2013-01-01,11
11,9,BEST SHOW  (N438),T Angland,--,"Bumped soon after start, raced in rear division 6-7ls back on rails, same margin down turning, didn't offer a close.",2013-01-01,11
12,4,EXQUISITE CHAMPION  (P123),M Chadwick,TT1,"No early speed, settled at rear, 12ls or so back on rails, plenty to do turning but no extra effort in straight and was well beaten.",2013-01-01,11
13,5,CHATER DREAM  (P117),Z Purton,--,"Landed prime position 1 out 1 back, enjoyed easy time to bend, offered little at business end and folded cheaply.",2013-01-01,11
14,8,BANKSTERS BONUS  (N113),T Queally,SR,"Took up a position in midfield,4ls back in running line, fair trip to bend, no dash in straight and beaten a fair way.",2013-01-01,11
Comments on Running is not available for this race.,Comments on Running is not available for this race.,Comments on Running is not available for this race.,Comments on Running is not available for this race.,Comments on Running is not available for this race.,Comments on Running is not available for this race.,2013-01-01,12
Comments on Running is not available for this race.,Comments on Running is not available for this race.,Comments on Running is not available for this race.,Comments on Running is not available for this race.,Comments on Running is not available for this race.,Comments on Running is not available for this race.,2013-01-01,13
1,13,BOLD TACK  (CL397),C K Tong,B/TT,"Well there, hit the front passing 300 M, won readily.",2013-01-06,1
2,1,CITY OF LIGHTS  (N161),C Y Ho,TT,"Broke well, always thereabouts, came under pressure over 300 M out, kept on same pace without quickening.",2013-01-06,1
3,3,INVICTUS  (N282),N Callan,XB,"Began fairly, settled in rear of midfield, fought on steadily under pressure to reach 3rd late.",2013-01-06,1
4,4,BRILLIANT LIGHT  (M388),T Queally,H/XB/B1,"Soon dropped to rear, fought on steadily without threatening.",2013-01-06,1
5,8,DIAMOND AGATE  (N022),U Rispoli,B1,"Began fairly, settled in forward of midfield on stands rails, came under pressure passing 400 M, kept on same pace without quickening.",2013-01-06,1
6,7,WHITE HART KING  (M160),T Clark,B,"Began fairly, settled in forward of midfield, kept on well to the line.",2013-01-06,1
7,5,DIAMOND ANGEL  (M212),G Mosse,B/H1/TT,"Settled in rear, ran on past well-beaten runners inside final 200 M.",2013-01-06,1
8,12,PASSIONATE  (CL356),C Y Lui,V,"Slightly slow out, settled in forward of midfield, came under pressure passing 300 M, folded up quickly inside final 50 M. (Bled.)",2013-01-06,1
9,10,CREATIVE UNION  (M338),Y T Cheng,--,"Jumped fairly, led to 400 M, weakened under pressure.",2013-01-06,1
10,14,FAIRY DRAGON  (CL018),M L Yeung,B/TT,"Began fairly, settled just worse than midfield, found no extra inside final 300 M.",2013-01-06,1
11,2,K-MOOCHI  (N035),K C Ng,SR-/V-/H1/TT,"Began awkwardly losing ground, soon dropped to last few, dropped out from 200 M.",2013-01-06,1
12,6,FASCINATING SMILE  (CK335),B Prebble,B,"Badly bumped at start, settled just worse than midfield, weakened out of contention inside final 300 M.",2013-01-06,1
13,11,DAILY DOUBLE  (CK043),H W Lai,B,Never seen with a chance.,2013-01-06,1
14,9,FASTALOT  (CL376),O Doleuze,B-/H/CP1/TT,"Settled in rear of midfield early, dropped out of contention halfway out. (Bled).",2013-01-06,1
1,3,BRAVENESS  (P148),T Clark,--,"Showed speed early and dueled for front running duties during the early & middle stages. Surged clear near the 300m, and won easily.",2013-01-06,2
2,1,REGENCY CHAMPION  (N078),M Chadwick,TT,"Raced on the speed closer to the far side, no cover. Ranged up at the 400m, kept on well.",2013-01-06,2
3,11,GAIN MORE  (M395),T Angland,B,Camped midfield 3 off the stands rail. Worked right to the winning post.,2013-01-06,2
4,2,HANNIBAL BARCA  (M367),K C Leung,--,"Began well, led early along the stands rail. Was allowed settle midfield in the first 200m and enjoyed a nice run in transit. Shifted in after the 300m to improve and finished off satisfactorily.",2013-01-06,2
5,13,DIAMOND KNIGHT  (CK311),U Rispoli,B-/CP2,"Jumped awkwardly & proved difficult to settle racing about 5 off the grandstand rail, behind the speed. Was overhauled late.",2013-01-06,2
6,8,FRIENDS OF YAN OI  (M406),W C Marwing,H-/SR2/TT-,"Settled towards the middle of the course, no cover, midfield. Worked home fairly.",2013-01-06,2
7,12,TREASURE MAN  (N347),H W Lai,B/TT,"Raced about 5-6 from the grandstand side, midfield. Kept on at the same pace in the run to the post.",2013-01-06,2
8,4,HEY CHEERS  (P115),G Mosse,SR1/TT1,"Traveled handy to the speed, no cover the far side. Commenced to tire passing the 250m.",2013-01-06,2
9,5,JACK'S GEM  (N331),B Prebble,--,Settled with the backmakers along the stands fence with cover. Whacked away at the same speed over the final furlong.,2013-01-06,2
10,9,MEGA  (N243),T Queally,XB/H2/TT-,"Began very awkwardly then was checked soon after, travelling last the stands side, had cover. Passed a few tiring horses in the run to the wire.",2013-01-06,2
