Placing,Horse No,Horse Name,Jockey,Gear,Comment,Date,RaceNumber
4,6,IVY LEAGUE  (H116),K De Melo,SR/XB/TT,"Hampered on jumping then taken back to near the rear, 5Ls to make up 400M, stayed on moderately to claim a distant 4th.",2024-05-01,8
5,11,CHARITY BINGO  (H254),Y L Chung,--,"Unable to slot in, raced wide no cover in midfield, struggled to make an impression over final 300M, held ground to the line.",2024-05-01,8
6,7,GLORIOUS JOURNEY  (J137),M Chadwick,TT,"Chased leaders before falling back to a position ahead of midfield, worked home only fairly final 300M. No threat to leaders.",2024-05-01,8
7,2,WINNING DRAGON  (E461),B Avdulla,B/H/TT,"Caught wide early before crossing to race outside leader, couldn't go on passing 300M, faded towards the finish.",2024-05-01,8
8,5,FALLON  (H219),H Bentley,B/TT,"Began awkwardly, settled down midfield 5Ls off the pace, gave limited response on straightening and couldn't get into the finish.",2024-05-01,8
9,9,RED MAJESTY  (E028),K Teetan,B/TT,"Slow to begin, settled behind midfield further back than intended, hard driven 450M but made no impression in the run home.",2024-05-01,8
10,12,ONLY U  (J037),B Thompson,CP/TT,"Jumped fairly, adopted a midfield position 5Ls on settling, struggled to keep up from 500M, already beaten when eased down in the home straight. (Unacceptable Performance.)",2024-05-01,8
11,4,SIMPLY MAVERICK  (H346),Z Purton,--,"Obtained an on-pace position, under the pump 500M, fell away sharply early straight and eased over final 200M. (Jockey : didn't handle the 'Good to Yielding' track conditions)",2024-05-01,8
12,8,SUMMIT IMPACT  (J125),A Atzeni,CP,"From wide draw dropped back to race in last, came under serious pressure home turn, finished tailed out. (Unacceptable Performance.)",2024-05-01,8
1,1,COLOURFUL EMPEROR  (H167),Y L Chung,TT,"Began smartly, sent forward to race in 2nd, 2 wide, 3/4L back on turn, hit the front 200M, kept on very well to the line, easily scored.",2024-05-01,9
2,3,SOLAR PARTNER  (E364),H Bentley,TT,"Began well, positioned 1 to 2 lengths behind the leader on rail, easy run to turn, finished off well to take 2nd without threatening the winner.",2024-05-01,9
3,6,CALIFORNIA TOUCH  (J051),M Chadwick,TT,"Away well, sent forward to take the lead, led by 3/4L on turn, peaked and headed 200M, ran on evenly to the line, lost second close home.",2024-05-01,9
4,2,KAHOLO ANGEL  (H216),E C W Wong,TT,"Moderately away from gate 11, raced at rear on the outside, 8 lengths back on turn, commenced move 350M, very wide into straight, made good progress in the run home to be nearest on line. (See Racing Incidents.)",2024-05-01,9
5,5,ACT OF FAITH  (H082),A Hamelin,B,"Commenced well, raced in midfield on the outside, 5 lengths back on turn, finished off evenly.",2024-05-01,9
6,7,HAPPY TRIO  (G244),L Hewitson,B,"Jumped with them, raced 2 wide in midfield early, found rail near 600M, saved ground on turn, kept on same pace in straight. (See Racing Incidents.)",2024-05-01,9
7,11,MY FLYING ANGEL  (J174),A Badel,CP-/V1,"Bumped start, raced 2 wide better than midfield, there to turn, peaked early in straight, weakened gradually final furlong.",2024-05-01,9
8,4,ARMOUR EAGLE  (G093),Z Purton,B/XB/TT,"Average to begin, raced 2 wide behind midfield, there to turn, showed limited response early in straight, weakened gradually thereafter. (See Racing Incidents.)",2024-05-01,9
9,8,LIGHTNING BOLT  (G130),K Teetan,TT,"Jumped only fairly, raced towards rear, 7 lengths back on turn, failed to close off in straight.",2024-05-01,9
10,9,FORTUNE WHISKEY  (J153),B Thompson,H/P/TT-,"Began only fairly, raced behind midfield on the inside, peaked on turn, weakened early in straight, eased final 150M.",2024-05-01,9
11,10,FLOOF  (H432),A Atzeni,--,"Bumped start and unbalanced, raced towards rear on the outside, 6 to 7 lengths back on turn, peaked early in straight, weakened thereafter.",2024-05-01,9
Comments on Running is not available for this race.,Comments on Running is not available for this race.,Comments on Running is not available for this race.,Comments on Running is not available for this race.,Comments on Running is not available for this race.,Comments on Running is not available for this race.,2024-05-01,10
Comments on Running is not available for this race.,Comments on Running is not available for this race.,Comments on Running is not available for this race.,Comments on Running is not available for this race.,Comments on Running is not available for this race.,Comments on Running is not available for this race.,2024-05-01,11
Comments on Running is not available for this race.,Comments on Running is not available for this race.,Comments on Running is not available for this race.,Comments on Running is not available for this race.,Comments on Running is not available for this race.,Comments on Running is not available for this race.,2024-05-01,12
Comments on Running is not available for this race.,Comments on Running is not available for this race.,Comments on Running is not available for this race.,Comments on Running is not available for this race.,Comments on Running is not available for this race.,Comments on Running is not available for this race.,2024-05-01,13
1,8,LA FORZA  (J285),Z Purton,CP1/TT,"Fast into stride, positioned 1-1/2L behind the leader, 3 away from the stands' rail, hard ridden after passing 300M, showed very good response, hit the front 75M, kept on well to the line and scored.",2024-05-05,1
2,9,RUN YES RUN  (J264),M Chadwick,CP,"Bumped shortly after start, sent forward to race prominently on the stands' rail, shared lead in the middle stages, hard ridden approaching 300M, kept on well but unable to hold off the winner final 75M.",2024-05-05,1
3,5,SANTORINI  (J076),K Teetan,--,"Shifted right at start, positioned 2 lengths behind the leader, nearer to the middle track, hard ridden after passing 300M, finished off well to take a place without threatening the first two.",2024-05-05,1
4,4,MEANINGFUL DRAGON  (H453),C Y Ho,--,"Made contact at start, positioned 2Ls behind the leader on the middle track in the early stages, unable to maintain position midway, 3 to 4Ls back at 400M, closed off well to make frame without threatening. (Lost right hind plate.)",2024-05-05,1
5,2,CALIFORNIA MOXIE  (J131),B Avdulla,CP1/TT,"Bumped shortly after start, positioned a length behind the leader on the stands' rail, hard ridden from 350M, kept on evenly until 75M, weakened gradually thereafter. (Lost left front plate.)",2024-05-05,1
6,1,CALIFORNIA BANNER  (J132),L Ferraris,CP1/TT,"Moderately away, positioned 2 lengths behind the leader on the stands' side, made no progress final 400M.",2024-05-05,1
7,7,CONCORDE STAR  (J344),L Hewitson,--,"Moderately away from gate 1, sent forward to take the lead, shared lead with rival in the middle stages, peaked on run 300M, weakened final 250M.",2024-05-05,1
8,6,SKYEY BLUE  (J212),M F Poon,B/H,"Away well, positioned 2 lengths behind the leader, 2 away from the stands' rail, failed to make any progress final 400M.",2024-05-05,1
9,10,SUPREME WINNER  (J255),B Thompson,--,"Bumped start, raced at rear, 4 lengths or so back in the middle stages, hard ridden 400M but only showed limited response, weakened final furlong.",2024-05-05,1
10,3,LORD OF THE ROSE  (J297),M L Yeung,--,"Bumped start, raced at rear, 4 lengths or so back, hard ridden 350M, showed no response, weakened 200M, eased final 100M.",2024-05-05,1
1,8,GOLDEN FAIRY  (E448),A Badel,--,"Jumped well ridden to front, in early three horse speed battle before clear lead 1400m. Steadied pace middle stages of race. Kicked clear early in straight, easy win.",2024-05-05,2
2,6,JOYFUL CHAMPION  (G072),K Teetan,B/TT,"Held rails and settled leader's back, asked for effort at 300m mark, no match for winner but safely held second position.",2024-05-05,2
3,10,GREEN LASER  (E409),M L Yeung,PC/TT,"Settled midfield in clear running, soon three wide with cover as pace slowed, made good ground to 200m to be third and stayed on final stages.",2024-05-05,2
4,7,ARTHUR'S KINGDOM  (E194),M F Poon,H-/XB2/TT,"Caught wide on first turn and pushed on to be in battle for lead, before settling one out, one back. Clear run from top of straight, tended to lay in slightly, stayed on.",2024-05-05,2
5,4,LEATHER MASTER  (H034),B Thompson,B,"Crossed to rail at tail of field, stayed near fence in straight taking inside runs, finishing on fairly, closest at finish.",2024-05-05,2
6,9,DIAMOND WINNER  (H285),A Hamelin,--,"Settled in rear group, one off fence. Three wide from 800m and moved up widest on home turn. Last at 400m, ran on fairly, peaked on run 100m out.",2024-05-05,2
7,3,SUPERB DADDY  (D235),L Hewitson,TT,"Eased at start to cross to rail, settling second last. Stayed near rail, one paced in straight. Slight bump from outside at 200m but made no impression.",2024-05-05,2
8,1,COLOURFUL BARON  (G301),Z Purton,TT,"Five wide first turn, ridden to contest lead before settling outside leader at 1400m. Ridden along from 400m, soon under pressure and faded last 200m.",2024-05-05,2
9,2,SUNNY SHINES  (H484),Y L Chung,--,"Jumped well, behind lead group early. Shuffled back worse than midfield when pace slowed. Held up for run 350m-200m but one paced when clear.",2024-05-05,2
10,5,FASTPASS  (H040),M Chadwick,SR-/XB-/B,"Jumped on terms, three wide first turn, ridden along to stay in touch with leaders three wide throughout, in touch on turn but beaten at 300m mark.",2024-05-05,2
1,7,REGENT GLORY  (E323),K Teetan,B,"Sat handy, traveled smoothly, crowded and no clear run until 200M, made good progress thereafter, closed off strongly.",2024-05-05,3
2,12,HAPPY TANGO  (D075),H T Mo,B,"Ridden along to lead, traveled nicely, kept on well but not a threat to the winner.",2024-05-05,3
3,4,EVERYONE'S VICTORY  (E177),L Hewitson,H/CP1/TT,"Settled in front of midfield, commenced to improve rounding the Turn, responded well when asked.",2024-05-05,3
4,10,JOYFUL LIFE  (H426),K C Leung,B/TT,"Shared the lead, traveled okay, slightly weakened passing 150M, ran on evenly.",2024-05-05,3
5,5,IMPERIAL MAGEE  (E460),A Atzeni,SR/XB/TT,"Settled midfield on the rail, traveled fairly, minor progress made in the Straight.",2024-05-05,3
6,9,STRIVE FOR GLORY  (D186),B Thompson,P/TT,"Sat rear, showed some response when asked entering the Straight, closed off okay.",2024-05-05,3
7,1,MUST GO  (J133),B Avdulla,E/PC/TT,"Sat towards rear, commenced to improve rounding the Turn, finished off fairly (See Incident Report).",2024-05-05,3
8,6,HINOKAMI KAGURA  (H384),H Bentley,PC/TT,"Sat midfield, not much response when asked, ran on only fairly (Disappointing Performance, Must BT, See Incident Report).",2024-05-05,3
9,2,STREET CONQUEROR  (H341),H Bowman,B/TT,"Settled towards rear, weakened passing 300M, never a threat.",2024-05-05,3
10,11,SPANGLE FORTUNE  (G427),Y L Chung,B/TT,"Settled worse than midfield 2 wide, weakened notably near 200M, never a factor.",2024-05-05,3
11,8,SPEEDY SMARTIE  (H108),L Ferraris,TT,"Sat towards rear, was eased down entering the Straight, no impression (Unacceptable Performance, Must BT, See Incident Report).",2024-05-05,3
12,3,CIRCUIT ELEVEN  (G468),Z Purton,H/TT,"Sat midfield, raced wide throughout, weakened and faded entering the Straight, no contention (Blood in trachea, Unacceptable Performance, Must BT).",2024-05-05,3
1,4,HOLY LAKE  (H260),C Y Ho,B/XB,"Jumped well, quickly in perfect position, one out, one back. Angled out top of straight, took lead passing 200m, safely held winning margin last 150m.",2024-05-05,4
2,7,ORIENTAL SMOKE  (E467),B Thompson,B/TT-,"Ridden forward from gates to settle clear second. Challenged leader top of straight, took lead 200m out but soon headed by winner. Fought on well.",2024-05-05,4
3,2,ILLUMINOUS  (J170),K Teetan,V,"No early speed, at tail early then last at 600m one off fence and crowded for room. Came wide to make run, still last at 300m, closed strongly final stages for third.",2024-05-05,4
4,3,STAR MAC  (J053),H Bowman,CP,"Even jump from rails draw, came off fence at 1400m and then three wide with cover. Came widest top of straight, made ground peaked on run final 100m.",2024-05-05,4
5,5,EIGHTEEN CARAT  (J104),A Badel,B,"Slow to move but ridden forward on rail to find lead. Increased tempo before turn, challenged passing 400m, headed at 200m, stayed on for fifth.",2024-05-05,4
6,1,PACKING HURRICANE  (H137),E C W Wong,B/TT,"Travelled keenly, third the fence. Held up slightly approaching 300m waiting for clear run, one paced when clear final 250m.",2024-05-05,4
7,9,BILLIONAIRE SECRET  (G303),Y L Chung,H/PC/XB,"Went back from wide gate, last on rails half way point. Held up for run early part of straight, taken back to inside passing 200m and ran on fairly when in clear ground.",2024-05-05,4
8,8,AFFORDABLE  (J242),L Hewitson,CP/TT,"Settled midfield on rails, didn't have a lot of room early part of straight but failed to run on when in clear ground.",2024-05-05,4
9,10,KIMBERLEY  (H329),M F Poon,B/TT,"Hard ridden early to find forward position, before trapped three wide midfield most of trip. Pushed along before turn, had to ease passing 300m, one pace to finish.",2024-05-05,4
10,6,SUNSTRIDER  (J168),Z Purton,CP,"Settle back half of field, one off fence. Travelled well, blocked for run approaching 300m, eased and then offered no more.",2024-05-05,4
1,5,BOTTOMUPTOGETHER  (J316),Z Purton,SR1,"Bumped start, slightly inconvenienced near 950M, raced in midfield on the middle track, moved a bit closer midway, hit the front 250M, kept on very well to the line, won comfortably.",2024-05-05,5
2,2,MULTISUPER  (G416),L Hewitson,B/TT,"Crowded shortly after start, positioned 2 lengths behind the leader on the stands' side, commenced move after passing 300M, finished off well to take 2nd, no threat to the winner.",2024-05-05,5
3,13,TALENTS SUPREMO  (H133),K Teetan,CP1/TT,"Crowded start, raced at rear, 6 lengths back at 400M, finished off strongly to take a place without threatening the first two.",2024-05-05,5
4,7,WINNING MONEY  (J116),A Atzeni,H1/TT,"Crowded shortly after start, raced behind midfield, 2 away from the stands' rail, hard ridden approaching 300M, kept on well to the line to make frame without threatening.",2024-05-05,5
5,12,RUBY SAILING  (H347),B Avdulla,TT,"Jumped with them, raced better than midfield, 2 away from the stands' rail, 3 lengths back at 400M, finished off evenly.",2024-05-05,5
6,6,TAIHANG SCENERY  (J314),H Bowman,TT1,"Shifted in at start and bumped, raced behind midfield on the stands' side, made some progress after passing 300M, no extra final 100M.",2024-05-05,5
7,14,SUPER AXIOM  (E105),Y L Chung,H/P/TT,"Began smartly, sent forward to take the lead, led by 1/2L at 400M, peaked and headed 250M, weakened inside final furlong.",2024-05-05,5
8,8,FLYING DRAGON  (E360),H Bentley,V-/XB,"Jumped well from gate 14, raced towards rear, 6 lengths back at 400M, passed some tired runners final 300M.",2024-05-05,5
9,9,YODA'S CHOICE  (J146),C Y Ho,PC/TT,"Moderately away, raced in midfield on the middle track, hard ridden from 400M, kept on evenly until approaching 200M, weakened gradually thereafter.",2024-05-05,5
10,1,CHEVAL VALIANT  (E336),E C W Wong,B/TT,"Bumped start and unbalanced, sent forward to race prominently on the stands' rail, hard ridden 350M but only showed limited response, weakened quickly final furlong.",2024-05-05,5
11,11,GUSTY FIGHTER  (J029),A Hamelin,P/TT,"Bumped shortly after start, raced slightly better than midfield on the stands' side, peaked in the middle stages, weakened final furlong.",2024-05-05,5
12,3,SOLAR UP  (J134),M Chadwick,B/TT,"Began fairly from gate 1, raced behind midfield, nearer to the middle track, ridden 300M but showed no response, weakened final 200M. (See Racing Incidents.)",2024-05-05,5
13,10,GLORIOUS EXPERT  (J028),L Ferraris,CP1,"Shifted right at start, positioned 1 to 2 lengths behind the leader, 3 away from the stands' rail, unable to maintain position in the middle stages, weakened final 300M.",2024-05-05,5
14,4,WONDERFUL UNICORN  (G362),K De Melo,TT,"Moderately away, raced at rear throughout, never a factor. (Bled.)",2024-05-05,5
1,2,AESTHETICISM  (H289),Z Purton,B,"Settled towards the rear 2 wide, improved between horses from the 800M, tracked through nicely before switching out in the Straight, closed off nicely, just got there on the line.",2024-05-05,6
2,7,MISTER DAPPER  (H376),M Chadwick,H-/SR-/XB/CP1,"Ridden along early to sit outside the lead, kept on nicely, just got caught final stride. (See Incident Report)",2024-05-05,6
3,9,JOY OF SPRING  (H383),C Y Ho,TT,"Settled towards the rear 3 wide with cover, stayed on well for 3rd.",2024-05-05,6
4,6,HOLY POWER  (H039),A Badel,B/TT,"Not the quickest out, ridden along to assume the lead, kept on okay final weakened final 75M. (See Incident Report)",2024-05-05,6
5,4,FLYING MOJITO  (G412),A Atzeni,XB-/V/TT-,"Settled midfield 2 wide between horses, took some time to respond before staying on nicely final 150M.",2024-05-05,6
6,3,BIG RED  (H299),L Hewitson,--,"Jumped nicely and sat box seated, held up for the majority of the Straight, never seriously tested.",2024-05-05,6
7,10,GOOD GOOD  (J224),B Avdulla,B,"Raced in front of midfield 2 wide, only one pace to the line. (See Incident Report)",2024-05-05,6
8,13,CHILLI BABA  (G339),A Hamelin,V,"Caught 3 wide no cover on pace, kept on only fairly.",2024-05-05,6
9,12,MISSION VOICE  (H444),L Ferraris,--,"Settled midfield on the rail, had trouble finding clear running in the Straight, ran on very late.",2024-05-05,6
10,5,STRONGEST BOY  (H027),K Teetan,B/TT,"Settled towards the rear on the rail, made little impression. (See Incident Report)",2024-05-05,6
11,14,LOOKING COOL  (G151),M F Poon,SR/V,"Sat worse than midfield on the rail, limited response in the Straight.",2024-05-05,6
12,11,TIGER AND GOLD  (J064),B Thompson,B,"Sat last, never in contention.",2024-05-05,6
13,1,LAUGH TALE  (G406),H Bowman,XB/TT,"Settled midfield 3 wide, weakened and faded final 250M. (See Incident Report) (Performance disappointing, must trial)",2024-05-05,6
14,8,SPONGE BABE  (H350),H T Mo,H1,"Sat worse than midfield 3 wide, never a factor. (Bled, must trial)",2024-05-05,6
1,3,BEAUTY GLORY  (E459),B Avdulla,CP/TT,"Began well from a poor draw travelling wide without cover in prominent position, came to join race leader 1000 metres out and hit the front narrowly on straightening, hung on well to the line.",2024-05-05,7
2,8,STORMING DRAGON  (J237),Z Purton,TT,"Began moderately and soon improved to close-up position, gradually shifted backward to joint 5th some 3L back on rail over 1000 metres out, angled out for a run into straight, ran on steadily under pressure.",2024-05-05,7
3,4,ARIEL  (G223),E C W Wong,CP/TT,"Ridden positively 3-wide, obtained rails run in front over 1000 metres out, led until narrowly headed by eventual winner entering straight, kept on well for 3rd.",2024-05-05,7
4,12,TOP PEAK  (H441),H Bentley,TT,"Travelled keenly just off the pace 2-wide in 3rd or 4th, awkward behind runner 850 metres out, remained within 2L of pace into straight, gradually faded under pressure.",2024-05-05,7
5,1,DARING PURSUIT  (G424),C Y Ho,TT,"Settled towards rear from a poor draw, went widest into straight, ran on steadily under pressure near the centre of the track.",2024-05-05,7
6,7,CALL ME SUPREME  (J202),H Bowman,B/TT,"Began well from the widest draw settling 3-wide better than midfield in joint 5th, lost position when wider into straight, recovered some late ground closing stages.",2024-05-05,7
7,10,SMILING COLLECTOR  (G128),K Teetan,XB,"Began well but soon taken well back, went wide into straight, made up good ground under pressure inside final 200 metres.",2024-05-05,7
8,5,SUPER LEGENDS  (H364),Y L Chung,B/TT,"Began well before taken back to last few on rail, saved ground turning in for home sneaking up to 8th, sustained progress early in straight but could find no extra closing stages.",2024-05-05,7
9,9,MATSU VICTOR  (H472),K De Melo,--,"Jumped awkwardly setting 3-wide in midfield, became 9th just worse than midfield leaving the 1000 metres, shifted wide into straight, only produced moderate impression close to home.",2024-05-05,7
10,14,TRAVEL GOLF  (H063),M Chadwick,--,"Prominent early before settling in rear of midfield, lost position rounding home bend, made no impression in the run to the line.",2024-05-05,7
11,13,SUPER BONUS  (H259),B Thompson,B/TT,"Soon took up running on the rail, ceded advantage for one back position about 1150 metres out, came under pressure after straightening and weakened noticeably inside final 200 metres.",2024-05-05,7
12,6,WINDICATOR FAMILY  (H419),A Badel,B,"Began moderately settling in midfield on rail, saved ground turning in for home, kept on before fading under pressure inside final 100 metres.",2024-05-05,7
13,2,MIDORI BURLY  (J083),L Hewitson,B,"Always well back, came under pressure in last few early in home straight, never seen with a chance.",2024-05-05,7
14,11,CIRCUIT BLAZING  (H479),A Atzeni,H1/P1/TT,"Lost considerable ground at start and detached from the main body of the field throughout, never seen with a chance.",2024-05-05,7
1,7,LA CITY BLANCHE  (G371),M Chadwick,TT,"Reserved in midfield, pressed along near 600M, still had some ground to make up top of straight, showed good stamina and dug deep to get home narrowly. (Trainer : advantaged by being stepped up in distance.)",2024-05-05,8
2,4,FIVE G PATCH  (G286),H Bentley,TT,"Held up in midfield along the 2-path, travelled best of all home turn, let down well on straightening, led 180M, just couldn't hold off winner late stages.",2024-05-05,8
3,11,UNBELIEVABLE  (J130),K C Leung,--,"Settled ahead of midfield in a fast run race, moved up to 3rd 1000M, loomed behind leader top of straight, briefly led 200M but was outstayed by first two late stages.",2024-05-05,8
4,5,MOMENTS IN TIME  (H474),Y L Chung,TT,"Sent forward to the lead, pressed by rival on outside setting fast pace early and middle stages, driven 500M and maintained lead until mid-straight, no extra closing stages.",2024-05-05,8
5,10,NATURAL STORM  (C461),A Hamelin,B,"Reserved near last over 10Ls off leader in a fast run race, swung widest for home and had plenty to do 400M, made limited progress only.",2024-05-05,8
6,12,TURIN MASCOT  (H165),K Teetan,PC/TT,"Settled in second half of the field 9-10Ls off the fast pace, failed to find much from 500M and got to the line only fairly. Never in the picture.",2024-05-05,8
7,1,RUSSIAN EMPEROR  (E198),H Bowman,SR,"From wide draw taken back, given a waiting ride in last over 10Ls off the fast pace, had task in hand 400M and never looked likely, ran past beaten horses in the run home. (Lame RF leg.)",2024-05-05,8
8,2,MONEY CATCHER  (G171),M F Poon,V,"Tracked the pace setting duo, 5Ls away middle stages, under the pump 700M, couldn't keep up passing 250M, fell away sharply.",2024-05-05,8
9,6,RUNNING GLORY  (G010),B Thompson,B/TT,"Jumped only fairly, reserved towards the rear in fast run race, plenty to do 400M but couldn't muster any sort of challenge in the straight.",2024-05-05,8
10,9,KA YING GENERATION  (J075),A Atzeni,PC,"Vied for lead on outside setting fast pace, came under pressure 800M, no extra top of straight and weakened. (Jockey : may have been better suited by obtaining cover in middle stages.)",2024-05-05,8
11,3,SENOR TOBA  (G103),C Y Ho,B/TT,"Settled behind midfield, little change at the turn but came up empty on straightening, finished tailed out. (Unacceptable Performance.)",2024-05-05,8
1,8,HONG KONG HALL  (G315),K Teetan,TT,"Began smartly from gate 1, sent forward to take the lead, led by 1/2L, travelled well to turn, kept on strongly in straight, won by 2 lengths.",2024-05-05,9
2,4,SUPER WIN DRAGON  (E253),K De Melo,V/TT,"Began fairly, positioned 1-3/4L behind the leader on rail, same position on turn, finished off well to take 2nd, always held.",2024-05-05,9
3,2,VICTORY MOMENTS  (H142),Z Purton,SR/TT,"Jumped only fairly, raced in 2nd, 2 wide, 1/2L back turning in, kept on well in straight to take a place, always held.",2024-05-05,9
4,6,MONTA FRUTTA  (H455),Y L Chung,H/TT,"Bumped start, taken back from the widest draw, raced towards rear on the inside, 5 lengths or so back, moved a bit closer along the rail on turn, kept on well in straight to make frame without threatening.",2024-05-05,9
5,3,CAPITAL DELIGHT  (H262),C Y Ho,TT,"Began fairly, raced 2 wide, 3 lengths back, similar position on turn, finished off evenly.",2024-05-05,9
6,10,SKY FOREVER  (E414),A Badel,B/TT,"Slightly inconvenienced at start, raced at rear, 7 to 8 lengths back, a bit closer on turn, made minor progress in straight.",2024-05-05,9
7,9,NEBRASKAN  (J304),B Avdulla,PC,"Moderately away, positioned 2 wide, 2 lengths or so back, similar position on turn, peaked early in straight, weakened final 300M.",2024-05-05,9
8,12,SELF IMPROVEMENT  (H337),H Bentley,B/TT,"Shifted out at start, raced 3 wide with cover in midfield, there to turn, failed to close off in straight.",2024-05-05,9
9,7,CAMPIONE  (G235),M F Poon,TT,"Fast into stride, tracked leaders, 3 wide with no cover, peaked on run approaching 400M, weakened early in straight when hard run took effect. (Mucus.)",2024-05-05,9
10,11,SMART CITY  (J213),A Hamelin,CP1,"Shifted out at start and bumped, raced behind midfield on the outside, dropped towards rear on turn, emptied early in straight.",2024-05-05,9
11,5,ALL IS GOOD  (G269),H T Mo,B-,"Began only fairly, showed no speed, raced at tail, 11 lengths or so back, still well back on turn, showed nothing in straight.",2024-05-05,9
12,1,MAGNIAC  (H141),A Atzeni,V-/B1/TT,"Jumped well from a wide draw, raced better than midfield but trapped very wide, unable to maintain position on turn, emptied early in straight when hard run took toll. (Mucus.)",2024-05-05,9
1,8,KA YING RISING  (J062),Z Purton,--,"Clean jump, raced prominently, 2 wide, travelled well to turn, hit the front 300M, kept on strongly, easily scored.",2024-05-05,10
2,3,PACKING TREADMILL  (G161),L Hewitson,SR,"Moderately away from gate 1, sent forward to take the lead, travelled well to turn, headed early in straight, stayed on well to take 2nd.",2024-05-05,10
3,11,GORGEOUS WIN  (J008),A Badel,TT,"Away with them, raced 3 wide with cover in midfield, there to turn, closed off well to take a place.",2024-05-05,10
4,5,BEAUTY CHARGE  (G231),B Avdulla,H/TT,"Moderately away, raced in midfield on the inside, saved ground throughout, kept on well in straight to make frame without threatening.",2024-05-05,10
5,12,RISING FROM ASHES  (G209),H T Mo,B/TT,"Taken back from gate 9, raced at tail, 6 lengths or so back, still last turning in, taken wide in straight and made good progress to be nearest on line.",2024-05-05,10
6,1,SON PAK FU  (G265),H Bowman,BO-/B2/TT1,"Jumped well from a wide draw, raced 3 wide better than midfield, no cover throughout, peaked on run 300M, weakened gradually inside final furlong.",2024-05-05,10
7,10,APACHE PASS  (D433),M F Poon,BO/XB,"Began only fairly, raced 2 wide in midfield, 3 lengths or so back, same position on turn, kept on same pace in the run home.",2024-05-05,10
8,2,BUNDLE OF CHARM  (G213),A Atzeni,--,"Taken back from gate 11, raced towards rear on the outside, 4 lengths or so back, same margin back on turn, finished off evenly.",2024-05-05,10
9,4,DUKE WAI  (C188),C Y Ho,V,"Jumped with them, raced 2 wide better than midfield, 1-3/4L back, there to turn, peaked early in straight, weakened final 250M.",2024-05-05,10
10,7,WE ARE HERO  (G207),B Thompson,V/TT,"Away well, positioned 1-1/2L behind the leader on rail, saved ground throughout, peaked early in straight, weakened final 300M.",2024-05-05,10
11,6,SEASONS WIT  (H223),Y L Chung,B-/V1/TT,"Jumped awkwardly, raced at rear on the inside, 4 lengths or so back, travelled keenly and steadied near 700M, same margin back on turn, showed limited response early in straight, weakened final 250M.",2024-05-05,10
1,5,TOURBILLON PRINCE  (H122),H Bowman,TT,"Well there from a poor draw, came to join race leader rounding home bend, hit the front on straightening and just held on to the line.",2024-05-05,11
2,3,SUPERB KID  (H298),Z Purton,CP,"Improved steadily from moderate start to reach 5th some 2L back rounding home bend, fought on under pressure in straight to just fail to get up on line.",2024-05-05,11
3,1,CHING  (G380),L Hewitson,--,"Settled wide in midfield, ran on under pressure down the centre of home straight to snatch 3rd late.",2024-05-05,11
4,8,MAGNIFICENT NINE  (H433),B Avdulla,B,"Always thereabouts, held every chance early in straight, unable to sustain effort inside final 150 metres.",2024-05-05,11
5,2,ELLIPTICAL  (J052),M L Yeung,B-/TT,"Settled towards rear, saved ground turning in for home, baulked for a run until the 300 metres, fought on steadily without threatening.",2024-05-05,11
6,9,SUPER GOLDI  (H477),K C Leung,--,"Settled well behind from a poor draw dropping to last rounding home bend, shifted out for a run on straightening, made up good late ground.",2024-05-05,11
7,13,SATIRICAL FAN  (J214),M F Poon,TT1,"Attempted to make all, unable to sustain effort and overhauled shortly after turning into straight.",2024-05-05,11
8,4,GOLDEN ARTIE  (G434),B Thompson,XB,"Jumped awkwardly, travelled wide towards rear most of way, ran on past well-beaten horses in straight.",2024-05-05,11
9,14,SEA AIR LEGEND  (H318),H T Mo,TT,"Prominent on rail to straight, weakened inside final 250 metres.",2024-05-05,11
10,7,KING GLORIOSO  (J247),A Atzeni,--,"Not far off in 5th early stages, lost position rounding home bend and into straight, made no further impression.",2024-05-05,11
11,10,WAH MAY WAI WAI  (J193),Y L Chung,H1,"Jumped awkwardly travelling in last few, made short-lived effort on rail turning in for home, found no extra over 250 metres out.",2024-05-05,11
12,6,GRATEFUL HEART  (D278),K De Melo,TT,"Never better than midfield, run ended over 200 metres out.",2024-05-05,11
13,12,BRIGHT INHERITANCE  (J215),M Chadwick,B,Always at the back and never seen with a chance.,2024-05-05,11
Comments on Running is not available for this race.,Comments on Running is not available for this race.,Comments on Running is not available for this race.,Comments on Running is not available for this race.,Comments on Running is not available for this race.,Comments on Running is not available for this race.,2024-05-05,12
Comments on Running is not available for this race.,Comments on Running is not available for this race.,Comments on Running is not available for this race.,Comments on Running is not available for this race.,Comments on Running is not available for this race.,Comments on Running is not available for this race.,2024-05-05,13
1,6,HERO STAR  (D033),Y L Chung,TT,"Quickly into stride, sent forward to take the lead, travelled comfortably in the middle stages, led by 3/4L turning in, kept on very well in straight and scored.",2024-05-08,1
2,1,MY INTELLIGENT  (G031),Z Purton,V/TT,"Blundered on jumping, positioned 3 wide, a length or so back, no cover throughout, kept on well in straight to take 2nd, always held.",2024-05-08,1
3,8,SAME TO YOU  (H057),B Avdulla,H/P/TT,"Taken back from a wide draw, raced at tail, 6 lengths or so back, very wide into straight, finished off very strongly to take 3rd, nearest finish.",2024-05-08,1
