Placing,Horse No,Horse Name,Jockey,Gear,Comment,Date,RaceNumber
2,5,I'M A WITNESS  (T405),Z Purton,--,"Bustled wide to lead 1070m, soon to rail, slowed pace & headed 600m, led again 420m, shaken up 300m & kicked 1L clear, all out & headed 100m, no extra.",2016-02-03,5
3,10,LUCKY PROFIT  (S335),K C Leung,B/TT,"Shifted left at break & heavily impeded rival, recovered to race rail toward rear, niggled 500m, driven 400m, boxed on to 3rd 100m, gradual closer.",2016-02-03,5
4,2,PEARL WIN  (P085),S De Sousa,SR,"Fast break, settled rail midfield, over-raced 700m, shuffled back a spot & niggled 620m, bustled for progress 500m, edged 1 off & ridden final turn, ran on centre track.",2016-02-03,5
5,7,IDYLLIC WIND  (N139),K C Ng,--,"Fast start, bustled up to 2nd 1 off no cover, shuffled to 3rd 1 back 600m, soon niggled, 3 wide & driven turning in, plugged on one pace.",2016-02-03,5
6,1,LOVE CHUNGHWA  (T207),R Moore,B,"Broke with others, sat rail behind midfield, shifted 1 off & over-raced 820m, shifted out turning in & driven, stayed on moderately.",2016-02-03,5
7,11,HELEN'S CHOICE  (P185),M L Yeung,--,"Broke with others, lacked toe & settled near rear 1 off, shifted 3 deep with cover 820m & advanced to midfield, shaken up 300m, plodded on tamely.",2016-02-03,5
8,9,PLANET GIANT  (T295),C Y Ho,--,"Slow start & bumped, raced last pair 1 off, 8L back & under pump 550m, plugged on past beaten rivals.",2016-02-03,5
9,8,GOOD LUCK MAN  (T319),H N Wong,H/B1,"Broke ok, over-raced initially, parked midfield 1 off with cover, every chance when shifted wide home turn & driven, struggled in run home.",2016-02-03,5
10,6,GOLDEN CANNON  (T022),Y T Cheng,H/XB,"Broke ok, rousted initially, trapped 3 wide no cover midfield, over-raced 820m, ridden 450m, wide & unbalanced on turn, found nil.",2016-02-03,5
11,3,JOYFUL THE GREAT  (N407),G Mosse,TT,"Broke well, raced 4th 1 off with cover, shifted 3 deep no cover 850m & advanced, narrow lead 600m & posted 1 off, headed 420m, driven but emptied quickly & faded.",2016-02-03,5
12,12,SGT ROCK  (T307),H W Lai,H,"Tardy start & impeded heavily, raced last on rail, over-raced 750m, checked off heels & lost ground, 8.5L back & niggled 500m, driven into stretch, found nil.",2016-02-03,5
1,3,FOODIE  (S434),R Moore,B/TT,"Travelled in midfield along the rail, 5-1/2L behind the leader, once straightened unleashed strongly to score by a nose.",2016-02-03,6
2,5,CHATER DREAM  (P117),K Teetan,--,"Sat just in front of midfield, 3-3/4L off the pace 2 wide with cover, ridden just after 500M, ran on well for 2nd.",2016-02-03,6
3,11,ACCLAIMED LIGHT  (T369),K C Leung,B,"At the rear along the rail, 9-1/2L behind, not suited to the slow tempo, finished off nicely despite held up until 200M.",2016-02-03,6
4,6,FORMULA WON  (P183),N Callan,B2/TT,"Raced towards the rear, 7-1/2L off the pace 2 wide with cover, harmed by the slow tempo, ran on gradually for 4th.",2016-02-03,6
5,8,RED MARVEL  (T417),Y T Cheng,H/TT,"Prominent, sat outside the leader, suited to the slow pace, run ended when weakened passing 200M.",2016-02-03,6
6,10,CHINA DELIGHT  (N148),M L Yeung,B,"Travelled towards the rear along the rail, 7L behind the leader, harmed by the slow tempo, made ground steadily in the Straight.",2016-02-03,6
7,9,BEAUTY KINGDOM  (T189),S De Sousa,B/TT,"Raced in worse than midfield, 6-1/2L off the pace 2 wide with cover, not suited to the slow pace, finished off only one paced.",2016-02-03,6
8,1,LOTUS BREEZE  (T112),B Prebble,XB/TT,"Travelled in box-seat, 2-3/4L behind the leader, suited to the slow tempo, weakened soon after 250M.",2016-02-03,6
9,4,THE SHOW  (T256),H N Wong,B,"Prominent, 2-1/4L behind the leader 2 wide with cover, despite suited to the slow pace, did not run on.",2016-02-03,6
10,12,LET ME DO  (S316),C Y Ho,CP/TT,"Rolled forward to take the rail and led by 3/4L, despite suited to the slow pace, weakened and headed after 200M.",2016-02-03,6
11,2,GOLDEN CHOPSTICKS  (P120),H W Lai,--,"Always at the rear, never a factor.",2016-02-03,6
12,7,TRUMP  (P106),G Mosse,TT2,"In midfield, 5L off 2 wide with cover, hung out when rounding turn, run ended thereafter.",2016-02-03,6
1,11,DASHING KING  (T297),Y T Cheng,H-/B1,"Pushed forward but wide before settling half a length outside leader 1200m. Kicked ahead 250m, joined up front 200m, kept battling to line.",2016-02-03,7
2,7,ULTIMATE GLORY  (S235),G Mosse,--,Ridden along to stay with leading pack but kept 3-wide mostly without cover. Kept on solidly in straight only to fail narrowly.,2016-02-03,7
3,4,HEROIC GURU  (S260),B Prebble,CP,"Allowed to settle early, holding rail 2-back from leading pair. Closed in slightly around turn, switch out in straight, finished well.",2016-02-03,7
4,2,SUPEROI  (T017),N Callan,--,"Ridden to hold forward position, settling in one-of position 3L from leader. Switched wide in straight and finished well down centre track to be closest at finish.",2016-02-03,7
5,5,FIVE UP HIGH  (S276),K Teetan,TT,"Pressed forward to lead passing 1450m, cutting to fence 1200m. Collared soon after straightening but battled on gamely.",2016-02-03,7
6,8,GOOD CHOICE  (P423),R Moore,XB,"Crowded out start, taken to rail, settling 3-back from leader. Taken out turning for home, ran on steadily in straight.",2016-02-03,7
7,3,KA YING KID  (P189),M L Yeung,H/XB,"Restrained and shifted across behind runners from wide draw, settling last. Trailed field to straight before running on fairly.",2016-02-03,7
8,6,ROYAL PARTNER  (N394),Z Purton,V/TT,"First out, holding inside rail till 1450m, slipping into box seat 1200m. Kept on gamely before fading final stages. Has substantial amount of blood in trachea.",2016-02-03,7
9,1,LITTLE DRAGON  (S264),H W Lai,--,Ridden along but unable find cover and kept 3-wide towards rear. Boxed on one-paced in straight.,2016-02-03,7
10,10,SALSA BROTHERS  (V022),S De Sousa,B/TT1,Steadied and shifted in behind horses from wide draw to get to rail at the rear. Last passing 200m before running past beaten horses.,2016-02-03,7
11,9,GRAND HARBOUR  (P421),K C Leung,BO/H/TT,"Began well, pressed forward but raced keenly in midfield and forced to race wide. Kept on fairly early in straight but tired rapidly final 200m.",2016-02-03,7
12,12,GLACIER BLUE  (P062),C Y Ho,CP/XB,"Began fairly, then ridden along in one-of position behind midfield. Under pressure turning for home and finished tailed off.",2016-02-03,7
1,5,FANTASTIC FEELING  (T273),R Moore,H,"Reserved in mid-division, 4Ls off leader 400M, closed off strongly to lead 50M, steadily pulled away.",2016-02-03,8
2,2,RAINBOW FIGHTER  (N193),G Mosse,XB/TT,"In close attendance to the pace, driven out to a narrow lead near 100M, continued with a steady bid but couldn't contain the winner close home.",2016-02-03,8
3,10,FORTUNE BO BO  (V017),S De Sousa,B1,"Urged to lead from the break, set even pace, kept on soundly leaving the turn, headed near 100M, pleasing debut.",2016-02-03,8
4,12,BACK IN BLACK  (T358),K Teetan,TT,"From wide draw taken across behind runners, settled down 3-wide and 5Ls back near the rear, stayed on well down outside, just missed 3rd.",2016-02-03,8
5,1,LOOKS LIKE THE CAT  (T238),Z Purton,B/H/XB/TT,"Not hurried early stages, settled near the rear 4-5Ls off the pace but travelled keenly middle stages, made some mild progress over final 250M.",2016-02-03,8
6,4,ROUNDABOUT  (T352),B Prebble,--,"Steadied in early stages to obtain cover, held up near the rear 5Ls behind leaders, did best work late when switching out 200M, late impression.",2016-02-03,8
7,11,GREAT RUN  (P223),H W Lai,B,"Taken across behind runners from wide draw, raced as the back marker 6Ls behind leader, made steady progress along the fence final 300M.",2016-02-03,8
8,9,SKY MAN  (S091),C Y Ho,--,"Broke sharply, tracked leader along the 2-path, continued in that position racing into straight but couldn't produce the needed closing response, swamped late stages.",2016-02-03,8
9,6,DASHING CERAMIBO  (T121),N Callan,H,"In mid-division 2-wide, kept on same pace turning home and never mounted a serious challenge. (Lame RF)",2016-02-03,8
10,8,POWER DRAGON  (V129),K C Leung,--,"3Ls off the pace along inside, never better than midfield, gradually retreated from 250M.",2016-02-03,8
11,7,FLYING MOOCHI  (T116),M L Yeung,H,"Never far off the pace but caught wide no cover passing 1000M, beaten early straight, eased mid-straight. (Mucus)",2016-02-03,8
12,3,LANG TAI SING  (S280),H N Wong,B/TT,"Fanned wide first turn, restrained to find cover in midfield along the 3-path, never gained contention leaving the turn.",2016-02-03,8
1,12,LUCKY YEAR  (T245),K C Leung,TT,"First out, steadied, taking sit behind leading pair in one-off position. Shaken up top of straight, hit front 50m, held off challenge.",2016-02-03,9
2,9,MR GENUINE  (S253),N Callan,XB-/H,"Bumped shortly after start, ridden along in one-off position 4L from leader. Taken wide in straight and ran on strongly to miss narrowly.",2016-02-03,9
3,4,PABLOSKY  (S156),H N Wong,P-/H/SR2,"Began well, pressed forward to lead on settling, then steadied and passed 900m. Retook lead 680m, kept on strongly until swamped final 50m.",2016-02-03,9
4,2,EROICO  (T009),B Prebble,B-,"Bumped, unbalanced shortly after start, pressed forward taking box seat before turn. Held for run early in straight, finished off nicely.",2016-02-03,9
5,1,BORN IN CHINA  (T103),K Teetan,--,"Shifted across behind runners from wide draw but kept away from fence. Raced keenly around turn, wide in straight, ran on steadily.",2016-02-03,9
6,8,HAPPY YEAH YEAH  (M085),M L Yeung,V,"Bumped shortly after start, pressed forward to lead 800m, then eased, sitting outside leader around turn. Kept on well till flattened 100m.",2016-02-03,9
7,5,LUCKY DOUBLE EIGHT  (P212),Z Purton,TT,"Jumped well, ridden along in midfield in one-off position. Switched out in straight but only one-paced.",2016-02-03,9
8,3,HIGH FIVE  (T200),R Moore,B,"Bumped shortly after start, taken to fence but at rear. Stayed along fence around turn and kept on fairly in straight.",2016-02-03,9
9,10,CLEVER BEAVER  (S352),K C Ng,TT,"Began well, pressed forward but wide and left without cover from 800m. Rolled forward turn to look chance 300m before tiring.",2016-02-03,9
10,7,LORD SINCLAIR  (N447),S De Sousa,PC-/B2/TT,"Hard ridden to hold rail in midfield, two-back from leader. Stayed on rail in straight but only one-paced.",2016-02-03,9
11,6,DIVINE BOY  (T163),H W Lai,B,"Began fairly, bumped shortly after, steadied, dropping to last in one-off position. Switched out in straight but found nothing under pressure.",2016-02-03,9
12,11,GOLDEN DEER  (P121),Y T Cheng,B,"Bumped shortly after start, steadied, taken to rail at the rear. Hampered turning for home, plodded in straight.",2016-02-03,9
Comments on Running is not available for this race.,Comments on Running is not available for this race.,Comments on Running is not available for this race.,Comments on Running is not available for this race.,Comments on Running is not available for this race.,Comments on Running is not available for this race.,2016-02-03,10
Comments on Running is not available for this race.,Comments on Running is not available for this race.,Comments on Running is not available for this race.,Comments on Running is not available for this race.,Comments on Running is not available for this race.,Comments on Running is not available for this race.,2016-02-03,11
Comments on Running is not available for this race.,Comments on Running is not available for this race.,Comments on Running is not available for this race.,Comments on Running is not available for this race.,Comments on Running is not available for this race.,Comments on Running is not available for this race.,2016-02-03,12
Comments on Running is not available for this race.,Comments on Running is not available for this race.,Comments on Running is not available for this race.,Comments on Running is not available for this race.,Comments on Running is not available for this race.,Comments on Running is not available for this race.,2016-02-03,13
1,1,AMBITIOUS SPEEDY  (T063),R Moore,B,"Jumped fairly, settled just off the leader on rails, came to challenge upon straightening and hit the front over 200 metres out, just held on to the line.",2016-02-06,1
2,9,SEASONS KING  (T032),N Rawiller,H,"Taken back to race in last few, switched off rails for a run entering straight, ran on well inside final 200 metres to be nearest at finish.",2016-02-06,1
3,12,CHARTER VICTORIA  (P204),Z Purton,SR/B2/TT,"Settled one-out-one-back, kept on steadily under pressure without quickening the length of straight.",2016-02-06,1
4,7,FAST AND FURIOUS  (T085),K Teetan,B/TT,"Met minor interference early settling well behind, made good progress down the centre of home straight, did best work late.",2016-02-06,1
5,10,BE THERE AHEAD  (S193),C Y Ho,B,"Settled towards the ear, baulked for a run to the 200 metres, finished off race well.",2016-02-06,1
6,3,ORACLE  (N115),S De Sousa,XB/TT,"Closer up early before drifting back to forward of midfield in 6th on rails, came under pressure entering straight, fought on steadily without threatening.",2016-02-06,1
7,2,KING'S STEED  (S051),D Whyte,TT,"Broke well from a wide draw, gradually shifted across to travel in 2nd just outside the leader, hit the front briefly inside the 300 metres, soon faded.",2016-02-06,1
8,11,SNOWHOOVES  (S409),M L Yeung,XB,"Began from the widest gate, settled in 5th within 3L of pace travelling wide without cover, ran home one-paced.",2016-02-06,1
9,14,DRAGON ENERGY  (S186),Y T Cheng,P-,"Trailed the field most of way, ran on well past beaten horses inside final 150 metres.",2016-02-06,1
10,4,REUNITED  (S421),H N Wong,B/XB,"Settled in midfield 3-wide, went wider entering straight, kept on steadily under pressure without quickening.",2016-02-06,1
11,6,DRAGON HARMONY  (T283),B Prebble,B/H/TT,"Jumped awkwardly, in rear early, gradually improved on rails to rear of midfield, baulked for a run until the 300 metres, plugged on under pressure.",2016-02-06,1
12,5,FRIENDS FOREVER  (T079),G Mosse,--,"Jumped awkwardly, soon recovered to rear of midfield, baulked briefly around the bend, forced to switch inside for a run at the 400 metres, kept on well to the line. (Mucus in trachea)",2016-02-06,1
13,13,LUCKY BOLE  (P075),K C Leung,B/H/TT,"Soon took up running, led the field to the 300 metres, folded up quickly.",2016-02-06,1
14,8,FORTUNE TERRITORY  (N272),N Callan,B/TT,"Jumped fairly, settled in midfield, found nothing in the run home. (Bled)",2016-02-06,1
1,8,MY DARLING  (V142),B Prebble,--,"Settled just off the pace group, drifted away 250M to score, not fully tested.",2016-02-06,2
2,3,FISH N' CHIPS  (T099),M L Yeung,--,"Settled in front, not suited by the fast tempo, ran on well for 2nd.",2016-02-06,2
3,4,DIAMOND BIT  (T153),K Teetan,H1,"Bumped start, at rear, raced on inner part of track, progressed steadily 300M.",2016-02-06,2
4,2,SUPREME FLIGHT  (M199),R Moore,B/TT,"Pushed to keep up in midfield, held ground in final stages.",2016-02-06,2
5,6,SEA WARRIOR  (P411),N Rawiller,TT,"Bumped start, midfield, raced on the inner part of track, ran on ok.",2016-02-06,2
6,1,INVISIBLE  (T418),C Y Ho,--,"At rear, benefited by the fast pace, raced flat until 150M made good ground.",2016-02-06,2
7,11,ART OF SUCCESS  (P231),S De Sousa,B-/H1/TT-,"Pressed forward, not suited by the fast tempo, weakened 200M.",2016-02-06,2
8,13,AMAZING ALWAYS  (N432),H N Wong,B/TT,"Bumped start, at back, raced on the inner part of track, lack room 400M, ran on fairly.",2016-02-06,2
9,12,SMART GAIN  (T404),K C Leung,--,"At back, raced on the inner part of track, never progressed.",2016-02-06,2
10,7,MAJOR CONNECTION  (V067),K C Ng,TT,Never a factor.,2016-02-06,2
11,10,SUPER SPRINTER  (V105),H W Lai,B1/TT1,"Hard ridden forward, not suited by the fast pace, raced on the inner part of track, out of fuel 350M.",2016-02-06,2
12,14,GLORY HORSIE  (M273),Y T Cheng,B,"Hard ridden forward, harmed by the fast sectionals, raced on the inner part of track, emptied 400M.",2016-02-06,2
13,5,REAL FIT  (P418),N Callan,B/TT,"Hard ridden forward, not suited by the fast tempo, faded 300M.",2016-02-06,2
14,9,PACKING PEGASUS  (V104),Z Purton,--,"Pressed forward, not suited by the fast pace, raced close to the inner part of track, dropped off rapidly 250M.",2016-02-06,2
1,12,COOL PAL  (S035),M L Yeung,B,"Jumped slowly, then stride forward gradually to park outside the leader at very slow sectionals, kept on strongly to score by 2Ls.",2016-02-06,3
2,7,ENJOY THE GAME  (S062),K Teetan,B,"Hard ridden forward to obtain the box seat, enjoyed the very slow tempo, ran on gradually for 2nd.",2016-02-06,3
3,3,KING BOUNTIFUL  (T105),N Rawiller,P-/B2/TT,"Camped handy, travelled 4Ls behind the leader on the fence, suited by the very slow sectionals, ran on steadily for 3rd.",2016-02-06,3
4,4,SUCCESSFUL LEADER  (P353),N Callan,B-/TT,"Raced midfield, travelled 7Ls behind the leader on the fence, swung wide turning in, despite the very slow tempo, made some steady ground in straight.",2016-02-06,3
5,13,SMART GUY  (M377),Y T Cheng,H,"Taken back to rear, travelled 11Ls behind the leader on the fence, swung widest turning in, harmed by the very slow pace, ran on nicely.",2016-02-06,3
6,8,GLAMOROUS RYDER  (S007),S De Sousa,B/TT,"Raced midfield, travelled 5Ls behind the leader on the fence, not suited by the very slow pace, one paced home.",2016-02-06,3
7,2,HIGH SPEED METRO  (P293),Z Purton,XB,"Raced midfield, travelled 6Ls behind the leader 2 wide with cover, harmed by the very slow pace, unable to show any dash in straight.",2016-02-06,3
8,14,GLORIOUS VICTORY  (S369),H W Lai,B/TT,"Prominent, travelled 2.5Ls behind the leader 2 wide with cover, despite suited by the very slow sectionals, kept on until 200M flattened.",2016-02-06,3
9,9,GOLD TARTINI  (N070),B Prebble,B,"Blundered badly soon after jumping, travelled 10Ls behind the leader on the fence, not suited by the very slow pace, ran on fairly.",2016-02-06,3
10,1,KEEN TACTICS  (N143),D Whyte,B/TT,"Raced midfield, travelled 4Ls behind the leader 2 wide with cover, harmed by the very slow pace, never ran on and weakened 100M.",2016-02-06,3
11,6,SWEET BEAN  (S205),R Moore,B,"Always at rear, harmed by the very slow sectionals, never ran on.",2016-02-06,3
12,11,JUST PLEASANT  (S006),K C Leung,CP,"Ridden forward to take the fence and led at very slow tempo, kept on until weakened 300M.",2016-02-06,3
13,5,SPICY SIAM  (N090),C Y Ho,B/TT,"Settled worse than midfield throughout, hampered by the very slow tempo, unable to run on.",2016-02-06,3
14,10,STRIKE EAGLE  (S448),G Mosse,B,"Settled worse than midfield about 9Ls behind the leader on the fence, harmed by the very slow tempo, never ran on. (substantial amount of mucus in its trachea)",2016-02-06,3
1,10,LUCKY GIRL  (T355),S De Sousa,--,"Broke ok, taken back to midfield 1 off with cover, switched wide home turn, shaken up 400m, quickened to 2nd 250m, powered to lead 150m, drew clear.",2016-02-06,4
2,11,LEADING HORSE  (T322),K C Leung,H,"Smart start, niggled to race rail fore of midfield, edged 1 off 500m, not clear run into stretch, shaken up & switched to rail 250m, ran on late to 2nd.",2016-02-06,4
3,1,WINNAM  (P119),K Teetan,B/TT,"Taken back at break, raced rail in rear, edged out final turn but not clear run in stretch, switched off heels 250m & driven, closed off late to 3rd.",2016-02-06,4
4,2,CLUB LIFE  (P309),Z Purton,B,"Fast break wide, crossed to take narrow lead 1 off, edged 1L clear & to rail 1100m, 2L clear & shaken up 350m, all out & headed 150m, weakened to wire.",2016-02-06,4
5,5,RED DANCER  (P264),R Moore,P/TT,"Tardy break, raced rail behind midfield, shifted out 500m, ridden 400m, stayed on for minor headway.",2016-02-06,4
6,7,THE RAINBOW  (V095),H W Lai,B1,"Broke OK, snagged to midfield, trapped 3 wide no cover, rolled forward to sit outside leader 900m, niggled 650m & soon under pump, found little in stretch, faded.",2016-02-06,4
7,12,VICTORY MASTER  (M148),M L Yeung,B,"Restrained at start, caught 3 deep & taken back to near rear, advanced a spot 600m, wide into stretch & driven 400m, boxed on one pace.",2016-02-06,4
8,6,HAPPY SUMMER  (P327),Y T Cheng,CP/H/TT,"Started ok, rousted initially, sat handy 1 off no cover, gained cover 900m, switched out 3 deep 550m, ridden 430m, found little, tapered & swamped at 200m.",2016-02-06,4
9,4,BISHOP'S LEAP  (V190),N Callan,TT,"Broke well, snagged to settle fore of midfield 1 off with cover, shifted wide final turn & driven, one-paced & tapered final 200m.",2016-02-06,4
10,14,PEARL FURU  (T431),H N Wong,--,"Fast start, rousted to sit close 2nd on rail, restrained to 1 back on fence 1100m, niggled a touch 550m, switched out & driven 450m, found little & weakened out.",2016-02-06,4
11,8,GREAT TREASURE  (T380),D Whyte,H,"Slow start, sat 1 off with cover near tail, shifted 3 deep 550m, driven turning in, plugging on tepidly when impeded 200m, no extra.",2016-02-06,4
12,13,CHARITY PLENTY  (T287),C K Tong,CP,"Moderate start, niggled to race behind midfield 1 off with cover, under pressure & backpedalled 600m, last turning in, plodded on evenly.",2016-02-06,4
13,9,JAEGER BOMB  (P281),C Y Ho,B/TT,"Sluggish start & bustled initially, raced 3 deep in last place, 4 deep 550m, widest into stretch & driven, plodded on tamely.",2016-02-06,4
14,3,GOLDEN SLEEP  (T117),G Mosse,TT,"Moderate start, parked midfield on rail, shifted out entering home stretch, crowded 400m, driven 300m, one-paced & eased when beaten.",2016-02-06,4
1,6,GRAND PLUS  (S066),R Moore,P/TT,"Smart break but lacked toe & bustled a touch to race rail midfield, closed to 1 back turning in, checked out of pocket 350m & driven, quickened to lead 140m, drew clear.",2016-02-06,5
2,8,MY LEGEND  (P387),K C Ng,B/TT,"Good break, raced close 2nd 1 off with cover, niggled on turn, shaken up 350m, battled to nick 2nd at wire.",2016-02-06,5
3,10,KING OF HOUSEHOLD  (P444),C Brown,TT,"Started well, tracked 1 back 1 off, shifted 3 deep 450m, cruised to lead 300m, driven 250m, found little extra & headed 140m, out-battled in duel for 2nd.",2016-02-06,5
4,2,I'M THE WON FOR U  (T364),B Prebble,--,"Slow start, raced rail behind midfield, progress on turn, driven 300m, stayed on for minor inroads.",2016-02-06,5
5,5,EASY SUCCESS  (P170),C Y Ho,XB/TT,"Taken back at start to tail, progress on turn & edged out turning in, shaken up 300m, closed centre track for minor late headway.",2016-02-06,5
6,4,SHINING CHAMPION  (S305),K C Leung,B,"Fast start wide & bustled to lead, steadied & headed 880m, trapped 3 deep & drifted back on turn, midfield & driven 600m, boxed on evenly in stretch.",2016-02-06,5
7,12,SLEDGE HAMMER  (N405),M L Yeung,TT-,"Broke with others, rousted a touch & raced 3 wide with cover behind midfield, over-raced & bumped 700m, shuffled back to rear rank, driven wide into stretch, boxed on one pace.",2016-02-06,5
8,1,DR RACE  (T284),H W Lai,--,"Taken back at start, raced behind midfield 1 off with cover, driven on turn & shifted out, one-paced & tapered final 150m.",2016-02-06,5
9,11,CONFUCIUS SPIRIT  (S329),D Whyte,--,"Moderate start & bustled, rough passage wide with cover back of midfield, bumped 700m, vey wide final turn, driven 300m, plugged on tamely.",2016-02-06,5
10,3,LONDON MASTER  (T345),H N Wong,--,"Sharp start, bustled on rail to narrow lead 880m, driven 400m, all out & headed 300m, folded & faded.",2016-02-06,5
11,9,SPITFIRE  (P282),S De Sousa,V,"Fast start, prominent initially, soon bustled & sat handy 3 wide with cover, over-raced 750m, bumped 700, shuffled back & bumped 500m, weakened tamely.",2016-02-06,5
12,7,HURRICANE KID  (T285),N Callan,B/H,"Broke with others, rousted & outpaced, trapped wide no cover midfield, tough passage & shuffled back on turn, very wide into stretch, driven 400m, found nil, eased when beaten.",2016-02-06,5
1,3,UNICORN  (T046),Z Purton,--,"In worse than midfield, 8L behind along the rail, unleashed strong finishing effort once straightened, scored easily by 3-1/2L.",2016-02-06,6
2,4,UNIQUE HAPPIEST  (S245),R Moore,E,"Prominent, 2L off the pace 2 wide with cover, dashed well after passing 200M, ran on well for 2nd.",2016-02-06,6
3,2,RIGHT CALL  (V024),N Callan,--,"Rolled forward to take the rail and led by 1/2L, kept on well until headed by the eventual winner at 150M, held on for 3rd.",2016-02-06,6
4,6,HOUSE OF LUCK  (S127),S De Sousa,B,"Ridden forward, sat outside the leader 1/2L behind, little dash at 300M, one paced home thereafter.",2016-02-06,6
5,1,PACKING GO GO  (T110),G Mosse,H/SR,"Travelled in front of midfield along the rail, 3-3/4L behind the leader, no dash in the Straight.",2016-02-06,6
6,5,HIT A HOME RUN  (N248),K Teetan,--,"Settled in midfield, 6L off the pace along the rail, taken widest after turn, finished off only one paced.",2016-02-06,6
7,8,SUPER MAN  (T213),B Prebble,H/TT,"In worse than midfield, 6-3/4L behind 2 wide with cover, not competitive in the Straight.",2016-02-06,6
8,7,ROBUST MOMENTUM  (P422),C K Tong,--,"In front of midfield, 3-1/2L behind the leader 2 wide with cover, no dash and weakened after 150M.",2016-02-06,6
9,10,WILLIE WAY  (T281),C Y Ho,--,"At the rear, 10-1/2L off 2 wide with cover, only improved slightly in the Straight.",2016-02-06,6
10,9,POMPADOUR  (T337),N Rawiller,--,"Sat towards the rear along the rail, 9-3/4L behind the leader, made no more than minor ground.",2016-02-06,6
11,11,FANTASTICLIFE  (S320),D Whyte,--,"Towards the rear, 9-1/4L off the pace 2 wide with cover, made no impression in the Straight.",2016-02-06,6
12,13,GOOD METHOD  (S218),K C Leung,B/TT,"Rolled forward to obtain box-seat, 2L behind the leader, run ended when couldn't find extra passing 250M.",2016-02-06,6
13,14,MALAYAN PEARL  (N416),Y T Cheng,TT,"Always at the rear, never a factor.",2016-02-06,6
14,12,VIVACIOUS WINNER  (V061),H N Wong,--,"In midfield, 5-1/4L behind 2 wide with cover, swung widest after turn, did not run on.",2016-02-06,6
1,5,FIGHT HERO  (T186),K C Leung,H,"Hard ridden from outside draw to lead 950m but wide. Narrowly headed by inside horse 700m, retook lead 400m, kicked ahead 300m, held off challengers.",2016-02-06,7
2,6,PERPETUAL TREASURE  (S191),R Moore,TT,"Began awkwardly, pushed forward along rail 2-back from leader. Ran on strongly from 300m but run ended close to line.",2016-02-06,7
3,12,JOLLY BANNER  (V077),Y T Cheng,H,"Began fairly, pressed forward, settling 3-back passing 800m. Improved around turn, took rails run and loomed inside leader 200m, no extra final stages.",2016-02-06,7
4,1,BRILLIANT DREAM  (S203),G Mosse,B/H,"Began fairly, steadied, dropping to rear along fence, Made up ground around turn, held for run in straight until 300m, finished strongly.",2016-02-06,7
5,3,ALL GREAT FRIENDS  (S279),C Brown,--,"Jumped well, settling midfield in one-off position. Checked 700m when racing keenly, ran on fairly before struggling final 200m Wounded left front leg.",2016-02-06,7
6,8,SPEEDY ACHIEVER  (V021),K Teetan,B/TT,"No early speed, racing at rear but wide. Taken wider in straight, boxed on fairly. Had substantial amount of blood in trachea.",2016-02-06,7
7,7,ARCHIPPUS  (P361),Z Purton,B/H/TT1,"Ridden to hold midfield position but wide, hard to settle and checked 800m. Swung wider into straight but only plodded home. Superficial wound right front leg.",2016-02-06,7
8,10,EXPECTATOR  (N284),C K Tong,B/XB,Outpaced and distant last until straight when ran on fairly past tired horses.,2016-02-06,7
9,2,CHARITY GLORY  (T302),M L Yeung,H1/TT1,"Quickly into stride, pressed forward from outside draw, racing wide. Lost position around turn, weakened gradually in straight.",2016-02-06,7
10,11,RAINBOW GOLD  (T237),H W Lai,CP/TT,"No early speed, taken to rail and last of main bunch entering turn. Never competitive.",2016-02-06,7
11,4,SUPREME FALCON  (P224),S De Sousa,CP-/P1/TT,"Knuckled over start, pressed forward but wide 2L behind leader. Boxed on early in straight before tiring. Had substantial amount of blood in trachea,",2016-02-06,7
12,9,ROCKET LET WIN  (P330),C Y Ho,B/TT,"Jumped well, hard ridden along rail inside leader. Led marginally from 700m to 400m, before giving ground in straight. Had substantial amount of blood in trachea.",2016-02-06,7
1,6,RACING SUPERNOVA  (V128),Z Purton,--,"Began awkwardly, settled down towards the rear along stands' rail, cruised into contention from 350M, held up near 250M but quickened smartly once in the clear, drew away at the line winning debut impressively.",2016-02-06,8
2,11,MALMSTEEN  (V059),G Mosse,TT,"Tracked leaders, loomed a strong chance 300M when guided to challenge, led near 200M but had no answer to winner's finishing kick final stages.",2016-02-06,8
3,10,NO MONEY NO TALK  (S404),C Y Ho,B/XB,"Restrained in mid-pack, travelled well to 400M, waited with till 250M, ran on steadily to the line.",2016-02-06,8
4,12,WILD BOY  (S028),C Brown,B,"Within 2Ls of leaders towards stands' side, kept up with the chase on leaders final 400M but always held.",2016-02-06,8
5,4,BUDDY BUNDY  (T157),K Teetan,B/H/TT,"Vied for lead towards the stands' rail, remained a presence to 200M, headed and faltered late stages.",2016-02-06,8
6,5,HAPPY METEOR  (T171),K C Leung,B/H,"Prompted the pace, always in firing line but couldn't quicken with main rivals inside 400M, soon out of contention.",2016-02-06,8
7,1,DILLY  (T074),N Callan,--,"Held up in mid-division 3Ls off the pace, lacked acceleration passing 400M, did not factor.",2016-02-06,8
8,9,INCREDIBLE FELLOW  (S177),H N Wong,V1,"Urged to go forward vying for the lead, gradually outpaced from 300M and dropped out of contention.",2016-02-06,8
9,7,BLAZE STAMINA  (V070),Y T Cheng,TT,"Chased leaders towards the outside of group, kept on same speed when driven out 400M, soon outpaced by main rivals.",2016-02-06,8
