Placing,Horse No,Horse Name,Jockey,Gear,Comment,Date,RaceNumber
1,12,DOUBLE POINT  (S246),N Callan,TT1,"Jumped only fairly, ridden to 3rd on rails within striking distance, soon came under pressure to challenge upon straightening, fought on hard to claim race final strides.",2016-01-01,1
2,11,BE THERE AHEAD  (S193),K C Leung,B,"Settled towards the rear, switched out for a clear run over 300 metres out, ran on well down the centre of the track to just fail to get up on line.",2016-01-01,1
3,1,AMBITIOUS SPEEDY  (T063),H W Lai,B,"Travelled wide in midfield after beginning from the widest gate, remained same into straight, ran on steadily near the centre of the track to be closest at finish.",2016-01-01,1
4,5,JIMSON THE FAMOUS  (T253),Z Purton,B1/TT,"Soon took up running and attempted to make all, unable to sustain effort and headed closing stages.",2016-01-01,1
5,13,HOLY STAR  (T068),J Moreira,H/B2/TT,"Jumped fairly from a middle gate and travelled in midfield, produced good late impression in the run home.",2016-01-01,1
6,3,GOLDWEAVER  (P072),C Y Ho,P,"Given reminders to be close up early disputing lead around the bend, one-paced without quickening in home straight.",2016-01-01,1
7,4,GROOVY  (CL401),N Rawiller,--,"Slightly slow out, soon picked up to forward of midfield on rails sharing 5th some 3L back around home bend, angled off rails to challenge entering straight, ran home one-paced.",2016-01-01,1
8,10,TRIBAL GLORY  (S395),G Mosse,B/H2,"Moderate start, settled just worse than midfield on rails, remained similar turning in, ran home one-paced.",2016-01-01,1
9,8,BERNARD'S CHOICE  (N156),R Fourie,H/V/TT,"Taken well behind from a poor draw, joint last into straight, made up good ground passing beaten runners.",2016-01-01,1
10,6,CIRCUIT STAR  (N220),H N Wong,TT,"Hard ridden in midfield from the start, gained slightly closer when pace slackened around home bend, soon faded out of contention after straightening.",2016-01-01,1
11,14,EVER SHINY  (S214),C Schofield,B/E,"Travelled towards the rear most of way and wide around home bend, ran home one-paced.",2016-01-01,1
12,2,SOUTHERN SPRINGS  (P139),Y T Cheng,B/TT,"Jumped well from a wide gate, briefly in front before shifting to over 2L back in 4th, dropped out tamely inside final 300 metres.",2016-01-01,1
13,7,FORTUNE TERRITORY  (N272),C K Tong,B/TT,"Taken back from a wide draw, raced keenly in last few, found nothing in straight.",2016-01-01,1
14,9,DRAGON GLORY  (P130),D Whyte,B/TT,"Missed the break, joined other back-markers approaching home bend, found nothing in home straight.",2016-01-01,1
1,11,FOREST COLOURS  (P167),J Moreira,B,"Pressed forward, sat just off the lead 2 wide, not suited by the fast sectionals, closed off strongly 300M to score.",2016-01-01,2
2,9,SWEET BEAN  (S205),V Cheminaud,B,"Took rail at back, favoured by the fast pace, made steady ground 300M for 2nd.",2016-01-01,2
3,2,ENCHANTING DIAMOND  (S136),D Whyte,B,"Settled in midfield, 2 wide, benefited by the fast tempo, progressed steadily 400M, run ended 100M.",2016-01-01,2
4,8,MY CUP OVERFLOWS  (P378),C Schofield,B,"Pressed forward, 2 wide, not suited by the fast sectionals, held ground in straight.",2016-01-01,2
5,10,RUGBY AMBASSADOR  (S314),K C Leung,CP-/XB2/TT,"Pushed to maintain a prominent spot on the rails, harmed by the fast pace, held ground in straight.",2016-01-01,2
6,13,GLORIOUS VICTORY  (S369),Y T Cheng,B/TT,"Hard ridden early but not muster, behind midfield, benefited by the fast tempo, lack room 400M, made steady ground when clear.",2016-01-01,2
7,6,SPICY SIAM  (N090),C Y Ho,B-/TT,"Hard ridden early, at back along the fence, favoured by the fast pace, lack room 4-2, made ground when clear.",2016-01-01,2
8,1,HIGH SPEED METRO  (P293),Z Purton,XB,"Eased back, 2-3 wide, benefited by the fast tempo, made ground 350M, run ended 200M.",2016-01-01,2
9,7,MIGHTY WONGCHOY  (S050),G Mosse,B-,"In front of midfield, 2 wide, flattened in straight.",2016-01-01,2
10,12,TELECOM PRINCE  (P017),M L Yeung,B,"Eased back, 2 wide, suited by the fast pace, checked badly 400M, no progress.",2016-01-01,2
11,5,GOLD TARTINI  (N070),N Rawiller,B,"Eased to rear, favoured by the fast tempo, bumped 400M, no turn of foot.",2016-01-01,2
12,3,LE PEGASE  (T280),H W Lai,H/V,"Pushed to hold the rail in front of midfield, no dash.",2016-01-01,2
13,14,WINSOME SMILE  (T061),R Fourie,--,"At rear, suited by the fast pace, trapped 2-4 wide, no progress.",2016-01-01,2
14,4,FRESH AND FRESH  (P407),G Benoist,V-/B2,"Took rail, led easily at fast sectionals, dropped off rapidly 400M.",2016-01-01,2
1,7,MALMSTEEN  (V059),G Mosse,TT1,"Midfield early, gradually improved after 700M, accelerated strongly to take the victory by 2-3/4Ls.",2016-01-01,3
2,3,TOP BONUS  (T132),J Moreira,--,"Driven forward to take the outer fence, travelled nicely throughout the race, however got beaten by an impressive winner by 2-3/4Ls.",2016-01-01,3
3,14,A FAST ONE  (S424),H W Lai,B,"At rear, travelled 5Ls behind the leader close to the outer fence, finished off nicely for 3rd.",2016-01-01,3
4,6,HOT HOT PEPPER  (V026),N Rawiller,--,"Settled 2Ls behind the pace close to the grand rail, made some steady ground to get 4th despite travelling greenly in the early stages.",2016-01-01,3
5,12,NOBLE BUDDIES  (T356),D Whyte,B,"Prominent, checked 900M, travelled 1L behind the pace close to the outer fence, kept on one pace without any serious threat to the first two.",2016-01-01,3
6,2,SEA WARRIOR  (P411),G Benoist,TT,"At rear, travelled 5Ls behind the leader in the middle of the track, made some ground over the latter stages.",2016-01-01,3
7,10,GLORY HORSIE  (M273),K C Leung,B,"Settled behind the pace, 2Ls behind the leader, kept on steadily to the line.",2016-01-01,3
8,4,CRIMSON GLORY  (V062),C Y Ho,--,"Settled worse than midfield, 3.5Ls behind the leader close to outer fence, kept on steadily to the line.",2016-01-01,3
9,1,CLEVER SPIRIT  (T333),Z Purton,--,"Settled worse than midfield, 3Ls behind the leader in the middle of the track, failed to make any impression.",2016-01-01,3
10,5,GREAT EAGLE  (T318),C Schofield,--,"Prominent, travelled 1.5Ls behind the leader in the middle of the track, kept on fairly and weakened 100M.",2016-01-01,3
11,8,MASTER PINNACLE  (S351),M L Yeung,B/TT,"At rear, travelled 6Ls behind the leader along the grand rail, never ran on.",2016-01-01,3
12,9,SOLAR GAGA  (T304),B Prebble,--,"Prominent, travelled 1.5Ls behind the leader in the middle of the track, never respond when asked 400M and eased down 150M.",2016-01-01,3
13,11,HORSE SUPREMO  (S055),H N Wong,BO/TT,"Hard ridden forward along the grand rail, checked 750M, dropped off thereafter.",2016-01-01,3
14,13,DOUBLE MASTER  (P105),C K Tong,TT,"Camped handy, travelled 1.5Ls behind the leader, flattened badly 400M, tailed out.",2016-01-01,3
1,10,SNOW SLIDER  (P438),H W Lai,TT,"Jumped well, used from outside draw to lead 1100m, crossing to fence 1000m and steadying pace. Kicked clear 400m and easily held off challenges.",2016-01-01,4
2,5,HASTILY FEET  (T259),B Prebble,--,"Taken in to find cover but shuffled towards rear in one-off position. Put under pressure turning for home, lay in early straight, and finished strongly final 200m.",2016-01-01,4
3,11,BORN TO WIN  (N386),C Y Ho,TT,"Began well, pressed forward, cutting to rail 1000m about 2L from leader. Urged forward 350m but unable catch leader and lost second placing on the post.",2016-01-01,4
4,4,BULB MASTER  (T139),K C Leung,--,"Allowed to slide forward without being pushed, settling third in one-off position 3L from leader. Hard ridden from 400m but only one-paced.",2016-01-01,4
5,12,G-ONE LEADER  (P383),Z Purton,E,"Jumped OK but outpaced, dropping to rear 3-wide. Kept wide around turn, taken to centre track in straight and finished off nicely.",2016-01-01,4
6,7,PENNY LANE  (P021),C Schofield,B/TT,"Pressed forward from an outside draw, settling ahead of midfield but without cover. Kept wide thought and boxed on one-paced in straight.",2016-01-01,4
7,1,WINGOLD  (T202),M L Yeung,--,"Outpaced, settling at rear along fence. Switched out turning for home and ran on fairly in straight to be closest at finish.",2016-01-01,4
8,3,LETSGOFREE  (T292),J Moreira,B,"Ridden along early, settling 3-back along fence. Switched out turning for home, but awkwardly placed halfway up the straight, then one-paced.",2016-01-01,4
9,2,FAIRY EAGLE  (S122),N Rawiller,H-/B/TT,"Quickly into stride, leading field initially before easing into box seat 3L from leader. Put under pressure 400m, kept on fairly till flattened close home.",2016-01-01,4
10,13,MASQUERADER  (N234),G Benoist,B/TT,"Began OK, ridden along between horses, before selling midfield but 3-wide. Taken wider in straight but only one-paced under hard riding,",2016-01-01,4
11,14,ORACLE  (N115),H N Wong,XB/TT,"Pushed early to hold one-off position in midfield. Caught behind horses turning for home, got close to heels 200m, one-paced.",2016-01-01,4
12,9,INNOVATIVE WINNER  (T060),C K Tong,CP/TT,"Began fairly, outpaced, settling at rear along fence. Switched out turning for home but found little under pressure.",2016-01-01,4
13,8,VICTORY BOYS  (S355),V Cheminaud,H,"Jumped with field, not pushed, selling along fence in midfield. Lost position around turn and one-paced in straight.",2016-01-01,4
14,6,THUNDER WINNER  (T182),G Mosse,B-/TT,"Began fairly, outpaced and soon at rear in one-off position. Trailed field thereafter.",2016-01-01,4
1,1,LEADING HORSE  (T322),J Moreira,H,"Pressed forward from wide draw to sit outside hind quarters of leader. Rolled forward 500m, hit front 400m, overtaken 200m but fought back to win on the line.",2016-01-01,5
2,3,UNICORN  (T046),Z Purton,--,"Allowed to stride at own pace, settling behind midfield in one-off position. Improved around turn, rolled forward 400m, hit front 200m, battled but caught on line.",2016-01-01,5
3,11,UNIQUE JOYOUS  (S244),M L Yeung,CP-/V1/TT,"Slow into stride, settling at rear in one-off position. Improved position around turn, taken very wide in straight, ran on strongly.",2016-01-01,5
4,12,FAITHFUL BOY  (T089),Y T Cheng,H,"Began well, ridden forward in one-off position 3L from leader. Urged forward top of straight and ran on steadily.",2016-01-01,5
5,9,SPEEDY WALLY  (T002),K C Leung,CP,"Began fairly then raced ungenerously, dropping to last. Tagged on to field 450m, switched wide and finished off nicely.",2016-01-01,5
6,5,GLORY STAR  (T336),N Callan,B/XB1/TT,"Ridden along to hold forward position 3L from leader. Improved position turning for home, looked chance 400m, then one-paced.",2016-01-01,5
7,4,ATOMIC BLAST  (T203),D Whyte,H,Shifted in from wide draw soon after start but kept 3-wide towards the rear. Made some progress around turn but one-paced in straight.,2016-01-01,5
8,10,THIS IS GLADIATOR  (T261),C Schofield,XB,"Jumped well, pressed forward, settling 2L behind leading pair. Kept on steadily early in straight before tiring final 200m.",2016-01-01,5
9,8,MALAYAN PEARL  (N416),H N Wong,TT,Urged forward from inside draw to hold rail 4L from leader. Put under pressure top of straight but found little and faded.,2016-01-01,5
10,14,KING BOUNTIFUL  (T105),C Y Ho,P/TT,"Slow into stride, no early pace and settled at rear along fence. Switched out in straight but held for run 300m, then one-paced.",2016-01-01,5
11,6,CHANCELLOR  (M347),G Mosse,B/TT,"Jumped well, rolled forward to lead passing 1400m. Set good pace until caught 400m, gave ground gradually.",2016-01-01,5
12,2,INDIGO WAY  (M227),C K Tong,B,"Began OK, ridden along fence 3-back from leader but lost position around turn, dropping to last 500m. Ran past tired horses close home.",2016-01-01,5
13,7,DRAGON HARMONY  (T283),B Prebble,H/TT,"Not pushed early, racing behind midfield but wide. Kept on fairly in straight to 200m when tired and faded.",2016-01-01,5
14,13,FRIENDS FOREVER  (T079),H W Lai,SR-/B2,Hard ridden to stay with pacemakers but kept 3-wide without cover from 1300m. Under pressure soon after straightening and faded.,2016-01-01,5
1,5,JOLLY SPRING  (P395),R Fourie,SR,"Eased back, sat 5-1/4L behind the leader 2 wide with cover, harmed by the slow tempo, unleashed strongly from 300M to score.",2016-01-01,6
2,14,LUCKY PROFIT  (S335),K C Leung,B/TT,"From the widest barrier, settled in worse than midfield, 4-3/4L off 3 wide with cover, not suited to the slow tempo, kept challenging until to the line, beaten only by 1/2L.",2016-01-01,6
3,8,HAMMER KING  (V034),M L Yeung,--,"Prominent, travelled 1L behind the leader 2 wide with cover, ran on well for 3rd.",2016-01-01,6
4,13,G-ONE BO BO  (S374),C Y Ho,B-,"Settled in midfield, 3L off the pace 3 wide without over, suited to the slow tempo, finished off well for 4th.",2016-01-01,6
5,2,WHO ELSE BUT YOU  (T341),J Moreira,--,"Urged forward to take the rail and led by a short head, suited to the slow pace, found no extra and headed at 150M.",2016-01-01,6
6,4,VICTORY HEART  (P414),G Mosse,V/TT-,"Travelled in midfield, 2L behind the leader 2 wide with cover, not suited to the slow tempo, finished off only one paced.",2016-01-01,6
7,6,ACE KING  (T331),H N Wong,H,"Raced in midfield along the rail, 3L off the pace, not suited to the slow tempo, one paced home.",2016-01-01,6
8,7,CALIFORNIA JOY  (T406),C Schofield,CP1/TT1,"Settled in worse than midfield along the rail, 4-1/2L behind the leader, harmed by the slow tempo, did not improve in the Straight.",2016-01-01,6
9,1,HAR HAR CHARMING  (S440),Y T Cheng,--,"Raced in worse than midfield along the rail, 4L behind the leader, not suited to the slow pace, no dash in the Straight.",2016-01-01,6
10,9,RICHCITY FORTUNE  (V088),N Rawiller,H1,"Urged forward to obtain box-seat, travelled 1-1/2L behind the leader, little dash after straightening, weakened at 200M.",2016-01-01,6
11,12,HOW SPEEDY  (M384),V Cheminaud,B/TT,"At the rear, 6-3/4L off the pace 2 wide with cover, harmed by the slow tempo, not competitive throughout.",2016-01-01,6
12,11,EMPEROR VICTORY  (T340),H W Lai,--,"At the rear along the rail, 6L behind the leader, not suited to the slow pace, made no impression in the Straight.",2016-01-01,6
13,3,MASTER STEED  (T320),Z Purton,H,"Urged forward and sat outside the leader, suited to the slow tempo, dropped off after 250M.",2016-01-01,6
1,4,SOLAR HEI HEI  (T242),B Prebble,CP-/H1,"Restrained on jumping, shifted across behind runners settling at rear in one-off position. Began forward move 600m, swung wide into straight, finished strongly to win close home.",2016-01-01,7
2,13,LUCKY EVER  (T293),H W Lai,B/XB/TT,"Hard ridden to hold forward position but held three-wide without cover 3L from leaders. Rolled forward top of straight, hit front 300m, run down close to line.",2016-01-01,7
3,2,LUCKY DAY  (S014),N Callan,B/TT,"Began well, pushed forward, settling one-back, one-off. Urged forward on straightening, joined leaders 300m, unable hold off first two final stages.",2016-01-01,7
4,14,DR RACE  (T284),R Fourie,H-,"Jumped with field, ridden to maintain forward position 3L from leaders. No clear run early in straight, looked a chance 200m, no extra close home.",2016-01-01,7
5,7,RED MARVEL  (T417),V Cheminaud,H/TT,"Urged forward but wide, settling behind midfield. Improved position around turn, blocked for run early in straight, ran on steadily when clear.",2016-01-01,7
6,12,DIAMOND MYSTERIOUS  (S426),K C Leung,--,"Began OK, allowed to stride forward, settling midfield but wide. Improved position early in straight, turning one-paced final 200m.",2016-01-01,7
7,6,TEAM FORTUNE  (T306),J Moreira,--,"Jumped well, ridden to hold box seat 2L from leaders. Came off fence turning for home, kept on fairly until getting close to heels 200m.",2016-01-01,7
8,11,SUPER FLUKE  (T382),C Y Ho,B,"Bounced well, not pushed, settling two-back along fence. Stayed on fence entering straight but blocked for run until near 100m, boxed on.",2016-01-01,7
9,10,STRIKING STAR  (V015),M L Yeung,TT1,"Raced fiercely soon after start and difficult to settle, dropping to rear. Bumped and unbalanced turn, switched out in straight and ran on fairly.",2016-01-01,7
10,1,GREAT TREASURE  (T380),D Whyte,--,"Crowded for room at start, shifted across behind runners and last on settling. Switched out entering straight and ran on steadily.",2016-01-01,7
11,5,I'M THE WON FOR U  (T364),H N Wong,--,"Quickly into stride, hard ridden to go forward joining leader passing 850m. Under pressure from 400m, kept on gamely to 200m before tiring.",2016-01-01,7
12,9,MEDIC KINGDOM  (N238),C K Tong,H/PC/XB,"Began awkwardly, shifted across behind runners, settling towards rear along rail. Reluctant to hold position around turn, found little in straight under pressure.",2016-01-01,7
13,3,MEGATRON  (V119),Y T Cheng,--,"Began fairly, ridden to make up ground along fence, got close to heels 800m and dropped back to near rear. Never likely thereafter.",2016-01-01,7
14,8,SMART DELIGHT  (S402),Z Purton,TT,"Began well, hard ridden to lead until 850m when joined by another. Travelled well to 400m when failed to respond under pressure. Eased down final 200m. Unacceptable performance",2016-01-01,7
1,1,NOT LISTENIN'TOME  (T235),Z Purton,TT,"Chased pace, moved up to challenge leader 300M, hit lead 150M, kept on well closing stages under top weight.",2016-01-01,8
2,8,STRATHMORE  (S206),C Schofield,B/TT,"Never far off from pace, held up nearing 200M when making his challenge, did best work final states when clear, nearest finish.",2016-01-01,8
3,2,DUNDONNELL  (S110),G Benoist,H-/SR,"Towards the rear in a compact field early stages, made good headway when driven out 450M, held by winner final 100M.",2016-01-01,8
4,7,RAD  (P248),D Whyte,--,"Always close up, vied for lead mid-stages before taking over nearing 400M, headed 150M and weakened to 4th late.",2016-01-01,8
5,6,CHARLES THE GREAT  (N171),N Callan,SR/TT,"At the back of the field but never too far off the pace, stayed on well final 400M to claim 5th but no serious threat to leaders.",2016-01-01,8
6,9,CHARITY JOY  (P278),M L Yeung,B/TT,"Along the stand's rail in 6th place, had no clear run until 100M, made mild gains when clear.",2016-01-01,8
7,4,DOMINEER  (P366),C Y Ho,H,"In mid-division early, shuffled back to last passing halfway, ran past well beaten horses only over final 300M, never reached contention.",2016-01-01,8
8,3,AMBER SKY  (N241),G Mosse,XB2/TT,"Obtained lead along stand's rail, gave only limited response when driven 450M, soon headed, weakened towards finish.",2016-01-01,8
9,5,BUNDLE OF JOY  (P180),J Moreira,B1,"Did not find the early speed to lead, settled on the outside of field chasing leaders, found little under pressure over final 400M, never involved. (No Vet findings.)",2016-01-01,8
10,10,YOU READ MY MIND  (P041),K C Leung,XB/CP1,"Sat in 3rd chasing the pace, always in firing line, faded passing halfway point, first to be beaten.",2016-01-01,8
1,11,MULTIVICTORY  (P254),Y T Cheng,B/TT,"Hard ridden to go forward but didn't muster and eased off 1000m, settling at rear. Left fence 600m, shifted out and bumped 400m, finished strongly to win close home.",2016-01-01,9
2,5,PACKING PINS  (S386),Z Purton,--,"Pressed forward from start, settling a half length outside leader passing 800m. Hit front on straightening, pulled clear 200m, run down close to line.",2016-01-01,9
3,2,CONTENTMENT  (S391),J Moreira,P,"Pressed forward but wide, settling 3L behind leader. Left without cover from 1000m, ran on steadily in straight until getting close to heels final stages.",2016-01-01,9
4,7,I'M IN CHARGE  (S164),B Prebble,--,"Jumped with field, ridden along between horses 3L from leader. Blocked for run early in straight, boxed on gamely when clear.",2016-01-01,9
5,6,PACKING LLAREGYB  (S109),G Mosse,H/SR/XB,"Restrained on jumping, shifted across behind runners, settling at rear. Last into straight, switched wide, ran on steadily.",2016-01-01,9
6,10,SUPER LIFELINE  (P158),R Fourie,--,"Bounced well, ridden along inside early leader before settling one-back, one-off. Lost position turning for home, but kept on gamely to line.",2016-01-01,9
7,1,DAN EXCEL  (N195),C Schofield,CP/TT,"Restrained on jumping, shifted across behind runners, settling at rear in one-off position. Taken very wide in straight and ran on steadily.",2016-01-01,9
8,4,REWARDING HERO  (N376),N Callan,--,"Began OK, ridden along between horses, settling behind midfield in one-off position. Improved around turn, kept on to 200m when one-paced.",2016-01-01,9
9,8,EXCITING DREAM  (P191),K C Leung,CP/TT,"Quickly into stride, pushed forward to lead on settling before crossing to fence. Joined up front turning for home, kept on fairly to 200m before tiring.",2016-01-01,9
10,3,SECRET SHAM  (P174),D Whyte,H/XB,"Urged forward to hold box seat soon after start, keeping tabs on leader to straight when blocked for run. Spent force passing 200m.",2016-01-01,9
11,9,GURUS DREAM  (M246),M L Yeung,--,"Began OK, not pushed, holding fence 3-back from leader. Stayed on fence throughout without looking dangerous.",2016-01-01,9
12,12,KEY WITNESS  (S212),H N Wong,B/TT,"Pressed forward to stay with pace but forced to race wide and left without cover from 1000m. Wide into turn, kept on fairly to 200m before fading.",2016-01-01,9
1,4,GONNA RUN  (T094),C Y Ho,TT,"Drew widest and dropped back from the jump to be 4th last early, 7L off the leaders. Ridden for luck in the straight, with a gap opening up 400m. Went to the line strongly with minimal urging. Kicked again when challenged late.",2016-01-01,10
2,12,KIRAM  (T093),G Benoist,--,"OK away, dropping back early to be midfield, 1 off the fence. Had to go searching for a run, before finding open air from the 150m. Ran strongly to the line, and had the nose in front 20m out before winner kicked again.",2016-01-01,10
3,10,EASTERN EXPRESS  (T192),J Moreira,TT,"Began OK and pushed forward to eventually sit forward of midfield, 3 wide. Came wider on the turn, and worked to the line well. Held out a fast finishing 4th late.",2016-01-01,10
4,2,ENORMOUS HONOUR  (T236),H N Wong,B,"Looked to push forward early, but dropped back to find cover, midfield and 3 wide. Dropped back to be last, and widest on the turn. Widest in the straight and ran on strongly, but left with too much to do.",2016-01-01,10
5,8,JOLLY JOLLY  (T087),Z Purton,B,"Only fairly away and pushed hard early to make up ground, eventually being handily placed 5th, on the rail. Led at the 250m mark, but began to fade, and not vigorously pushed to the line.",2016-01-01,10
6,14,HAPPY AGILITY  (T184),H W Lai,CP,"OK away and settled forward of midfield, 1 off the fence. Unsettled early and had a tendency to get to get his head up when racing on heels early/mid race. Ran on steadily to the line, before peaking at 75m.",2016-01-01,10
7,6,GOOD CHOICE  (P423),V Cheminaud,XB,"Dropped back from the wide draw to be in the last pair, on the fence. Had difficulty getting a run early in the straight, but ran on steadily when clear from the 200m, without ever threatening.",2016-01-01,10
8,5,THE SHOW  (T256),N Callan,B,"Began well, and pushed forward from the wide draw to be handily placed, but stuck 3 wide with no cover. Well placed on the turn, but never responded to urging and went flat to the line.",2016-01-01,10
9,3,WINNAM  (P119),G Mosse,B/TT,"Dropped back from the kick to sit at the rear of the field, 1 off the fence. Last on the turn and ran on well initially, before dropping out from the 150 and easing late.",2016-01-01,10
10,13,CHEERFUL BOY  (V019),Y T Cheng,CP-/B1/TT,"Broke well from the inside draw, and pushed forward early to take the lead. Still in front at the 350m, before fading out and not pushed to the line.",2016-01-01,10
11,7,GRAND HARBOUR  (P421),K C Leung,BO/H/TT,"Began well and taken forward to be handily placed behind the leaders, 1 off the fence. Only plugged away in the straight, and fading before coming off heels 100m and easing out.",2016-01-01,10
12,9,VICTORY MASTER  (M148),C K Tong,B,"Dropped back from the jump sit at the back of the field, 1 off the fence and 9L off the leaders. Never responded and went to the line meekly, only passing two being eased out.",2016-01-01,10
13,11,TRAVEL AMBASSADOR  (T113),C Schofield,--,"Slow to begin before pushing forward to be placed midfield, on the fence. Moved forward steadily mid race to be well place on the turn. Never responded in the straight, dropping out quickly and easing out late.",2016-01-01,10
14,1,APPROVE  (N299),M L Yeung,B/TT,"Began awkwardly, but recovered quickly to take a share of the lead, 2-3 wide. Under pressure before the turn, dropping out quickly in the straight to be tailed off by 35L. Unacceptable performance.",2016-01-01,10
1,7,MODERN TSAR  (S167),G Benoist,V,"Taken back from a tricky gate, raced 7 lengths back at tail, still last turning in, taken wide in straight and finished off very strongly to score.",2016-01-01,11
2,12,AEROSPEED  (T351),K C Leung,--,"Jumped with them, raced 6 lengths back at rear, 3 wide with cover on turn, angled out early in straight, closed off very strongly to get 2nd.",2016-01-01,11
3,11,LUCKY GIRL  (T355),G Mosse,--,"Average to begin, raced 4 lengths back in midfield, 3 wide with cover on turn, finished off well in straight to get 3rd.",2016-01-01,11
4,1,SO FAST  (S419),J Moreira,H/P,"Slowly away, recovered to race in midfield, saved ground on turn, no clear running early in straight, made some progress thereafter to make frame.",2016-01-01,11
5,5,NONE OTHER  (S349),M L Yeung,B/TT,"Began well, positioned 2 wide in midfield, similar position on turn, made reasonable progress in straight without threatening.",2016-01-01,11
6,10,HARBOUR NOVA  (T432),C Schofield,--,"Slightly slowly away, raced 2 wide, 4 lengths back behind midfield, there to turn, held up for clear running early in straight, finished off evenly when clear thereafter.",2016-01-01,11
7,3,LUCKY SCEPTER  (N174),B Prebble,V/XB/TT,"Crowded out start, raced 6 lengths back at tail, saved ground on turn, kept to inside and got traffic early in straight, finished off evenly thereafter.",2016-01-01,11
8,4,MAGNETISM  (V114),R Fourie,--,"Away with them, raced 3 to 4 lengths back on rail behind midfield, saved ground on turn, no daylight early in straight, made minor progress when clear final 200M.",2016-01-01,11
9,6,BEAUTY PRINCE  (T411),D Whyte,B/H,"Jumped well from a wide draw, sent forward to race prominently, bumped near 850M, positioned a length behind the leader on turn, made minor progress early in straight, peaked near 200M, one-paced thereafter.",2016-01-01,11
10,2,LAND GRANT  (V131),N Callan,TT,"Moderately away, raced 1 to 2 lengths back on rail, saved ground on turn, in traffic early in straight, finished off evenly.",2016-01-01,11
11,13,COURAGEOUS BROTHER  (T397),H N Wong,H,"Jumped well from the widest draw, unable to slot in, raced 3 wide in 4th, no cover on turn, weakened after turning in when hard run took toll.",2016-01-01,11
12,14,DEJA VU  (T376),H W Lai,B1,"Away with them, sent forward to race prominently, 2 wide in 3rd on turn, took the lead 400M, peaked early in straight, weakened gradually thereafter.",2016-01-01,11
13,9,SHORT SQUEEZE  (S296),Z Purton,B/TT,"Average to begin, raced 2 wide in 6th, similar position on turn, failed to close off in straight, eased final 100M. (Bled from both nostrils.)",2016-01-01,11
14,8,NO MONEY NO TALK  (S404),C Y Ho,B/XB,"Moderately away from gate 13, difficult to settle early and unable to find cover, improved into the lead near the first turn, emptied early in straight and dropped out tamely. (Unacceptable performance.)",2016-01-01,11
Comments on Running is not available for this race.,Comments on Running is not available for this race.,Comments on Running is not available for this race.,Comments on Running is not available for this race.,Comments on Running is not available for this race.,Comments on Running is not available for this race.,2016-01-01,12
Comments on Running is not available for this race.,Comments on Running is not available for this race.,Comments on Running is not available for this race.,Comments on Running is not available for this race.,Comments on Running is not available for this race.,Comments on Running is not available for this race.,2016-01-01,13
1,7,MASTER VIKING  (S385),K Teetan,V/TT,"Ridden to lead and virtually made all, kicked over 2L clear about 100 metres out, won readily.",2016-01-06,1
2,5,OPTIMISM  (S150),N Callan,SR/TT,"Moderate start, soon recovered to midfield on rails, angled off rails to challenge upon straightening, ran on well without troubling the winner.",2016-01-06,1
3,8,NOVEL START  (M255),D Whyte,B,"Began fairly settling within striking distance in 4th, shuffled back to 5th leaving the Rock and similar into straight, fought on steadily without threatening in the run home.",2016-01-06,1
4,4,SAMMY'S EMPIRE  (S336),M L Yeung,B,"Settled in midfield or just worse, did not find much room early in straight, made up some late ground close to home.",2016-01-06,1
5,10,JADE PIPPO  (P052),B Prebble,CP/H/XB/TT,"Taken well back from a wide gate, remained in last and widest into straight, made good progress near the centre of the track.",2016-01-06,1
6,11,KING OF SMARTS  (S176),Y T Cheng,PC,"Broke well from a poor gate, raced very wide in midfield down back straight before moving forward to a prominent position passing the 800 metres, chased leader into straight but folded up quickly inside final 200 metres.",2016-01-06,1
7,9,FOREVER FUN  (S130),V Cheminaud,B/TT,"Broke well from a wide gate to be prominent early stages, shifted back to 3-wide in midfield far side, kept on same pace without quickening under pressure in the run home.",2016-01-06,1
8,6,CHARTER VICTORIA  (P204),Z Purton,V-/SR2/TT1,"Settled well behind, commenced move at top of home bend and snuck up on rails turning in, unable to sustain effort inside final 200 metres.",2016-01-06,1
9,3,NATURAL EIGHT  (S243),C Y Ho,B/H,"Jumped fairly, niggled along on rails in handy position, taken back to just behind the leader from the Rock, gradually weakened after straightening.",2016-01-06,1
10,2,JET SET DRAGON  (S384),R Fourie,SR,"Closer up early stages before shuffled back behind midfield around the 1000-metre bend, travelled 3-wide but with cover down far side, made no impression from a similar position into straight.",2016-01-06,1
11,12,DELIGHT FORTUNE  (N402),C K Tong,SR/V,Never on terms.,2016-01-06,1
12,1,GIDDY GIDDY  (S367),N Rawiller,H/TT,"Briefly in front after leaving the widest gate, remained prominent to straight, folded up quickly.",2016-01-06,1
1,2,ROCKET LET WIN  (P330),V Cheminaud,B/TT,"Crossed in front easily, sat just off the leader 2 wide, benefited by the slow tempo, ran on strongly 300M to score.",2016-01-06,2
2,8,FABIO  (S239),B Prebble,TT,"Pushed forward, sat 2 wide just off the slow pace, held ground in straight for 2nd.",2016-01-06,2
3,4,CHIN CHUN  (S445),N Rawiller,TT,"Settled nicely in box seat, lack room 300M, ran on well for 3rd.",2016-01-06,2
4,3,BO DUKE  (S378),K C Leung,CP/TT,"Pushed to sit in front of midfield, 2 wide, not suited by the slow tempo, little dash 250M.",2016-01-06,2
