Placing,Horse No,Horse Name,Jockey,Gear,Comment,Date,RaceNumber
5,12,RACING HERO  (N157),M L Yeung,B/TT,"Held up mid-division, never far off from pace, wide bid 500M, kept on same pace in straight, outdashed over final 200M.",2015-05-27,8
6,2,WINNING LEADER  (N268),N Rawiller,H,"Settled along the fence in mid-pack, angled out 3-deep near 500M, loomed a threat early straight, run ended 200M and weakened.",2015-05-27,8
7,11,CHATER DREAM  (P117),H N Wong,--,"Travelled 3-wide in midfield with cover, came widest home turn, kept on same pace to line, never a serious threat.",2015-05-27,8
8,13,MEDALLIST  (N024),K Teetan,TT,"Restrained near the rear along the 3-path, not picked up entering straight and soon left behind by leaders.",2015-05-27,8
9,7,SUNNY YING  (P152),K C Leung,CP,"Failed to muster despite ridden along, ended up near the tail of the field 5Ls off the pace, didn't have a lot to offer and only ran past well beaten runners in straight.",2015-05-27,8
10,5,OBLITERATOR  (T222),D Whyte,SR,"Positively ridden, settled just off the pace and appeared to be travelling well, took over 400M but failed to go on from 300M, gave ground rapidly. (Jockey questioned)",2015-05-27,8
11,4,APPROVE  (N299),A Suborics,B/TT,"Shaken up early, shared the lead at a steady tempo, slowed things down home turn, had little left passing 400M and soon on the retreat.",2015-05-27,8
12,10,MY NAME IS BOND  (M287),Y T Cheng,--,"Caught wide on the 1st turn, strolled forward to race outside leader 1200M, came up empty 350M, soon weakened and finished tailed-out. (Unacceptable Performance)",2015-05-27,8
13,6,GONNA RUN  (T094),N Callan,B,"Unable to slot in from 13, caught wide no cover behind leading pair throughout, weakened in straight and finished tailed out. (Unacceptable Performance)",2015-05-27,8
Comments on Running is not available for this race.,Comments on Running is not available for this race.,Comments on Running is not available for this race.,Comments on Running is not available for this race.,Comments on Running is not available for this race.,Comments on Running is not available for this race.,2015-05-27,9
Comments on Running is not available for this race.,Comments on Running is not available for this race.,Comments on Running is not available for this race.,Comments on Running is not available for this race.,Comments on Running is not available for this race.,Comments on Running is not available for this race.,2015-05-27,10
Comments on Running is not available for this race.,Comments on Running is not available for this race.,Comments on Running is not available for this race.,Comments on Running is not available for this race.,Comments on Running is not available for this race.,Comments on Running is not available for this race.,2015-05-27,11
Comments on Running is not available for this race.,Comments on Running is not available for this race.,Comments on Running is not available for this race.,Comments on Running is not available for this race.,Comments on Running is not available for this race.,Comments on Running is not available for this race.,2015-05-27,12
Comments on Running is not available for this race.,Comments on Running is not available for this race.,Comments on Running is not available for this race.,Comments on Running is not available for this race.,Comments on Running is not available for this race.,Comments on Running is not available for this race.,2015-05-27,13
1,13,BAMBOO DANCE  (M327),J Moreira,B,"Settled just worse than midfield, responded well after straightening to take charge over 150 metres out, won comfortably.",2015-05-31,1
2,1,STREET CAT  (CK037),N Callan,B/TT,"Settled behind midfield on rails, baulked for a run early in straight until the 200 metres, ran on to snatch 2nd close to home.",2015-05-31,1
3,8,ZACHARY  (N146),A Suborics,CP/TT,"Broke well from a poor draw, slightly better than midfield when raced keenly and steadied approaching home bend, midfield into straight, ran on quite well to reach 2nd passing the 200 metres, unable to sustain run close to home.",2015-05-31,1
4,2,JOY TOGETHER  (P082),G Mosse,SR/TT,"Broke well from a middle draw, settled mainly one-out-one-back in 3rd or 4th, hit the front under pressure briefly over 200 metres out, soon swamped.",2015-05-31,1
5,3,TELECOM PRINCE  (P017),O Doleuze,--,"Gradually settled at the back, trailed the field and went widest into straight, made modest headway while hanging in under pressure.",2015-05-31,1
6,5,GLOBAL FAME  (M335),K Teetan,V/TT,"Settled in midfield on rails, shifted out to challenge upon straightening, kept on steadily without quickening.",2015-05-31,1
7,12,ORIENTAL FANTASIA  (P269),Y T Cheng,H/SR/TT,"Broke well from a wide gate to soon take up running setting a sound pace around the bend, unable to sustain effort and overhauled inside final 250 metres.",2015-05-31,1
8,4,SOUTHCHINA COMMAND  (S290),B Prebble,--,"Crossed to rails at the back from the widest gate, settled a couple from last to straight, kept on steadily without quickening.",2015-05-31,1
9,7,GOOD THINKER  (M127),H N Wong,V,"Ridden along before settling for 5th just better than midfield and over 3L off the lead, remained similar turning for home but found no extra after straightening.",2015-05-31,1
10,9,HAPPY KAISER  (N130),M L Yeung,H-,"Jumped fairly from the one draw, gradually improved to settle in 4th or 3rd just over 2L off the pace, faded steadily shortly after turning into straight. (Questioned for disappointing performance)",2015-05-31,1
11,10,HONG KONG FAT  (M099),D Lane,H/TT,"Jumped fairly from a wide gate, settled in last few, saved ground turning in, made no impression in straight.",2015-05-31,1
12,11,YOUNG HAPPY  (M305),H W Lai,B,"Slow to begin, always in last few, one-paced in straight.",2015-05-31,1
13,14,BLACK STAR  (S140),T H So,PC,"Jumped fairly, ridden positively before settling one-back on or near the rails, folded up quickly after straightening.",2015-05-31,1
14,6,GOLDEN OSMANTHUS  (N245),W M Lai,B/TT,"Moderate start, travelled keenly towards the rear, shifted wider rounding home bend, soon struggled. (Bled)",2015-05-31,1
1,1,BAYONET  (T247),N Callan,H/TT,"Jumped smartly and sent straight to the lead, travelled strongly and always in control.",2015-05-31,2
2,9,VICTORY DUKE  (T136),B Prebble,TT1,"Fast out and settled behind leader, travelling strongly and tried to challenge at 300m but no match for winner despite finishing well.",2015-05-31,2
3,13,PEACE COMBINATION  (T091),O Doleuze,B,"Jumped smartly and urged forward to race on pace, travelled well midrace, fought on strongly right to the line.",2015-05-31,2
4,10,GIDDY GIDDY  (S367),D Whyte,H/TT,"Allowed to settle behind leaders, urged along passing 400m, got going final 100m to finish nicely.",2015-05-31,2
5,11,GOLDEN BAUHINIA  (CK123),J Moreira,--,"Fast out to race on pace, under pressure at 300m when pace quickened, one paced to the finish.",2015-05-31,2
6,8,PLANET GIANT  (T295),C Y Lui,TT1,"Positive early to settle midfield, under pressure from 400m but battled solidly to finish.",2015-05-31,2
7,14,ELEGANT FRAMES  (N240),W M Lai,B,"Settled worse than midfield, picked up midrace and finished off nicely final 400m.",2015-05-31,2
8,2,GIDEON  (S134),N Rawiller,B/TT,"Crowded at start, settled towards rear, hampered at 450m, one paced to the finish.",2015-05-31,2
9,6,MR RIGHT  (T334),G Mosse,--,"Crowded at start, quick gathered pace to race on speed, unable to quicken passing 400m and commenced to weaken from 200m.",2015-05-31,2
10,3,TARZAN I AM  (P299),C Y Ho,TT,"Jumped fairly, settled midfield, always towards rear.",2015-05-31,2
11,5,SUGAR  (P047),A Suborics,P,"Commenced awkwardly, settled midfield, quickly under pressure at 400m and unable to make ground.",2015-05-31,2
12,4,HAPPY CHAMPION  (N027),H W Lai,TT,Settled rearward and never in it.,2015-05-31,2
13,7,OCTAL LUCK  (T205),M L Yeung,B-,"No early pace, under pressure at 400m and weakened out of it.",2015-05-31,2
14,12,SUCCESS AND GOLD  (S049),T H So,TT,"No early pace, always rearward.",2015-05-31,2
1,6,TURBO JEWELLERY  (N379),T H So,B/TT,"Raced midfield, travelled 3Ls behind the leader 2 wide with cover, benefited by the strong pace, ran on strongly to score by a short head.",2015-05-31,3
2,5,FULL GLORY  (T092),G Mosse,TT,"Rolled forward to obtain the box seat, dropped to midfield when the pace quickened 700M, suited by the fast sectionals, ran on well to get 2nd.",2015-05-31,3
3,11,HAPPY ROCKY  (S147),B Prebble,CP/TT,"Raced midfield, travelled 4Ls behind the leader 2 wide with cover, suited by the strong tempo, dashed well for 3rd.",2015-05-31,3
4,14,SO CAFFE  (S258),K Teetan,TT,"Settled worse than midfield 5.5Ls behind the leader 2 wide with cover, benefited by the fast tempo, ran on well for 4th.",2015-05-31,3
5,3,INDUSTRIALIST WAY  (S023),H N Wong,TT,"Jumped awkwardly, then pushed to settle in a handy position, made an early moved from 1200M gradually, kept on steadily in straight.",2015-05-31,3
6,12,SUPREME FRESH  (S076),M L Yeung,B/H,"Midfield early, made an early moved from 1100M gradually, placed pressure 600M, kicked 4Ls clear 300M, however weakened over the last furlong.",2015-05-31,3
7,4,BEST SHOW  (N438),A Suborics,--,"At rear, travelled 7Ls behind the leader on the fence, suited by the strong pace, made some ground in straight.",2015-05-31,3
8,1,AMBITIOUS CHAMPION  (S083),N Callan,P,"Raced midfield, travelled 4Ls behind the leader on the fence, checked 700M, despite the fast sectionals, kept on one pace in straight without any threats.",2015-05-31,3
9,7,WRATH OF FIRE  (CL420),H W Lai,--,"Eased to settle worse than midfield about 5Ls behind the leader 3 wide with cover, despite benefited by the strong tempo, ran on fairly.",2015-05-31,3
10,13,THE SYLPH  (T055),C Y Ho,H/SR,"Pushed forward to park outside the leader, found cover when the pace quickened 1000M, harmed by the fast pace, soon weakened after straightening.",2015-05-31,3
11,10,SERGEANT TITANIUM  (S332),J Moreira,--,"Settled worse than midfield about 5Ls behind the leader on the fence, despite suited by the fast pace, ran on fairly. (Questioned for disappointing performance, see incident report)",2015-05-31,3
12,9,HOLMES LEGEND  (N375),N Rawiller,H,"Raced midfield, however trapped 4 wide without cover until 1200M, despite the fast tempo, unable to show any dash in straight. (Questioned for riding, see incident report)",2015-05-31,3
13,2,ASHKIYR  (P151),T Berry,CP,"Taken back from wide gate, travelled 7Ls behind the leader 2 wide with cover, despite the strong tempo, never ran on.",2015-05-31,3
14,8,FRANCE VALOUR  (S408),D Lane,--,"Ridden forward to take the fence and led early, dropped to the box seat 1000M, emptied rounding the Home Turn.",2015-05-31,3
1,2,AMBASSADORSHIP  (N217),H N Wong,B-/V1,"Bustled & prominent from gate, camped rail 1 back, shifted 1 off 420m, shaken up 400m & joined leader 200m, grinding duel, bumped but edged verdict at wire.",2015-05-31,4
2,9,JUMBO SPIRIT  (T038),O Doleuze,B/TT,"Tardy start, mustered to track pace 1 off no cover, gained cover 1200m & raced 2L 4th, under pump & shifted out for progress 550m, led 280m, duelled & bumped rival, lost on nod.",2015-05-31,4
3,4,ROUGE ET BLANC  (S353),J Moreira,B/TT,"Missed break, mustered to midfield 1 off with cover, slight check turning in, shaken up 400m, battled on between runners to nick 3rd at wire.",2015-05-31,4
4,6,REAL GENEROUS  (M193),C Y Ho,B-/H2/TT,"Outpaced at break, bustled to race 1 off with cover behind midfield, niggled 1000m, shifted very wide 500m & driven, rattled home late, just missed frame.",2015-05-31,4
5,10,SUPERKING DRAGON  (N318),B Prebble,B/TT,"Good start, settled fore of midfield 1 off with cover, ridden briefly 500m, progress checked 420m, shifted out & driven, closed to 3rd 200m, tapered & swamped.",2015-05-31,4
6,13,SPEEDY WALLY  (T002),N Callan,B,"Moderate start & sat behind midfield 3 wide with cover, over-raced 1300m, minor advance 1100m, inroads under strong drive but hung erratically in stretch, impeded rival 100m.",2015-05-31,4
7,3,ROCK THE TREE  (P272),A Suborics,B,"Taken behind to race near tail on inner, shifted out & driven turning in, stayed on for minor headway.",2015-05-31,4
8,8,PENNY LANE  (P021),C Y Lui,B/TT,"Broke ok, taken back to 3 wide with cover near rear, driven 400m, kept on for minor inroads.",2015-05-31,4
9,7,WEALTHY FORTUNE  (P324),D Whyte,B,"Broke well, caught 3 wide no cover fore of midfield, driven turning in & shifted out, plugged on one pace, bumped & snatched up 100m, eased.",2015-05-31,4
10,14,WIN ALONG  (P003),H W Lai,B/TT,"Broke OK, caught 4 wide no cover midfield, rolled to 2nd 1250m & parked outside leader, 1L 2nd & ridden under pressure 480m, soon swamped & wilted.",2015-05-31,4
11,11,PERCY JACKSON  (N188),G Mosse,B,"Snagged back at start, niggled at tail, ridden 400m, struggled in tame run home.",2015-05-31,4
12,1,ASIA RISING  (S159),N Rawiller,B/TT,"Fast start, rolled to lead, to rail 1450m, 1L clear & shaken up 420m, emptied 300m, headed 280m & faded out.",2015-05-31,4
13,12,GOOD FIT  (S131),D Lane,B/TT,"Sluggish start, raced rail behind midfield, niggled 1000m, hard-ridden into stretch, found nil & weakened.",2015-05-31,4
14,5,KING BOUNTIFUL  (T105),M L Yeung,B/TT,"Broke well, sat rail midfield, niggled 600m & hard ridden under pressure soon after, struggled in run home.",2015-05-31,4
1,4,AH BO  (P295),N Rawiller,BO/TT,"Good break, raced rail fore of midfield, shifted out & shaken up 400m, gradual closer to lead 100m, drew clear.",2015-05-31,5
2,3,UNBEATABLE GUTS  (S231),H W Lai,B,"Fast break to race handy & settled 1 off with cover 4th, pulled out & driven 400m, grinding run to edge lead 150m, headed 100m, just held on for 2nd.",2015-05-31,5
3,1,GLACIER BLUE  (P062),K Teetan,CP/XB,"Moderate start, raced 1 off with cover behind midfield, shifted wide & ridden 430m, quickened to close, nicked 3rd late.",2015-05-31,5
4,5,ATOMIC BLAST  (T203),D Whyte,H,"Broke ok from wide gate, slotted 1 off with cover fore of midfield, ridden 500m & edged out, kept on dourly without threatening.",2015-05-31,5
5,2,G-ONE LEADER  (P383),G Mosse,B-/E,"Sharp start, soon niggled & sat rail midfield, driven 430m & initially tapped for toe, stayed on for solid late headway.",2015-05-31,5
6,11,ACUMEN  (T026),N Callan,H/TT,"Slow start & ridden, settled near rear 1 off with cover, shifted wide & hard-ridden into stretch, stayed on centre track for minor inroads.",2015-05-31,5
7,7,ONE MORE WORLD  (S430),J Moreira,H,"Sharp start widest, worked deep to slot 2nd 1 off no cover at 950m, driven 420m, lacked toe and plugged on same speed.",2015-05-31,5
8,6,LONDON CITY  (T080),H N Wong,H-,"Sharp break & pushed to lead, snagged rail 1200m & raced 1L clear, all out & headed 150m, tapered out.",2015-05-31,5
9,9,HEARTILY WINS  (P424),A Suborics,CP,"Broke well but taken back, soon mustered to camp midfield 1 off with cover, switched out 430m, lacked toe & plugged on evenly.",2015-05-31,5
10,12,BEST FIGHTER  (S364),M L Yeung,H/XB/CP1,"Tardy start, sat rail near rear, under pump 550m, struggled in run to wire.",2015-05-31,5
11,8,WINNING MASCOT  (CL342),O Doleuze,B2,"Slow start & bumped, raced rail last pair, driven into stretch, plodded on tamely.",2015-05-31,5
12,13,DOUBLE DRAGON  (CK019),C Y Lui,B,"Fast break, sat 1 back on rail, hard-ridden 400m but found little in tepid run home.",2015-05-31,5
13,10,PARENTAL SPIRIT  (S368),Y T Cheng,--,"Shifted right & bumped rivals at break, sat last pair 1 off, clear last & niggled 800m, under pump 600m, plodded on, never a factor.",2015-05-31,5
14,14,TO-KALON  (S092),C K Tong,H/TT,"Moderate break & bumped, raced 3 wide no cover near rear, driven widest into final turn, found nothing & faded to last.",2015-05-31,5
1,3,SECRET WEAPON  (S217),D Whyte,--,"Eased back, 5.5Ls off the leader 3 wide, lack room 400M, dashed strongly when clear and scored with some in hand.",2015-05-31,6
2,7,CHEEKY TOO  (T152),N Callan,--,"Eased to sit in midfield, 4Ls off the leader, harmed the slow pace, unleashed its strong finishing efforts 300M for 2nd.",2015-05-31,6
3,10,SUPER MAN  (T213),O Doleuze,H/TT,"Pushed forward, took rail and lead just prior to the 800M turn, benefited by the slow sectionals, hung on well until 150M overhauled, ran on for 3rd.",2015-05-31,6
4,4,RED DANCER  (P264),J Moreira,P/TT,"Eased to rear, 8.5Ls off the leader 2 wide, lack room 400M, dashed well when clear despite not suited by the slow pace.",2015-05-31,6
5,13,CALIFORNIA CHERISH  (T101),C Y Ho,TT,"Midfield, 4Ls off the leader 3 wide, not suited by the slow sectionals, just held ground in final stages.",2015-05-31,6
6,14,MIDNITE PROMISE  (S379),C K Tong,B,"Eased to rear, 7.5Ls off the leader 3-4 wide, harmed by the slow pace, little dash 200M.",2015-05-31,6
7,9,DUAL HAPPY  (N427),D Lane,B,"Eased to sit in midfield, 4Ls off the leader 2 wide, not suited by the slow tempo, just held ground in straight.",2015-05-31,6
8,8,PO CHING TREASURE  (S388),M L Yeung,B/TT,"Hard ridden to the rail and lead, clocked advantageous slow sectionals, soon out of fuel 400M.",2015-05-31,6
9,2,GOOD CHOICE  (P423),G Mosse,XB/P1,"At back, 5.5Ls off the leader along the fence, harmed by the slow pace, blocked most straight, not properly tested.",2015-05-31,6
10,11,SOUL ACHIEVER  (S133),K Teetan,CP1,"Hard ridden forward, 2Ls off the leader 2 wide, favoured by the slow pace, ran on well until 200M emptied.",2015-05-31,6
11,12,RAPID TRIUMPH  (S438),T H So,XB1/TT1,"Eased at start, took rail at rear, not suited by the slow pace, no dash.",2015-05-31,6
12,5,BUSINESS AS USUAL  (M057),C Y Lui,H,"Pushed forward, sat just off the leader 2 wide, benefited by the slow tempo, reduced 300M.",2015-05-31,6
13,1,VICTORY MASTER  (M148),B Prebble,B,"Eased back, 5.5Ls off the leader, trapped 4 wide, harmed by the slow pace, no progress.",2015-05-31,6
14,6,FAIRY EAGLE  (S122),A Suborics,B-/H/TT1,"Very slow away, never competitive and tailed out.",2015-05-31,6
1,4,HELENE SUPER STAR  (S152),D Whyte,CP1/TT,"Allowed to slide forward at own pace, holding rail three-back from leader. Stayed on rail until final turn when switched out for clear run. Hit front 300m out and kept finding under pressure for narrow win.",2015-05-31,7
2,2,DOMINANT  (N169),T Berry,H/TT,"Began OK, not pushed and allowed to settle towards the rear in a one-off position. Bumped and unbalanced final turn, switched out for clear running and ran on strongly to just miss out.",2015-05-31,7
3,6,HELENE HAPPY STAR  (T104),J Moreira,H/XB,"Ridden early to stay with pacemakers, settling 3rd about 2L from leader. Took closer order turning for home, got clear run top of straight, finished off strongly.",2015-05-31,7
4,1,BLAZING SPEED  (P192),N Callan,TT,"Not pushed early, settling three-back, one-off. Not asked for an after until straightening for home when made ground gradually to be closest at the finish.",2015-05-31,7
5,3,HARBOUR MASTER  (S145),G Mosse,SR,Shifted across behind runners shortly after the start and clear last on settling. Still last entering straight but found inside runs and finished off strongly.,2015-05-31,7
6,8,MR GNOCCHI  (P080),N Rawiller,B/TT,"Bumped start, no speed, settling at rear along the rail. Hampered and unbalanced passing 1600m, shaken up final turn, kept on fairly in straight without looking dangerous.",2015-05-31,7
7,5,KHAYA  (P289),K Teetan,E/P/TT,"Began well, ridden along outside leader before settling 2L behind but away from fence. Urged forward turning for home, led soon after straightening before running out of condition and fading.",2015-05-31,7
8,7,SAME WORLD  (N098),K C Leung,H/SR,"Pressed forward to lead on settling, set slow sections to straight when tired quickly and finished tailed off. Stewards said performance unacceptable.",2015-05-31,7
1,11,THEWIZARDOFOZ  (T251),J Moreira,B,"Not hurried after the jump, settled down 3Ls back in midfield, into clear 400M, picked up strongly under mainly hands and heels riding, drew away for another comfortable win.",2015-05-31,8
2,8,BLIZZARD  (S398),K Teetan,--,"Held up 3-wide behind midfield, took time to pick up entering straight, did best work final 200M and got up for clear 2nd over the concluding stages, no impression on easy winner.",2015-05-31,8
3,1,RIGHTEOUS  (S128),H N Wong,B,"Strolled forward to share lead, set steady pace to straight, kept on well under 10lbs claiming rider, not finishing pace of first two final 150M but battled on to hold 3rd.",2015-05-31,8
4,3,MULTIMAX  (T129),D Whyte,TT,"Positive ridden, shared lead on the outside, kept on evenly under pressure inside 300M, not finishing pace of first two final 150M, narrowly lost out on 3rd at the line.",2015-05-31,8
5,2,FLYING MOOCHI  (T116),B Prebble,H,"Took keen hold in a midfield spot along the 2-path, shifted out 550M, ran on steadily for moderate 5th. (Lost right hind plate 250M)",2015-05-31,8
6,7,CIRCUIT LAND  (T219),M L Yeung,--,"Settled down 3-wide ahead of mid-division, 6th for most of the way, stayed on mildly over final 300M.",2015-05-31,8
7,10,HAPPY METEOR  (T171),T Berry,H2,"Close up behind leaders along the fence, shifted out for clear passage 350M, ran on one pace, never on terms.",2015-05-31,8
8,12,TRAVEL NUMBER ONE  (T212),C Y Ho,--,"Never far off 2-3Ls behind leading pair, kept on same pace entering straight and not trouble leaders, faded final stages.",2015-05-31,8
9,6,LIUZHOU WARRIOR  (T271),D Lane,--,"Began awkwardly, settled behind midfield along the inside, 9th turning into straight, couldn't pick up under pressure, never reached contention.",2015-05-31,8
10,5,DA VINCI  (S360),O Doleuze,TT,"Eased back from wide barrier, travelled 3-wide towards the rear, over 6Ls to make up 400M, not quickened when asked, no danger.",2015-05-31,8
11,14,MI SAVVY BOY  (S381),C K Tong,B,"Taken back to the rear from wide barrier, 7-8Ls off the pace halfway, one pace and no threat final 400M.",2015-05-31,8
12,4,OVETT  (P351),N Rawiller,SR/TT,"Tracked leading pair but caught 3-wide no cover throughout, came up empty 300M, weakened rapidly.",2015-05-31,8
13,9,ALL IS WELL  (T240),T H So,TT1,"Dropped back to rear from widest barrier, 7Ls off leaders along the rails, one pace and no impression after straightening.",2015-05-31,8
14,13,SGT ROCK  (T307),Y T Cheng,H1,"Began only fairly, towards the rear and proved difficult to settle, gave ground from 400M, finished tailed out. (Unacceptable Performance)",2015-05-31,8
1,13,NOT LISTENIN'TOME  (T235),J Moreira,H/TT,Hard ridden early to hold rail inside leading pack before easing into box seat 1000m. Held up for run top of straight before getting rails run. Pushed through to lead 200m before pulling clear.,2015-05-31,9
2,3,CHARLES THE GREAT  (N171),T Berry,SR/TT,"Shifted across behind runners from wide draw and last on settling. Began forward move 500m, widest into straight, finished strongly while hanging in to get second.",2015-05-31,9
3,11,SUPER LIFELINE  (P158),H W Lai,--,"Bounced well, hard ridden to hold position before easing three-back the rail. Not much room top of the straight, got rails run passing 200m and finished off nicely.",2015-05-31,9
4,10,EXCITING DREAM  (P191),K C Leung,CP,"Ridden along from an outside draw, racing wide about 3L from leader. Took closer order entering straight to look a chance 200m. Kept on well under pressure.",2015-05-31,9
5,2,DOMINEER  (P366),C Y Ho,H,"Pressed forward from outside draw, racing wide about 1.5L from leader at turn. Urged forward on straightening, led momentarily passing 200m, then inconvenienced when passed and not ridden out.",2015-05-31,9
6,4,SMART VOLATILITY  (P049),Y T Cheng,--,"Hard ridden from wide draw, racing 4-wide into turn but only 2L from leader. Tightened 500m but kept on steadily in straight without looking dangerous.",2015-05-31,9
7,1,DUNDONNELL  (S110),N Callan,H/SR,"Began well, ridden forward, settling one-back, one-off. Got close to heels around turn, not much room top of straight, kept on fairly until weakening final stages.",2015-05-31,9
8,6,FREDERICK ENGELS  (N187),K Teetan,TT,"Began OK, no speed, settling at rear in one-off position. Checked turn, shuffled back to last entering straight, switched wide but only one-paced final 200m.",2015-05-31,9
9,12,KEY WITNESS  (S212),M L Yeung,B/TT,"Jumped with field, pressed forward racing 3-wide. Not much room 800m when bumped and taken wider. Bumped twice up the straight but only one-paced.",2015-05-31,9
10,9,DIVINE CALLING  (S282),N Rawiller,B,Ridden along between horses some 4L behind leader before being hampered at turn. Switched wide in straight but found little under hard riding.,2015-05-31,9
11,7,TOUR DE FORCE  (N297),O Doleuze,B,Jumped well but not much speed and held wide at the rear. Covered extra ground around turn and one-paced in straight.,2015-05-31,9
12,14,LOVELY DELOVELY  (S022),C Y Lui,B/H,Pressed forward to share early lead before settling outside leader around turn. Kept on gamely to 200m before tiring.,2015-05-31,9
13,5,GOLDEN HARVEST  (N236),G Mosse,TT,"No early speed, settling along fence at rear. No run top of straight, then got close to heels. One-paced straight.",2015-05-31,9
14,8,RAD  (P248),D Whyte,--,Strolled forward from jump to lead on settling. Tried to steady pace but became keen when joined by another runner. Looked to be going well entering straight but came under pressure from 300m and faded.,2015-05-31,9
1,8,PACKING PINS  (S386),J Moreira,--,"Began well from widest gate. Not used up and sat midfield 4-5 wide before moving forward to sit handy 3 wide mid race. Kicked from turn, but never fully clear, and had just enough to hold on late in a very tight finish.",2015-05-31,10
2,2,EROICO  (T009),B Prebble,--,"Began fairly, before pushing forward to sit just behind leader 1 off the fence with cover after 900m. Clean run in the straight, on inside of winner. Got head in front 100m, but reached the end near line and just held 2nd.",2015-05-31,10
3,11,TABLEAUX  (S072),M L Yeung,XB1,"OK away, and dropped back to sit worse than midfield, 1 off the fence with cover. Began a run on the turn. Lost whip at 350m but finished off strongly, only ridden hands and heels to the line.",2015-05-31,10
4,13,UNIVERSAL UNION  (S263),D Whyte,B-,"Dropped back from the wide barrier to sit near the rear of the field 3-4 wide early. Came widest on turn, and one of the strongest finishers late, just missing a place in a very tight finish.",2015-05-31,10
5,14,DASHING FELLOW  (S284),T Berry,B,"Began OK, and came across to sit midfield, 3 wide. Kept on well in straight, but run down late on outside for a place.",2015-05-31,10
6,7,DR GOOD HABIT  (N300),H N Wong,TT,"Began OK from the wider gate to eventually sit a half-length behind the leader, 1 off the fence. Struggled to improve in straight and peaked 100m out, dropping out in a highly contested finish.",2015-05-31,10
7,3,PRECISION KING  (P134),G Mosse,P,"Began well, and allowed to push forward to take an uncontested lead early. Asked the question 300m, and was prominent until peaking 100m and swamped late.",2015-05-31,10
8,1,PIKACHU  (S298),N Callan,B,"Began OK, but unsettled when awkwardly placed in the back straight, before settling midfield 1 off the fence. Awkwardly placed on heels when looking for a run 400m, and only got the chance to stretch out in last 100m.",2015-05-31,10
9,6,LOTUS BREEZE  (T112),C Y Ho,H/XB/TT,"Began awkwardly, before coming off heels. Eventually got to a position worse than midfield, 3 off the fence. Came 2nd widest on turn, but failed to run on late.",2015-05-31,10
10,9,ROYAL PARTNER  (N394),C K Tong,TT,"Awkwardly away then hampered, eventually settling worse than midfield on the rail. Let down from the 300m, but never kicked.",2015-05-31,10
11,4,DEEP THINKER  (N159),O Doleuze,CP,"Dropped back from the wide barrier to sit last, 3 wide with cover. Stayed with the main body, but never improved late.",2015-05-31,10
12,12,MAJESTIC ANTHEM  (P238),D Lane,B/TT,"Began well, and not pushed out to sit midfield on the rail. Briefly tightened at 350m, but didn't find much in the run home.",2015-05-31,10
13,5,FIGHT HERO  (T186),K C Leung,--,"Fractious in the barrier before jumping well to sit in a handy position behind the leader on the rail. Under pressure before the turn, but never responded and faded from 300m, and eased out late.",2015-05-31,10
14,10,SPEEDYGONZALEZ  (N412),C Y Lui,B/H/TT,"Slow away and sat at the rear of the field. Didn't settle and checked off heels through 1300m. Saddle shifted, and never in the race before being eased out from 300m.",2015-05-31,10
Comments on Running is not available for this race.,Comments on Running is not available for this race.,Comments on Running is not available for this race.,Comments on Running is not available for this race.,Comments on Running is not available for this race.,Comments on Running is not available for this race.,2015-05-31,11
Comments on Running is not available for this race.,Comments on Running is not available for this race.,Comments on Running is not available for this race.,Comments on Running is not available for this race.,Comments on Running is not available for this race.,Comments on Running is not available for this race.,2015-05-31,12
Comments on Running is not available for this race.,Comments on Running is not available for this race.,Comments on Running is not available for this race.,Comments on Running is not available for this race.,Comments on Running is not available for this race.,Comments on Running is not available for this race.,2015-05-31,13
1,10,NATURAL EIGHT  (S243),C Y Ho,B/H,"Settled just off the pace on rails, soon came to challenge upon straightening, fought on dourly to gain upper hand close to home.",2015-06-03,1
2,12,MASSIVE  (P331),T H So,XB,"Soon took up running under pressure attempting to make all, unable to sustain effort and worn down inside final 100 metres.",2015-06-03,1
3,6,WINNING BOY  (N186),A Suborics,--,"Broke well before settling in midfield, switched out for a run entering straight, ran on well without threatening.",2015-06-03,1
4,2,OPTIMISM  (S150),D Whyte,SR/TT,"Settled at the back from the widest gate, saved ground on rails turning in, ran on steadily under pressure down inner of straight.",2015-06-03,1
5,7,KING ON EARTH  (CL251),H W Lai,B/SR,"Settled in rear of midfield on rails, clipped heels and lost position 700 metres out, saved ground on rails turning in, fought on steadily without threatening.",2015-06-03,1
6,5,KING TAI SING  (P175),G Mosse,--,"Broke well, gradually taken back just off the pace, similar turning in but found nothing in straight.",2015-06-03,1
7,3,FRIENDS OF YAN OI  (M406),B Prebble,B2/TT,"Settled in last few from a poor draw, widest runner into straight, ran on steadily.",2015-06-03,1
8,8,MANIPULATION  (S075),M Chadwick,CP/H/TT,"Began fairly, settled 3-wide in rear of midfield, swung wider into straight, ran home one-paced.",2015-06-03,1
9,9,NOVEL START  (M255),N Rawiller,B,"Travelled in a prominent position 3-wide without cover, found no extra from approaching home turn.",2015-06-03,1
10,11,WINNING ADVANTAGE  (N359),D Lane,PC/TT,Never seen with a chance.,2015-06-03,1
11,1,CHARTER VICTORIA  (P204),N Callan,B/H,"Ridden along from the middle gate, gained a spot outside leader early in back straight, dropped out under pressure over 400 metres out. (Questioned for disappointing performance)",2015-06-03,1
