Pla.,Horse No.,Horse,Jockey,Trainer,Act. Wt.,Declar. Horse Wt.,Dr.,LBW,Running Position,Finish Time,Win Odds,Date,Course,RaceNumber,Race type,Distance,Score range,Going,Handicap,Course Detail,Time 1,Time 2,Time 3,Time 4,Time 5,Time 6,Sectional Time 1,Sectional Time 2,Sectional Time 3,Sectional Time 4,Sectional Time 5,Sectional Time 6
11,6.0,EXALTATION (C370),M Chadwick,A S Cruz,121,1008,14,9,13 13 13 11,1:35.56,170,2019/05/18,ST,9,Class 3,1600M,80-60,GOOD TO FIRM,1,"TURF - ""C+3"" Course",24.38,47.87,1:11.68,1:34.14,,,24.38,23.49,23.81,22.46,nan,nan
12,11.0,ZHAN JIANG ROCKS (B406),R Bayliss,W Y So,118,1024,13,9-1/2,12 12 11 12,1:35.66,28,2019/05/18,ST,9,Class 3,1600M,80-60,GOOD TO FIRM,1,"TURF - ""C+3"" Course",24.38,47.87,1:11.68,1:34.14,,,24.38,23.49,23.81,22.46,nan,nan
13,10.0,KING PRINT (C123),H N Wong,C H Yip,115,1120,8,10-3/4,9 11 12 13,1:35.87,280,2019/05/18,ST,9,Class 3,1600M,80-60,GOOD TO FIRM,1,"TURF - ""C+3"" Course",24.38,47.87,1:11.68,1:34.14,,,24.38,23.49,23.81,22.46,nan,nan
WV-A,2.0,KINGS SHIELD (C071),K C Leung,F C Lor,130,---,---,---,---,---,---,2019/05/18,ST,9,Class 3,1600M,80-60,GOOD TO FIRM,1,"TURF - ""C+3"" Course",24.38,47.87,1:11.68,1:34.14,,,24.38,23.49,23.81,22.46,nan,nan
1,3.0,RED WARRIOR (B355),C Schofield,J Size,128,1004,12,-,12 12 10 1,1:33.68,81.0,2019/05/18,ST,10,Class 2,1600M,100-80,GOOD TO FIRM,1,"TURF - ""C+3"" Course",24.32,47.16,1:10.79,1:33.68,,,24.32,22.84,23.63,22.89,nan,nan
2,2.0,CHAMPION'S WAY (C061),J Moreira,J Size,132,1081,1,N,6 6 7 2,1:33.74,1.7,2019/05/18,ST,10,Class 2,1600M,100-80,GOOD TO FIRM,1,"TURF - ""C+3"" Course",24.32,47.16,1:10.79,1:33.68,,,24.32,22.84,23.63,22.89,nan,nan
3,11.0,KING OPIE (B034),G van Niekerk,F C Lor,116,1080,7,3/4,11 11 11 3,1:33.82,16.0,2019/05/18,ST,10,Class 2,1600M,100-80,GOOD TO FIRM,1,"TURF - ""C+3"" Course",24.32,47.16,1:10.79,1:33.68,,,24.32,22.84,23.63,22.89,nan,nan
4,8.0,BEAUTY SPIRIT (B409),C Y Ho,A S Cruz,118,1240,10,1-1/2,3 2 2 4,1:33.91,44.0,2019/05/18,ST,10,Class 2,1600M,100-80,GOOD TO FIRM,1,"TURF - ""C+3"" Course",24.32,47.16,1:10.79,1:33.68,,,24.32,22.84,23.63,22.89,nan,nan
5,4.0,CIRCUIT GLORY (A402),M F Poon,A S Cruz,124,1030,9,2,1 1 1 5,1:34.01,88.0,2019/05/18,ST,10,Class 2,1600M,100-80,GOOD TO FIRM,1,"TURF - ""C+3"" Course",24.32,47.16,1:10.79,1:33.68,,,24.32,22.84,23.63,22.89,nan,nan
6,6.0,RIGHT CHOICE (C013),U Rispoli,F C Lor,122,1084,2,2-1/4,5 5 5 6,1:34.03,8.2,2019/05/18,ST,10,Class 2,1600M,100-80,GOOD TO FIRM,1,"TURF - ""C+3"" Course",24.32,47.16,1:10.79,1:33.68,,,24.32,22.84,23.63,22.89,nan,nan
7,1.0,DOCTOR GEOFF (A409),C Wong,K W Lui,128,991,6,3,7 7 6 7,1:34.18,28.0,2019/05/18,ST,10,Class 2,1600M,100-80,GOOD TO FIRM,1,"TURF - ""C+3"" Course",24.32,47.16,1:10.79,1:33.68,,,24.32,22.84,23.63,22.89,nan,nan
8,7.0,LOBO'S LEGEND (C299),H N Wong,D E Ferraris,118,1075,11,4-1/4,14 14 13 8,1:34.37,276.0,2019/05/18,ST,10,Class 2,1600M,100-80,GOOD TO FIRM,1,"TURF - ""C+3"" Course",24.32,47.16,1:10.79,1:33.68,,,24.32,22.84,23.63,22.89,nan,nan
9,13.0,PERFECT MATCH (B393),K Teetan,C S Shum,115,1078,8,5,2 3 4 9,1:34.47,4.0,2019/05/18,ST,10,Class 2,1600M,100-80,GOOD TO FIRM,1,"TURF - ""C+3"" Course",24.32,47.16,1:10.79,1:33.68,,,24.32,22.84,23.63,22.89,nan,nan
10,5.0,RIVET (B088),R Bayliss,C Fownes,126,1071,5,5-1/2,8 8 8 10,1:34.55,16.0,2019/05/18,ST,10,Class 2,1600M,100-80,GOOD TO FIRM,1,"TURF - ""C+3"" Course",24.32,47.16,1:10.79,1:33.68,,,24.32,22.84,23.63,22.89,nan,nan
11,10.0,CHARITY GO (B478),K C Leung,C S Shum,117,1026,13,5-3/4,4 4 3 11,1:34.61,34.0,2019/05/18,ST,10,Class 2,1600M,100-80,GOOD TO FIRM,1,"TURF - ""C+3"" Course",24.32,47.16,1:10.79,1:33.68,,,24.32,22.84,23.63,22.89,nan,nan
12,12.0,COBY BOY (A297),M L Yeung,T P Yung,113,1154,4,7-1/2,10 10 9 12,1:34.89,57.0,2019/05/18,ST,10,Class 2,1600M,100-80,GOOD TO FIRM,1,"TURF - ""C+3"" Course",24.32,47.16,1:10.79,1:33.68,,,24.32,22.84,23.63,22.89,nan,nan
13,9.0,SICHUAN DAR (T375),M Chadwick,A T Millard,118,990,14,8,13 13 14 13,1:34.97,91.0,2019/05/18,ST,10,Class 2,1600M,100-80,GOOD TO FIRM,1,"TURF - ""C+3"" Course",24.32,47.16,1:10.79,1:33.68,,,24.32,22.84,23.63,22.89,nan,nan
14,14.0,JIMMU (C266),H T Mo,Y S Tsui,111,1097,3,14,9 9 12 14,1:35.90,396.0,2019/05/18,ST,10,Class 2,1600M,100-80,GOOD TO FIRM,1,"TURF - ""C+3"" Course",24.32,47.16,1:10.79,1:33.68,,,24.32,22.84,23.63,22.89,nan,nan
