Date,Course,RaceNumber,ComputedStartTime,Start_time,Race_datetime,temperature,humidity,rainfall
2019-10-12,ST,6,15:55:00,15:55:00,2019-10-12 15:55:00,24.0,,0.0
2019-10-12,ST,7,16:30:00,16:30:00,2019-10-12 16:30:00,24.0,,0.0
2019-10-12,ST,8,17:05:00,17:05:00,2019-10-12 17:05:00,24.0,,0.0
2019-10-12,ST,9,17:40:00,17:40:00,2019-10-12 17:40:00,24.0,,0.0
2019-10-12,ST,10,18:15:00,18:15:00,2019-10-12 18:15:00,24.0,,0.0
2019-10-16,HV,1,19:15:00,19:15:00,2019-10-16 19:15:00,24.0,,
2019-10-16,HV,2,19:50:00,19:50:00,2019-10-16 19:50:00,24.0,,
2019-10-16,HV,3,20:25:00,20:25:00,2019-10-16 20:25:00,24.0,,
2019-10-16,HV,4,21:00:00,21:00:00,2019-10-16 21:00:00,24.0,,
2019-10-16,HV,5,21:35:00,21:35:00,2019-10-16 21:35:00,24.0,,
2019-10-16,HV,6,22:10:00,22:10:00,2019-10-16 22:10:00,24.0,,
2019-10-16,HV,7,22:45:00,22:45:00,2019-10-16 22:45:00,24.0,,
2019-10-16,HV,8,23:20:00,23:20:00,2019-10-16 23:20:00,24.0,,
2019-10-20,ST,1,12:15:00,12:15:00,2019-10-20 12:15:00,24.0,,0.0
2019-10-20,ST,2,12:50:00,12:50:00,2019-10-20 12:50:00,24.0,,0.0
2019-10-20,ST,3,13:25:00,13:25:00,2019-10-20 13:25:00,24.0,,0.0
2019-10-20,ST,4,14:00:00,14:00:00,2019-10-20 14:00:00,24.0,,0.0
2019-10-20,ST,5,14:35:00,14:35:00,2019-10-20 14:35:00,24.0,,0.0
2019-10-20,ST,6,15:10:00,15:10:00,2019-10-20 15:10:00,24.0,,0.0
2019-10-20,ST,7,15:45:00,15:45:00,2019-10-20 15:45:00,24.0,,0.0
2019-10-20,ST,8,16:20:00,16:20:00,2019-10-20 16:20:00,24.0,,0.0
2019-10-20,ST,9,16:55:00,16:55:00,2019-10-20 16:55:00,24.0,,0.0
2019-10-20,ST,10,17:30:00,17:30:00,2019-10-20 17:30:00,24.0,,0.0
2019-10-23,HV,1,18:45:00,18:45:00,2019-10-23 18:45:00,24.0,,
2019-10-23,HV,2,19:20:00,19:20:00,2019-10-23 19:20:00,24.0,,
2019-10-23,HV,3,19:55:00,19:55:00,2019-10-23 19:55:00,24.0,,
2019-10-23,HV,4,20:30:00,20:30:00,2019-10-23 20:30:00,24.0,,
2019-10-23,HV,5,21:05:00,21:05:00,2019-10-23 21:05:00,24.0,,
2019-10-23,HV,6,21:40:00,21:40:00,2019-10-23 21:40:00,24.0,,
2019-10-23,HV,7,22:15:00,22:15:00,2019-10-23 22:15:00,24.0,,
2019-10-23,HV,8,22:50:00,22:50:00,2019-10-23 22:50:00,24.0,,
2019-10-23,HV,9,23:25:00,23:25:00,2019-10-23 23:25:00,24.0,,
2019-10-27,ST,1,12:15:00,12:15:00,2019-10-27 12:15:00,24.0,,0.0
2019-10-27,ST,2,12:50:00,12:50:00,2019-10-27 12:50:00,24.0,,0.0
2019-10-27,ST,3,13:25:00,13:25:00,2019-10-27 13:25:00,24.0,,0.0
2019-10-27,ST,4,14:00:00,14:00:00,2019-10-27 14:00:00,24.0,,0.0
2019-10-27,ST,5,14:35:00,14:35:00,2019-10-27 14:35:00,24.0,,0.0
2019-10-27,ST,6,15:10:00,15:10:00,2019-10-27 15:10:00,24.0,,0.0
2019-10-27,ST,7,15:45:00,15:45:00,2019-10-27 15:45:00,24.0,,0.0
2019-10-27,ST,8,16:20:00,16:20:00,2019-10-27 16:20:00,24.0,,0.0
2019-10-27,ST,9,16:55:00,16:55:00,2019-10-27 16:55:00,24.0,,0.0
2019-10-30,HV,1,19:15:00,19:15:00,2019-10-30 19:15:00,24.0,,
2019-10-30,HV,2,19:50:00,19:50:00,2019-10-30 19:50:00,24.0,,
2019-10-30,HV,3,20:25:00,20:25:00,2019-10-30 20:25:00,24.0,,
2019-10-30,HV,4,21:00:00,21:00:00,2019-10-30 21:00:00,24.0,,
2019-10-30,HV,5,21:35:00,21:35:00,2019-10-30 21:35:00,24.0,,
2019-10-30,HV,6,22:10:00,22:10:00,2019-10-30 22:10:00,24.0,,
2019-10-30,HV,7,22:45:00,22:45:00,2019-10-30 22:45:00,24.0,,
2019-10-30,HV,8,23:20:00,23:20:00,2019-10-30 23:20:00,24.0,,
2019-11-03,ST,1,12:15:00,12:15:00,2019-11-03 12:15:00,24.0,,0.0
2019-11-03,ST,2,12:50:00,12:50:00,2019-11-03 12:50:00,24.0,,0.0
2019-11-03,ST,3,13:25:00,13:25:00,2019-11-03 13:25:00,24.0,,0.0
2019-11-03,ST,4,14:00:00,14:00:00,2019-11-03 14:00:00,24.0,,0.0
2019-11-03,ST,5,14:35:00,14:35:00,2019-11-03 14:35:00,24.0,,0.0
2019-11-03,ST,6,15:10:00,15:10:00,2019-11-03 15:10:00,24.0,,0.0
2019-11-03,ST,7,15:45:00,15:45:00,2019-11-03 15:45:00,24.0,,0.0
2019-11-03,ST,8,16:20:00,16:20:00,2019-11-03 16:20:00,24.0,,0.0
2019-11-03,ST,9,16:55:00,16:55:00,2019-11-03 16:55:00,24.0,,0.0
2019-11-03,ST,10,17:30:00,17:30:00,2019-11-03 17:30:00,24.0,,0.0
2019-11-06,HV,1,18:45:00,18:45:00,2019-11-06 18:45:00,24.0,,
2019-11-06,HV,2,19:20:00,19:20:00,2019-11-06 19:20:00,24.0,,
2019-11-06,HV,3,19:55:00,19:55:00,2019-11-06 19:55:00,24.0,,
2019-11-06,HV,4,20:30:00,20:30:00,2019-11-06 20:30:00,24.0,,
2019-11-06,HV,5,21:05:00,21:05:00,2019-11-06 21:05:00,24.0,,
2019-11-06,HV,6,21:40:00,21:40:00,2019-11-06 21:40:00,24.0,,
2019-11-06,HV,7,22:15:00,22:15:00,2019-11-06 22:15:00,24.0,,
2019-11-06,HV,8,22:50:00,22:50:00,2019-11-06 22:50:00,24.0,,
2019-11-06,HV,9,23:25:00,23:25:00,2019-11-06 23:25:00,24.0,,
2019-11-09,ST,1,12:15:00,12:15:00,2019-11-09 12:15:00,24.0,,0.0
2019-11-09,ST,2,12:50:00,12:50:00,2019-11-09 12:50:00,24.0,,0.0
2019-11-09,ST,3,13:25:00,13:25:00,2019-11-09 13:25:00,24.0,,0.0
2019-11-09,ST,4,14:00:00,14:00:00,2019-11-09 14:00:00,24.0,,0.0
2019-11-09,ST,5,14:35:00,14:35:00,2019-11-09 14:35:00,24.0,,0.0
2019-11-09,ST,6,15:10:00,15:10:00,2019-11-09 15:10:00,24.0,,0.0
2019-11-09,ST,7,15:45:00,15:45:00,2019-11-09 15:45:00,24.0,,0.0
2019-11-09,ST,8,16:20:00,16:20:00,2019-11-09 16:20:00,24.0,,0.0
2019-11-09,ST,9,16:55:00,16:55:00,2019-11-09 16:55:00,24.0,,0.0
2019-11-09,ST,10,17:30:00,17:30:00,2019-11-09 17:30:00,24.0,,0.0
2019-11-13,HV,1,18:45:00,18:45:00,2019-11-13 18:45:00,24.0,,
2019-11-13,HV,2,19:20:00,19:20:00,2019-11-13 19:20:00,24.0,,
2019-11-13,HV,3,19:55:00,19:55:00,2019-11-13 19:55:00,24.0,,
2019-11-13,HV,4,20:30:00,20:30:00,2019-11-13 20:30:00,24.0,,
2019-11-13,HV,5,21:05:00,21:05:00,2019-11-13 21:05:00,24.0,,
2019-11-13,HV,6,21:40:00,21:40:00,2019-11-13 21:40:00,24.0,,
2019-11-13,HV,7,22:15:00,22:15:00,2019-11-13 22:15:00,24.0,,
2019-11-13,HV,8,22:50:00,22:50:00,2019-11-13 22:50:00,24.0,,
2019-11-13,HV,9,23:25:00,23:25:00,2019-11-13 23:25:00,24.0,,
2019-11-17,ST,1,12:15:00,12:15:00,2019-11-17 12:15:00,24.0,,0.0
2019-11-17,ST,2,12:50:00,12:50:00,2019-11-17 12:50:00,24.0,,0.0
2019-11-17,ST,3,13:25:00,13:25:00,2019-11-17 13:25:00,24.0,,0.0
2019-11-17,ST,4,14:00:00,14:00:00,2019-11-17 14:00:00,24.0,,0.0
2019-11-17,ST,5,14:35:00,14:35:00,2019-11-17 14:35:00,24.0,,0.0
2019-11-17,ST,6,15:10:00,15:10:00,2019-11-17 15:10:00,24.0,,0.0
2019-11-17,ST,7,15:45:00,15:45:00,2019-11-17 15:45:00,24.0,,0.0
2019-11-17,ST,8,16:20:00,16:20:00,2019-11-17 16:20:00,24.0,,0.0
2019-11-17,ST,9,16:55:00,16:55:00,2019-11-17 16:55:00,24.0,,0.0
2019-11-17,ST,10,17:30:00,17:30:00,2019-11-17 17:30:00,24.0,,0.0
2019-11-20,HV,1,18:45:00,18:45:00,2019-11-20 18:45:00,24.0,,
2019-11-20,HV,2,19:20:00,19:20:00,2019-11-20 19:20:00,24.0,,
2019-11-20,HV,3,19:55:00,19:55:00,2019-11-20 19:55:00,24.0,,
2019-11-20,HV,4,20:30:00,20:30:00,2019-11-20 20:30:00,24.0,,
2019-11-20,HV,5,21:05:00,21:05:00,2019-11-20 21:05:00,24.0,,
2019-11-20,HV,6,21:40:00,21:40:00,2019-11-20 21:40:00,24.0,,
2019-11-20,HV,7,22:15:00,22:15:00,2019-11-20 22:15:00,24.0,,
2019-11-20,HV,8,22:50:00,22:50:00,2019-11-20 22:50:00,24.0,,
2019-11-20,HV,9,23:25:00,23:25:00,2019-11-20 23:25:00,24.0,,
2019-11-27,HV,1,18:45:00,18:45:00,2019-11-27 18:45:00,24.0,,
2019-11-27,HV,2,19:20:00,19:20:00,2019-11-27 19:20:00,24.0,,
2019-11-27,HV,3,19:55:00,19:55:00,2019-11-27 19:55:00,24.0,,
2019-11-27,HV,4,20:30:00,20:30:00,2019-11-27 20:30:00,24.0,,
2019-11-27,HV,5,21:05:00,21:05:00,2019-11-27 21:05:00,24.0,,
2019-11-27,HV,6,21:40:00,21:40:00,2019-11-27 21:40:00,24.0,,
2019-11-27,HV,7,22:15:00,22:15:00,2019-11-27 22:15:00,24.0,,
2019-11-27,HV,8,22:50:00,22:50:00,2019-11-27 22:50:00,24.0,,
2019-11-27,HV,9,23:25:00,23:25:00,2019-11-27 23:25:00,24.0,,
2019-12-01,ST,1,12:15:00,12:15:00,2019-12-01 12:15:00,24.0,,0.0
2019-12-01,ST,2,12:50:00,12:50:00,2019-12-01 12:50:00,24.0,,0.0
2019-12-01,ST,3,13:25:00,13:25:00,2019-12-01 13:25:00,24.0,,0.0
2019-12-01,ST,4,14:00:00,14:00:00,2019-12-01 14:00:00,24.0,,0.0
2019-12-01,ST,5,14:35:00,14:35:00,2019-12-01 14:35:00,24.0,,0.0
2019-12-01,ST,6,15:10:00,15:10:00,2019-12-01 15:10:00,24.0,,0.0
2019-12-01,ST,7,15:45:00,15:45:00,2019-12-01 15:45:00,24.0,,0.0
2019-12-01,ST,8,16:20:00,16:20:00,2019-12-01 16:20:00,24.0,,0.0
2019-12-01,ST,9,16:55:00,16:55:00,2019-12-01 16:55:00,24.0,,0.0
2019-12-01,ST,10,17:30:00,17:30:00,2019-12-01 17:30:00,24.0,,0.0
2019-12-04,HV,1,18:30:00,18:30:00,2019-12-04 18:30:00,24.0,,
2019-12-04,HV,2,19:05:00,19:05:00,2019-12-04 19:05:00,24.0,,
2019-12-04,HV,3,19:40:00,19:40:00,2019-12-04 19:40:00,24.0,,
2019-12-04,HV,4,20:15:00,20:15:00,2019-12-04 20:15:00,24.0,,
2019-12-04,HV,5,20:50:00,20:50:00,2019-12-04 20:50:00,24.0,,
2019-12-04,HV,6,21:25:00,21:25:00,2019-12-04 21:25:00,24.0,,
2019-12-04,HV,7,22:00:00,22:00:00,2019-12-04 22:00:00,24.0,,
2019-12-04,HV,8,22:35:00,22:35:00,2019-12-04 22:35:00,24.0,,
2019-12-04,HV,9,23:10:00,23:10:00,2019-12-04 23:10:00,24.0,,
2019-12-08,ST,1,12:00:00,12:00:00,2019-12-08 12:00:00,24.0,,0.0
2019-12-08,ST,2,12:35:00,12:35:00,2019-12-08 12:35:00,24.0,,0.0
2019-12-08,ST,3,13:10:00,13:10:00,2019-12-08 13:10:00,24.0,,0.0
2019-12-08,ST,4,13:45:00,13:45:00,2019-12-08 13:45:00,24.0,,0.0
2019-12-08,ST,5,14:20:00,14:20:00,2019-12-08 14:20:00,24.0,,0.0
2019-12-08,ST,6,14:55:00,14:55:00,2019-12-08 14:55:00,24.0,,0.0
2019-12-08,ST,7,15:30:00,15:30:00,2019-12-08 15:30:00,24.0,,0.0
2019-12-08,ST,8,16:05:00,16:05:00,2019-12-08 16:05:00,24.0,,0.0
2019-12-08,ST,9,16:40:00,16:40:00,2019-12-08 16:40:00,24.0,,0.0
2019-12-08,ST,10,17:15:00,17:15:00,2019-12-08 17:15:00,24.0,,0.0
2019-12-11,HV,1,18:45:00,18:45:00,2019-12-11 18:45:00,24.0,,
2019-12-11,HV,2,19:20:00,19:20:00,2019-12-11 19:20:00,24.0,,
2019-12-11,HV,3,19:55:00,19:55:00,2019-12-11 19:55:00,24.0,,
2019-12-11,HV,4,20:30:00,20:30:00,2019-12-11 20:30:00,24.0,,
2019-12-11,HV,5,21:05:00,21:05:00,2019-12-11 21:05:00,24.0,,
2019-12-11,HV,6,21:40:00,21:40:00,2019-12-11 21:40:00,24.0,,
2019-12-11,HV,7,22:15:00,22:15:00,2019-12-11 22:15:00,24.0,,
2019-12-11,HV,8,22:50:00,22:50:00,2019-12-11 22:50:00,24.0,,
2019-12-11,HV,9,23:25:00,23:25:00,2019-12-11 23:25:00,24.0,,
2019-12-15,ST,1,12:15:00,12:15:00,2019-12-15 12:15:00,24.0,,0.0
2019-12-15,ST,2,12:50:00,12:50:00,2019-12-15 12:50:00,24.0,,0.0
2019-12-15,ST,3,13:25:00,13:25:00,2019-12-15 13:25:00,24.0,,0.0
2019-12-15,ST,4,14:00:00,14:00:00,2019-12-15 14:00:00,24.0,,0.0
2019-12-15,ST,5,14:35:00,14:35:00,2019-12-15 14:35:00,24.0,,0.0
2019-12-15,ST,6,15:10:00,15:10:00,2019-12-15 15:10:00,24.0,,0.0
2019-12-15,ST,7,15:45:00,15:45:00,2019-12-15 15:45:00,24.0,,0.0
2019-12-15,ST,8,16:20:00,16:20:00,2019-12-15 16:20:00,24.0,,0.0
2019-12-15,ST,9,16:55:00,16:55:00,2019-12-15 16:55:00,24.0,,0.0
2019-12-15,ST,10,17:30:00,17:30:00,2019-12-15 17:30:00,24.0,,0.0
2019-12-18,HV,1,18:45:00,18:45:00,2019-12-18 18:45:00,24.0,,
2019-12-18,HV,2,19:20:00,19:20:00,2019-12-18 19:20:00,24.0,,
2019-12-18,HV,3,19:55:00,19:55:00,2019-12-18 19:55:00,24.0,,
2019-12-18,HV,4,20:30:00,20:30:00,2019-12-18 20:30:00,24.0,,
2019-12-18,HV,5,21:05:00,21:05:00,2019-12-18 21:05:00,24.0,,
2019-12-18,HV,6,21:40:00,21:40:00,2019-12-18 21:40:00,24.0,,
2019-12-18,HV,7,22:15:00,22:15:00,2019-12-18 22:15:00,24.0,,
2019-12-18,HV,8,22:50:00,22:50:00,2019-12-18 22:50:00,24.0,,
2019-12-18,HV,9,23:25:00,23:25:00,2019-12-18 23:25:00,24.0,,
2019-12-21,ST,1,12:15:00,12:15:00,2019-12-21 12:15:00,24.0,,0.0
2019-12-21,ST,2,12:50:00,12:50:00,2019-12-21 12:50:00,24.0,,0.0
2019-12-21,ST,3,13:25:00,13:25:00,2019-12-21 13:25:00,24.0,,0.0
2019-12-21,ST,4,14:00:00,14:00:00,2019-12-21 14:00:00,24.0,,0.0
2019-12-21,ST,5,14:35:00,14:35:00,2019-12-21 14:35:00,24.0,,0.0
2019-12-21,ST,6,15:10:00,15:10:00,2019-12-21 15:10:00,24.0,,0.0
2019-12-21,ST,7,15:45:00,15:45:00,2019-12-21 15:45:00,24.0,,0.0
2019-12-21,ST,8,16:20:00,16:20:00,2019-12-21 16:20:00,24.0,,0.0
2019-12-21,ST,9,16:55:00,16:55:00,2019-12-21 16:55:00,24.0,,0.0
2019-12-21,ST,10,17:30:00,17:30:00,2019-12-21 17:30:00,24.0,,0.0
2019-12-26,HV,1,18:45:00,18:45:00,2019-12-26 18:45:00,24.0,,
2019-12-26,HV,2,19:20:00,19:20:00,2019-12-26 19:20:00,24.0,,
2019-12-26,HV,3,19:55:00,19:55:00,2019-12-26 19:55:00,24.0,,
2019-12-26,HV,4,20:30:00,20:30:00,2019-12-26 20:30:00,24.0,,
2019-12-26,HV,5,21:05:00,21:05:00,2019-12-26 21:05:00,24.0,,
2019-12-26,HV,6,21:40:00,21:40:00,2019-12-26 21:40:00,24.0,,
2019-12-26,HV,7,22:15:00,22:15:00,2019-12-26 22:15:00,24.0,,
2019-12-26,HV,8,22:50:00,22:50:00,2019-12-26 22:50:00,24.0,,
2019-12-26,HV,9,23:25:00,23:25:00,2019-12-26 23:25:00,24.0,,
2019-12-29,ST,1,12:15:00,12:15:00,2019-12-29 12:15:00,24.0,,0.0
2019-12-29,ST,2,12:50:00,12:50:00,2019-12-29 12:50:00,24.0,,0.0
2019-12-29,ST,3,13:25:00,13:25:00,2019-12-29 13:25:00,24.0,,0.0
2019-12-29,ST,4,14:00:00,14:00:00,2019-12-29 14:00:00,24.0,,0.0
2019-12-29,ST,5,14:35:00,14:35:00,2019-12-29 14:35:00,24.0,,0.0
2019-12-29,ST,6,15:10:00,15:10:00,2019-12-29 15:10:00,24.0,,0.0
2019-12-29,ST,7,15:45:00,15:45:00,2019-12-29 15:45:00,24.0,,0.0
2019-12-29,ST,8,16:20:00,16:20:00,2019-12-29 16:20:00,24.0,,0.0
2019-12-29,ST,9,16:55:00,16:55:00,2019-12-29 16:55:00,24.0,,0.0
2019-12-29,ST,10,17:30:00,17:30:00,2019-12-29 17:30:00,24.0,,0.0
2020-01-01,ST,1,12:15:00,12:15:00,2020-01-01 12:15:00,24.0,,0.0
2020-01-01,ST,2,12:50:00,12:50:00,2020-01-01 12:50:00,24.0,,0.0
2020-01-01,ST,3,13:25:00,13:25:00,2020-01-01 13:25:00,24.0,,0.0
2020-01-01,ST,4,14:00:00,14:00:00,2020-01-01 14:00:00,24.0,,0.0
2020-01-01,ST,5,14:35:00,14:35:00,2020-01-01 14:35:00,24.0,,0.0
2020-01-01,ST,6,15:10:00,15:10:00,2020-01-01 15:10:00,24.0,,0.0
2020-01-01,ST,7,15:45:00,15:45:00,2020-01-01 15:45:00,24.0,,0.0
2020-01-01,ST,8,16:20:00,16:20:00,2020-01-01 16:20:00,24.0,,0.0
2020-01-01,ST,9,16:55:00,16:55:00,2020-01-01 16:55:00,24.0,,0.0
2020-01-01,ST,10,17:30:00,17:30:00,2020-01-01 17:30:00,24.0,,0.0
2020-01-05,ST,1,12:15:00,12:15:00,2020-01-05 12:15:00,24.0,,0.0
2020-01-05,ST,2,12:50:00,12:50:00,2020-01-05 12:50:00,24.0,,0.0
2020-01-05,ST,3,13:25:00,13:25:00,2020-01-05 13:25:00,24.0,,0.0
2020-01-05,ST,4,14:00:00,14:00:00,2020-01-05 14:00:00,24.0,,0.0
2020-01-05,ST,5,14:35:00,14:35:00,2020-01-05 14:35:00,24.0,,0.0
2020-01-05,ST,6,15:10:00,15:10:00,2020-01-05 15:10:00,24.0,,0.0
2020-01-05,ST,7,15:45:00,15:45:00,2020-01-05 15:45:00,24.0,,0.0
2020-01-05,ST,8,16:20:00,16:20:00,2020-01-05 16:20:00,24.0,,0.0
2020-01-05,ST,9,16:55:00,16:55:00,2020-01-05 16:55:00,24.0,,0.0
2020-01-05,ST,10,17:30:00,17:30:00,2020-01-05 17:30:00,24.0,,0.0
2020-01-08,HV,1,18:45:00,18:45:00,2020-01-08 18:45:00,24.0,,
2020-01-08,HV,2,19:20:00,19:20:00,2020-01-08 19:20:00,24.0,,
2020-01-08,HV,3,19:55:00,19:55:00,2020-01-08 19:55:00,24.0,,
2020-01-08,HV,4,20:30:00,20:30:00,2020-01-08 20:30:00,24.0,,
2020-01-08,HV,5,21:05:00,21:05:00,2020-01-08 21:05:00,24.0,,
2020-01-08,HV,6,21:40:00,21:40:00,2020-01-08 21:40:00,24.0,,
2020-01-08,HV,7,22:15:00,22:15:00,2020-01-08 22:15:00,24.0,,
2020-01-08,HV,8,22:50:00,22:50:00,2020-01-08 22:50:00,24.0,,
2020-01-08,HV,9,23:25:00,23:25:00,2020-01-08 23:25:00,24.0,,
2020-01-11,ST,1,12:15:00,12:15:00,2020-01-11 12:15:00,24.0,,0.0
2020-01-11,ST,2,12:50:00,12:50:00,2020-01-11 12:50:00,24.0,,0.0
2020-01-11,ST,3,13:25:00,13:25:00,2020-01-11 13:25:00,24.0,,0.0
2020-01-11,ST,4,14:00:00,14:00:00,2020-01-11 14:00:00,24.0,,0.0
2020-01-11,ST,5,14:35:00,14:35:00,2020-01-11 14:35:00,24.0,,0.0
2020-01-11,ST,6,15:10:00,15:10:00,2020-01-11 15:10:00,24.0,,0.0
2020-01-11,ST,7,15:45:00,15:45:00,2020-01-11 15:45:00,24.0,,0.0
2020-01-11,ST,8,16:20:00,16:20:00,2020-01-11 16:20:00,24.0,,0.0
2020-01-11,ST,9,16:55:00,16:55:00,2020-01-11 16:55:00,24.0,,0.0
2020-01-11,ST,10,17:30:00,17:30:00,2020-01-11 17:30:00,24.0,,0.0
2020-01-15,HV,1,18:45:00,18:45:00,2020-01-15 18:45:00,24.0,,
2020-01-15,HV,2,19:20:00,19:20:00,2020-01-15 19:20:00,24.0,,
2020-01-15,HV,3,19:55:00,19:55:00,2020-01-15 19:55:00,24.0,,
2020-01-15,HV,4,20:30:00,20:30:00,2020-01-15 20:30:00,24.0,,
2020-01-15,HV,5,21:05:00,21:05:00,2020-01-15 21:05:00,24.0,,
2020-01-15,HV,6,21:40:00,21:40:00,2020-01-15 21:40:00,24.0,,
2020-01-15,HV,7,22:15:00,22:15:00,2020-01-15 22:15:00,24.0,,
2020-01-15,HV,8,22:50:00,22:50:00,2020-01-15 22:50:00,24.0,,
2020-01-15,HV,9,23:25:00,23:25:00,2020-01-15 23:25:00,24.0,,
2020-01-19,ST,1,12:15:00,12:15:00,2020-01-19 12:15:00,24.0,,0.0
2020-01-19,ST,2,12:50:00,12:50:00,2020-01-19 12:50:00,24.0,,0.0
2020-01-19,ST,3,13:25:00,13:25:00,2020-01-19 13:25:00,24.0,,0.0
2020-01-19,ST,4,14:00:00,14:00:00,2020-01-19 14:00:00,24.0,,0.0
2020-01-19,ST,5,14:35:00,14:35:00,2020-01-19 14:35:00,24.0,,0.0
2020-01-19,ST,6,15:10:00,15:10:00,2020-01-19 15:10:00,24.0,,0.0
2020-01-19,ST,7,15:45:00,15:45:00,2020-01-19 15:45:00,24.0,,0.0
2020-01-19,ST,8,16:20:00,16:20:00,2020-01-19 16:20:00,24.0,,0.0
2020-01-19,ST,9,16:55:00,16:55:00,2020-01-19 16:55:00,24.0,,0.0
2020-01-19,ST,10,17:30:00,17:30:00,2020-01-19 17:30:00,24.0,,0.0
2020-01-22,HV,1,18:45:00,18:45:00,2020-01-22 18:45:00,24.0,,
2020-01-22,HV,2,19:20:00,19:20:00,2020-01-22 19:20:00,24.0,,
2020-01-22,HV,3,19:55:00,19:55:00,2020-01-22 19:55:00,24.0,,
2020-01-22,HV,4,20:30:00,20:30:00,2020-01-22 20:30:00,24.0,,
2020-01-22,HV,5,21:05:00,21:05:00,2020-01-22 21:05:00,24.0,,
2020-01-22,HV,6,21:40:00,21:40:00,2020-01-22 21:40:00,24.0,,
2020-01-22,HV,7,22:15:00,22:15:00,2020-01-22 22:15:00,24.0,,
2020-01-22,HV,8,22:50:00,22:50:00,2020-01-22 22:50:00,24.0,,
2020-01-22,HV,9,23:25:00,23:25:00,2020-01-22 23:25:00,24.0,,
2020-01-27,ST,1,12:00:00,12:00:00,2020-01-27 12:00:00,24.0,,0.0
2020-01-27,ST,2,12:35:00,12:35:00,2020-01-27 12:35:00,24.0,,0.0
2020-01-27,ST,3,13:10:00,13:10:00,2020-01-27 13:10:00,24.0,,0.0
2020-01-27,ST,4,13:45:00,13:45:00,2020-01-27 13:45:00,24.0,,0.0
2020-01-27,ST,5,14:20:00,14:20:00,2020-01-27 14:20:00,24.0,,0.0
2020-01-27,ST,6,14:55:00,14:55:00,2020-01-27 14:55:00,24.0,,0.0
2020-01-27,ST,7,15:30:00,15:30:00,2020-01-27 15:30:00,24.0,,0.0
2020-01-27,ST,8,16:05:00,16:05:00,2020-01-27 16:05:00,24.0,,0.0
2020-01-27,ST,9,16:40:00,16:40:00,2020-01-27 16:40:00,24.0,,0.0
2020-01-27,ST,10,17:15:00,17:15:00,2020-01-27 17:15:00,24.0,,0.0
2020-01-27,ST,11,17:50:00,17:50:00,2020-01-27 17:50:00,24.0,,0.0
2020-01-29,HV,1,18:45:00,18:45:00,2020-01-29 18:45:00,24.0,,
2020-01-29,HV,2,19:20:00,19:20:00,2020-01-29 19:20:00,24.0,,
2020-01-29,HV,3,19:55:00,19:55:00,2020-01-29 19:55:00,24.0,,
2020-01-29,HV,4,20:30:00,20:30:00,2020-01-29 20:30:00,24.0,,
2020-01-29,HV,5,21:05:00,21:05:00,2020-01-29 21:05:00,24.0,,
2020-01-29,HV,6,21:40:00,21:40:00,2020-01-29 21:40:00,24.0,,
2020-01-29,HV,7,22:15:00,22:15:00,2020-01-29 22:15:00,24.0,,
2020-01-29,HV,8,22:50:00,22:50:00,2020-01-29 22:50:00,24.0,,
2020-01-29,HV,9,23:25:00,23:25:00,2020-01-29 23:25:00,24.0,,
2020-02-02,ST,1,12:15:00,12:15:00,2020-02-02 12:15:00,24.0,,0.0
2020-02-02,ST,2,12:50:00,12:50:00,2020-02-02 12:50:00,24.0,,0.0
2020-02-02,ST,3,13:25:00,13:25:00,2020-02-02 13:25:00,24.0,,0.0
2020-02-02,ST,4,14:00:00,14:00:00,2020-02-02 14:00:00,24.0,,0.0
2020-02-02,ST,5,14:35:00,14:35:00,2020-02-02 14:35:00,24.0,,0.0
2020-02-02,ST,6,15:10:00,15:10:00,2020-02-02 15:10:00,24.0,,0.0
2020-02-02,ST,7,15:45:00,15:45:00,2020-02-02 15:45:00,24.0,,0.0
2020-02-02,ST,8,16:20:00,16:20:00,2020-02-02 16:20:00,24.0,,0.0
2020-02-02,ST,9,16:55:00,16:55:00,2020-02-02 16:55:00,24.0,,0.0
2020-02-02,ST,10,17:30:00,17:30:00,2020-02-02 17:30:00,24.0,,0.0
2020-02-05,HV,1,19:15:00,19:15:00,2020-02-05 19:15:00,24.0,,
2020-02-05,HV,2,19:50:00,19:50:00,2020-02-05 19:50:00,24.0,,
2020-02-05,HV,3,20:25:00,20:25:00,2020-02-05 20:25:00,24.0,,
2020-02-05,HV,4,21:00:00,21:00:00,2020-02-05 21:00:00,24.0,,
2020-02-05,HV,5,21:35:00,21:35:00,2020-02-05 21:35:00,24.0,,
2020-02-05,HV,6,22:10:00,22:10:00,2020-02-05 22:10:00,24.0,,
2020-02-05,HV,7,22:45:00,22:45:00,2020-02-05 22:45:00,24.0,,
2020-02-05,HV,8,23:20:00,23:20:00,2020-02-05 23:20:00,24.0,,
2020-02-08,ST,1,12:15:00,12:15:00,2020-02-08 12:15:00,24.0,,0.0
2020-02-08,ST,2,12:50:00,12:50:00,2020-02-08 12:50:00,24.0,,0.0
2020-02-08,ST,3,13:25:00,13:25:00,2020-02-08 13:25:00,24.0,,0.0
2020-02-08,ST,4,14:00:00,14:00:00,2020-02-08 14:00:00,24.0,,0.0
2020-02-08,ST,5,14:35:00,14:35:00,2020-02-08 14:35:00,24.0,,0.0
2020-02-08,ST,6,15:10:00,15:10:00,2020-02-08 15:10:00,24.0,,0.0
