Date,Course,RaceNumber,ComputedStartTime,Start_time,Race_datetime,temperature,humidity,rainfall
2013-07-10,HV,8,22:50:00,22:50:00,2013-07-10 22:50:00,24.0,,
2013-07-10,HV,9,23:25:00,23:25:00,2013-07-10 23:25:00,24.0,,
2013-09-08,ST,1,13:00:00,13:00:00,2013-09-08 13:00:00,24.0,,0.0
2013-09-08,ST,2,13:35:00,13:35:00,2013-09-08 13:35:00,24.0,,0.0
2013-09-08,ST,3,14:10:00,14:10:00,2013-09-08 14:10:00,24.0,,0.0
2013-09-08,ST,4,14:45:00,14:45:00,2013-09-08 14:45:00,24.0,,0.0
2013-09-08,ST,5,15:20:00,15:20:00,2013-09-08 15:20:00,24.0,,0.0
2013-09-08,ST,6,15:55:00,15:55:00,2013-09-08 15:55:00,24.0,,0.0
2013-09-08,ST,7,16:30:00,16:30:00,2013-09-08 16:30:00,24.0,,0.0
2013-09-08,ST,8,17:05:00,17:05:00,2013-09-08 17:05:00,24.0,,0.0
2013-09-08,ST,9,17:40:00,17:40:00,2013-09-08 17:40:00,24.0,,0.0
2013-09-08,ST,10,18:15:00,18:15:00,2013-09-08 18:15:00,24.0,,0.0
2013-09-11,HV,1,19:15:00,19:15:00,2013-09-11 19:15:00,24.0,,
2013-09-11,HV,2,19:50:00,19:50:00,2013-09-11 19:50:00,24.0,,
2013-09-11,HV,3,20:25:00,20:25:00,2013-09-11 20:25:00,24.0,,
2013-09-11,HV,4,21:00:00,21:00:00,2013-09-11 21:00:00,24.0,,
2013-09-11,HV,5,21:35:00,21:35:00,2013-09-11 21:35:00,24.0,,
2013-09-11,HV,6,22:10:00,22:10:00,2013-09-11 22:10:00,24.0,,
2013-09-11,HV,7,22:45:00,22:45:00,2013-09-11 22:45:00,24.0,,
2013-09-11,HV,8,23:20:00,23:20:00,2013-09-11 23:20:00,24.0,,
2013-09-15,ST,1,13:00:00,13:00:00,2013-09-15 13:00:00,24.0,,0.0
2013-09-15,ST,2,13:35:00,13:35:00,2013-09-15 13:35:00,24.0,,0.0
2013-09-15,ST,3,14:10:00,14:10:00,2013-09-15 14:10:00,24.0,,0.0
2013-09-15,ST,4,14:45:00,14:45:00,2013-09-15 14:45:00,24.0,,0.0
2013-09-15,ST,5,15:20:00,15:20:00,2013-09-15 15:20:00,24.0,,0.0
2013-09-15,ST,6,15:55:00,15:55:00,2013-09-15 15:55:00,24.0,,0.0
2013-09-15,ST,7,16:30:00,16:30:00,2013-09-15 16:30:00,24.0,,0.0
2013-09-15,ST,8,17:05:00,17:05:00,2013-09-15 17:05:00,24.0,,0.0
2013-09-15,ST,9,17:40:00,17:40:00,2013-09-15 17:40:00,24.0,,0.0
2013-09-15,ST,10,18:15:00,18:15:00,2013-09-15 18:15:00,24.0,,0.0
2013-09-17,HV,1,19:15:00,19:15:00,2013-09-17 19:15:00,24.0,,
2013-09-17,HV,2,19:50:00,19:50:00,2013-09-17 19:50:00,24.0,,
2013-09-17,HV,3,20:25:00,20:25:00,2013-09-17 20:25:00,24.0,,
2013-09-17,HV,4,21:00:00,21:00:00,2013-09-17 21:00:00,24.0,,
2013-09-17,HV,5,21:35:00,21:35:00,2013-09-17 21:35:00,24.0,,
2013-09-17,HV,6,22:10:00,22:10:00,2013-09-17 22:10:00,24.0,,
2013-09-17,HV,7,22:45:00,22:45:00,2013-09-17 22:45:00,24.0,,
2013-09-17,HV,8,23:20:00,23:20:00,2013-09-17 23:20:00,24.0,,
2013-09-22,ST,1,13:00:00,13:00:00,2013-09-22 13:00:00,24.0,,0.0
2013-09-22,ST,2,13:35:00,13:35:00,2013-09-22 13:35:00,24.0,,0.0
2013-09-22,ST,3,14:10:00,14:10:00,2013-09-22 14:10:00,24.0,,0.0
2013-09-22,ST,4,14:45:00,14:45:00,2013-09-22 14:45:00,24.0,,0.0
2013-09-22,ST,5,15:20:00,15:20:00,2013-09-22 15:20:00,24.0,,0.0
2013-09-22,ST,6,15:55:00,15:55:00,2013-09-22 15:55:00,24.0,,0.0
2013-09-22,ST,7,16:30:00,16:30:00,2013-09-22 16:30:00,24.0,,0.0
2013-09-22,ST,8,17:05:00,17:05:00,2013-09-22 17:05:00,24.0,,0.0
2013-09-22,ST,9,17:40:00,17:40:00,2013-09-22 17:40:00,24.0,,0.0
2013-09-22,ST,10,18:15:00,18:15:00,2013-09-22 18:15:00,24.0,,0.0
2013-09-25,HV,1,19:15:00,19:15:00,2013-09-25 19:15:00,24.0,,
2013-09-25,HV,2,19:50:00,19:50:00,2013-09-25 19:50:00,24.0,,
2013-09-25,HV,3,20:25:00,20:25:00,2013-09-25 20:25:00,24.0,,
2013-09-25,HV,4,21:00:00,21:00:00,2013-09-25 21:00:00,24.0,,
2013-09-25,HV,5,21:35:00,21:35:00,2013-09-25 21:35:00,24.0,,
2013-09-25,HV,6,22:10:00,22:10:00,2013-09-25 22:10:00,24.0,,
2013-09-25,HV,7,22:45:00,22:45:00,2013-09-25 22:45:00,24.0,,
2013-09-25,HV,8,23:20:00,23:20:00,2013-09-25 23:20:00,24.0,,
2013-10-01,ST,1,13:00:00,13:00:00,2013-10-01 13:00:00,24.0,,0.0
2013-10-01,ST,2,13:35:00,13:35:00,2013-10-01 13:35:00,24.0,,0.0
2013-10-01,ST,3,14:10:00,14:10:00,2013-10-01 14:10:00,24.0,,0.0
2013-10-01,ST,4,14:45:00,14:45:00,2013-10-01 14:45:00,24.0,,0.0
2013-10-01,ST,5,15:20:00,15:20:00,2013-10-01 15:20:00,24.0,,0.0
2013-10-01,ST,6,15:55:00,15:55:00,2013-10-01 15:55:00,24.0,,0.0
2013-10-01,ST,7,16:30:00,16:30:00,2013-10-01 16:30:00,24.0,,0.0
2013-10-01,ST,8,17:05:00,17:05:00,2013-10-01 17:05:00,24.0,,0.0
2013-10-01,ST,9,17:40:00,17:40:00,2013-10-01 17:40:00,24.0,,0.0
2013-10-01,ST,10,18:15:00,18:15:00,2013-10-01 18:15:00,24.0,,0.0
2013-10-06,ST,1,13:00:00,13:00:00,2013-10-06 13:00:00,24.0,,0.0
2013-10-06,ST,2,13:35:00,13:35:00,2013-10-06 13:35:00,24.0,,0.0
2013-10-06,ST,3,14:10:00,14:10:00,2013-10-06 14:10:00,24.0,,0.0
2013-10-06,ST,4,14:45:00,14:45:00,2013-10-06 14:45:00,24.0,,0.0
2013-10-06,ST,5,15:20:00,15:20:00,2013-10-06 15:20:00,24.0,,0.0
2013-10-06,ST,6,15:55:00,15:55:00,2013-10-06 15:55:00,24.0,,0.0
2013-10-06,ST,7,16:30:00,16:30:00,2013-10-06 16:30:00,24.0,,0.0
2013-10-06,ST,8,17:05:00,17:05:00,2013-10-06 17:05:00,24.0,,0.0
2013-10-06,ST,9,17:40:00,17:40:00,2013-10-06 17:40:00,24.0,,0.0
2013-10-06,ST,10,18:15:00,18:15:00,2013-10-06 18:15:00,24.0,,0.0
2013-10-09,HV,1,19:15:00,19:15:00,2013-10-09 19:15:00,24.0,,
2013-10-09,HV,2,19:50:00,19:50:00,2013-10-09 19:50:00,24.0,,
2013-10-09,HV,3,20:25:00,20:25:00,2013-10-09 20:25:00,24.0,,
2013-10-09,HV,4,21:00:00,21:00:00,2013-10-09 21:00:00,24.0,,
2013-10-09,HV,5,21:35:00,21:35:00,2013-10-09 21:35:00,24.0,,
2013-10-09,HV,6,22:10:00,22:10:00,2013-10-09 22:10:00,24.0,,
2013-10-09,HV,7,22:45:00,22:45:00,2013-10-09 22:45:00,24.0,,
2013-10-09,HV,8,23:20:00,23:20:00,2013-10-09 23:20:00,24.0,,
2013-10-12,ST,1,13:00:00,13:00:00,2013-10-12 13:00:00,24.0,,0.0
2013-10-12,ST,2,13:35:00,13:35:00,2013-10-12 13:35:00,24.0,,0.0
2013-10-12,ST,3,14:10:00,14:10:00,2013-10-12 14:10:00,24.0,,0.0
2013-10-12,ST,4,14:45:00,14:45:00,2013-10-12 14:45:00,24.0,,0.0
2013-10-12,ST,5,15:20:00,15:20:00,2013-10-12 15:20:00,24.0,,0.0
2013-10-12,ST,6,15:55:00,15:55:00,2013-10-12 15:55:00,24.0,,0.0
2013-10-12,ST,7,16:30:00,16:30:00,2013-10-12 16:30:00,24.0,,0.0
2013-10-12,ST,8,17:05:00,17:05:00,2013-10-12 17:05:00,24.0,,0.0
2013-10-12,ST,9,17:40:00,17:40:00,2013-10-12 17:40:00,24.0,,0.0
2013-10-12,ST,10,18:15:00,18:15:00,2013-10-12 18:15:00,24.0,,0.0
2013-10-16,ST,1,19:15:00,19:15:00,2013-10-16 19:15:00,24.0,,0.0
2013-10-16,ST,2,19:50:00,19:50:00,2013-10-16 19:50:00,24.0,,0.0
2013-10-16,ST,3,20:25:00,20:25:00,2013-10-16 20:25:00,24.0,,0.0
2013-10-16,ST,4,21:00:00,21:00:00,2013-10-16 21:00:00,24.0,,0.0
2013-10-16,ST,5,21:35:00,21:35:00,2013-10-16 21:35:00,24.0,,0.0
2013-10-16,ST,6,22:10:00,22:10:00,2013-10-16 22:10:00,24.0,,0.0
2013-10-16,ST,7,22:45:00,22:45:00,2013-10-16 22:45:00,24.0,,0.0
2013-10-16,ST,8,23:20:00,23:20:00,2013-10-16 23:20:00,24.0,,0.0
2013-10-20,HV,1,13:00:00,13:00:00,2013-10-20 13:00:00,24.0,,
2013-10-20,HV,2,13:35:00,13:35:00,2013-10-20 13:35:00,24.0,,
2013-10-20,HV,3,14:10:00,14:10:00,2013-10-20 14:10:00,24.0,,
2013-10-20,HV,4,14:45:00,14:45:00,2013-10-20 14:45:00,24.0,,
2013-10-20,HV,5,15:20:00,15:20:00,2013-10-20 15:20:00,24.0,,
2013-10-20,HV,6,15:55:00,15:55:00,2013-10-20 15:55:00,24.0,,
2013-10-20,HV,7,16:30:00,16:30:00,2013-10-20 16:30:00,24.0,,
2013-10-20,HV,8,17:05:00,17:05:00,2013-10-20 17:05:00,24.0,,
2013-10-20,HV,9,17:40:00,17:40:00,2013-10-20 17:40:00,24.0,,
2013-10-20,HV,10,18:15:00,18:15:00,2013-10-20 18:15:00,24.0,,
2013-10-23,HV,1,19:15:00,19:15:00,2013-10-23 19:15:00,24.0,,
2013-10-23,HV,2,19:50:00,19:50:00,2013-10-23 19:50:00,24.0,,
2013-10-23,HV,3,20:25:00,20:25:00,2013-10-23 20:25:00,24.0,,
2013-10-23,HV,4,21:00:00,21:00:00,2013-10-23 21:00:00,24.0,,
2013-10-23,HV,5,21:35:00,21:35:00,2013-10-23 21:35:00,24.0,,
2013-10-23,HV,6,22:10:00,22:10:00,2013-10-23 22:10:00,24.0,,
2013-10-23,HV,7,22:45:00,22:45:00,2013-10-23 22:45:00,24.0,,
2013-10-23,HV,8,23:20:00,23:20:00,2013-10-23 23:20:00,24.0,,
2013-10-27,ST,1,12:45:00,12:45:00,2013-10-27 12:45:00,24.0,,0.0
2013-10-27,ST,2,13:20:00,13:20:00,2013-10-27 13:20:00,24.0,,0.0
2013-10-27,ST,3,13:55:00,13:55:00,2013-10-27 13:55:00,24.0,,0.0
2013-10-27,ST,4,14:30:00,14:30:00,2013-10-27 14:30:00,24.0,,0.0
2013-10-27,ST,5,15:05:00,15:05:00,2013-10-27 15:05:00,24.0,,0.0
2013-10-27,ST,6,15:40:00,15:40:00,2013-10-27 15:40:00,24.0,,0.0
2013-10-27,ST,7,16:15:00,16:15:00,2013-10-27 16:15:00,24.0,,0.0
2013-10-27,ST,8,16:50:00,16:50:00,2013-10-27 16:50:00,24.0,,0.0
2013-10-27,ST,9,17:25:00,17:25:00,2013-10-27 17:25:00,24.0,,0.0
2013-10-27,ST,10,18:00:00,18:00:00,2013-10-27 18:00:00,24.0,,0.0
2013-10-30,ST,1,19:15:00,19:15:00,2013-10-30 19:15:00,24.0,,0.0
2013-10-30,ST,2,19:50:00,19:50:00,2013-10-30 19:50:00,24.0,,0.0
2013-10-30,ST,3,20:25:00,20:25:00,2013-10-30 20:25:00,24.0,,0.0
2013-10-30,ST,4,21:00:00,21:00:00,2013-10-30 21:00:00,24.0,,0.0
2013-10-30,ST,5,21:35:00,21:35:00,2013-10-30 21:35:00,24.0,,0.0
2013-10-30,ST,6,22:10:00,22:10:00,2013-10-30 22:10:00,24.0,,0.0
2013-10-30,ST,7,22:45:00,22:45:00,2013-10-30 22:45:00,24.0,,0.0
2013-10-30,ST,8,23:20:00,23:20:00,2013-10-30 23:20:00,24.0,,0.0
2013-11-03,ST,1,12:30:00,12:30:00,2013-11-03 12:30:00,24.0,,0.0
2013-11-03,ST,2,13:05:00,13:05:00,2013-11-03 13:05:00,24.0,,0.0
2013-11-03,ST,3,13:40:00,13:40:00,2013-11-03 13:40:00,24.0,,0.0
2013-11-03,ST,4,14:15:00,14:15:00,2013-11-03 14:15:00,24.0,,0.0
2013-11-03,ST,5,14:50:00,14:50:00,2013-11-03 14:50:00,24.0,,0.0
2013-11-03,ST,6,15:25:00,15:25:00,2013-11-03 15:25:00,24.0,,0.0
2013-11-03,ST,7,16:00:00,16:00:00,2013-11-03 16:00:00,24.0,,0.0
2013-11-03,ST,8,16:35:00,16:35:00,2013-11-03 16:35:00,24.0,,0.0
2013-11-03,ST,9,17:10:00,17:10:00,2013-11-03 17:10:00,24.0,,0.0
2013-11-03,ST,10,17:45:00,17:45:00,2013-11-03 17:45:00,24.0,,0.0
2013-11-03,ST,11,18:20:00,18:20:00,2013-11-03 18:20:00,24.0,,0.0
2013-11-06,HV,1,19:15:00,19:15:00,2013-11-06 19:15:00,24.0,,
2013-11-06,HV,2,19:50:00,19:50:00,2013-11-06 19:50:00,24.0,,
2013-11-06,HV,3,20:25:00,20:25:00,2013-11-06 20:25:00,24.0,,
2013-11-06,HV,4,21:00:00,21:00:00,2013-11-06 21:00:00,24.0,,
2013-11-06,HV,5,21:35:00,21:35:00,2013-11-06 21:35:00,24.0,,
2013-11-06,HV,6,22:10:00,22:10:00,2013-11-06 22:10:00,24.0,,
2013-11-06,HV,7,22:45:00,22:45:00,2013-11-06 22:45:00,24.0,,
2013-11-06,HV,8,23:20:00,23:20:00,2013-11-06 23:20:00,24.0,,
2013-11-09,ST,1,13:00:00,13:00:00,2013-11-09 13:00:00,24.0,,0.0
2013-11-09,ST,2,13:35:00,13:35:00,2013-11-09 13:35:00,24.0,,0.0
2013-11-09,ST,3,14:10:00,14:10:00,2013-11-09 14:10:00,24.0,,0.0
2013-11-09,ST,4,14:45:00,14:45:00,2013-11-09 14:45:00,24.0,,0.0
2013-11-09,ST,5,15:20:00,15:20:00,2013-11-09 15:20:00,24.0,,0.0
2013-11-09,ST,6,15:55:00,15:55:00,2013-11-09 15:55:00,24.0,,0.0
2013-11-09,ST,7,16:30:00,16:30:00,2013-11-09 16:30:00,24.0,,0.0
2013-11-09,ST,8,17:05:00,17:05:00,2013-11-09 17:05:00,24.0,,0.0
2013-11-09,ST,9,17:40:00,17:40:00,2013-11-09 17:40:00,24.0,,0.0
2013-11-09,ST,10,18:15:00,18:15:00,2013-11-09 18:15:00,24.0,,0.0
2013-11-13,HV,1,19:15:00,19:15:00,2013-11-13 19:15:00,24.0,,
2013-11-13,HV,2,19:50:00,19:50:00,2013-11-13 19:50:00,24.0,,
2013-11-13,HV,3,20:25:00,20:25:00,2013-11-13 20:25:00,24.0,,
2013-11-13,HV,4,21:00:00,21:00:00,2013-11-13 21:00:00,24.0,,
2013-11-13,HV,5,21:35:00,21:35:00,2013-11-13 21:35:00,24.0,,
2013-11-13,HV,6,22:10:00,22:10:00,2013-11-13 22:10:00,24.0,,
2013-11-13,HV,7,22:45:00,22:45:00,2013-11-13 22:45:00,24.0,,
2013-11-13,HV,8,23:20:00,23:20:00,2013-11-13 23:20:00,24.0,,
2013-11-17,ST,1,12:30:00,12:30:00,2013-11-17 12:30:00,24.0,,0.0
2013-11-17,ST,2,13:05:00,13:05:00,2013-11-17 13:05:00,24.0,,0.0
2013-11-17,ST,3,13:40:00,13:40:00,2013-11-17 13:40:00,24.0,,0.0
2013-11-17,ST,4,14:15:00,14:15:00,2013-11-17 14:15:00,24.0,,0.0
2013-11-17,ST,5,14:50:00,14:50:00,2013-11-17 14:50:00,24.0,,0.0
2013-11-17,ST,6,15:25:00,15:25:00,2013-11-17 15:25:00,24.0,,0.0
2013-11-17,ST,7,16:00:00,16:00:00,2013-11-17 16:00:00,24.0,,0.0
2013-11-17,ST,8,16:35:00,16:35:00,2013-11-17 16:35:00,24.0,,0.0
2013-11-17,ST,9,17:10:00,17:10:00,2013-11-17 17:10:00,24.0,,0.0
2013-11-17,ST,10,17:45:00,17:45:00,2013-11-17 17:45:00,24.0,,0.0
2013-11-17,ST,11,18:20:00,18:20:00,2013-11-17 18:20:00,24.0,,0.0
2013-11-20,HV,1,19:15:00,19:15:00,2013-11-20 19:15:00,24.0,,
2013-11-20,HV,2,19:50:00,19:50:00,2013-11-20 19:50:00,24.0,,
2013-11-20,HV,3,20:25:00,20:25:00,2013-11-20 20:25:00,24.0,,
2013-11-20,HV,4,21:00:00,21:00:00,2013-11-20 21:00:00,24.0,,
2013-11-20,HV,5,21:35:00,21:35:00,2013-11-20 21:35:00,24.0,,
2013-11-20,HV,6,22:10:00,22:10:00,2013-11-20 22:10:00,24.0,,
2013-11-20,HV,7,22:45:00,22:45:00,2013-11-20 22:45:00,24.0,,
2013-11-20,HV,8,23:20:00,23:20:00,2013-11-20 23:20:00,24.0,,
2013-11-24,ST,1,12:35:00,12:35:00,2013-11-24 12:35:00,24.0,,0.0
2013-11-24,ST,2,13:10:00,13:10:00,2013-11-24 13:10:00,24.0,,0.0
2013-11-24,ST,3,13:45:00,13:45:00,2013-11-24 13:45:00,24.0,,0.0
2013-11-24,ST,4,14:20:00,14:20:00,2013-11-24 14:20:00,24.0,,0.0
2013-11-24,ST,5,14:55:00,14:55:00,2013-11-24 14:55:00,24.0,,0.0
2013-11-24,ST,6,15:30:00,15:30:00,2013-11-24 15:30:00,24.0,,0.0
2013-11-24,ST,7,16:05:00,16:05:00,2013-11-24 16:05:00,24.0,,0.0
2013-11-24,ST,8,16:40:00,16:40:00,2013-11-24 16:40:00,24.0,,0.0
2013-11-24,ST,9,17:15:00,17:15:00,2013-11-24 17:15:00,24.0,,0.0
2013-11-24,ST,10,17:50:00,17:50:00,2013-11-24 17:50:00,24.0,,0.0
2013-11-27,HV,1,19:15:00,19:15:00,2013-11-27 19:15:00,24.0,,
2013-11-27,HV,2,19:50:00,19:50:00,2013-11-27 19:50:00,24.0,,
2013-11-27,HV,3,20:25:00,20:25:00,2013-11-27 20:25:00,24.0,,
2013-11-27,HV,4,21:00:00,21:00:00,2013-11-27 21:00:00,24.0,,
2013-11-27,HV,5,21:35:00,21:35:00,2013-11-27 21:35:00,24.0,,
2013-11-27,HV,6,22:10:00,22:10:00,2013-11-27 22:10:00,24.0,,
2013-11-27,HV,7,22:45:00,22:45:00,2013-11-27 22:45:00,24.0,,
2013-11-27,HV,8,23:20:00,23:20:00,2013-11-27 23:20:00,24.0,,
2013-12-01,ST,1,12:30:00,12:30:00,2013-12-01 12:30:00,24.0,,0.0
2013-12-01,ST,2,13:05:00,13:05:00,2013-12-01 13:05:00,24.0,,0.0
2013-12-01,ST,3,13:40:00,13:40:00,2013-12-01 13:40:00,24.0,,0.0
2013-12-01,ST,4,14:15:00,14:15:00,2013-12-01 14:15:00,24.0,,0.0
2013-12-01,ST,5,14:50:00,14:50:00,2013-12-01 14:50:00,24.0,,0.0
2013-12-01,ST,6,15:25:00,15:25:00,2013-12-01 15:25:00,24.0,,0.0
2013-12-01,ST,7,16:00:00,16:00:00,2013-12-01 16:00:00,24.0,,0.0
2013-12-01,ST,8,16:35:00,16:35:00,2013-12-01 16:35:00,24.0,,0.0
2013-12-01,ST,9,17:10:00,17:10:00,2013-12-01 17:10:00,24.0,,0.0
2013-12-01,ST,10,17:45:00,17:45:00,2013-12-01 17:45:00,24.0,,0.0
2013-12-01,ST,11,18:20:00,18:20:00,2013-12-01 18:20:00,24.0,,0.0
2013-12-04,HV,1,18:30:00,18:30:00,2013-12-04 18:30:00,24.0,,
2013-12-04,HV,2,19:05:00,19:05:00,2013-12-04 19:05:00,24.0,,
2013-12-04,HV,3,19:40:00,19:40:00,2013-12-04 19:40:00,24.0,,
2013-12-04,HV,4,20:15:00,20:15:00,2013-12-04 20:15:00,24.0,,
2013-12-04,HV,5,20:50:00,20:50:00,2013-12-04 20:50:00,24.0,,
2013-12-04,HV,6,21:25:00,21:25:00,2013-12-04 21:25:00,24.0,,
2013-12-04,HV,7,22:00:00,22:00:00,2013-12-04 22:00:00,24.0,,
2013-12-04,HV,8,22:35:00,22:35:00,2013-12-04 22:35:00,24.0,,
2013-12-04,HV,9,23:10:00,23:10:00,2013-12-04 23:10:00,24.0,,
2013-12-08,ST,1,12:25:00,12:25:00,2013-12-08 12:25:00,24.0,,0.0
2013-12-08,ST,2,13:00:00,13:00:00,2013-12-08 13:00:00,24.0,,0.0
2013-12-08,ST,3,13:35:00,13:35:00,2013-12-08 13:35:00,24.0,,0.0
2013-12-08,ST,4,14:10:00,14:10:00,2013-12-08 14:10:00,24.0,,0.0
2013-12-08,ST,5,14:45:00,14:45:00,2013-12-08 14:45:00,24.0,,0.0
2013-12-08,ST,6,15:20:00,15:20:00,2013-12-08 15:20:00,24.0,,0.0
2013-12-08,ST,7,15:55:00,15:55:00,2013-12-08 15:55:00,24.0,,0.0
2013-12-08,ST,8,16:30:00,16:30:00,2013-12-08 16:30:00,24.0,,0.0
2013-12-08,ST,9,17:05:00,17:05:00,2013-12-08 17:05:00,24.0,,0.0
2013-12-08,ST,10,17:40:00,17:40:00,2013-12-08 17:40:00,24.0,,0.0
2013-12-11,HV,1,19:15:00,19:15:00,2013-12-11 19:15:00,24.0,,
2013-12-11,HV,2,19:50:00,19:50:00,2013-12-11 19:50:00,24.0,,
2013-12-11,HV,3,20:25:00,20:25:00,2013-12-11 20:25:00,24.0,,
2013-12-11,HV,4,21:00:00,21:00:00,2013-12-11 21:00:00,24.0,,
2013-12-11,HV,5,21:35:00,21:35:00,2013-12-11 21:35:00,24.0,,
2013-12-11,HV,6,22:10:00,22:10:00,2013-12-11 22:10:00,24.0,,
2013-12-11,HV,7,22:45:00,22:45:00,2013-12-11 22:45:00,24.0,,
2013-12-11,HV,8,23:20:00,23:20:00,2013-12-11 23:20:00,24.0,,
2013-12-15,ST,1,13:00:00,13:00:00,2013-12-15 13:00:00,24.0,,0.0
2013-12-15,ST,2,13:35:00,13:35:00,2013-12-15 13:35:00,24.0,,0.0
2013-12-15,ST,3,14:10:00,14:10:00,2013-12-15 14:10:00,24.0,,0.0
2013-12-15,ST,4,14:45:00,14:45:00,2013-12-15 14:45:00,24.0,,0.0
2013-12-15,ST,5,15:20:00,15:20:00,2013-12-15 15:20:00,24.0,,0.0
2013-12-15,ST,6,15:55:00,15:55:00,2013-12-15 15:55:00,24.0,,0.0
2013-12-15,ST,7,16:30:00,16:30:00,2013-12-15 16:30:00,24.0,,0.0
2013-12-15,ST,8,17:05:00,17:05:00,2013-12-15 17:05:00,24.0,,0.0
2013-12-15,ST,9,17:40:00,17:40:00,2013-12-15 17:40:00,24.0,,0.0
2013-12-15,ST,10,18:15:00,18:15:00,2013-12-15 18:15:00,24.0,,0.0
2013-12-18,HV,1,19:15:00,19:15:00,2013-12-18 19:15:00,24.0,,
2013-12-18,HV,2,19:50:00,19:50:00,2013-12-18 19:50:00,24.0,,
2013-12-18,HV,3,20:25:00,20:25:00,2013-12-18 20:25:00,24.0,,
2013-12-18,HV,4,21:00:00,21:00:00,2013-12-18 21:00:00,24.0,,
2013-12-18,HV,5,21:35:00,21:35:00,2013-12-18 21:35:00,24.0,,
2013-12-18,HV,6,22:10:00,22:10:00,2013-12-18 22:10:00,24.0,,
2013-12-18,HV,7,22:45:00,22:45:00,2013-12-18 22:45:00,24.0,,
2013-12-18,HV,8,23:20:00,23:20:00,2013-12-18 23:20:00,24.0,,
2013-12-21,ST,1,13:00:00,13:00:00,2013-12-21 13:00:00,24.0,,0.0
2013-12-21,ST,2,13:35:00,13:35:00,2013-12-21 13:35:00,24.0,,0.0
2013-12-21,ST,3,14:10:00,14:10:00,2013-12-21 14:10:00,24.0,,0.0
2013-12-21,ST,4,14:45:00,14:45:00,2013-12-21 14:45:00,24.0,,0.0
2013-12-21,ST,5,15:20:00,15:20:00,2013-12-21 15:20:00,24.0,,0.0
2013-12-21,ST,6,15:55:00,15:55:00,2013-12-21 15:55:00,24.0,,0.0
2013-12-21,ST,7,16:30:00,16:30:00,2013-12-21 16:30:00,24.0,,0.0
2013-12-21,ST,8,17:05:00,17:05:00,2013-12-21 17:05:00,24.0,,0.0
2013-12-21,ST,9,17:40:00,17:40:00,2013-12-21 17:40:00,24.0,,0.0
2013-12-21,ST,10,18:15:00,18:15:00,2013-12-21 18:15:00,24.0,,0.0
2013-12-26,HV,1,19:15:00,19:15:00,2013-12-26 19:15:00,24.0,,
2013-12-26,HV,2,19:50:00,19:50:00,2013-12-26 19:50:00,24.0,,
2013-12-26,HV,3,20:25:00,20:25:00,2013-12-26 20:25:00,24.0,,
2013-12-26,HV,4,21:00:00,21:00:00,2013-12-26 21:00:00,24.0,,
2013-12-26,HV,5,21:35:00,21:35:00,2013-12-26 21:35:00,24.0,,
2013-12-26,HV,6,22:10:00,22:10:00,2013-12-26 22:10:00,24.0,,
2013-12-26,HV,7,22:45:00,22:45:00,2013-12-26 22:45:00,24.0,,
2013-12-26,HV,8,23:20:00,23:20:00,2013-12-26 23:20:00,24.0,,
2013-12-29,ST,1,12:30:00,12:30:00,2013-12-29 12:30:00,24.0,,0.0
2013-12-29,ST,2,13:05:00,13:05:00,2013-12-29 13:05:00,24.0,,0.0
2013-12-29,ST,3,13:40:00,13:40:00,2013-12-29 13:40:00,24.0,,0.0
2013-12-29,ST,4,14:15:00,14:15:00,2013-12-29 14:15:00,24.0,,0.0
2013-12-29,ST,5,14:50:00,14:50:00,2013-12-29 14:50:00,24.0,,0.0
2013-12-29,ST,6,15:25:00,15:25:00,2013-12-29 15:25:00,24.0,,0.0
2013-12-29,ST,7,16:00:00,16:00:00,2013-12-29 16:00:00,24.0,,0.0
2013-12-29,ST,8,16:35:00,16:35:00,2013-12-29 16:35:00,24.0,,0.0
2013-12-29,ST,9,17:10:00,17:10:00,2013-12-29 17:10:00,24.0,,0.0
2013-12-29,ST,10,17:45:00,17:45:00,2013-12-29 17:45:00,24.0,,0.0
2013-12-29,ST,11,18:20:00,18:20:00,2013-12-29 18:20:00,24.0,,0.0
2014-01-01,ST,1,12:30:00,12:30:00,2014-01-01 12:30:00,24.0,,0.0
2014-01-01,ST,2,13:05:00,13:05:00,2014-01-01 13:05:00,24.0,,0.0
2014-01-01,ST,3,13:40:00,13:40:00,2014-01-01 13:40:00,24.0,,0.0
2014-01-01,ST,4,14:15:00,14:15:00,2014-01-01 14:15:00,24.0,,0.0
2014-01-01,ST,5,14:50:00,14:50:00,2014-01-01 14:50:00,24.0,,0.0
2014-01-01,ST,6,15:25:00,15:25:00,2014-01-01 15:25:00,24.0,,0.0
2014-01-01,ST,7,16:00:00,16:00:00,2014-01-01 16:00:00,24.0,,0.0
2014-01-01,ST,8,16:35:00,16:35:00,2014-01-01 16:35:00,24.0,,0.0
2014-01-01,ST,9,17:10:00,17:10:00,2014-01-01 17:10:00,24.0,,0.0
2014-01-01,ST,10,17:45:00,17:45:00,2014-01-01 17:45:00,24.0,,0.0
2014-01-01,ST,11,18:20:00,18:20:00,2014-01-01 18:20:00,24.0,,0.0
2014-01-05,ST,1,13:00:00,13:00:00,2014-01-05 13:00:00,24.0,,0.0
2014-01-05,ST,2,13:35:00,13:35:00,2014-01-05 13:35:00,24.0,,0.0
