Pla.,Horse No.,Horse,Jockey,Trainer,Act. Wt.,Declar. Horse Wt.,Dr.,LBW,Running Position,Finish Time,Win Odds,Date,Course,RaceNumber,Race type,Distance,Score range,Going,Handicap,Course Detail,Time 1,Time 2,Time 3,Time 4,Time 5,Time 6,Sectional Time 1,Sectional Time 2,Sectional Time 3,Sectional Time 4,Sectional Time 5,Sectional Time 6
4,5.0,HAROLD WIN (J280),A Atzeni,K W Lui,127,1114,2,5-1/4,4 4 4,1:09.87,12.0,2024/05/19,ST,4,Class 4,1200M,60-40,GOOD,1,"TURF - ""C+3"" Course",23.44,45.79,1:09.02,,,,23.44,22.35,23.23,nan,nan,nan
5,7.0,SOLID WIN (J225),A Hamelin,P F Yiu,127,1073,7,6,10 11 5,1:09.98,32.0,2024/05/19,ST,4,Class 4,1200M,60-40,GOOD,1,"TURF - ""C+3"" Course",23.44,45.79,1:09.02,,,,23.44,22.35,23.23,nan,nan,nan
6,4.0,FUN N FUN TOGETHER (J232),C Y Ho,F C Lor,127,1121,6,6-1/2,6 6 6,1:10.04,8.6,2024/05/19,ST,4,Class 4,1200M,60-40,GOOD,1,"TURF - ""C+3"" Course",23.44,45.79,1:09.02,,,,23.44,22.35,23.23,nan,nan,nan
7,3.0,DRAGON FOUR SEAS (J317),C L Chau,K L Man,125,1150,5,6-3/4,7 7 7,1:10.08,41.0,2024/05/19,ST,4,Class 4,1200M,60-40,GOOD,1,"TURF - ""C+3"" Course",23.44,45.79,1:09.02,,,,23.44,22.35,23.23,nan,nan,nan
8,12.0,SPEEDY FORTUNE (H097),A Badel,J Size,117,1037,4,7-1/2,5 5 8,1:10.20,14.0,2024/05/19,ST,4,Class 4,1200M,60-40,GOOD,1,"TURF - ""C+3"" Course",23.44,45.79,1:09.02,,,,23.44,22.35,23.23,nan,nan,nan
9,2.0,YOU'REMYEVERYTHING (E413),H Bowman,A S Cruz,131,997,3,7-1/2,9 9 9,1:10.21,11.0,2024/05/19,ST,4,Class 4,1200M,60-40,GOOD,1,"TURF - ""C+3"" Course",23.44,45.79,1:09.02,,,,23.44,22.35,23.23,nan,nan,nan
10,9.0,GREAT SPIRIT (J155),L Hewitson,C H Yip,126,1073,11,7-3/4,8 8 10,1:10.25,17.0,2024/05/19,ST,4,Class 4,1200M,60-40,GOOD,1,"TURF - ""C+3"" Course",23.44,45.79,1:09.02,,,,23.44,22.35,23.23,nan,nan,nan
11,10.0,CERVIN (H253),M L Yeung,W Y So,120,1036,10,8,11 10 11,1:10.29,171.0,2024/05/19,ST,4,Class 4,1200M,60-40,GOOD,1,"TURF - ""C+3"" Course",23.44,45.79,1:09.02,,,,23.44,22.35,23.23,nan,nan,nan
12,6.0,MR ENERGIA (J239),H Bentley,D J Hall,127,1133,12,8,12 12 12,1:10.31,122.0,2024/05/19,ST,4,Class 4,1200M,60-40,GOOD,1,"TURF - ""C+3"" Course",23.44,45.79,1:09.02,,,,23.44,22.35,23.23,nan,nan,nan
1,8.0,SATIRICAL GLORY (H073),Z Purton,D A Hayes,123,1193,9,-,1 2 2 1 1,1:47.64,4.4,2024/05/19,ST,5,Class 4,1800M,60-40,GOOD,1,"TURF - ""C+3"" Course",13.70,36.09,59.35,1:23.15,1:47.64,,13.70,22.39,23.26,23.80,24.49,nan
2,4.0,JOY OF SPRING (H383),C Y Ho,C Fownes,127,982,8,1-1/2,10 9 10 9 2,1:47.87,4.3,2024/05/19,ST,5,Class 4,1800M,60-40,GOOD,1,"TURF - ""C+3"" Course",13.70,36.09,59.35,1:23.15,1:47.64,,13.70,22.39,23.26,23.80,24.49,nan
3,3.0,FLYING MOJITO (G412),B Avdulla,D J Hall,129,1096,1,2-3/4,5 8 6 5 3,1:48.09,6.3,2024/05/19,ST,5,Class 4,1800M,60-40,GOOD,1,"TURF - ""C+3"" Course",13.70,36.09,59.35,1:23.15,1:47.64,,13.70,22.39,23.26,23.80,24.49,nan
4,11.0,SPECIAL HEDGE (H354),C L Chau,T P Yung,121,1067,14,4,9 1 1 2 4,1:48.26,17,2024/05/19,ST,5,Class 4,1800M,60-40,GOOD,1,"TURF - ""C+3"" Course",13.70,36.09,59.35,1:23.15,1:47.64,,13.70,22.39,23.26,23.80,24.49,nan
5,14.0,KINGLY DEMEANOR (H486),M L Yeung,A S Cruz,117,1162,12,4-3/4,2 3 3 4 5,1:48.40,93,2024/05/19,ST,5,Class 4,1800M,60-40,GOOD,1,"TURF - ""C+3"" Course",13.70,36.09,59.35,1:23.15,1:47.64,,13.70,22.39,23.26,23.80,24.49,nan
6,13.0,LITTLE FAIRY (H206),K C Leung,P F Yiu,121,1115,2,4-3/4,3 5 4 3 6,1:48.41,18,2024/05/19,ST,5,Class 4,1800M,60-40,GOOD,1,"TURF - ""C+3"" Course",13.70,36.09,59.35,1:23.15,1:47.64,,13.70,22.39,23.26,23.80,24.49,nan
7,9.0,CHATEAU LE PECHE (H471),A Atzeni,K H Ting,121,1019,3,4-3/4,6 6 7 7 7,1:48.42,19,2024/05/19,ST,5,Class 4,1800M,60-40,GOOD,1,"TURF - ""C+3"" Course",13.70,36.09,59.35,1:23.15,1:47.64,,13.70,22.39,23.26,23.80,24.49,nan
8,6.0,CALL ME SUPREME (J202),H Bowman,C W Chang,125,1139,13,5,7 7 8 8 8,1:48.43,7.4,2024/05/19,ST,5,Class 4,1800M,60-40,GOOD,1,"TURF - ""C+3"" Course",13.70,36.09,59.35,1:23.15,1:47.64,,13.70,22.39,23.26,23.80,24.49,nan
9,10.0,ME TIME (J074),L Hewitson,D J Whyte,121,1039,11,5-3/4,12 13 13 12 9,1:48.55,30,2024/05/19,ST,5,Class 4,1800M,60-40,GOOD,1,"TURF - ""C+3"" Course",13.70,36.09,59.35,1:23.15,1:47.64,,13.70,22.39,23.26,23.80,24.49,nan
10,5.0,WINNING STEPS (G420),M F Poon,P C Ng,124,1160,10,6-1/4,8 10 11 11 10,1:48.64,26,2024/05/19,ST,5,Class 4,1800M,60-40,GOOD,1,"TURF - ""C+3"" Course",13.70,36.09,59.35,1:23.15,1:47.64,,13.70,22.39,23.26,23.80,24.49,nan
11,2.0,ROMANTIC FANTASY (H168),Y L Chung,C S Shum,129,1115,4,8-1/4,13 11 9 10 11,1:48.97,12,2024/05/19,ST,5,Class 4,1800M,60-40,GOOD,1,"TURF - ""C+3"" Course",13.70,36.09,59.35,1:23.15,1:47.64,,13.70,22.39,23.26,23.80,24.49,nan
12,12.0,PAKISTAN FRIEND (B370),K Teetan,W Y So,120,1052,6,12-3/4,11 12 12 13 12,1:49.69,23,2024/05/19,ST,5,Class 4,1800M,60-40,GOOD,1,"TURF - ""C+3"" Course",13.70,36.09,59.35,1:23.15,1:47.64,,13.70,22.39,23.26,23.80,24.49,nan
13,7.0,PING HAI COMET (H344),A Badel,J Size,125,1138,5,13-1/2,4 4 5 6 13,1:49.79,10,2024/05/19,ST,5,Class 4,1800M,60-40,GOOD,1,"TURF - ""C+3"" Course",13.70,36.09,59.35,1:23.15,1:47.64,,13.70,22.39,23.26,23.80,24.49,nan
WV-A,1.0,YOUNG BRILLIANT (H135),E C W Wong,C H Yip,128,---,---,---,---,---,---,2024/05/19,ST,5,Class 4,1800M,60-40,GOOD,1,"TURF - ""C+3"" Course",13.70,36.09,59.35,1:23.15,1:47.64,,13.70,22.39,23.26,23.80,24.49,nan
1,10.0,SKY TRUST (J161),H Bowman,C Fownes,125,1165,2,-,6 7 8 1,1:22.77,2.4,2024/05/19,ST,6,Class 4,1400M,60-40,GOOD,1,"TURF - ""C+3"" Course",13.34,35.35,59.28,1:22.77,,,13.34,22.01,23.93,23.49,nan,nan
2,3.0,ARIEL (G223),E C W Wong,D A Hayes,123,1217,6,1/2,3 3 2 2,1:22.86,6.4,2024/05/19,ST,6,Class 4,1400M,60-40,GOOD,1,"TURF - ""C+3"" Course",13.34,35.35,59.28,1:22.77,,,13.34,22.01,23.93,23.49,nan,nan
3,6.0,MEEPMEEP (H234),Z Purton,J Size,128,1058,1,3,7 5 5 3,1:23.24,5.9,2024/05/19,ST,6,Class 4,1400M,60-40,GOOD,1,"TURF - ""C+3"" Course",13.34,35.35,59.28,1:22.77,,,13.34,22.01,23.93,23.49,nan,nan
4,4.0,VOLCANIC SPARK (H388),B Avdulla,P F Yiu,130,1085,3,3-1/2,11 8 6 4,1:23.32,8.6,2024/05/19,ST,6,Class 4,1400M,60-40,GOOD,1,"TURF - ""C+3"" Course",13.34,35.35,59.28,1:22.77,,,13.34,22.01,23.93,23.49,nan,nan
5,1.0,THE ABSOLUTE (H438),L Ferraris,K H Ting,134,1134,8,4-1/2,8 9 10 5,1:23.47,9.6,2024/05/19,ST,6,Class 4,1400M,60-40,GOOD,1,"TURF - ""C+3"" Course",13.34,35.35,59.28,1:22.77,,,13.34,22.01,23.93,23.49,nan,nan
6,12.0,VULCANUS (J150),Y L Chung,Y S Tsui,118,1157,13,5-1/4,13 11 9 6,1:23.60,84.0,2024/05/19,ST,6,Class 4,1400M,60-40,GOOD,1,"TURF - ""C+3"" Course",13.34,35.35,59.28,1:22.77,,,13.34,22.01,23.93,23.49,nan,nan
7,11.0,GREAT ACHIEVER (J049),C L Chau,T P Yung,121,1039,11,6-1/4,4 4 4 7,1:23.79,40.0,2024/05/19,ST,6,Class 4,1400M,60-40,GOOD,1,"TURF - ""C+3"" Course",13.34,35.35,59.28,1:22.77,,,13.34,22.01,23.93,23.49,nan,nan
8,5.0,WAR OF COURAGE (C483),K H Chan,K L Man,124,1241,14,7-1/2,2 2 3 8,1:23.96,12.0,2024/05/19,ST,6,Class 4,1400M,60-40,GOOD,1,"TURF - ""C+3"" Course",13.34,35.35,59.28,1:22.77,,,13.34,22.01,23.93,23.49,nan,nan
9,13.0,HOSS (H055),K Teetan,P C Ng,120,1104,4,8-1/2,10 10 11 9,1:24.15,15.0,2024/05/19,ST,6,Class 4,1400M,60-40,GOOD,1,"TURF - ""C+3"" Course",13.34,35.35,59.28,1:22.77,,,13.34,22.01,23.93,23.49,nan,nan
10,7.0,AMAZING AWARD (J236),M F Poon,C S Shum,125,1047,12,9-1/4,12 13 12 10,1:24.26,90.0,2024/05/19,ST,6,Class 4,1400M,60-40,GOOD,1,"TURF - ""C+3"" Course",13.34,35.35,59.28,1:22.77,,,13.34,22.01,23.93,23.49,nan,nan
11,8.0,STARMEN (J199),A Atzeni,J Richards,127,1130,7,10-3/4,5 6 7 11,1:24.50,132.0,2024/05/19,ST,6,Class 4,1400M,60-40,GOOD,1,"TURF - ""C+3"" Course",13.34,35.35,59.28,1:22.77,,,13.34,22.01,23.93,23.49,nan,nan
12,14.0,HIGH RISE POWER (H353),L Hewitson,K W Lui,118,1162,9,11,1 1 1 12,1:24.54,41.0,2024/05/19,ST,6,Class 4,1400M,60-40,GOOD,1,"TURF - ""C+3"" Course",13.34,35.35,59.28,1:22.77,,,13.34,22.01,23.93,23.49,nan,nan
13,9.0,GRAND CONQUEROR (H469),A Badel,D J Hall,125,1050,5,13-1/4,14 14 14 13,1:24.88,199.0,2024/05/19,ST,6,Class 4,1400M,60-40,GOOD,1,"TURF - ""C+3"" Course",13.34,35.35,59.28,1:22.77,,,13.34,22.01,23.93,23.49,nan,nan
14,2.0,RUN RUN COOL (E322),H Bentley,F C Lor,132,1214,10,16-3/4,9 12 13 14,1:25.46,45.0,2024/05/19,ST,6,Class 4,1400M,60-40,GOOD,1,"TURF - ""C+3"" Course",13.34,35.35,59.28,1:22.77,,,13.34,22.01,23.93,23.49,nan,nan
1,8.0,VOYAGE SAMURAI (J026),K C Leung,F C Lor,122,1204,14,-,1 1 1 1,1:34.66,2.8,2024/05/19,ST,7,Class 3,1600M,80-60,GOOD,1,"TURF - ""C+3"" Course",24.33,46.83,1:10.88,1:34.66,,,24.33,22.50,24.05,23.78,nan,nan
2,1.0,STUNNING PEACH (J301),Z Purton,A S Cruz,135,1087,12,1-1/2,7 6 6 2,1:34.90,17,2024/05/19,ST,7,Class 3,1600M,80-60,GOOD,1,"TURF - ""C+3"" Course",24.33,46.83,1:10.88,1:34.66,,,24.33,22.50,24.05,23.78,nan,nan
3,14.0,AEROINVINCIBLE (J180),A Atzeni,P C Ng,115,1063,5,1-1/2,6 8 8 3,1:34.91,5.8,2024/05/19,ST,7,Class 3,1600M,80-60,GOOD,1,"TURF - ""C+3"" Course",24.33,46.83,1:10.88,1:34.66,,,24.33,22.50,24.05,23.78,nan,nan
4,10.0,HELENE WARRIOR (J207),L Hewitson,C S Shum,120,1008,7,2-1/2,11 11 10 4,1:35.07,11,2024/05/19,ST,7,Class 3,1600M,80-60,GOOD,1,"TURF - ""C+3"" Course",24.33,46.83,1:10.88,1:34.66,,,24.33,22.50,24.05,23.78,nan,nan
5,7.0,FUN TOGETHER (H041),C L Chau,T P Yung,122,1140,6,3,4 5 5 5,1:35.13,15,2024/05/19,ST,7,Class 3,1600M,80-60,GOOD,1,"TURF - ""C+3"" Course",24.33,46.83,1:10.88,1:34.66,,,24.33,22.50,24.05,23.78,nan,nan
6,9.0,ROCKET SPADE (G170),C Y Ho,C Fownes,126,1152,4,3-1/4,10 10 11 6,1:35.16,36,2024/05/19,ST,7,Class 3,1600M,80-60,GOOD,1,"TURF - ""C+3"" Course",24.33,46.83,1:10.88,1:34.66,,,24.33,22.50,24.05,23.78,nan,nan
7,13.0,POWERFUL WINGS (G225),A Badel,P F Yiu,117,1067,8,4-1/4,9 9 9 7,1:35.32,8,2024/05/19,ST,7,Class 3,1600M,80-60,GOOD,1,"TURF - ""C+3"" Course",24.33,46.83,1:10.88,1:34.66,,,24.33,22.50,24.05,23.78,nan,nan
8,3.0,CHING (G380),H Bowman,C W Chang,132,1269,9,4-1/4,12 12 12 8,1:35.33,6.6,2024/05/19,ST,7,Class 3,1600M,80-60,GOOD,1,"TURF - ""C+3"" Course",24.33,46.83,1:10.88,1:34.66,,,24.33,22.50,24.05,23.78,nan,nan
9,6.0,SILVER SONIC (H171),L Ferraris,K W Lui,125,1081,1,4-3/4,2 3 3 9,1:35.43,45,2024/05/19,ST,7,Class 3,1600M,80-60,GOOD,1,"TURF - ""C+3"" Course",24.33,46.83,1:10.88,1:34.66,,,24.33,22.50,24.05,23.78,nan,nan
10,11.0,ORIENTAL SMOKE (E467),B Thompson,D A Hayes,119,1229,13,5-1/2,5 4 4 10,1:35.53,41,2024/05/19,ST,7,Class 3,1600M,80-60,GOOD,1,"TURF - ""C+3"" Course",24.33,46.83,1:10.88,1:34.66,,,24.33,22.50,24.05,23.78,nan,nan
11,5.0,ELLIPTICAL (J052),M L Yeung,C Fownes,127,1032,3,7-1/4,8 7 7 11,1:35.84,30,2024/05/19,ST,7,Class 3,1600M,80-60,GOOD,1,"TURF - ""C+3"" Course",24.33,46.83,1:10.88,1:34.66,,,24.33,22.50,24.05,23.78,nan,nan
12,2.0,FIND MY LOVE (H110),E C W Wong,K L Man,127,1164,10,9-1/4,3 2 2 12,1:36.16,69,2024/05/19,ST,7,Class 3,1600M,80-60,GOOD,1,"TURF - ""C+3"" Course",24.33,46.83,1:10.88,1:34.66,,,24.33,22.50,24.05,23.78,nan,nan
13,12.0,PERFECT PAIRING (J331),A Hamelin,J Size,118,1029,11,10,13 13 13 13,1:36.27,157,2024/05/19,ST,7,Class 3,1600M,80-60,GOOD,1,"TURF - ""C+3"" Course",24.33,46.83,1:10.88,1:34.66,,,24.33,22.50,24.05,23.78,nan,nan
14,4.0,SIMPLE HEDGE (H237),B Avdulla,J Size,131,1128,2,14-1/4,14 14 14 14,1:36.92,13,2024/05/19,ST,7,Class 3,1600M,80-60,GOOD,1,"TURF - ""C+3"" Course",24.33,46.83,1:10.88,1:34.66,,,24.33,22.50,24.05,23.78,nan,nan
WV,,MASTER OF FORTUNE (G474),C Y Ho,W K Mo,121,---,---,---,---,---,---,2024/05/19,ST,7,Class 3,1600M,80-60,GOOD,1,"TURF - ""C+3"" Course",24.33,46.83,1:10.88,1:34.66,,,24.33,22.50,24.05,23.78,nan,nan
1,14.0,STRATHPEFFER (H095),M Chadwick,D J Whyte,116,1004,12,-,8 9 9 1,1:22.48,17.0,2024/05/19,ST,8,Class 4,1400M,60-40,GOOD,1,"TURF - ""C+3"" Course",13.33,34.77,58.22,1:22.48,,,13.33,21.44,23.45,24.26,nan,nan
2,11.0,MISSION VOICE (H444),L Ferraris,M Newnham,123,1185,9,1-1/2,2 4 2 2,1:22.74,20.0,2024/05/19,ST,8,Class 4,1400M,60-40,GOOD,1,"TURF - ""C+3"" Course",13.33,34.77,58.22,1:22.48,,,13.33,21.44,23.45,24.26,nan,nan
3,8.0,SUPER UNICORN (H481),C Y Ho,F C Lor,127,1089,4,2-1/4,12 11 8 3,1:22.84,9.9,2024/05/19,ST,8,Class 4,1400M,60-40,GOOD,1,"TURF - ""C+3"" Course",13.33,34.77,58.22,1:22.48,,,13.33,21.44,23.45,24.26,nan,nan
4,7.0,LUCKY TOUCH (J203),Z Purton,J Richards,127,1109,7,2-3/4,14 13 12 4,1:22.91,3.5,2024/05/19,ST,8,Class 4,1400M,60-40,GOOD,1,"TURF - ""C+3"" Course",13.33,34.77,58.22,1:22.48,,,13.33,21.44,23.45,24.26,nan,nan
5,12.0,YOUNG HORIZON (G272),E C W Wong,D A Hayes,114,1140,10,2-3/4,10 12 11 5,1:22.94,8.4,2024/05/19,ST,8,Class 4,1400M,60-40,GOOD,1,"TURF - ""C+3"" Course",13.33,34.77,58.22,1:22.48,,,13.33,21.44,23.45,24.26,nan,nan
