Pla.,Horse No.,Horse,Jockey,Trainer,Act. Wt.,Declar. Horse Wt.,Dr.,LBW,Running Position,Finish Time,Win Odds,Date,Course,RaceNumber,Race type,Distance,Score range,Going,Course Detail,Time 1,Time 2,Time 3,Time 4,Time 5,Time 6,Sectional Time 1,Sectional Time 2,Sectional Time 3,Sectional Time 4,Sectional Time 5,Sectional Time 6,RACE 1 (0),RACE 1 (0).1,RACE 1 (0).2,RACE 1 (0).3,RACE 1 (0).4,RACE 1 (0).5,RACE 1 (0).6,RACE 1 (0).7,RACE 1 (0).8,RACE 1 (0).9,RACE 1 (0).10,RACE 1 (0).11,RACE 1 (0).12,RACE 1 (0).13,RACE 1 (0).14,RACE 1 (0).15,Unnamed: 16,Unnamed: 17,RACE 2 (0),RACE 2 (0).1,RACE 2 (0).2,RACE 2 (0).3,RACE 2 (0).4,RACE 2 (0).5,RACE 2 (0).6,RACE 2 (0).7,RACE 2 (0).8,RACE 2 (0).9,RACE 2 (0).10,RACE 2 (0).11,RACE 2 (0).12,RACE 2 (0).13,RACE 2 (0).14,RACE 2 (0).15,RACE 3 (0),RACE 3 (0).1,RACE 3 (0).2,RACE 3 (0).3,RACE 3 (0).4,RACE 3 (0).5,RACE 3 (0).6,RACE 3 (0).7,RACE 3 (0).8,RACE 3 (0).9,RACE 3 (0).10,RACE 3 (0).11,RACE 3 (0).12,RACE 3 (0).13,RACE 3 (0).14,RACE 3 (0).15,RACE 4 (0),RACE 4 (0).1,RACE 4 (0).2,RACE 4 (0).3,RACE 4 (0).4,RACE 4 (0).5,RACE 4 (0).6,RACE 4 (0).7,RACE 4 (0).8,RACE 4 (0).9,RACE 4 (0).10,RACE 4 (0).11,RACE 4 (0).12,RACE 4 (0).13,RACE 4 (0).14,RACE 4 (0).15,RACE 5 (0),RACE 5 (0).1,RACE 5 (0).2,RACE 5 (0).3,RACE 5 (0).4,RACE 5 (0).5,RACE 5 (0).6,RACE 5 (0).7,RACE 5 (0).8,RACE 5 (0).9,RACE 5 (0).10,RACE 5 (0).11,RACE 5 (0).12,RACE 5 (0).13,RACE 5 (0).14,RACE 5 (0).15,RACE 6 (0),RACE 6 (0).1,RACE 6 (0).2,RACE 6 (0).3,RACE 6 (0).4,RACE 6 (0).5,RACE 6 (0).6,RACE 6 (0).7,RACE 6 (0).8,RACE 6 (0).9,RACE 6 (0).10,RACE 6 (0).11,RACE 6 (0).12,RACE 6 (0).13,RACE 6 (0).14,RACE 6 (0).15,RACE 7 (0),RACE 7 (0).1,RACE 7 (0).2,RACE 7 (0).3,RACE 7 (0).4,RACE 7 (0).5,RACE 7 (0).6,RACE 7 (0).7,RACE 7 (0).8,RACE 7 (0).9,RACE 7 (0).10,RACE 7 (0).11,RACE 7 (0).12,RACE 7 (0).13,RACE 7 (0).14,RACE 7 (0).15,RACE 8 (0),RACE 8 (0).1,RACE 8 (0).2,RACE 8 (0).3,RACE 8 (0).4,RACE 8 (0).5,RACE 8 (0).6,RACE 8 (0).7,RACE 8 (0).8,RACE 8 (0).9,RACE 8 (0).10,RACE 8 (0).11,RACE 8 (0).12,RACE 8 (0).13,RACE 8 (0).14,RACE 8 (0).15
6,14.0,YOUNG VICTORY (D399),A Badel,W Y So,114.0,1086,11,2-1/4,5 3 6 6,1:22.44,9.7,2021/12/18,ST,5,Class 4,1400M,60-40,GOOD,"TURF - ""C+3"" Course",13.50,35.33,58.45,1:22.10,,,13.50,21.83,23.12,23.65,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,3.0,FANTASTIC SHOW (A207),H T Mo,Y S Tsui,126.0,1110,9,3,14 14 14 7,1:22.58,26,2021/12/18,ST,5,Class 4,1400M,60-40,GOOD,"TURF - ""C+3"" Course",13.50,35.33,58.45,1:22.10,,,13.50,21.83,23.12,23.65,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,5.0,LOYAL AMBITION (E489),K H Chan,C Fownes,118.0,989,1,3-3/4,12 10 12 8,1:22.69,131,2021/12/18,ST,5,Class 4,1400M,60-40,GOOD,"TURF - ""C+3"" Course",13.50,35.33,58.45,1:22.10,,,13.50,21.83,23.12,23.65,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,8.0,ASIAN ONE (E400),L Ferraris,A T Millard,122.0,1054,3,4-3/4,4 4 4 9,1:22.84,128,2021/12/18,ST,5,Class 4,1400M,60-40,GOOD,"TURF - ""C+3"" Course",13.50,35.33,58.45,1:22.10,,,13.50,21.83,23.12,23.65,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,13.0,GOLDEN FOUR (B225),V Borges,C W Chang,114.0,1065,6,4-3/4,11 11 10 10,1:22.87,23,2021/12/18,ST,5,Class 4,1400M,60-40,GOOD,"TURF - ""C+3"" Course",13.50,35.33,58.45,1:22.10,,,13.50,21.83,23.12,23.65,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,9.0,THE MULTIPLIER (E320),C L Chau,D A Hayes,123.0,1147,5,5,1 6 9 11,1:22.88,64,2021/12/18,ST,5,Class 4,1400M,60-40,GOOD,"TURF - ""C+3"" Course",13.50,35.33,58.45,1:22.10,,,13.50,21.83,23.12,23.65,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,1.0,SPLENDID LIVING (E192),M F Poon,P F Yiu,131.0,1116,10,6,13 9 8 12,1:23.04,26,2021/12/18,ST,5,Class 4,1400M,60-40,GOOD,"TURF - ""C+3"" Course",13.50,35.33,58.45,1:22.10,,,13.50,21.83,23.12,23.65,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,12.0,FORTUNE MASTER (D371),C Y Ho,K W Lui,117.0,1052,14,8-1/4,10 13 13 13,1:23.40,18,2021/12/18,ST,5,Class 4,1400M,60-40,GOOD,"TURF - ""C+3"" Course",13.50,35.33,58.45,1:22.10,,,13.50,21.83,23.12,23.65,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,11.0,ISLAND SURPRISE (E429),K C Leung,K L Man,120.0,1086,13,10-1/4,8 12 11 14,1:23.75,69,2021/12/18,ST,5,Class 4,1400M,60-40,GOOD,"TURF - ""C+3"" Course",13.50,35.33,58.45,1:22.10,,,13.50,21.83,23.12,23.65,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WV,,ENCHANTING START (D344),C L Chau,C S Shum,119.0,---,---,---,---,---,---,2021/12/18,ST,5,Class 4,1400M,60-40,GOOD,"TURF - ""C+3"" Course",13.50,35.33,58.45,1:22.10,,,13.50,21.83,23.12,23.65,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,3.0,GUNNISON (A377),K C Leung,Y S Tsui,129.0,1016,9,-,4 4 1,1:08.72,19.0,2021/12/18,ST,6,Class 3,1200M,80-60,GOOD,ALL WEATHER TRACK,23.08,45.19,1:08.72,,,,23.08,22.11,23.53,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,8.0,MAGIC SUPREME (D144),R Maia,K L Man,118.0,1102,1,SH,3 2 2,1:08.73,3.8,2021/12/18,ST,6,Class 3,1200M,80-60,GOOD,ALL WEATHER TRACK,23.08,45.19,1:08.72,,,,23.08,22.11,23.53,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,5.0,ELON (E272),V Borges,J Size,124.0,1084,12,1,9 8 3,1:08.89,6.6,2021/12/18,ST,6,Class 3,1200M,80-60,GOOD,ALL WEATHER TRACK,23.08,45.19,1:08.72,,,,23.08,22.11,23.53,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4 DH,2.0,AMAZING CHOCOLATE (C059),C Wong,T P Yung,125.0,1197,11,2-1/4,12 12 4,1:09.08,48.0,2021/12/18,ST,6,Class 3,1200M,80-60,GOOD,ALL WEATHER TRACK,23.08,45.19,1:08.72,,,,23.08,22.11,23.53,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4 DH,4.0,HARMONY SPIRIT (D263),J Moreira,D J Whyte,125.0,1098,10,2-1/4,8 5 4,1:09.08,4.0,2021/12/18,ST,6,Class 3,1200M,80-60,GOOD,ALL WEATHER TRACK,23.08,45.19,1:08.72,,,,23.08,22.11,23.53,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,9.0,SKYEY SUPREME (C293),H N Wong,K W Lui,114.0,1189,4,3-1/2,7 9 6,1:09.29,11.0,2021/12/18,ST,6,Class 3,1200M,80-60,GOOD,ALL WEATHER TRACK,23.08,45.19,1:08.72,,,,23.08,22.11,23.53,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,12.0,JAZZ STEED (C406),K Teetan,C Fownes,115.0,1258,8,4-3/4,11 10 7,1:09.48,32.0,2021/12/18,ST,6,Class 3,1200M,80-60,GOOD,ALL WEATHER TRACK,23.08,45.19,1:08.72,,,,23.08,22.11,23.53,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,11.0,MEGA HEART (A148),A Hamelin,C W Chang,118.0,1173,2,5-1/4,10 11 8,1:09.55,11.0,2021/12/18,ST,6,Class 3,1200M,80-60,GOOD,ALL WEATHER TRACK,23.08,45.19,1:08.72,,,,23.08,22.11,23.53,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,7.0,QUADRUPLE DOUBLE (B250),C L Chau,D J Hall,118.0,1110,6,5-3/4,5 7 9,1:09.64,7.8,2021/12/18,ST,6,Class 3,1200M,80-60,GOOD,ALL WEATHER TRACK,23.08,45.19,1:08.72,,,,23.08,22.11,23.53,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,6.0,FLYING GENIUS (D071),M F Poon,A S Cruz,122.0,1231,7,5-3/4,2 3 10,1:09.65,30.0,2021/12/18,ST,6,Class 3,1200M,80-60,GOOD,ALL WEATHER TRACK,23.08,45.19,1:08.72,,,,23.08,22.11,23.53,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,10.0,BIRDSVILLE (E464),M L Yeung,D A Hayes,116.0,1140,3,6,6 6 11,1:09.67,24.0,2021/12/18,ST,6,Class 3,1200M,80-60,GOOD,ALL WEATHER TRACK,23.08,45.19,1:08.72,,,,23.08,22.11,23.53,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,1.0,FLYING BONUS (B433),K H Chan,C H Yip,126.0,1189,5,10-1/4,1 1 12,1:10.36,12.0,2021/12/18,ST,6,Class 3,1200M,80-60,GOOD,ALL WEATHER TRACK,23.08,45.19,1:08.72,,,,23.08,22.11,23.53,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,3.0,EZRA (C056),R Maia,A T Millard,132.0,1144,13,-,7 8 8 1,1:34.93,21,2021/12/18,ST,7,Class 4,1600M,60-40,GOOD,"TURF - ""C+3"" Course",24.73,47.29,1:11.13,1:34.93,,,24.73,22.56,23.84,23.80,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,9.0,DARCI JOY (E161),K C Leung,P F Yiu,123.0,1042,1,N,5 3 2 2,1:34.99,3.2,2021/12/18,ST,7,Class 4,1600M,60-40,GOOD,"TURF - ""C+3"" Course",24.73,47.29,1:11.13,1:34.93,,,24.73,22.56,23.84,23.80,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,11.0,LEADING FORTUNE (C441),J Moreira,J Size,119.0,1122,4,3/4,6 7 7 3,1:35.06,5.8,2021/12/18,ST,7,Class 4,1600M,60-40,GOOD,"TURF - ""C+3"" Course",24.73,47.29,1:11.13,1:34.93,,,24.73,22.56,23.84,23.80,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1.0,OSCAR GLORY (E109),H Bentley,F C Lor,133.0,1126,2,3/4,1 1 1 4,1:35.07,4.1,2021/12/18,ST,7,Class 4,1600M,60-40,GOOD,"TURF - ""C+3"" Course",24.73,47.29,1:11.13,1:34.93,,,24.73,22.56,23.84,23.80,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,6.0,BIG BROOK (D388),L Ferraris,C Fownes,126.0,1344,3,1-1/2,8 6 6 5,1:35.18,71,2021/12/18,ST,7,Class 4,1600M,60-40,GOOD,"TURF - ""C+3"" Course",24.73,47.29,1:11.13,1:34.93,,,24.73,22.56,23.84,23.80,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,8.0,RIGHT AS RAIN (G037),M Chadwick,C W Chang,125.0,1088,12,1-1/2,12 13 12 6,1:35.19,16,2021/12/18,ST,7,Class 4,1600M,60-40,GOOD,"TURF - ""C+3"" Course",24.73,47.29,1:11.13,1:34.93,,,24.73,22.56,23.84,23.80,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,4.0,NEW FUTURE (E039),C L Chau,T P Yung,127.0,1085,5,2,10 9 9 7,1:35.26,11,2021/12/18,ST,7,Class 4,1600M,60-40,GOOD,"TURF - ""C+3"" Course",24.73,47.29,1:11.13,1:34.93,,,24.73,22.56,23.84,23.80,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2.0,DECISIVE ACTION (C152),A Badel,C S Shum,132.0,1107,9,3-1/2,11 11 10 8,1:35.47,21,2021/12/18,ST,7,Class 4,1600M,60-40,GOOD,"TURF - ""C+3"" Course",24.73,47.29,1:11.13,1:34.93,,,24.73,22.56,23.84,23.80,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,13.0,GO GO SIXTEEN (E244),K Teetan,K W Lui,115.0,1254,8,4-1/2,4 5 5 9,1:35.65,16,2021/12/18,ST,7,Class 4,1600M,60-40,GOOD,"TURF - ""C+3"" Course",24.73,47.29,1:11.13,1:34.93,,,24.73,22.56,23.84,23.80,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,5.0,GREAT TREASURE (T380),H N Wong,Y S Tsui,124.0,1047,7,6,9 10 11 10,1:35.89,38,2021/12/18,ST,7,Class 4,1600M,60-40,GOOD,"TURF - ""C+3"" Course",24.73,47.29,1:11.13,1:34.93,,,24.73,22.56,23.84,23.80,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,10.0,JIANGXI STAMINA (D051),C Y Ho,W Y So,119.0,1213,6,6-1/2,2 4 4 11,1:35.97,12,2021/12/18,ST,7,Class 4,1600M,60-40,GOOD,"TURF - ""C+3"" Course",24.73,47.29,1:11.13,1:34.93,,,24.73,22.56,23.84,23.80,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,14.0,KUNG FU TEA (C136),M F Poon,D J Hall,113.0,1140,10,7-3/4,3 2 3 12,1:36.19,16,2021/12/18,ST,7,Class 4,1600M,60-40,GOOD,"TURF - ""C+3"" Course",24.73,47.29,1:11.13,1:34.93,,,24.73,22.56,23.84,23.80,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,7.0,FASTER (E361),M L Yeung,D J Whyte,125.0,1054,11,12-3/4,13 12 13 13,1:36.97,111,2021/12/18,ST,7,Class 4,1600M,60-40,GOOD,"TURF - ""C+3"" Course",24.73,47.29,1:11.13,1:34.93,,,24.73,22.56,23.84,23.80,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WX,12.0,CHATER PINS (E057),A Hamelin,D A Hayes,118.0,---,---,---,---,---,---,2021/12/18,ST,7,Class 4,1600M,60-40,GOOD,"TURF - ""C+3"" Course",24.73,47.29,1:11.13,1:34.93,,,24.73,22.56,23.84,23.80,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,10.0,IMA SINGLE MAN (D476),M F Poon,A S Cruz,117.0,1100,2,-,8 7 9 1,1:21.49,5.8,2021/12/18,ST,8,Class 2,1400M,100-80,GOOD,"TURF - ""C+3"" Course",13.61,35.38,58.19,1:21.49,,,13.61,21.77,22.81,23.30,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,6.0,CIRCUIT THREE (B360),M L Yeung,T P Yung,122.0,1181,7,SH,12 11 12 2,1:21.51,131.0,2021/12/18,ST,8,Class 2,1400M,100-80,GOOD,"TURF - ""C+3"" Course",13.61,35.38,58.19,1:21.49,,,13.61,21.77,22.81,23.30,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,13.0,SHINING GEM (C058),H Bentley,P F Yiu,118.0,1170,1,1,6 5 4 3,1:21.66,36.0,2021/12/18,ST,8,Class 2,1400M,100-80,GOOD,"TURF - ""C+3"" Course",13.61,35.38,58.19,1:21.49,,,13.61,21.77,22.81,23.30,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,12.0,ROCKET SPADE (G170),C Y Ho,C Fownes,118.0,1186,8,1-3/4,11 12 11 4,1:21.76,37.0,2021/12/18,ST,8,Class 2,1400M,100-80,GOOD,"TURF - ""C+3"" Course",13.61,35.38,58.19,1:21.49,,,13.61,21.77,22.81,23.30,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,4.0,HINCHINLOVE (C001),H T Mo,T P Yung,126.0,1204,13,2-1/4,1 2 2 5,1:21.84,69.0,2021/12/18,ST,8,Class 2,1400M,100-80,GOOD,"TURF - ""C+3"" Course",13.61,35.38,58.19,1:21.49,,,13.61,21.77,22.81,23.30,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,2.0,NOT USUAL TALENT (C095),K C Leung,T P Yung,132.0,1174,10,2-3/4,13 13 10 6,1:21.91,21.0,2021/12/18,ST,8,Class 2,1400M,100-80,GOOD,"TURF - ""C+3"" Course",13.61,35.38,58.19,1:21.49,,,13.61,21.77,22.81,23.30,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,3.0,HIGHLAND FORTUNE (C292),K Teetan,K W Lui,129.0,1093,4,3,2 1 1 7,1:21.96,5.8,2021/12/18,ST,8,Class 2,1400M,100-80,GOOD,"TURF - ""C+3"" Course",13.61,35.38,58.19,1:21.49,,,13.61,21.77,22.81,23.30,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,5.0,BLAZE WARRIOR (D450),J Moreira,J Size,125.0,1140,9,3-1/2,9 8 8 8,1:22.03,1.8,2021/12/18,ST,8,Class 2,1400M,100-80,GOOD,"TURF - ""C+3"" Course",13.61,35.38,58.19,1:21.49,,,13.61,21.77,22.81,23.30,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
