Pla.,Horse No.,Horse,Jockey,Trainer,Act. Wt.,Declar. Horse Wt.,Dr.,LBW,Running Position,Finish Time,Win Odds,Date,Course,RaceNumber,Race type,Distance,Score range,Going,Handicap,Course Detail,Time 1,Time 2,Time 3,Time 4,Time 5,Time 6,Sectional Time 1,Sectional Time 2,Sectional Time 3,Sectional Time 4,Sectional Time 5,Sectional Time 6
11,7.0,PERFECTO MOMENTS (J003),H Bentley,K H Ting,129,1118,12,12-1/4,13 13 14 11,1:23.67,20.0,2025/05/18,ST,1,Class 5,1400M,40-0,GOOD TO FIRM,1,"TURF - ""C+3"" Course",13.49,35.71,58.92,1:21.70,,,13.49,22.22,23.21,22.78,nan,nan
12,14.0,CALIFORNIA ICON (H404),Y L Chung,A S Cruz,112,1157,11,13,11 12 11 12,1:23.80,13.0,2025/05/18,ST,1,Class 5,1400M,40-0,GOOD TO FIRM,1,"TURF - ""C+3"" Course",13.49,35.71,58.92,1:21.70,,,13.49,22.22,23.21,22.78,nan,nan
13,3.0,COMMANDING MISSILE (G210),C L Chau,C W Chang,131,1199,9,23,10 10 10 13,1:25.38,33.0,2025/05/18,ST,1,Class 5,1400M,40-0,GOOD TO FIRM,1,"TURF - ""C+3"" Course",13.49,35.71,58.92,1:21.70,,,13.49,22.22,23.21,22.78,nan,nan
14,5.0,MACANESE MASTER (J532),J Orman,C H Yip,133,1054,7,27-1/2,12 11 12 14,1:26.10,54.0,2025/05/18,ST,1,Class 5,1400M,40-0,GOOD TO FIRM,1,"TURF - ""C+3"" Course",13.49,35.71,58.92,1:21.70,,,13.49,22.22,23.21,22.78,nan,nan
1,9.0,PATCH OF WATCH (H476),P N Wong,K L Man,118,1214,9,-,1 1 1,1:09.35,2.8,2025/05/18,ST,2,Class 5,1200M,40-0,GOOD,1,ALL WEATHER TRACK,23.67,45.96,1:09.35,,,,23.67,22.29,23.39,nan,nan,nan
2,2.0,HINOKAMI KAGURA (H384),M Chadwick,W Y So,134,1103,2,2,4 4 2,1:09.68,6.4,2025/05/18,ST,2,Class 5,1200M,40-0,GOOD,1,ALL WEATHER TRACK,23.67,45.96,1:09.35,,,,23.67,22.29,23.39,nan,nan,nan
3,11.0,DOUBLE BINGO (J309),M F Poon,Y S Tsui,123,1088,4,3-1/2,7 6 3,1:09.93,35.0,2025/05/18,ST,2,Class 5,1200M,40-0,GOOD,1,ALL WEATHER TRACK,23.67,45.96,1:09.35,,,,23.67,22.29,23.39,nan,nan,nan
4,8.0,FALCON COURT (J056),H Bowman,D A Hayes,128,1089,5,3-3/4,10 10 4,1:09.95,13.0,2025/05/18,ST,2,Class 5,1200M,40-0,GOOD,1,ALL WEATHER TRACK,23.67,45.96,1:09.35,,,,23.67,22.29,23.39,nan,nan,nan
5,12.0,SUPERB MOVE (G304),A Badel,C H Yip,115,1120,3,3-3/4,8 7 5,1:09.96,55.0,2025/05/18,ST,2,Class 5,1200M,40-0,GOOD,1,ALL WEATHER TRACK,23.67,45.96,1:09.35,,,,23.67,22.29,23.39,nan,nan,nan
6,5.0,LUCKY GENERATIONS (J338),E C W Wong,C Fownes,124,1064,12,4,12 12 6,1:10.01,10.0,2025/05/18,ST,2,Class 5,1200M,40-0,GOOD,1,ALL WEATHER TRACK,23.67,45.96,1:09.35,,,,23.67,22.29,23.39,nan,nan,nan
7,1.0,EXCELLENT DADDY (E321),L Ferraris,T P Yung,135,1265,7,4-3/4,9 8 7,1:10.12,18.0,2025/05/18,ST,2,Class 5,1200M,40-0,GOOD,1,ALL WEATHER TRACK,23.67,45.96,1:09.35,,,,23.67,22.29,23.39,nan,nan,nan
8,7.0,CHEER FOR SOUTH (H178),A Atzeni,F C Lor,129,1062,8,5,3 2 8,1:10.17,3.3,2025/05/18,ST,2,Class 5,1200M,40-0,GOOD,1,ALL WEATHER TRACK,23.67,45.96,1:09.35,,,,23.67,22.29,23.39,nan,nan,nan
9,10.0,SPEEDY FORTUNE (H097),K C Leung,D Eustace,127,1044,1,6-1/4,2 3 9,1:10.34,21.0,2025/05/18,ST,2,Class 5,1200M,40-0,GOOD,1,ALL WEATHER TRACK,23.67,45.96,1:09.35,,,,23.67,22.29,23.39,nan,nan,nan
10,6.0,TALENTS SUPREMO (H133),J Orman,W K Mo,130,1118,6,7-1/4,11 11 10,1:10.50,50.0,2025/05/18,ST,2,Class 5,1200M,40-0,GOOD,1,ALL WEATHER TRACK,23.67,45.96,1:09.35,,,,23.67,22.29,23.39,nan,nan,nan
11,3.0,THE CONCENTRATION (H465),C L Chau,P F Yiu,131,1084,10,7-1/2,6 9 11,1:10.56,18.0,2025/05/18,ST,2,Class 5,1200M,40-0,GOOD,1,ALL WEATHER TRACK,23.67,45.96,1:09.35,,,,23.67,22.29,23.39,nan,nan,nan
12,4.0,GLORIOUS EXPERT (J028),L Hewitson,D J Hall,131,1120,11,10-1/2,5 5 12,1:11.05,88.0,2025/05/18,ST,2,Class 5,1200M,40-0,GOOD,1,ALL WEATHER TRACK,23.67,45.96,1:09.35,,,,23.67,22.29,23.39,nan,nan,nan
1,6.0,FUN N FUN TOGETHER (J232),Z Purton,F C Lor,126,1161,8,-,1 1 1,1:09.13,7.9,2025/05/18,ST,3,Class 4,1200M,60-40,GOOD,1,ALL WEATHER TRACK,23.32,45.45,1:09.13,,,,23.32,22.13,23.68,nan,nan,nan
2,1.0,RISING FORCE (K236),K C Leung,P F Yiu,135,1066,9,1,2 3 2,1:09.29,1.3,2025/05/18,ST,3,Class 4,1200M,60-40,GOOD,1,ALL WEATHER TRACK,23.32,45.45,1:09.13,,,,23.32,22.13,23.68,nan,nan,nan
3,10.0,ROBOT KNIGHT (H464),E C W Wong,P C Ng,113,1041,2,1,8 6 3,1:09.31,14.0,2025/05/18,ST,3,Class 4,1200M,60-40,GOOD,1,ALL WEATHER TRACK,23.32,45.45,1:09.13,,,,23.32,22.13,23.68,nan,nan,nan
4,8.0,CALIFORNIA STAR (J123),Y L Chung,A S Cruz,120,1180,12,2-3/4,12 12 4,1:09.56,47.0,2025/05/18,ST,3,Class 4,1200M,60-40,GOOD,1,ALL WEATHER TRACK,23.32,45.45,1:09.13,,,,23.32,22.13,23.68,nan,nan,nan
5,4.0,MAGNIAC (H141),C L Chau,T P Yung,127,1239,7,2-3/4,9 10 5,1:09.57,120.0,2025/05/18,ST,3,Class 4,1200M,60-40,GOOD,1,ALL WEATHER TRACK,23.32,45.45,1:09.13,,,,23.32,22.13,23.68,nan,nan,nan
6,7.0,KA YING RESILIENCE (J439),J Orman,D A Hayes,124,1245,3,3-1/4,4 2 6,1:09.65,14.0,2025/05/18,ST,3,Class 4,1200M,60-40,GOOD,1,ALL WEATHER TRACK,23.32,45.45,1:09.13,,,,23.32,22.13,23.68,nan,nan,nan
7,12.0,TAIHANG SCENERY (J314),H Bentley,C S Shum,118,1134,1,5-1/4,7 4 7,1:09.97,61.0,2025/05/18,ST,3,Class 4,1200M,60-40,GOOD,1,ALL WEATHER TRACK,23.32,45.45,1:09.13,,,,23.32,22.13,23.68,nan,nan,nan
8,5.0,BULLION BLITZ (K304),L Hewitson,D J Whyte,127,1085,10,6-3/4,10 9 8,1:10.19,172.0,2025/05/18,ST,3,Class 4,1200M,60-40,GOOD,1,ALL WEATHER TRACK,23.32,45.45,1:09.13,,,,23.32,22.13,23.68,nan,nan,nan
9,9.0,DAILY TROPHY (H283),L Ferraris,C Fownes,123,1176,11,8-1/2,11 11 9,1:10.51,51.0,2025/05/18,ST,3,Class 4,1200M,60-40,GOOD,1,ALL WEATHER TRACK,23.32,45.45,1:09.13,,,,23.32,22.13,23.68,nan,nan,nan
10,11.0,SAME TO YOU (H057),A Atzeni,M Newnham,118,968,4,10,5 5 10,1:10.73,48.0,2025/05/18,ST,3,Class 4,1200M,60-40,GOOD,1,ALL WEATHER TRACK,23.32,45.45,1:09.13,,,,23.32,22.13,23.68,nan,nan,nan
11,2.0,NATURAL HIGH (J365),P N Wong,D J Hall,124,1098,6,12-1/2,3 8 11,1:11.13,13.0,2025/05/18,ST,3,Class 4,1200M,60-40,GOOD,1,ALL WEATHER TRACK,23.32,45.45,1:09.13,,,,23.32,22.13,23.68,nan,nan,nan
12,3.0,FORTUNE WARRIOR (H229),A Badel,D Eustace,132,1125,5,17-1/2,6 7 12,1:11.91,25.0,2025/05/18,ST,3,Class 4,1200M,60-40,GOOD,1,ALL WEATHER TRACK,23.32,45.45,1:09.13,,,,23.32,22.13,23.68,nan,nan,nan
1,2.0,ORIENTAL SMOKE (E467),Z Purton,D A Hayes,132,1233,5,-,3 3 4 2 1,1:47.08,3.0,2025/05/18,ST,4,Class 4,1800M,60-40,GOOD TO FIRM,1,"TURF - ""C+3"" Course",14.08,36.31,59.83,1:23.95,1:47.08,,14.08,22.23,23.52,24.12,23.13,nan
2,8.0,DOUBLE WIN (H382),M Chadwick,T P Yung,122,1118,13,N,11 12 11 11 2,1:47.14,14.0,2025/05/18,ST,4,Class 4,1800M,60-40,GOOD TO FIRM,1,"TURF - ""C+3"" Course",14.08,36.31,59.83,1:23.95,1:47.08,,14.08,22.23,23.52,24.12,23.13,nan
3,11.0,KASA PAPA (G312),A Badel,A S Cruz,119,1135,12,2,4 4 5 5 3,1:47.40,11.0,2025/05/18,ST,4,Class 4,1800M,60-40,GOOD TO FIRM,1,"TURF - ""C+3"" Course",14.08,36.31,59.83,1:23.95,1:47.08,,14.08,22.23,23.52,24.12,23.13,nan
4,4.0,VOLCANIC SPARK (H388),H Bowman,P F Yiu,130,1091,2,2-1/2,13 13 13 14 4,1:47.49,4.9,2025/05/18,ST,4,Class 4,1800M,60-40,GOOD TO FIRM,1,"TURF - ""C+3"" Course",14.08,36.31,59.83,1:23.95,1:47.08,,14.08,22.23,23.52,24.12,23.13,nan
5,7.0,FIREFOOT (J183),A Atzeni,W Y So,123,1160,6,3-3/4,7 5 1 1 5,1:47.66,11.0,2025/05/18,ST,4,Class 4,1800M,60-40,GOOD TO FIRM,1,"TURF - ""C+3"" Course",14.08,36.31,59.83,1:23.95,1:47.08,,14.08,22.23,23.52,24.12,23.13,nan
6,10.0,S J TOURBILLON (G138),L Hewitson,C H Yip,122,1120,3,4-1/2,12 11 12 7 6,1:47.80,12.0,2025/05/18,ST,4,Class 4,1800M,60-40,GOOD TO FIRM,1,"TURF - ""C+3"" Course",14.08,36.31,59.83,1:23.95,1:47.08,,14.08,22.23,23.52,24.12,23.13,nan
7,6.0,ACE WAR (J509),L Ferraris,D J Whyte,123,1088,10,6-1/2,9 10 9 8 7,1:48.11,36.0,2025/05/18,ST,4,Class 4,1800M,60-40,GOOD TO FIRM,1,"TURF - ""C+3"" Course",14.08,36.31,59.83,1:23.95,1:47.08,,14.08,22.23,23.52,24.12,23.13,nan
8,9.0,GALE SAGA (J152),M F Poon,P C Ng,122,1125,1,6-3/4,6 7 8 4 8,1:48.15,14.0,2025/05/18,ST,4,Class 4,1800M,60-40,GOOD TO FIRM,1,"TURF - ""C+3"" Course",14.08,36.31,59.83,1:23.95,1:47.08,,14.08,22.23,23.52,24.12,23.13,nan
9,13.0,ALL ARE MINE (H293),Y L Chung,A S Cruz,114,1013,8,9-1/2,14 14 14 13 9,1:48.60,26.0,2025/05/18,ST,4,Class 4,1800M,60-40,GOOD TO FIRM,1,"TURF - ""C+3"" Course",14.08,36.31,59.83,1:23.95,1:47.08,,14.08,22.23,23.52,24.12,23.13,nan
10,14.0,ESCAPE ROUTE (E273),H T Mo,J Size,115,1080,11,12,8 8 6 9 10,1:48.99,36.0,2025/05/18,ST,4,Class 4,1800M,60-40,GOOD TO FIRM,1,"TURF - ""C+3"" Course",14.08,36.31,59.83,1:23.95,1:47.08,,14.08,22.23,23.52,24.12,23.13,nan
11,1.0,NORTHERN BEAST (H233),J Orman,D J Hall,135,1150,4,13,5 6 7 10 11,1:49.15,34.0,2025/05/18,ST,4,Class 4,1800M,60-40,GOOD TO FIRM,1,"TURF - ""C+3"" Course",14.08,36.31,59.83,1:23.95,1:47.08,,14.08,22.23,23.52,24.12,23.13,nan
12,3.0,JOYFUL PROSPERITY (H213),H Bentley,C S Shum,130,1112,9,13-3/4,10 9 10 12 12,1:49.29,33.0,2025/05/18,ST,4,Class 4,1800M,60-40,GOOD TO FIRM,1,"TURF - ""C+3"" Course",14.08,36.31,59.83,1:23.95,1:47.08,,14.08,22.23,23.52,24.12,23.13,nan
13,5.0,YOUTH POWER (H358),P N Wong,D A Hayes,114,1044,7,17,2 1 2 3 13,1:49.78,7.7,2025/05/18,ST,4,Class 4,1800M,60-40,GOOD TO FIRM,1,"TURF - ""C+3"" Course",14.08,36.31,59.83,1:23.95,1:47.08,,14.08,22.23,23.52,24.12,23.13,nan
14,12.0,MUSANG KING (K068),B Thompson,F C Lor,119,1186,14,19,1 2 3 6 14,1:50.11,121.0,2025/05/18,ST,4,Class 4,1800M,60-40,GOOD TO FIRM,1,"TURF - ""C+3"" Course",14.08,36.31,59.83,1:23.95,1:47.08,,14.08,22.23,23.52,24.12,23.13,nan
1,4.0,DANCING CLASSICS (J060),H Bowman,C Fownes,127,1081,12,-,3 3 1,0:55.57,2.5,2025/05/18,ST,5,Class 4,1000M,60-40,GOOD TO FIRM,1,"TURF - ""C+3"" Course",13.25,33.66,55.57,,,,13.25,20.41,21.91,nan,nan,nan
2,1.0,FUN ELITE (J042),Z Purton,T P Yung,135,1145,7,1,2 2 2,0:55.70,3.3,2025/05/18,ST,5,Class 4,1000M,60-40,GOOD TO FIRM,1,"TURF - ""C+3"" Course",13.25,33.66,55.57,,,,13.25,20.41,21.91,nan,nan,nan
3,3.0,HEROIC MASTER (G394),L Ferraris,F C Lor,133,1077,4,1-3/4,4 4 3,0:55.84,10.0,2025/05/18,ST,5,Class 4,1000M,60-40,GOOD TO FIRM,1,"TURF - ""C+3"" Course",13.25,33.66,55.57,,,,13.25,20.41,21.91,nan,nan,nan
4,14.0,BINGO BABE (K115),M F Poon,Y S Tsui,118,1100,5,2-1/4,12 8 4,0:55.91,26.0,2025/05/18,ST,5,Class 4,1000M,60-40,GOOD TO FIRM,1,"TURF - ""C+3"" Course",13.25,33.66,55.57,,,,13.25,20.41,21.91,nan,nan,nan
5,5.0,INVICTUS DRAGON (K318),K C Leung,K W Lui,127,1155,14,2-1/2,7 6 5,0:55.99,8.2,2025/05/18,ST,5,Class 4,1000M,60-40,GOOD TO FIRM,1,"TURF - ""C+3"" Course",13.25,33.66,55.57,,,,13.25,20.41,21.91,nan,nan,nan
6,13.0,NOBLE DELUXE (K052),A Badel,J Size,121,1151,6,3,5 5 6,0:56.03,26.0,2025/05/18,ST,5,Class 4,1000M,60-40,GOOD TO FIRM,1,"TURF - ""C+3"" Course",13.25,33.66,55.57,,,,13.25,20.41,21.91,nan,nan,nan
7,9.0,NEW ASIA GREAT (J412),J Orman,D A Hayes,125,1220,8,3-3/4,8 9 7,0:56.17,45.0,2025/05/18,ST,5,Class 4,1000M,60-40,GOOD TO FIRM,1,"TURF - ""C+3"" Course",13.25,33.66,55.57,,,,13.25,20.41,21.91,nan,nan,nan
8,12.0,FORTUNE RACER (J234),K De Melo,W Y So,121,995,2,4-1/4,1 1 8,0:56.26,65.0,2025/05/18,ST,5,Class 4,1000M,60-40,GOOD TO FIRM,1,"TURF - ""C+3"" Course",13.25,33.66,55.57,,,,13.25,20.41,21.91,nan,nan,nan
9,8.0,THUNDER BLINK (J019),H Bentley,K H Ting,126,1093,13,4-1/2,9 10 9,0:56.30,22.0,2025/05/18,ST,5,Class 4,1000M,60-40,GOOD TO FIRM,1,"TURF - ""C+3"" Course",13.25,33.66,55.57,,,,13.25,20.41,21.91,nan,nan,nan
10,2.0,AMAZING FUN (H442),C L Chau,C H Yip,131,1120,10,5-1/2,6 7 10,0:56.46,27.0,2025/05/18,ST,5,Class 4,1000M,60-40,GOOD TO FIRM,1,"TURF - ""C+3"" Course",13.25,33.66,55.57,,,,13.25,20.41,21.91,nan,nan,nan
11,11.0,ISLAND BREEZES (J479),A Atzeni,P C Ng,123,1112,11,6,10 14 11,0:56.54,12.0,2025/05/18,ST,5,Class 4,1000M,60-40,GOOD TO FIRM,1,"TURF - ""C+3"" Course",13.25,33.66,55.57,,,,13.25,20.41,21.91,nan,nan,nan
12,6.0,LEADING ARTICLE (K071),M Chadwick,W K Mo,127,1092,1,6-1/2,11 12 12,0:56.60,91.0,2025/05/18,ST,5,Class 4,1000M,60-40,GOOD TO FIRM,1,"TURF - ""C+3"" Course",13.25,33.66,55.57,,,,13.25,20.41,21.91,nan,nan,nan
13,7.0,WATCH THE FORT (J522),L Hewitson,D J Hall,127,1031,9,6-3/4,13 11 13,0:56.66,113.0,2025/05/18,ST,5,Class 4,1000M,60-40,GOOD TO FIRM,1,"TURF - ""C+3"" Course",13.25,33.66,55.57,,,,13.25,20.41,21.91,nan,nan,nan
14,10.0,BEAUTY FORMULA (K066),Y L Chung,A S Cruz,120,1218,3,9,14 13 14,0:56.99,108.0,2025/05/18,ST,5,Class 4,1000M,60-40,GOOD TO FIRM,1,"TURF - ""C+3"" Course",13.25,33.66,55.57,,,,13.25,20.41,21.91,nan,nan,nan
1,3.0,BLAZING WUKONG (K335),A Atzeni,P F Yiu,126,1194,8,-,10 9 1,1:09.01,5.0,2025/05/18,ST,6,Class 4,1200M,60-40,GOOD TO FIRM,1,"TURF - ""C+3"" Course",23.75,45.83,1:09.01,,,,23.75,22.08,23.18,nan,nan,nan
2,2.0,WONDERSTAR (J531),J Orman,Y S Tsui,129,1195,2,1/2,3 3 2,1:09.09,4.5,2025/05/18,ST,6,Class 4,1200M,60-40,GOOD TO FIRM,1,"TURF - ""C+3"" Course",23.75,45.83,1:09.01,,,,23.75,22.08,23.18,nan,nan,nan
3,8.0,RAINBOW SEVEN (K145),K C Leung,K W Lui,126,1039,7,1,12 11 3,1:09.16,12.0,2025/05/18,ST,6,Class 4,1200M,60-40,GOOD TO FIRM,1,"TURF - ""C+3"" Course",23.75,45.83,1:09.01,,,,23.75,22.08,23.18,nan,nan,nan
4,12.0,ELEGANT LIFE (J366),C L Chau,T P Yung,120,1154,6,1-1/4,11 8 4,1:09.23,15.0,2025/05/18,ST,6,Class 4,1200M,60-40,GOOD TO FIRM,1,"TURF - ""C+3"" Course",23.75,45.83,1:09.01,,,,23.75,22.08,23.18,nan,nan,nan
5,7.0,LUCKY MCQUEEN (K064),M F Poon,W K Mo,126,1065,11,1-1/2,6 10 5,1:09.24,24.0,2025/05/18,ST,6,Class 4,1200M,60-40,GOOD TO FIRM,1,"TURF - ""C+3"" Course",23.75,45.83,1:09.01,,,,23.75,22.08,23.18,nan,nan,nan
6,11.0,GROOVY FEELING (J515),B Thompson,J Richards,123,1086,12,3,9 12 6,1:09.48,64.0,2025/05/18,ST,6,Class 4,1200M,60-40,GOOD TO FIRM,1,"TURF - ""C+3"" Course",23.75,45.83,1:09.01,,,,23.75,22.08,23.18,nan,nan,nan
7,4.0,COME FAST FAY FAY (K121),L Ferraris,K H Ting,126,1075,1,3-1/4,4 4 7,1:09.55,5.4,2025/05/18,ST,6,Class 4,1200M,60-40,GOOD TO FIRM,1,"TURF - ""C+3"" Course",23.75,45.83,1:09.01,,,,23.75,22.08,23.18,nan,nan,nan
8,1.0,AURORA PATCH (K097),Z Purton,P C Ng,134,1174,9,3-1/2,2 2 8,1:09.59,5.9,2025/05/18,ST,6,Class 4,1200M,60-40,GOOD TO FIRM,1,"TURF - ""C+3"" Course",23.75,45.83,1:09.01,,,,23.75,22.08,23.18,nan,nan,nan
9,10.0,CLUB ACE (J523),A Badel,J Size,123,1127,4,3-3/4,7 5 9,1:09.60,8.8,2025/05/18,ST,6,Class 4,1200M,60-40,GOOD TO FIRM,1,"TURF - ""C+3"" Course",23.75,45.83,1:09.01,,,,23.75,22.08,23.18,nan,nan,nan
10,6.0,JOLLY COMPANION (H454),P N Wong,K L Man,116,1184,10,4-1/4,1 1 10,1:09.70,22.0,2025/05/18,ST,6,Class 4,1200M,60-40,GOOD TO FIRM,1,"TURF - ""C+3"" Course",23.75,45.83,1:09.01,,,,23.75,22.08,23.18,nan,nan,nan
11,9.0,RUNJEET (K276),H Bentley,D Eustace,124,1100,3,7,5 6 11,1:10.13,13.0,2025/05/18,ST,6,Class 4,1200M,60-40,GOOD TO FIRM,1,"TURF - ""C+3"" Course",23.75,45.83,1:09.01,,,,23.75,22.08,23.18,nan,nan,nan
12,5.0,HANDSOME BLOND (K241),M Chadwick,C H Yip,126,1070,5,7-3/4,8 7 12,1:10.24,114.0,2025/05/18,ST,6,Class 4,1200M,60-40,GOOD TO FIRM,1,"TURF - ""C+3"" Course",23.75,45.83,1:09.01,,,,23.75,22.08,23.18,nan,nan,nan
1,7.0,SOLID SHALAA (H228),E C W Wong,D A Hayes,114,1168,2,-,10 6 1,1:08.11,7.6,2025/05/18,ST,7,Class 3,1200M,80-60,GOOD,1,ALL WEATHER TRACK,23.53,45.41,1:08.11,,,,23.53,21.88,22.70,nan,nan,nan
2,4.0,PACKING BOLE (H246),C L Chau,C S Shum,127,1222,7,N,2 1 2,1:08.15,16.0,2025/05/18,ST,7,Class 3,1200M,80-60,GOOD,1,ALL WEATHER TRACK,23.53,45.41,1:08.11,,,,23.53,21.88,22.70,nan,nan,nan
3,10.0,MR ENERGIA (J239),M F Poon,D J Hall,116,1104,1,1,6 7 3,1:08.27,3.5,2025/05/18,ST,7,Class 3,1200M,80-60,GOOD,1,ALL WEATHER TRACK,23.53,45.41,1:08.11,,,,23.53,21.88,22.70,nan,nan,nan
4,2.0,BUNDLE OF CHARM (G213),H Bowman,J Size,131,1207,5,1-1/4,5 5 4,1:08.33,20.0,2025/05/18,ST,7,Class 3,1200M,80-60,GOOD,1,ALL WEATHER TRACK,23.53,45.41,1:08.11,,,,23.53,21.88,22.70,nan,nan,nan
5,8.0,MOJAVE DESERT (J330),A Atzeni,M Newnham,119,1157,12,4-1/2,11 10 5,1:08.83,14.0,2025/05/18,ST,7,Class 3,1200M,80-60,GOOD,1,ALL WEATHER TRACK,23.53,45.41,1:08.11,,,,23.53,21.88,22.70,nan,nan,nan
6,3.0,MASK RIDER (K169),P N Wong,W Y So,120,1136,10,6-1/4,1 2 6,1:09.12,8.5,2025/05/18,ST,7,Class 3,1200M,80-60,GOOD,1,ALL WEATHER TRACK,23.53,45.41,1:08.11,,,,23.53,21.88,22.70,nan,nan,nan
7,6.0,MASTER CHAMPION (K266),H T Mo,C S Shum,121,1230,3,9-1/4,4 4 7,1:09.59,20.0,2025/05/18,ST,7,Class 3,1200M,80-60,GOOD,1,ALL WEATHER TRACK,23.53,45.41,1:08.11,,,,23.53,21.88,22.70,nan,nan,nan
8,9.0,JOLLY RULER (E346),K De Melo,P F Yiu,117,1174,11,11-1/2,12 12 8,1:09.95,19.0,2025/05/18,ST,7,Class 3,1200M,80-60,GOOD,1,ALL WEATHER TRACK,23.53,45.41,1:08.11,,,,23.53,21.88,22.70,nan,nan,nan
9,5.0,VICTORY MOMENTS (H142),M Chadwick,F C Lor,125,1140,8,12-1/2,9 8 9,1:10.12,41.0,2025/05/18,ST,7,Class 3,1200M,80-60,GOOD,1,ALL WEATHER TRACK,23.53,45.41,1:08.11,,,,23.53,21.88,22.70,nan,nan,nan
10,11.0,BRIGHT DAY (J530),A Badel,K L Man,115,1225,6,13-1/4,8 9 10,1:10.24,49.0,2025/05/18,ST,7,Class 3,1200M,80-60,GOOD,1,ALL WEATHER TRACK,23.53,45.41,1:08.11,,,,23.53,21.88,22.70,nan,nan,nan
11,1.0,GUMMY GUMMY (H089),Z Purton,T P Yung,135,1218,4,14-1/2,3 3 11,1:10.42,2.8,2025/05/18,ST,7,Class 3,1200M,80-60,GOOD,1,ALL WEATHER TRACK,23.53,45.41,1:08.11,,,,23.53,21.88,22.70,nan,nan,nan
12,12.0,WARRIORS DREAM (K255),Y L Chung,D Eustace,112,1082,9,18,7 11 12,1:10.98,125.0,2025/05/18,ST,7,Class 3,1200M,80-60,GOOD,1,ALL WEATHER TRACK,23.53,45.41,1:08.11,,,,23.53,21.88,22.70,nan,nan,nan
