Pla.,Horse No.,Horse,Jockey,Trainer,Act. Wt.,Declar. Horse Wt.,Dr.,LBW,Running Position,Finish Time,Win Odds,Date,Course,RaceNumber,Race type,Distance,Score range,Going,Handicap,Course Detail,Time 1,Time 2,Time 3,Time 4,Time 5,Time 6,Sectional Time 1,Sectional Time 2,Sectional Time 3,Sectional Time 4,Sectional Time 5,Sectional Time 6
1,14.0,WORLD HERO (J413),A Badel,D A Hayes,119,1083,5,-,1 1 1 1,1:22.07,7.2,2025/05/18,ST,8,Class 4,1400M,60-40,GOOD TO FIRM,1,"TURF - ""C+3"" Course",13.81,35.95,59.60,1:22.07,,,13.81,22.14,23.65,22.47,nan,nan
2,1.0,SUGAR BALL (H394),K C Leung,W K Mo,135,1169,4,3/4,2 4 4 2,1:22.18,6.4,2025/05/18,ST,8,Class 4,1400M,60-40,GOOD TO FIRM,1,"TURF - ""C+3"" Course",13.81,35.95,59.60,1:22.07,,,13.81,22.14,23.65,22.47,nan,nan
3,9.0,BULL ATTITUDE (K305),L Hewitson,M Newnham,126,1079,6,3-1/4,4 3 3 3,1:22.56,16.0,2025/05/18,ST,8,Class 4,1400M,60-40,GOOD TO FIRM,1,"TURF - ""C+3"" Course",13.81,35.95,59.60,1:22.07,,,13.81,22.14,23.65,22.47,nan,nan
4,12.0,SIGHT DREAMER (J542),A Atzeni,J Size,122,1306,7,3-1/4,6 6 5 4,1:22.58,6.6,2025/05/18,ST,8,Class 4,1400M,60-40,GOOD TO FIRM,1,"TURF - ""C+3"" Course",13.81,35.95,59.60,1:22.07,,,13.81,22.14,23.65,22.47,nan,nan
5,13.0,DRAGON SUNRISE (J269),K De Melo,K W Lui,121,980,2,3-3/4,7 7 7 5,1:22.67,62.0,2025/05/18,ST,8,Class 4,1400M,60-40,GOOD TO FIRM,1,"TURF - ""C+3"" Course",13.81,35.95,59.60,1:22.07,,,13.81,22.14,23.65,22.47,nan,nan
6,4.0,CAPITAL LEGEND (G333),L Ferraris,C Fownes,128,1146,9,4-1/2,11 10 10 6,1:22.78,31.0,2025/05/18,ST,8,Class 4,1400M,60-40,GOOD TO FIRM,1,"TURF - ""C+3"" Course",13.81,35.95,59.60,1:22.07,,,13.81,22.14,23.65,22.47,nan,nan
7,5.0,QUICK CONTRIBUTION (K112),H Bowman,D J Hall,128,1070,14,4-1/2,14 12 11 7,1:22.81,8.7,2025/05/18,ST,8,Class 4,1400M,60-40,GOOD TO FIRM,1,"TURF - ""C+3"" Course",13.81,35.95,59.60,1:22.07,,,13.81,22.14,23.65,22.47,nan,nan
8,2.0,WITH A SMILE (K136),Z Purton,W Y So,135,1179,13,5-1/4,3 2 2 8,1:22.93,2.6,2025/05/18,ST,8,Class 4,1400M,60-40,GOOD TO FIRM,1,"TURF - ""C+3"" Course",13.81,35.95,59.60,1:22.07,,,13.81,22.14,23.65,22.47,nan,nan
9,11.0,BLAZING BEAM (K103),H Bentley,K H Ting,124,1068,1,6,5 5 6 9,1:23.01,19.0,2025/05/18,ST,8,Class 4,1400M,60-40,GOOD TO FIRM,1,"TURF - ""C+3"" Course",13.81,35.95,59.60,1:22.07,,,13.81,22.14,23.65,22.47,nan,nan
10,3.0,ACROSS DA UNIVERSE (J328),E C W Wong,P C Ng,125,1171,3,6,9 8 8 10,1:23.03,12.0,2025/05/18,ST,8,Class 4,1400M,60-40,GOOD TO FIRM,1,"TURF - ""C+3"" Course",13.81,35.95,59.60,1:22.07,,,13.81,22.14,23.65,22.47,nan,nan
11,6.0,RADIANT SWIFT (J425),B Thompson,T P Yung,128,1178,12,6-3/4,12 9 9 11,1:23.16,209.0,2025/05/18,ST,8,Class 4,1400M,60-40,GOOD TO FIRM,1,"TURF - ""C+3"" Course",13.81,35.95,59.60,1:22.07,,,13.81,22.14,23.65,22.47,nan,nan
12,7.0,RATTAN GALAXY (K143),P N Wong,K L Man,118,1063,11,7-1/4,10 14 14 12,1:23.23,106.0,2025/05/18,ST,8,Class 4,1400M,60-40,GOOD TO FIRM,1,"TURF - ""C+3"" Course",13.81,35.95,59.60,1:22.07,,,13.81,22.14,23.65,22.47,nan,nan
13,10.0,REGENCY WIN WIN (K214),C L Chau,C S Shum,124,1184,10,8-3/4,8 13 13 13,1:23.49,155.0,2025/05/18,ST,8,Class 4,1400M,60-40,GOOD TO FIRM,1,"TURF - ""C+3"" Course",13.81,35.95,59.60,1:22.07,,,13.81,22.14,23.65,22.47,nan,nan
14,8.0,SANDMAN (K220),J Orman,D Eustace,128,1122,8,10-1/4,13 11 12 14,1:23.73,165.0,2025/05/18,ST,8,Class 4,1400M,60-40,GOOD TO FIRM,1,"TURF - ""C+3"" Course",13.81,35.95,59.60,1:22.07,,,13.81,22.14,23.65,22.47,nan,nan
1,3.0,MODULECONSTRUCTION (H127),L Hewitson,K W Lui,130,1138,11,-,2 2 1,1:08.74,11.0,2025/05/18,ST,9,Class 3,1200M,80-60,GOOD TO FIRM,1,"TURF - ""C+3"" Course",24.03,46.13,1:08.74,,,,24.03,22.10,22.61,nan,nan,nan
2,8.0,MAJESTIC EXPRESS (J244),A Atzeni,J Size,123,1222,4,1/2,7 6 2,1:08.84,5.7,2025/05/18,ST,9,Class 3,1200M,80-60,GOOD TO FIRM,1,"TURF - ""C+3"" Course",24.03,46.13,1:08.74,,,,24.03,22.10,22.61,nan,nan,nan
3,10.0,BLAZING WIND (J157),M Chadwick,C S Shum,121,1269,2,1,3 3 3,1:08.90,9.7,2025/05/18,ST,9,Class 3,1200M,80-60,GOOD TO FIRM,1,"TURF - ""C+3"" Course",24.03,46.13,1:08.74,,,,24.03,22.10,22.61,nan,nan,nan
4,2.0,YOUNG SUPERSTAR (J400),Y L Chung,A S Cruz,128,1140,6,1-1/4,1 1 4,1:08.95,29.0,2025/05/18,ST,9,Class 3,1200M,80-60,GOOD TO FIRM,1,"TURF - ""C+3"" Course",24.03,46.13,1:08.74,,,,24.03,22.10,22.61,nan,nan,nan
5,5.0,SUPER INFINITY (J320),L Ferraris,M Newnham,127,1126,1,1-1/2,8 7 5,1:08.97,3.3,2025/05/18,ST,9,Class 3,1200M,80-60,GOOD TO FIRM,1,"TURF - ""C+3"" Course",24.03,46.13,1:08.74,,,,24.03,22.10,22.61,nan,nan,nan
6,11.0,SOLID IMPACT (E447),M F Poon,D J Hall,120,1044,10,2,9 10 6,1:09.05,20.0,2025/05/18,ST,9,Class 3,1200M,80-60,GOOD TO FIRM,1,"TURF - ""C+3"" Course",24.03,46.13,1:08.74,,,,24.03,22.10,22.61,nan,nan,nan
7,4.0,PAKISTAN LEGACY (J363),Z Purton,W Y So,130,1193,3,2-1/2,5 4 7,1:09.14,2.9,2025/05/18,ST,9,Class 3,1200M,80-60,GOOD TO FIRM,1,"TURF - ""C+3"" Course",24.03,46.13,1:08.74,,,,24.03,22.10,22.61,nan,nan,nan
8,7.0,ALL ROUND WINNER (K382),J Orman,D A Hayes,123,1191,9,2-1/2,11 9 8,1:09.15,145.0,2025/05/18,ST,9,Class 3,1200M,80-60,GOOD TO FIRM,1,"TURF - ""C+3"" Course",24.03,46.13,1:08.74,,,,24.03,22.10,22.61,nan,nan,nan
9,6.0,FORTUNE SUPERNOVA (K287),K C Leung,K H Ting,124,1041,5,6-3/4,10 11 9,1:09.80,43.0,2025/05/18,ST,9,Class 3,1200M,80-60,GOOD TO FIRM,1,"TURF - ""C+3"" Course",24.03,46.13,1:08.74,,,,24.03,22.10,22.61,nan,nan,nan
10,1.0,TRIUMPHANT MORE (J489),A Badel,F C Lor,132,1146,12,7,6 8 10,1:09.84,24.0,2025/05/18,ST,9,Class 3,1200M,80-60,GOOD TO FIRM,1,"TURF - ""C+3"" Course",24.03,46.13,1:08.74,,,,24.03,22.10,22.61,nan,nan,nan
11,12.0,WINNING DATA (H230),K De Melo,P F Yiu,120,1148,7,7-1/2,12 12 11,1:09.95,52.0,2025/05/18,ST,9,Class 3,1200M,80-60,GOOD TO FIRM,1,"TURF - ""C+3"" Course",24.03,46.13,1:08.74,,,,24.03,22.10,22.61,nan,nan,nan
12,9.0,MAGIC HALLOW (J329),P N Wong,K L Man,112,1194,8,12,4 5 12,1:10.64,31.0,2025/05/18,ST,9,Class 3,1200M,80-60,GOOD TO FIRM,1,"TURF - ""C+3"" Course",24.03,46.13,1:08.74,,,,24.03,22.10,22.61,nan,nan,nan
1,8.0,WINNING GOLD (H461),J Orman,W Y So,130,1067,10,-,2 2 2 1,1:34.98,12,2025/05/18,ST,10,Class 3,1600M,80-60,GOOD TO FIRM,1,"TURF - ""C+3"" Course",24.98,48.37,1:12.40,1:34.98,,,24.98,23.39,24.03,22.58,nan,nan
2,14.0,MORGAN SUCCESS (K203),L Hewitson,D J Whyte,123,1124,6,3/4,8 7 3 2,1:35.08,5.2,2025/05/18,ST,10,Class 3,1600M,80-60,GOOD TO FIRM,1,"TURF - ""C+3"" Course",24.98,48.37,1:12.40,1:34.98,,,24.98,23.39,24.03,22.58,nan,nan
3,2.0,HUGE WAVE (J197),H Bowman,K H Ting,134,1188,11,1-1/4,11 11 10 3,1:35.16,8,2025/05/18,ST,10,Class 3,1600M,80-60,GOOD TO FIRM,1,"TURF - ""C+3"" Course",24.98,48.37,1:12.40,1:34.98,,,24.98,23.39,24.03,22.58,nan,nan
4,11.0,MAGNIFICENT NINE (H433),A Badel,J Size,126,1149,3,3,6 8 8 4,1:35.47,4.5,2025/05/18,ST,10,Class 3,1600M,80-60,GOOD TO FIRM,1,"TURF - ""C+3"" Course",24.98,48.37,1:12.40,1:34.98,,,24.98,23.39,24.03,22.58,nan,nan
5,5.0,ROMANTIC LAOS (G476),C L Chau,W K Mo,130,1161,9,3-1/4,12 10 11 5,1:35.51,67,2025/05/18,ST,10,Class 3,1600M,80-60,GOOD TO FIRM,1,"TURF - ""C+3"" Course",24.98,48.37,1:12.40,1:34.98,,,24.98,23.39,24.03,22.58,nan,nan
6,1.0,TOURBILLON PRINCE (H122),P N Wong,T P Yung,125,1169,1,3-1/4,4 3 5 6,1:35.51,12,2025/05/18,ST,10,Class 3,1600M,80-60,GOOD TO FIRM,1,"TURF - ""C+3"" Course",24.98,48.37,1:12.40,1:34.98,,,24.98,23.39,24.03,22.58,nan,nan
7,6.0,SUPERB KID (H298),L Ferraris,K W Lui,131,1035,12,3-1/2,13 14 12 7,1:35.54,74,2025/05/18,ST,10,Class 3,1600M,80-60,GOOD TO FIRM,1,"TURF - ""C+3"" Course",24.98,48.37,1:12.40,1:34.98,,,24.98,23.39,24.03,22.58,nan,nan
8,13.0,MEGA FORCE (K200),K C Leung,P C Ng,124,1164,7,4-1/4,5 4 4 8,1:35.64,73,2025/05/18,ST,10,Class 3,1600M,80-60,GOOD TO FIRM,1,"TURF - ""C+3"" Course",24.98,48.37,1:12.40,1:34.98,,,24.98,23.39,24.03,22.58,nan,nan
9,7.0,STAR MAC (J053),A Atzeni,D A Hayes,130,1219,4,4-3/4,9 12 13 9,1:35.75,7.9,2025/05/18,ST,10,Class 3,1600M,80-60,GOOD TO FIRM,1,"TURF - ""C+3"" Course",24.98,48.37,1:12.40,1:34.98,,,24.98,23.39,24.03,22.58,nan,nan
10,9.0,DEFINITIVE (K037),Z Purton,D Eustace,128,1090,5,5,1 1 1 10,1:35.79,4.2,2025/05/18,ST,10,Class 3,1600M,80-60,GOOD TO FIRM,1,"TURF - ""C+3"" Course",24.98,48.37,1:12.40,1:34.98,,,24.98,23.39,24.03,22.58,nan,nan
11,10.0,SUPREME AGILITY (J267),M Chadwick,P C Ng,118,1003,2,5-1/4,7 6 7 11,1:35.84,30,2025/05/18,ST,10,Class 3,1600M,80-60,GOOD TO FIRM,1,"TURF - ""C+3"" Course",24.98,48.37,1:12.40,1:34.98,,,24.98,23.39,24.03,22.58,nan,nan
12,4.0,NOBLE PURSUIT (H324),E C W Wong,C Fownes,125,1179,14,6-3/4,14 13 14 12,1:36.05,92,2025/05/18,ST,10,Class 3,1600M,80-60,GOOD TO FIRM,1,"TURF - ""C+3"" Course",24.98,48.37,1:12.40,1:34.98,,,24.98,23.39,24.03,22.58,nan,nan
13,12.0,CHING (G380),M F Poon,C W Chang,125,1263,13,8-1/2,10 9 9 13,1:36.35,23,2025/05/18,ST,10,Class 3,1600M,80-60,GOOD TO FIRM,1,"TURF - ""C+3"" Course",24.98,48.37,1:12.40,1:34.98,,,24.98,23.39,24.03,22.58,nan,nan
14,3.0,OUTGATE (H113),Y L Chung,A S Cruz,130,1052,8,10-1/4,3 5 6 14,1:36.63,41,2025/05/18,ST,10,Class 3,1600M,80-60,GOOD TO FIRM,1,"TURF - ""C+3"" Course",24.98,48.37,1:12.40,1:34.98,,,24.98,23.39,24.03,22.58,nan,nan
WV,,THE BEST PEACH (H139),B Thompson,A S Cruz,127,---,---,---,---,---,---,2025/05/18,ST,10,Class 3,1600M,80-60,GOOD TO FIRM,1,"TURF - ""C+3"" Course",24.98,48.37,1:12.40,1:34.98,,,24.98,23.39,24.03,22.58,nan,nan
